gen,0_AAGAB,0_AASDH,0_ABCA1,0_ABCA4,0_ABCA7,0_ABCF3,0_ABHD15,0_ABLIM3,0_ACBD6,0_ACE2,0_ACLY,0_ACSL4,0_ACSL6,0_ACSM2A,0_ACTR3B,0_ADAMTS13,0_ADCK2,0_ADCY2,0_ADK,0_ADM,0_ADRB1,0_AFP,0_AGA,0_AGK,0_AGL,0_AGMAT,0_AGPAT4,0_AHNAK2,0_AK2,0_AKAP7,0_AKR1A1,0_AKR1C1,0_AKR1C3,0_AKR1E2,0_ALB,0_ALCAM,0_ALDH1A1,0_ALDH1A2,0_ALDH3B2,0_ALG11,0_ALG9,0_ALKBH1,0_AMBP,0_AMDHD2,0_ANAPC7,0_ANGPTL4,0_ANK2,0_ANKHD1,0_ANKRD46,0_ANO9,0_ANP32E,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_AOAH,0_AP4S1,0_APBA3,0_APBB1IP,0_APBB3,0_APEH,0_APIP,0_APOLD1,0_APPL2,0_ARF6,0_ARFGAP2,0_ARL5A,0_ARL6IP6,0_ARMC8,0_ARMCX1,0_ARMCX2,0_ARNT2,0_ARPC5L,0_ARSB,0_ARSD,0_ASAP2,0_ASH1L,0_ATG4B,0_ATG4D,0_ATIC,0_ATM,0_ATP1A1,0_ATP1B3,0_ATP2B1,0_ATP2B2,0_ATP6V1A,0_ATP6V1C2,0_ATP8A1,0_ATPAF2,0_ATRIP,0_ATRX,0_AUTS2,0_AXIN2,0_AZI2,0_B3GALT4,0_B3GNT9,0_B4GALT2,0_B4GALT3,0_B9D1,0_BAALC,0_BAG3,0_BAIAP2L2,0_BAX,0_BBS4,0_BCAP29,0_BCHE,0_BCKDK,0_BCL2L12,0_BCL2L14,0_BDH1,0_BDKRB1,0_BDNF,0_BEST3,0_BIK,0_BIN1,0_BIN3,0_BIRC5,0_BIRC6,0_BLK,0_BNIP1,0_BNIP3L,0_BPNT1,0_BRAP,0_BSDC1,0_BTF3,0_BTG3,0_BTN3A3,0_C18orf32,0_C1GALT1,0_C1orf162,0_C1orf194,0_C21orf91,0_C3orf14,0_C5orf22,0_C5orf34,0_C6orf118,0_C7orf25,0_C7orf50,0_C9orf85,0_CA12,0_CA9,0_CACNA1H,0_CACYBP,0_CADM4,0_CARD10,0_CARD11,0_CAV2,0_CBWD2,0_CBWD3,0_CBWD6,0_CC2D2B,0_CCDC114,0_CCDC125,0_CCDC127,0_CCDC130,0_CCDC134,0_CCDC28A,0_CCDC43,0_CCDC51,0_CCDC68,0_CCM2,0_CCNA2,0_CCNH,0_CCNJL,0_CCR6,0_CCT3,0_CCT8,0_CD200,0_CD276,0_CD44,0_CD81,0_CDC23,0_CDC26,0_CDC37L1,0_CDC42BPA,0_CDC42EP3,0_CDC42EP4,0_CDC6,0_CDC73,0_CDH2,0_CDH23,0_CDH6,0_CDHR5,0_CDK18,0_CDK20,0_CDKN1C,0_CDKN2A,0_CDKN2C,0_CDYL,0_CEACAM7,0_CEP57,0_CEP72,0_CFB,0_CFI,0_CGGBP1,0_CHCHD6,0_CHD3,0_CHI3L2,0_CHM,0_CHP2,0_CHRM3,0_CHST11,0_CIB2,0_CISD1,0_CKS2,0_CLCN7,0_CLDN2,0_CLEC4C,0_CLEC4D,0_CLINT1,0_CLOCK,0_CLPP,0_CLPTM1,0_CLPTM1L,0_CLTCL1,0_CMIP,0_CMPK2,0_CNDP2,0_CNKSR3,0_CNNM1,0_CNNM3,0_CNST,0_CNTN2,0_CNTN5,0_COMMD3,0_COPA,0_COQ9,0_COX17,0_COX8C,0_CP,0_CPNE5,0_CPNE8,0_CREB1,0_CREB3L1,0_CRHBP,0_CRTAP,0_CSF1R,0_CSNK1D,0_CSTF1,0_CTAGE6,0_CTNNA2,0_CTNNBL1,0_CTR9,0_CTSC,0_CTSH,0_CUEDC1,0_CUL1,0_CUL3,0_CWC22,0_CX3CL1,0_CX3CR1,0_CXXC1,0_CYB5A,0_CYB5R4,0_CYFIP1,0_CYHR1,0_CYP2S1,0_DAB2,0_DACH2,0_DCAF12L2,0_DCAF4,0_DCLK3,0_DCTN2,0_DDB2,0_DDR1,0_DDX1,0_DDX11,0_DDX19B,0_DDX46,0_DDX55,0_DEK,0_DENND2D,0_DERL3,0_DIP2C,0_DLAT,0_DLST,0_DMTF1,0_DNA2,0_DNAJB4,0_DNAJB5,0_DNAJB7,0_DNAJC16,0_DNAJC25,0_DOCK1,0_DOK4,0_DOLPP1,0_DPH2,0_DPM1,0_DPP3,0_DRG1,0_DTNA,0_DUOXA1,0_DVL2,0_DYNC1I2,0_DYNLT3,0_DYRK2,0_DZIP1L,0_E2F1,0_EDAR,0_EDIL3,0_EEFSEC,0_EFCAB2,0_EFHC1,0_EFNB2,0_EGFL7,0_EHF,0_EHMT1,0_EIF2AK1,0_EIF3CL,0_EIF3F,0_EIF3L,0_EIF4G2,0_ELMO3,0_EMCN,0_EMD,0_EML2,0_ENAH,0_ENHO,0_ENO3,0_ENPEP,0_ENPP2,0_ENPP3,0_ENTPD4,0_EPHA3,0_EPHA7,0_EPS15,0_EPS8,0_ERCC1,0_ESRP1,0_ESRRA,0_ETV3,0_ETV5,0_EVI5L,0_EVPL,0_EXOC6B,0_EXTL2,0_EYA4,0_EZH2,0_F11R,0_F2RL1,0_FABP7,0_FAM107B,0_FAM120A,0_FAM122A,0_FAM13C,0_FAM171B,0_FAM172A,0_FAM174B,0_FAM189A2,0_FAM20A,0_FAM8A1,0_FANCE,0_FAS,0_FBLL1,0_FBXL5,0_FBXO16,0_FBXO38,0_FBXO5,0_FBXO6,0_FECH,0_FER,0_FETUB,0_FGB,0_FGFR4,0_FIBP,0_FIGN,0_FKBP4,0_FKBP7,0_FKTN,0_FLOT2,0_FLT4,0_FLVCR1,0_FMO2,0_FOXK2,0_FOXO1,0_FOXP4,0_FTL,0_FUCA1,0_FZR1,0_G3BP1,0_G6PD,0_GAB3,0_GABPB1,0_GABRG3,0_GADD45B,0_GALNT12,0_GANAB,0_GANC,0_GAPDH,0_GAS1,0_GAS2L1,0_GBA2,0_GBP4,0_GCH1,0_GCNT3,0_GFRA3,0_GGTA1,0_GGTLC1,0_GHR,0_GIMAP8,0_GJA4,0_GLE1,0_GLRX5,0_GLUD1,0_GMCL1,0_GMDS,0_GMPR2,0_GNAI1,0_GPAA1,0_GPIHBP1,0_GPR183,0_GPR27,0_GPRASP1,0_GPRC5D,0_GPRIN2,0_GPS2,0_GRB10,0_GREM2,0_GRK6,0_GRPEL2,0_GRSF1,0_GSTA2,0_GSTA4,0_GSTO2,0_GSTZ1,0_GTF2B,0_GTF2F1,0_GTF2H1,0_GTF3A,0_GTF3C1,0_GTPBP2,0_GUSB,0_HAAO,0_HAUS5,0_HAX1,0_HBA1,0_HCFC2,0_HDAC1,0_HDAC10,0_HDDC3,0_HDGF,0_HDHD3,0_HECTD1,0_HHAT,0_HHLA2,0_HLA-DQA1,0_HLA-DQB1,0_HLA-DRB5,0_HLCS,0_HMGCR,0_HMGN2,0_HNF1B,0_HNRNPC,0_HOXA6,0_HOXB3,0_HOXD4,0_HPCA,0_HPCAL1,0_HPS1,0_HPS5,0_HS2ST1,0_HSD17B4,0_HSP90AB1,0_HTATIP2,0_HTR3B,0_HTRA3,0_HTRA4,0_HUNK,0_HUWE1,0_ICA1,0_ICAM1,0_ID3,0_IDH3G,0_IER3IP1,0_IFFO2,0_IFNB1,0_IFNG,0_IFT57,0_IGF2BP2,0_IGSF8,0_IKZF4,0_IL18,0_IMPA1,0_INPP4B,0_INPP5A,0_IRF2BP2,0_IRF9,0_ITGB8,0_ITIH3,0_ITIH5,0_JAZF1,0_JTB,0_KALRN,0_KATNB1,0_KCNA4,0_KCNE3,0_KCNE4,0_KCNG1,0_KCNJ1,0_KCNJ15,0_KCNJ2,0_KCNK1,0_KCTD11,0_KDM1A,0_KHDRBS1,0_KHDRBS2,0_KIAA0319L,0_KIAA0753,0_KIAA0895L,0_KIAA1522,0_KIF13B,0_KIF5B,0_KIFAP3,0_KISS1R,0_KLC4,0_KLHDC1,0_KLHDC2,0_KLHDC8B,0_KLHL20,0_KLHL25,0_KLHL5,0_KLHL8,0_KLK5,0_KLRB1,0_KMO,0_KPNA4,0_KYNU,0_LAYN,0_LBP,0_LCA5,0_LDB2,0_LEMD2,0_LFNG,0_LGALS1,0_LGI4,0_LHPP,0_LIMS1,0_LINGO2,0_LNX1,0_LPAR5,0_LPIN1,0_LRCH2,0_LRIG3,0_LRP2,0_LRP4,0_LRRC28,0_LRRC40,0_LRRC47,0_LRRC57,0_LRRFIP1,0_LSM6,0_LSS,0_LTBP4,0_LUC7L,0_LYPD6,0_LZTS1,0_MAF,0_MAFG,0_MAML3,0_MAP2K2,0_MAP2K6,0_MAP3K2,0_MAP3K5,0_MAP3K6,0_MAPRE1,0_MBD4,0_MCM3,0_MDH1B,0_MED27,0_MED4,0_MEP1A,0_METTL4,0_MFNG,0_MGAM,0_MGRN1,0_MIA2,0_MICAL2,0_MICAL3,0_MICALL1,0_MID1,0_MIPOL1,0_MKKS,0_MLLT1,0_MOSPD1,0_MPG,0_MPI,0_MPRIP,0_MPZL1,0_MPZL2,0_MRPL12,0_MRPL20,0_MRPL23,0_MRPL3,0_MRPL38,0_MRPS17,0_MRPS18B,0_MRPS18C,0_MRPS2,0_MRPS26,0_MSI2,0_MSRA,0_MST1,0_MTA1,0_MTCH1,0_MTHFD1L,0_MTMR1,0_MTMR11,0_MTUS2,0_MTX3,0_MX1,0_MYC,0_MYL5,0_MYO3B,0_MYO7B,0_MYOCD,0_MYOF,0_MYOM2,0_N4BP1,0_NAA25,0_NAGA,0_NAP1L1,0_NCAM2,0_NCK1,0_NDOR1,0_NDRG1,0_NDUFA4L2,0_NDUFAF3,0_NDUFS6,0_NECAB3,0_NEDD4,0_NELL1,0_NEU1,0_NFIC,0_NFX1,0_NGB,0_NHLRC2,0_NIT1,0_NIT2,0_NKX2-2,0_NKX6-1,0_NLGN1,0_NLK,0_NLRX1,0_NME7,0_NOL3,0_NOMO1,0_NOMO2,0_NOP2,0_NOS1AP,0_NOSTRIN,0_NOTCH1,0_NPC1,0_NPM3,0_NPR3,0_NPTN,0_NQO2,0_NR1H3,0_NR3C2,0_NRIP1,0_NRP1,0_NRP2,0_NSUN5,0_NTN1,0_NUDT15,0_NUP85,0_NXPH2,0_OGFOD1,0_OMA1,0_OPHN1,0_OPTN,0_ORM1,0_OSGIN2,0_OTP,0_OTUD1,0_OTUD6B,0_P2RY1,0_P4HTM,0_PA2G4,0_PADI1,0_PAG1,0_PAK1,0_PAM,0_PANK3,0_PAPOLA,0_PARK7,0_PARP1,0_PBXIP1,0_PCBP3,0_PCDH10,0_PCDHB5,0_PCDHGA12,0_PCDHGA2,0_PCDHGB2,0_PCDHGB3,0_PCDHGC4,0_PCYOX1,0_PDCD10,0_PDE1A,0_PDE9A,0_PDGFB,0_PDHX,0_PDIA3,0_PDK3,0_PDK4,0_PDLIM1,0_PDPK1,0_PDZK1IP1,0_PECR,0_PELI1,0_PELI2,0_PGAM2,0_PGAP3,0_PGLS,0_PGM1,0_PHIP,0_PHKA2,0_PHPT1,0_PIAS1,0_PIK3C2B,0_PIK3C3,0_PIK3R6,0_PIN1,0_PIR,0_PITPNM2,0_PIWIL4,0_PKP4,0_PLA2G15,0_PLAU,0_PLCG1,0_PLCG2,0_PLD1,0_PLD2,0_PLEK2,0_PLEKHM1,0_PLK2,0_PLOD2,0_PLS3,0_PLXDC1,0_PLXDC2,0_PLXNB1,0_PMPCA,0_PMS2,0_PNCK,0_PNPLA8,0_PNPT1,0_POF1B,0_POLG,0_POLR2C,0_POLR3D,0_POLR3E,0_POU2F1,0_POU5F1,0_PPIB,0_PPIC,0_PPID,0_PPIP5K1,0_PPM1F,0_PPP1R3B,0_PPP1R7,0_PPP2R1B,0_PPP2R2A,0_PPP2R2B,0_PPP2R3C,0_PPP2R5A,0_PPT1,0_PRAM1,0_PRC1,0_PRDM10,0_PRDM4,0_PREX2,0_PRKCB,0_PRKCD,0_PRKG2,0_PRKX,0_PRMT7,0_PRODH,0_PROS1,0_PRR15L,0_PRRC1,0_PSAPL1,0_PSMD4,0_PSMF1,0_PTEN,0_PTGER4,0_PTGES2,0_PTGR1,0_PTHLH,0_PTPN11,0_PTPN13,0_PTPN21,0_PTPN7,0_PTPN9,0_PTPRE,0_PTPRM,0_PUF60,0_PUM1,0_PXK,0_QPRT,0_QSER1,0_RAB21,0_RAB30,0_RAB3GAP2,0_RAB5B,0_RAB7A,0_RAB9B,0_RABEPK,0_RAD1,0_RAD18,0_RAD21,0_RADIL,0_RALY,0_RANGRF,0_RAP1GAP2,0_RAP1GDS1,0_RAPGEF4,0_RASAL1,0_RASD2,0_RAVER2,0_RBKS,0_RBL2,0_RBM17,0_RBM4,0_RBPMS,0_RCC2,0_RCE1,0_RDX,0_REC8,0_REEP6,0_RELL1,0_REN,0_REPIN1,0_REPS1,0_RGPD4,0_RGS7BP,0_RHPN1,0_RIC3,0_RIC8A,0_RICTOR,0_RILPL2,0_RIMS2,0_RIT1,0_RNASEL,0_RNF10,0_RNF115,0_RNF139,0_RNF141,0_RNF149,0_RNF213,0_RNF7,0_RORA,0_RPA2,0_RPA4,0_RPAP1,0_RPGR,0_RPL10L,0_RPL21,0_RPS23,0_RPS28,0_RPS6KA1,0_RPS6KB1,0_RRP15,0_RRP8,0_RSAD2,0_RSBN1,0_RSPH3,0_RUFY1,0_RUVBL2,0_RYBP,0_S100A13,0_SACM1L,0_SALL1,0_SAP30,0_SCAMP4,0_SCARB1,0_SCIN,0_SCO1,0_SDCBP2,0_SDCCAG8,0_SDR16C5,0_SDR39U1,0_SDSL,0_SEC14L2,0_SEC24C,0_SELL,0_SEMA3F,0_SEMA5A,0_SEPHS1,0_SERPINA1,0_SERPINA4,0_SERPINA5,0_SERPINA6,0_SESTD1,0_SF3A2,0_SFPQ,0_SFRP1,0_SGMS2,0_SH2D4A,0_SH3PXD2B,0_SH3RF3,0_SHC2,0_SHMT1,0_SIL1,0_SIM2,0_SIRPA,0_SIRT5,0_SLBP,0_SLC12A2,0_SLC13A1,0_SLC16A1,0_SLC16A10,0_SLC16A3,0_SLC16A4,0_SLC17A4,0_SLC1A4,0_SLC22A11,0_SLC23A2,0_SLC25A10,0_SLC25A24,0_SLC25A42,0_SLC25A46,0_SLC26A11,0_SLC27A4,0_SLC35A2,0_SLC35E1,0_SLC38A10,0_SLC38A7,0_SLC39A8,0_SLC41A3,0_SLC43A2,0_SLC46A2,0_SLC46A3,0_SLC48A1,0_SLC4A10,0_SLC7A5,0_SLC9A2,0_SLC9A7,0_SMAD9,0_SMARCB1,0_SMC1A,0_SNAP29,0_SNAP91,0_SNRNP48,0_SNRPB,0_SNRPB2,0_SNX14,0_SNX15,0_SNX21,0_SPAG9,0_SPATA5,0_SPOCK2,0_SPP1,0_SPRY4,0_SPTBN4,0_SQSTM1,0_SRD5A1,0_SRPK1,0_SRPRB,0_SSH3,0_ST13,0_ST6GALNAC6,0_STAM2,0_STC2,0_STIM1,0_STK35,0_STK39,0_STOML1,0_STRAP,0_SUN1,0_SUPT5H,0_SUSD2,0_SYNGR3,0_SYNRG,0_SYTL1,0_TACC2,0_TAF8,0_TAOK3,0_TAP2,0_TARDBP,0_TBC1D22A,0_TBC1D7,0_TCF4,0_TCTN1,0_TEC,0_TEK,0_TEX2,0_TF,0_TFEC,0_TFPT,0_TGFB1,0_THBS1,0_THOC3,0_THRSP,0_THUMPD3,0_TLK1,0_TMC5,0_TMCC3,0_TMEM104,0_TMEM107,0_TMEM132E,0_TMEM139,0_TMEM176A,0_TMEM181,0_TMEM201,0_TMEM43,0_TMEM47,0_TMEM50B,0_TMEM70,0_TMEM87A,0_TMOD1,0_TMPRSS2,0_TMTC1,0_TNFAIP8L3,0_TNFRSF10B,0_TNFRSF11B,0_TNFRSF14,0_TNFRSF6B,0_TNIK,0_TPD52L1,0_TPK1,0_TRAF6,0_TRAM1,0_TREM2,0_TREX1,0_TRH,0_TRIAP1,0_TRIM21,0_TRIM28,0_TRIM38,0_TRIM41,0_TRIM5,0_TRIM7,0_TSHR,0_TSPYL2,0_TTC27,0_TTC30A,0_TTC9C,0_TTF1,0_TUBB8,0_TUBG2,0_TUFT1,0_TUSC3,0_TXN,0_TXNRD1,0_TXNRD2,0_UACA,0_UBA7,0_UBAC2,0_UBC,0_UBE2D1,0_UBE2Z,0_UBL7,0_UBLCP1,0_UBTF,0_UCN,0_UFC1,0_UNC5CL,0_UPK1B,0_UQCRFS1,0_UROC1,0_UROS,0_USO1,0_USP25,0_USP9X,0_VAMP7,0_VBP1,0_VEGFA,0_VIPR2,0_VTI1A,0_WARS2,0_WASL,0_WBP2,0_WDR11,0_WDR17,0_WDR33,0_WDR54,0_WDR59,0_WFS1,0_WIPI1,0_WNK1,0_WNK4,0_WRNIP1,0_XIAP,0_YIF1A,0_YTHDF2,0_YWHAE,0_ZBTB33,0_ZBTB34,0_ZBTB37,0_ZDHHC20,0_ZDHHC3,0_ZDHHC6,0_ZFYVE27,0_ZKSCAN4,0_ZNF131,0_ZNF135,0_ZNF207,0_ZNF24,0_ZNF251,0_ZNF280D,0_ZNF282,0_ZNF337,0_ZNF354B,0_ZNF382,0_ZNF415,0_ZNF433,0_ZNF436,0_ZNF44,0_ZNF512B,0_ZNF521,0_ZNF532,0_ZNF544,0_ZNF638,0_ZNF700,0_ZNF83,0_ZNF853,0_ZNFX1,0_ZSCAN12,0_ZSCAN18,0_ZSCAN2
0,0,0,0,55,0,0,0,0,0,0,0,1,6,8,0,0,33,0,0,0,0,0,16,0,0,0,52,4,13,38,0,8,46,87,0,0,0,17,28,34,4,42,10,0,0,0,40,11,29,18,1,26,3,0,88,8,0,2,0,0,7,0,0,77,0,0,0,0,31,13,0,0,0,0,0,3,0,0,0,0,0,14,24,50,21,0,18,45,0,0,0,0,62,0,11,0,0,20,0,0,0,11,0,0,0,46,2,0,0,13,0,0,0,7,6,0,0,0,0,18,0,0,0,45,17,0,0,13,21,0,71,0,15,38,5,16,20,0,0,0,15,71,0,3,0,0,12,75,0,13,0,8,20,15,0,14,21,39,0,17,0,0,16,8,0,0,116,10,18,0,14,5,0,0,0,0,0,0,0,1,6,0,0,0,0,74,76,34,0,17,0,17,0,0,0,52,20,15,0,37,2,43,59,0,2,0,33,5,38,0,0,0,2,0,17,0,3,0,0,0,49,0,47,40,14,15,0,0,37,0,71,0,0,0,55,0,0,0,0,50,52,0,0,0,11,40,25,0,5,0,24,0,0,0,32,0,18,0,15,54,3,15,0,32,1,0,10,0,0,0,0,0,33,0,0,0,0,0,0,0,20,41,42,0,0,19,0,0,0,0,0,66,0,0,0,0,29,20,0,13,0,88,0,82,0,0,45,0,18,0,1,0,27,0,0,19,5,9,0,0,0,0,59,0,52,0,11,12,0,4,0,0,0,3,0,0,24,0,0,3,68,16,0,0,0,0,0,7,6,16,0,0,46,11,21,0,0,0,0,23,0,6,8,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,6,6,17,2,0,0,32,42,0,0,0,0,0,0,5,0,0,0,0,0,2,75,0,18,0,28,0,0,0,0,82,30,0,0,32,0,0,0,15,0,14,15,0,0,6,0,0,10,0,0,0,0,33,0,0,0,0,0,0,2,0,0,0,0,67,34,0,42,2,0,0,0,0,0,34,59,0,6,5,0,0,0,0,0,0,28,0,4,0,6,7,0,0,47,44,1,0,0,7,0,70,30,0,20,0,0,31,0,47,0,8,0,16,6,42,0,0,6,43,40,0,0,0,86,30,0,0,0,0,0,13,30,0,0,32,0,0,0,0,0,49,9,5,59,6,37,45,0,0,0,1,0,2,0,0,1,0,0,0,0,12,105,23,122,21,0,11,4,18,12,0,0,0,0,11,32,23,0,0,0,26,0,0,0,31,0,0,23,71,0,18,38,0,0,0,45,0,82,0,28,27,0,0,57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,6,0,9,0,0,0,27,10,11,0,0,4,0,64,0,0,0,61,0,0,0,88,0,41,6,0,0,4,2,5,0,0,23,46,4,2,0,0,55,0,0,0,0,30,5,31,30,0,3,0,0,0,0,0,0,162,24,0,0,0,0,20,0,3,10,0,0,0,0,10,0,45,17,35,25,4,12,44,105,0,0,47,0,0,0,0,63,0,0,60,80,0,0,121,0,0,7,2,27,0,0,0,0,0,0,35,0,41,0,3,54,0,0,71,0,0,0,0,0,0,0,0,0,0,0,17,0,24,16,0,0,0,0,47,29,0,0,7,13,0,21,0,10,54,0,11,0,4,0,4,0,0,10,13,0,0,36,8,31,0,1,0,49,0,0,34,0,0,45,69,0,0,0,0,23,0,0,0,0,0,0,0,0,39,0,0,0,4,0,40,0,0,56,0,0,11,0,0,23,0,0,0,0,48,0,0,0,16,0,65,30,0,35,0,0,0,0,0,0,0,0,1,0,0,26,21,27,0,0,0,53,0,0,0,17,23,0,1,156,0,22,5,32,88,0,54,0,0,0,0,15,34,0,0,0,12,50,3,0,22,0,4,0,0,0,4,9,0,0,17,0,41,0,9,3,0,0,23,0,0,20,0,0,0,0,62,0,0,0,0,0,57,0,0,65,0,9,21,0,0,0,0,0,31,0,13,1,1,13,29,0,86,0,15,1,0,0,0,0,0,0,0,66,40,0,0,46,9,24,0,0,0,5,17,0,0,125,0,0,0,0,0,4,0,0,20,15,0,0,0,0,0,0,0,0,51,6,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,28,31,7,0,0,5,5,2,0,64,0,11,15,0,0,13,46,16,0,46,0,0,4,36,15,0,22,0,0,0,72,9,20,0,21,49,1,0,0,0,0,16,51,54,57,0,28,39,0,23,39,0,0,36,0,0,0,0,23,0,12,0,0,9,0,0,0,49,0,150,0,0,0,0,5,43,0,83,0,0,20,46,0,24,0,4,0,0,0,0,66,0,0,0,0,33,0,14,0,0,0,15,0,31,0,26,0,17,0,0,0,0,0,45,50,52,53,4,0,0,0,36,0,0,0,0,0,18,0,12
100,1,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,29,0,0,0,70,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,6,0,0,1,5,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1,6,2,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,29,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,1,110,7,2,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,2,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,1,0,2,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,61,0,0,0,6,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,24,2,0,0,0,0,9,1,8,0,2,0,0,0,25,0,0,1,1,0,0,228,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,180,0,0,15,0,0,0,2,2,85,1,1,38,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,2,0,3,1,0,69,0,379,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,205,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,13,2,0,29,0,5,1,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,2,5,0,13,0,0,10,0,0,1,2,0,0,2,1,0,0,0,336,0,0,1,12,0,0,0,0,0,3,0,0,0,2,0,0,1,0,1,0,0,14,0,54,2,0,0,1,0,1,21,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,20,0,5,1,0,0,1,0,0,0,0,0,278,0,0,1,0,0,1,0,0,0,0,0,0,0,19,0,1,0,0,1,0,0,0,0,1,0,0,0,0,104,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,57,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,166,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,3,46,0,0,0,0,0,0,0,89,0,0,0,0,9,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,158,0,118,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,1,9,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,1,0,3,0,0,0,1,0,0,11,0,0,0,0,14,1,0,0,0,12,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,8,0,0,0,1,2,1,0,0,2,8,369,0,2,1,6,1,1,0,88,0,0,0,0,1,0,0,0,0,0,3,0,0,0,16,1,0,0,0,1,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,389,0,0,1,0,0,0,0,32,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,9,0,0,0,0,0,0,0,6,1
