gen,0_AAGAB,0_AAMP,0_AASDH,0_ABCA1,0_ABCA4,0_ABCB6,0_ABCD3,0_ABCF2,0_ABL1,0_ACAT1,0_ACAT2,0_ACBD5,0_ACE2,0_ACLY,0_ACMSD,0_ACOT8,0_ACSL4,0_ACSL6,0_ACSM2A,0_ACTR1A,0_ADAMTS9,0_ADD1,0_ADD3,0_ADI1,0_ADM,0_ADPRH,0_AEBP1,0_AGFG1,0_AGMAT,0_AGRN,0_AGTPBP1,0_AHDC1,0_AHNAK2,0_AK2,0_AK3,0_AKAP1,0_AKAP7,0_AKAP8L,0_AKR1C1,0_AKR1C3,0_AKR1E2,0_ALCAM,0_ALDH1A2,0_ALDH1A3,0_ALDH1L2,0_ALDH3B2,0_ALDH4A1,0_ALDH7A1,0_ALG10B,0_ALG9,0_ALKBH2,0_ALKBH3,0_AMACR,0_AMPD2,0_ANAPC16,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANP32D,0_ANPEP,0_ANXA4,0_ANXA9,0_APBB2,0_APEH,0_APOL2,0_APOO,0_APPL2,0_ARCN1,0_ARHGAP18,0_ARHGAP21,0_ARHGAP33,0_ARHGAP6,0_ARHGEF11,0_ARL1,0_ARMC1,0_ARMC8,0_ARMCX1,0_ARNT2,0_ARPC2,0_ARPC3,0_ARSB,0_ASRGL1,0_ATAD3B,0_ATE1,0_ATF3,0_ATG4D,0_ATP1A1,0_ATP6V1B1,0_ATP6V1D,0_ATP8A1,0_ATP8B1,0_AUP1,0_AUTS2,0_AVL9,0_AVPI1,0_B3GAT3,0_B4GALNT2,0_B4GALNT3,0_BAALC,0_BARX2,0_BBS4,0_BCKDK,0_BCL2L1,0_BCLAF1,0_BDH1,0_BDKRB1,0_BDNF,0_BGN,0_BHMT2,0_BIK,0_BLMH,0_BMP6,0_BNIP1,0_BSG,0_BTF3,0_BTG3,0_C17orf75,0_C19orf12,0_C1D,0_C1GALT1,0_C1orf174,0_C20orf96,0_C4BPA,0_C5orf22,0_C5orf46,0_C6orf118,0_C6orf62,0_C7,0_C8B,0_C9orf116,0_CA9,0_CABIN1,0_CACNA1H,0_CAMKK2,0_CAND2,0_CAP2,0_CAPG,0_CARHSP1,0_CAST,0_CBFA2T2,0_CBWD2,0_CBWD3,0_CBWD6,0_CCDC102A,0_CCDC114,0_CCDC115,0_CCDC127,0_CCDC130,0_CCDC152,0_CCDC43,0_CCDC68,0_CCDC77,0_CCNG2,0_CCNYL1,0_CCR6,0_CCT8,0_CD1B,0_CD200,0_CD276,0_CD55,0_CDC23,0_CDC25C,0_CDC42EP4,0_CDC5L,0_CDH11,0_CDHR2,0_CDK18,0_CDKN2A,0_CDS2,0_CDT1,0_CEACAM7,0_CECR2,0_CENPB,0_CEP68,0_CEP72,0_CES3,0_CFL2,0_CHCHD3,0_CHCHD5,0_CHCHD6,0_CHD3,0_CHD4,0_CHDH,0_CHEK2,0_CHFR,0_CHKB,0_CHMP1B,0_CHMP4B,0_CHMP4C,0_CHP2,0_CHUK,0_CIB2,0_CIITA,0_CISD3,0_CKS2,0_CLDN2,0_CLEC4C,0_CLEC4D,0_CLPB,0_CLPTM1,0_CLPX,0_CLTCL1,0_CMIP,0_CMPK2,0_CMTM4,0_CNNM1,0_CNOT1,0_CNOT2,0_CNTN2,0_CNTN5,0_COASY,0_COG1,0_COL4A1,0_COMMD3,0_COMT,0_CORO1B,0_COX18,0_COX19,0_COX4I1,0_COX5A,0_COX8C,0_CP,0_CPNE5,0_CPT1A,0_CRAT,0_CREB3L1,0_CRHBP,0_CRIM1,0_CRISP3,0_CRP,0_CSNK1E,0_CSNK1G3,0_CSPG4,0_CTAGE1,0_CTAGE6,0_CTBP1,0_CTBP2,0_CTDP1,0_CTNNA2,0_CTR9,0_CTSC,0_CTTN,0_CTTNBP2NL,0_CXCL12,0_CYC1,0_CYFIP2,0_CYP27A1,0_CYP2R1,0_CYP2S1,0_DAAM2,0_DACT2,0_DBI,0_DCAF12L1,0_DCAF12L2,0_DCAF8,0_DCBLD2,0_DDAH1,0_DDB1,0_DDB2,0_DDO,0_DDX10,0_DDX11,0_DDX18,0_DEF8,0_DEPDC1,0_DERL2,0_DFFA,0_DGKD,0_DHCR7,0_DHRS3,0_DHRS7,0_DIDO1,0_DIP2C,0_DIRAS3,0_DLG2,0_DLX5,0_DMGDH,0_DMP1,0_DMXL1,0_DNAJB1,0_DNAJB4,0_DNAJB7,0_DNAJC1,0_DNMT3L,0_DOLPP1,0_DPF2,0_DPH2,0_DPP4,0_DPP9,0_DPY30,0_DPYSL3,0_DPYSL4,0_DTNA,0_DTX4,0_DUSP10,0_DYNLT3,0_DYRK1A,0_DYRK2,0_EBAG9,0_EBPL,0_ECD,0_ECE1,0_EDAR,0_EDEM2,0_EDIL3,0_EDNRB,0_EFNB2,0_EHF,0_EHMT1,0_EIF2AK4,0_EIF2B4,0_EIF3B,0_EIF4ENIF1,0_EIF4G1,0_ELF3,0_ELMO3,0_ENHO,0_ENO1,0_ENOSF1,0_ENPEP,0_ENPP3,0_ENTPD6,0_ENY2,0_EPHA7,0_EPN1,0_ERCC4,0_ERCC5,0_ESRP1,0_ETFB,0_ETV4,0_ETV5,0_EXD3,0_EXOC6B,0_EYA4,0_F11R,0_F2RL1,0_FABP7,0_FAM104B,0_FAM114A2,0_FAM13C,0_FAM174B,0_FAM189A2,0_FAM50A,0_FAM53C,0_FAR2,0_FAS,0_FASTKD1,0_FAT1,0_FBL,0_FBXL14,0_FBXO16,0_FBXO21,0_FBXO28,0_FCN3,0_FECH,0_FEN1,0_FGB,0_FGFR4,0_FIBP,0_FIP1L1,0_FKBP9,0_FLOT2,0_FLRT3,0_FLVCR2,0_FMO2,0_FOSL2,0_FOXO1,0_FOXP2,0_FOXP4,0_FPR2,0_FRY,0_FSD1L,0_FTO,0_FUZ,0_FXYD3,0_FZD4,0_G6PD,0_GAB3,0_GABARAPL1,0_GABRG3,0_GALNT3,0_GAR1,0_GAS2L1,0_GBA2,0_GBP1,0_GBP2,0_GC,0_GCAT,0_GCHFR,0_GCNT3,0_GCSH,0_GDF15,0_GEN1,0_GGCT,0_GGT1,0_GGTLC2,0_GLB1L,0_GLIPR1,0_GLOD4,0_GLOD5,0_GLRX5,0_GLS,0_GLUD1,0_GM2A,0_GNAI1,0_GNB1L,0_GOLGA4,0_GOLM1,0_GORASP2,0_GPATCH1,0_GPBP1,0_GPBP1L1,0_GPC4,0_GPIHBP1,0_GPR107,0_GPR155,0_GPSM1,0_GRK6,0_GRPEL2,0_GRSF1,0_GSTA4,0_GSTK1,0_GSTM4,0_GTF2E2,0_GTF2IRD1,0_GTF3C1,0_GTPBP3,0_H6PD,0_HADH,0_HAL,0_HAND2,0_HCRTR1,0_HDAC5,0_HEATR5B,0_HERC3,0_HFE,0_HHAT,0_HHLA2,0_HIBCH,0_HMG20B,0_HMGCL,0_HMGCR,0_HNRNPD,0_HNRNPH1,0_HNRNPH2,0_HNRNPK,0_HNRNPU,0_HPCA,0_HSD17B6,0_HSDL2,0_HSPA12A,0_HSPA1B,0_HSPB7,0_HTATIP2,0_HTATSF1,0_HTR3B,0_HUNK,0_ICAM1,0_IFIT1,0_IFNAR1,0_IFNB1,0_IFRD2,0_IK,0_IL23A,0_IL4I1,0_IMMP1L,0_INF2,0_ING2,0_INPPL1,0_IRAK3,0_IRF2BP2,0_IRF7,0_IRS2,0_ISCA2,0_ISG20L2,0_ISL1,0_ITIH5,0_ITPR3,0_JAG2,0_JPH2,0_JUN,0_KATNB1,0_KCNA4,0_KCND1,0_KCNE3,0_KCNJ2,0_KCNK1,0_KCNS3,0_KDM1A,0_KHDRBS2,0_KIAA1328,0_KIF13B,0_KIF21A,0_KIF26B,0_KIF4B,0_KIF7,0_KIFAP3,0_KLHDC8B,0_KMO,0_KRT7,0_KTN1,0_LACTB,0_LACTB2,0_LARS2,0_LAS1L,0_LAYN,0_LDHC,0_LDLRAD2,0_LENG8,0_LETM1,0_LFNG,0_LGI4,0_LGR6,0_LHX6,0_LIG1,0_LIMS3,0_LIPT2,0_LMAN1,0_LNX2,0_LPAR2,0_LPCAT1,0_LPIN2,0_LRBA,0_LRP2,0_LRP4,0_LRRC28,0_LRRN3,0_LRSAM1,0_LSM6,0_LYSMD2,0_LZTS1,0_MAF,0_MAGEA8,0_MAP2K5,0_MAP2K6,0_MAP3K1,0_MAP3K6,0_MAP3K9,0_MAP7D3,0_MATN2,0_MCM3,0_MCRS1,0_MECOM,0_MED4,0_MEP1A,0_MERTK,0_METRN,0_MFGE8,0_MFSD6,0_MGAM,0_MGRN1,0_MICAL2,0_MID1,0_MIF4GD,0_MKS1,0_MLF2,0_MLLT1,0_MLLT3,0_MLX,0_MMP11,0_MOGS,0_MPG,0_MPHOSPH9,0_MPI,0_MPST,0_MPZL1,0_MPZL2,0_MRPL13,0_MRPL15,0_MRPL33,0_MRPL52,0_MRPL55,0_MRPS30,0_MSH2,0_MSRA,0_MT1A,0_MTAP,0_MTDH,0_MTRR,0_MVP,0_MYO10,0_MYO1B,0_MYO1E,0_MYO3A,0_MYO9A,0_MYO9B,0_MYOCD,0_MYOM2,0_N4BP1,0_N4BP3,0_N6AMT1,0_NAA15,0_NAA16,0_NAAA,0_NAF1,0_NAGPA,0_NAP1L5,0_NBR1,0_NCLN,0_NDUFA12,0_NDUFA4L2,0_NDUFA9,0_NECAB3,0_NEDD4L,0_NEK8,0_NELL1,0_NEURL1B,0_NEXN,0_NFE2L2,0_NGB,0_NGEF,0_NID2,0_NIF3L1,0_NIPAL3,0_NKX2-2,0_NLE1,0_NLGN1,0_NLRX1,0_NME4,0_NNMT,0_NNT,0_NOB1,0_NOL3,0_NOP56,0_NOSIP,0_NOTCH1,0_NPM3,0_NQO2,0_NR1D2,0_NRF1,0_NRSN2,0_NSA2,0_NSUN4,0_NT5E,0_NTN1,0_NTRK3,0_NUB1,0_NUDT12,0_NUDT22,0_NUDT4,0_NUDT9,0_NUP153,0_NUP50,0_NXN,0_OBSL1,0_ODF2,0_OGFOD1,0_OPA1,0_OTP,0_OTUD5,0_OXNAD1,0_P2RX6,0_P4HA1,0_P4HA3,0_PABPC5,0_PAGE4,0_PAICS,0_PAIP2,0_PAPOLG,0_PAQR7,0_PARP3,0_PARP6,0_PAXIP1,0_PCBP3,0_PCDH10,0_PCDH11X,0_PCDHB4,0_PCDHB7,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGB5,0_PCDHGB6,0_PCDHGB7,0_PCDHGC4,0_PCK1,0_PCYOX1,0_PDCD7,0_PDCL3,0_PDE5A,0_PDIA4,0_PDS5B,0_PDZK1,0_PDZK1IP1,0_PEG3,0_PELO,0_PEX6,0_PFKM,0_PFN2,0_PGAM2,0_PGAP3,0_PGRMC2,0_PHC2,0_PHF14,0_PHF23,0_PHLDB1,0_PI16,0_PIAS1,0_PIAS2,0_PID1,0_PIGR,0_PIK3C3,0_PIR,0_PIWIL4,0_PKNOX1,0_PLA2G12B,0_PLA2G5,0_PLCD1,0_PLCG1,0_PLCG2,0_PLCL1,0_PLEK2,0_PLEKHA6,0_PLEKHG1,0_PLEKHG3,0_PLEKHJ1,0_PLK2,0_PLXDC2,0_PMM2,0_PNCK,0_PNPLA2,0_PNPT1,0_POFUT1,0_POLR1E,0_POMP,0_PPA1,0_PPAN,0_PPM1F,0_PPM1H,0_PPM1K,0_PPP1R3B,0_PPP1R7,0_PPP2CB,0_PPP2R2A,0_PRCC,0_PRDM5,0_PREP,0_PREX2,0_PRKAA2,0_PRKAB1,0_PROS1,0_PRPF40B,0_PSAP,0_PSIP1,0_PSMB1,0_PSMB4,0_PSMB9,0_PSMC4,0_PSMF1,0_PTCD3,0_PTEN,0_PTGFRN,0_PTGR1,0_PTHLH,0_PTMA,0_PTPN12,0_PTPN9,0_PXK,0_PXN,0_PYGL,0_QPCT,0_RAB11FIP1,0_RAB2A,0_RAB31,0_RAB6A,0_RAB6B,0_RACGAP1,0_RAD1,0_RAD18,0_RAD21,0_RADIL,0_RALBP1,0_RALGAPB,0_RANBP3L,0_RAP1GAP2,0_RAPGEF3,0_RAPGEF4,0_RBBP4,0_RBM15,0_RBM17,0_RBM38,0_RBM4,0_RBMS2,0_RBMX2,0_RBP5,0_RBP7,0_RC3H1,0_RCBTB2,0_RCCD1,0_REC8,0_REEP6,0_REN,0_RFC3,0_RFX1,0_RGL2,0_RGP1,0_RGPD3,0_RGS7BP,0_RIC3,0_RILPL2,0_RNASEL,0_RNASET2,0_RNF180,0_RNF31,0_RNF38,0_RPA4,0_RPAP1,0_RPIA,0_RPL13,0_RPL21,0_RPL28,0_RPRD1A,0_RRAGB,0_RRAGD,0_RREB1,0_RRS1,0_RSBN1,0_RSPH3,0_RXRB,0_SAA4,0_SACM1L,0_SAMHD1,0_SARDH,0_SCARA5,0_SCARB2,0_SCGN,0_SCO1,0_SDCBP,0_SDCCAG8,0_SDF2L1,0_SEC31A,0_SEC61B,0_SEC63,0_SECISBP2,0_SECTM1,0_SEMA4D,0_SEPHS2,0_SERPINA4,0_SERPINC1,0_SF1,0_SF3B5,0_SFT2D2,0_SFXN3,0_SFXN4,0_SGPP1,0_SGSM1,0_SGSM3,0_SH3BP2,0_SH3GLB1,0_SHARPIN,0_SHPK,0_SIK3,0_SIRPA,0_SKP2,0_SLC12A4,0_SLC12A7,0_SLC13A3,0_SLC13A5,0_SLC15A4,0_SLC16A1,0_SLC16A3,0_SLC16A4,0_SLC17A4,0_SLC1A4,0_SLC22A23,0_SLC25A4,0_SLC25A5,0_SLC26A11,0_SLC26A6,0_SLC27A4,0_SLC2A9,0_SLC30A9,0_SLC35B3,0_SLC35D2,0_SLC35F2,0_SLC3A1,0_SLC43A2,0_SLC46A2,0_SLC6A2,0_SMARCA2,0_SNAP29,0_SNAPIN,0_SNIP1,0_SNRPA1,0_SNW1,0_SNX1,0_SNX21,0_SOCS1,0_SOCS3,0_SOD2,0_SP1,0_SPAG16,0_SPAG5,0_SPARC,0_SPATA18,0_SPHKAP,0_SPOCK2,0_SPP1,0_SPRY4,0_SPRYD3,0_SPTY2D1,0_SQSTM1,0_SRM,0_SRPX2,0_SSBP2,0_SSC5D,0_SSU72,0_ST3GAL1,0_ST8SIA1,0_ST8SIA3,0_STAP2,0_STAU1,0_STBD1,0_STC1,0_STC2,0_STK35,0_STK38,0_STK39,0_STON2,0_STX12,0_STX17,0_STX4,0_STXBP4,0_SUCLG1,0_SUMO4,0_SUPV3L1,0_SURF2,0_SVIL,0_SYF2,0_SYNGR2,0_SYTL2,0_TADA2B,0_TAF8,0_TAX1BP3,0_TBC1D1,0_TBC1D14,0_TBL1XR1,0_TCEA3,0_TCF4,0_TCFL5,0_TCP1,0_TEC,0_TEKT2,0_TET2,0_TEX2,0_TFB2M,0_TFEC,0_TFRC,0_THBS1,0_THBS2,0_TIGD1,0_TIMP2,0_TJP2,0_TLCD1,0_TM2D2,0_TM4SF18,0_TMCO1,0_TMED4,0_TMED7-TICAM2,0_TMEFF2,0_TMEM106C,0_TMEM116,0_TMEM139,0_TMEM165,0_TMEM169,0_TMEM176A,0_TMEM184B,0_TMEM201,0_TMEM33,0_TMEM45B,0_TMEM47,0_TMEM70,0_TMEM87A,0_TMEM8B,0_TMPO,0_TMPRSS2,0_TMTC1,0_TMUB1,0_TMUB2,0_TNFRSF10B,0_TNFRSF11B,0_TNFRSF14,0_TNFSF13B,0_TNK2,0_TNKS1BP1,0_TOMM40,0_TOR1B,0_TP53BP2,0_TP53I3,0_TPM3,0_TPP1,0_TPRN,0_TRAF3IP1,0_TRAF3IP2,0_TRAF6,0_TRAP1,0_TRAPPC10,0_TRH,0_TRIB2,0_TRIB3,0_TRIM17,0_TRIM23,0_TRIM25,0_TRIM35,0_TRIM55,0_TRIM69,0_TRIOBP,0_TRMT61B,0_TSHZ1,0_TSPAN6,0_TSSC4,0_TTC30A,0_TTC38,0_TTF1,0_TTLL1,0_TTR,0_TUBB1,0_TUBG1,0_TUBG2,0_TUFT1,0_TWF1,0_TXN,0_TXNDC5,0_TXNRD1,0_TYW1,0_UAP1,0_UBA5,0_UBB,0_UBE2E2,0_UBE2G1,0_UBE2H,0_UBE2L3,0_UBE3C,0_UGT1A6,0_UQCRH,0_UQCRHL,0_UROC1,0_USP1,0_USP2,0_USP4,0_VIM,0_VIPR1,0_VIPR2,0_VSIG2,0_VTA1,0_VWA5B2,0_WASL,0_WDFY1,0_WDR1,0_WDR11,0_WDR13,0_WDR26,0_WDR31,0_WDR41,0_WDR7,0_WNK4,0_WWP1,0_XPNPEP3,0_XPO5,0_XRCC5,0_YAF2,0_YAP1,0_YES1,0_YIF1A,0_YIPF3,0_YIPF5,0_YTHDF2,0_YWHAZ,0_ZBTB34,0_ZDHHC3,0_ZDHHC6,0_ZFPM2,0_ZFYVE1,0_ZFYVE27,0_ZKSCAN4,0_ZNF343,0_ZNF436,0_ZNF439,0_ZNF44,0_ZNF512,0_ZNF518B,0_ZNF610,0_ZNF630,0_ZNF677,0_ZNF707,0_ZNF792,0_ZNF84,0_ZNF853,0_ZNHIT6,0_ZRANB1,0_ZSCAN12,0_ZW10
0,0,0,0,0,101,0,0,0,0,0,5,0,0,14,37,0,13,91,1,0,0,0,0,23,0,0,8,10,0,0,0,0,46,22,0,4,34,0,17,38,17,1,0,0,0,0,0,36,0,44,0,1,0,0,0,0,57,37,12,0,51,64,0,0,0,0,43,0,0,0,0,0,16,0,0,16,59,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,50,39,0,0,56,0,0,0,10,0,16,51,0,0,0,26,23,0,46,54,0,0,0,0,8,0,0,32,0,0,23,0,7,0,34,0,34,63,2,0,0,20,0,0,2,0,18,5,0,4,0,19,0,0,3,17,75,0,39,0,0,0,0,5,39,89,0,95,0,0,26,59,14,0,0,4,3,13,0,0,0,0,0,0,0,52,0,73,0,24,0,29,0,7,2,3,0,18,0,0,0,6,0,0,77,38,0,0,0,10,0,0,0,0,0,0,30,0,58,37,0,0,1,0,34,3,41,0,0,11,6,0,0,0,11,0,0,0,0,0,0,23,3,0,12,0,0,40,0,3,0,4,0,0,71,0,9,1,0,0,0,0,0,0,77,58,15,0,0,0,0,0,13,24,13,36,0,18,0,19,0,0,0,0,0,0,32,106,7,0,0,0,0,0,0,0,0,30,0,0,67,0,120,0,63,0,0,0,11,0,0,5,91,0,23,0,0,0,0,48,0,86,0,0,0,6,10,0,0,0,0,33,11,0,51,92,6,0,0,1,0,44,7,0,0,0,0,4,0,0,1,0,18,0,0,23,0,0,8,12,0,1,0,0,1,32,0,0,0,0,1,21,69,8,78,20,0,7,7,0,0,27,10,0,0,17,0,1,0,0,0,0,0,0,0,2,0,0,0,0,42,79,0,19,0,26,0,0,0,0,0,0,0,53,36,0,2,0,0,0,0,13,0,0,0,113,14,0,46,0,0,0,0,0,5,0,0,0,7,0,0,0,42,0,0,26,14,15,0,0,22,0,30,0,73,0,73,0,0,0,0,12,0,18,73,0,14,18,0,0,0,0,1,0,0,0,0,0,32,17,78,5,0,0,0,134,0,10,8,33,0,0,18,17,61,0,0,0,0,0,0,37,0,0,0,0,0,1,42,0,0,17,1,0,4,0,27,0,0,40,0,19,19,0,3,0,0,24,6,0,31,0,0,0,0,0,41,0,0,16,24,0,0,18,0,41,0,0,0,0,0,0,12,7,0,17,0,0,0,89,0,3,0,0,0,26,0,0,0,0,0,7,32,0,0,0,8,0,0,0,0,0,0,88,39,0,52,0,0,0,0,0,21,0,0,24,25,0,74,0,0,0,0,0,18,111,0,48,43,3,46,0,33,0,0,0,0,12,18,0,0,118,0,14,74,7,1,0,8,4,57,2,0,0,0,0,0,0,0,0,32,0,0,0,140,0,0,18,5,39,0,3,0,0,25,69,0,0,0,116,35,31,35,0,42,46,10,45,0,0,9,45,41,0,4,0,0,0,0,18,0,19,56,0,0,8,0,45,62,0,0,7,7,0,0,0,0,0,78,141,0,0,0,0,0,0,0,30,0,0,29,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,20,6,1,8,1,0,43,0,0,0,0,64,0,0,0,0,0,14,0,9,0,5,21,0,0,0,0,0,0,0,22,0,5,0,0,0,108,0,0,45,0,19,0,19,1,0,0,53,20,0,0,0,0,0,0,0,55,0,41,68,23,39,0,0,0,24,0,31,0,23,6,29,0,0,6,0,0,0,24,0,0,0,0,0,0,0,21,0,24,0,0,0,0,18,0,0,0,6,0,119,0,0,0,0,2,3,47,9,0,0,13,0,0,0,47,0,34,0,0,0,0,53,0,0,0,26,0,28,16,0,11,0,42,58,0,0,115,0,0,0,0,20,0,0,0,116,29,0,24,61,5,0,7,0,13,64,19,0,0,0,0,0,2,17,27,45,26,5,0,0,18,0,57,9,0,0,0,0,0,0,0,0,5,65,13,0,0,0,30,0,0,0,0,39,0,0,0,0,73,0,0,58,0,8,29,40,0,4,46,0,4,0,0,25,0,0,28,84,0,9,0,8,0,0,55,0,0,28,38,0,0,0,0,0,0,64,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,25,49,0,1,0,0,30,0,0,4,0,73,0,0,0,42,18,22,0,92,104,39,0,48,0,4,0,5,0,0,0,0,69,33,7,0,2,19,0,0,3,0,0,0,0,63,0,0,0,0,88,0,7,0,0,0,136,0,0,28,0,11,0,0,0,0,0,0,0,129,0,12,0,20,80,0,0,0,0,0,0,0,3,0,2,0,1,0,67,25,46,0,0,0,0,23,0,5,0,0,15,0,0,0,35,0
100,3,0,0,2,29,0,1,0,0,0,1,0,0,0,63,0,0,15,0,0,0,1,2,0,0,11,0,0,0,0,0,0,65,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,4,0,0,2,0,8,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,5,3,1,0,0,0,0,0,0,0,0,29,0,1,0,0,0,4,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,3,33,2,0,0,0,1,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,43,1,0,0,0,0,0,0,0,0,1,31,9,0,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,4,0,0,294,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,37,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,3,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,28,0,0,0,0,1,0,1,0,0,0,0,1,1,23,1,0,0,7,0,0,0,0,0,0,0,20,1,3,0,0,0,0,0,15,0,0,79,0,0,208,2,0,0,29,0,23,0,0,22,1,0,0,1,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,322,6,0,0,0,1,0,1,46,0,0,0,0,0,5,1,0,0,0,0,266,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,0,0,1,0,0,0,0,27,0,0,1,0,0,0,0,1,0,0,15,0,0,0,0,3,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,3,0,0,16,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,118,0,1,1,0,0,0,3,0,137,0,1,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,22,2,177,0,0,4,0,0,0,0,0,0,1,452,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,147,2,0,140,0,0,1,0,0,0,7,0,0,1,0,58,60,0,0,1,0,1,0,193,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,11,148,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,4,0,177,0,0,0,0,0,0,0,370,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,1,0,1,0,0,0,0,11,0,0,2,0,0,0,0,25,0,0,120,0,0,0,0,0,2,0,0,0,2,8,0,0,0,60,0,0
