gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,420,420,0.2,0.7812877613826984,0.914928466892189,0.1697841581461309,0.14002800840280097,0.27180299606938485,1.0,0.18099801575876293
1,516,633,637,0.2,0.7945193112717593,0.9172692889078586,0.14433102774738155,0.13130643285972254,0.27489300593660426,1.0,0.1385228128566943
2,500,672,834,0.2,0.8091731090673556,0.918952634942648,0.13421465141922848,0.13736056394868904,0.27530862784727456,1.0,0.13638428038156852
3,500,726,1054,0.2,0.8185229125880931,0.9195740757790585,0.1242582621463854,0.13608276348795434,0.27818913155912023,1.0,0.13600631624617618
4,500,735,1237,0.2,0.8288408135724485,0.9195834037282733,0.11852367202761818,0.13608276348795434,0.2754942604944162,1.0,0.13704252926962182
5,500,728,1409,0.2,0.8383623586686235,0.9216171149948151,0.11194289926615919,0.13245323570650439,0.2707046391498176,1.0,0.13495834642773288
6,500,759,1588,0.2,0.8439919002634163,0.9216171149948151,0.10890076536157609,0.13245323570650439,0.26946853864684017,1.0,0.13556083808692473
7,500,800,1781,0.2,0.8441393576867097,0.9246998437936377,0.11082343660012722,0.13245323570650439,0.2742941291771959,1.0,0.13747569794178294
8,500,790,1932,0.2,0.8470893715521277,0.9289079376651184,0.10779851266183332,0.13245323570650439,0.2765832726915619,1.0,0.13691091477753844
9,500,788,2095,0.2,0.8507820389407086,0.9313962915900629,0.10608199752351635,0.13245323570650439,0.2760103327762147,1.0,0.13722864843249824
10,500,827,2268,0.2,0.8546213751602192,0.9313962915900629,0.10372747636016964,0.13245323570650439,0.27512522794179495,1.0,0.13762175022512962
11,500,831,2410,0.2,0.8610965855049808,0.9313962915900629,0.09871449415294499,0.13130643285972254,0.2694201900909185,1.0,0.13593682936193618
12,500,848,2563,0.2,0.8611570367473359,0.9313962915900629,0.10014203962702942,0.13130643285972254,0.2725225219330558,1.0,0.1383101242637517
13,500,839,2717,0.2,0.8625077085132743,0.9313962915900629,0.0981065746276972,0.12909944487358055,0.2765250851125389,1.0,0.13731335476826573
14,500,860,2857,0.2,0.8655561112636387,0.9313962915900629,0.0972233448668272,0.12909944487358055,0.2740965813956442,1.0,0.13818568815168264
15,500,858,2976,0.2,0.8662213769153724,0.9313962915900629,0.09699074690352127,0.12909944487358055,0.2764022538115072,1.0,0.1374765257617276
16,500,865,3106,0.2,0.8680704512050481,0.9313962915900629,0.09493205481008818,0.13018891098082386,0.2767239433385595,1.0,0.1373579665949378
17,500,848,3215,0.2,0.87289805311995,0.9321436451127922,0.09188032040582793,0.1270001270001905,0.2706277677752914,1.0,0.13606559022059794
18,500,830,3314,0.2,0.8740574289493181,0.9358625894368167,0.09174812528745005,0.12598815766974242,0.2710674117594598,1.0,0.13557447111689383
19,500,874,3428,0.2,0.8756518105982743,0.9358625894368167,0.09096211247915358,0.12598815766974242,0.27148891071893616,1.0,0.13555913470314968
20,500,852,3519,0.2,0.8766169945161908,0.9358625894368167,0.09107776055035538,0.12598815766974242,0.27120858848377594,1.0,0.13587516475420494
21,500,851,3627,0.2,0.8811058370945195,0.9366542437293444,0.08821450009178679,0.11867816581938534,0.2638971657359898,1.0,0.13453074352623626
22,500,888,3726,0.2,0.8816438421596786,0.937568975785726,0.08805802149514148,0.11867816581938534,0.2652453578713386,1.0,0.13442166337603628
23,500,860,3806,0.2,0.8791273647326736,0.9383606300782535,0.09166621320790358,0.11867816581938534,0.2719746669978795,1.0,0.13539338773459994
24,500,875,3898,0.2,0.8806043761468141,0.9395662931405203,0.08969444718427999,0.11867816581938534,0.27298976754186305,1.0,0.13464502234530432
25,500,862,3983,0.2,0.8817872334563785,0.9512182954954076,0.08963923262799249,0.11867816581938534,0.27229000158337574,1.0,0.13494530293705537
26,500,864,4080,0.2,0.883037171397387,0.9512182954954076,0.08935271934566444,0.11867816581938534,0.2719749929158207,1.0,0.13541991777349657
27,500,861,4153,0.2,0.8841369766587038,0.9512182954954076,0.08912596902115177,0.11867816581938534,0.2710753431125691,1.0,0.13577682171268832
28,500,905,4235,0.2,0.8855560541558197,0.9512182954954076,0.08885896576554515,0.11867816581938534,0.2687792950596066,1.0,0.13669029213586964
29,500,856,4296,0.2,0.8888701129927192,0.9512182954954076,0.08617552194090204,0.11952286093343936,0.264512258555011,1.0,0.13414549422766153
30,500,875,4361,0.2,0.8896911909913443,0.9512182954954076,0.08648043125915968,0.11952286093343936,0.26320359326317294,1.0,0.13507265072536412
31,500,847,4409,0.2,0.8903799255944839,0.9512182954954076,0.08654316534982072,0.11952286093343936,0.2628609009316315,1.0,0.13509275436350218
32,500,876,4464,0.2,0.8912081701195503,0.9512182954954076,0.08646352907738346,0.11952286093343936,0.26231753261111806,1.0,0.13516815135089144
33,500,896,4526,0.2,0.8920282265424933,0.9512182954954076,0.08616472688936873,0.11952286093343936,0.26217267643079084,1.0,0.13516514183021303
34,500,862,4576,0.2,0.8925376009985012,0.9512182954954076,0.08610796658631041,0.11952286093343936,0.2625794541283729,1.0,0.13492403962874683
35,500,847,4628,0.2,0.8935532324170501,0.9512182954954076,0.08592153052350565,0.11952286093343936,0.2615274596919898,1.0,0.13547130034828506
36,500,838,4663,0.2,0.894022749647828,0.9512182954954076,0.08588671958704862,0.11952286093343936,0.26241703763924623,1.0,0.13498524838176484
37,500,859,4704,0.2,0.8948078875929739,0.9512182954954076,0.08591780033987158,0.11952286093343936,0.26213013107401645,1.0,0.13496040421074887
38,500,881,4759,0.2,0.8947837917202933,0.9512182954954076,0.08569918430461876,0.11952286093343936,0.263968085594929,1.0,0.13421508909834617
39,500,880,4818,0.2,0.8952205248273766,0.9512182954954076,0.08574946986315996,0.1203858530857692,0.26498213345233174,1.0,0.13360879620232124
40,500,835,4853,0.2,0.8959018133765806,0.9512182954954076,0.08577791351492882,0.1203858530857692,0.2643689273467624,1.0,0.1340531185147488
41,500,874,4891,0.2,0.8960650769258426,0.9543258444667917,0.08582149005460636,0.12309149097933274,0.26563895279078314,1.0,0.13326741007539947
42,500,882,4940,0.2,0.8965772313003401,0.9543258444667917,0.08592213218344713,0.12309149097933274,0.26577255293016105,1.0,0.13315694158912494
43,500,864,4987,0.2,0.897609622022008,0.9543258444667917,0.08589912269792724,0.12309149097933274,0.2648596249788402,1.0,0.1334078609152003
44,500,865,5030,0.2,0.8983963098313904,0.9543258444667917,0.08602413693748408,0.12309149097933274,0.2640654691690342,1.0,0.13372039222011062
45,500,880,5068,0.2,0.8993894886536152,0.9543258444667917,0.08571432384131138,0.12309149097933274,0.26286327389932707,1.0,0.13329156525137828
46,500,883,5103,0.2,0.9016864747286004,0.9543258444667917,0.08300606579703872,0.12309149097933274,0.2597887096444504,1.0,0.13054621628756038
47,500,884,5133,0.2,0.9023079698939275,0.9543258444667917,0.08309522340029332,0.12803687993289598,0.25973738912775557,1.0,0.13065195691673276
48,500,883,5162,0.2,0.902415901512555,0.9543258444667917,0.08311922069869002,0.12803687993289598,0.2603427897996648,1.0,0.13026697049359462
49,500,876,5191,0.2,0.9030609809401898,0.9543258444667917,0.08313136177335659,0.13736056394868904,0.25980208389429016,1.0,0.13057982207789057
50,500,878,5220,0.2,0.9039821981081202,0.9543258444667917,0.08322898815462967,0.13736056394868904,0.258008367455239,1.0,0.1307202844169474
51,500,861,5250,0.2,0.9034874084228781,0.9543258444667917,0.08315744191287004,0.13736056394868904,0.2602720054502523,1.0,0.13036397066657518
52,500,871,5276,0.2,0.9043589174171072,0.9568141983917359,0.08291691581750338,0.13736056394868904,0.2590836010615654,1.0,0.1307636094266138
53,500,841,5299,0.2,0.9042633495937044,0.9568141983917359,0.08289028851385676,0.13736056394868904,0.26115447115976087,1.0,0.12973324553899399
54,500,871,5325,0.2,0.9043977495199407,0.9568141983917359,0.08291475560965045,0.13736056394868904,0.26184135713291196,1.0,0.12938418463326834
55,500,823,5346,0.2,0.9046607281842544,0.9568141983917359,0.0829573976880151,0.14002800840280097,0.2620552790142626,1.0,0.12941557200295323
56,500,810,5363,0.2,0.9052260756933312,0.9568141983917359,0.08308494380818257,0.14002800840280097,0.26107707779285444,1.0,0.12982946353227712
57,500,831,5388,0.2,0.9054931473734721,0.9568141983917359,0.08317822387091786,0.1386750490563073,0.2609305993000743,1.0,0.12996412555550033
58,500,841,5409,0.2,0.9057846794323301,0.9568141983917359,0.08323836287942699,0.1386750490563073,0.2608905210376628,1.0,0.12983389518559937
59,500,822,5426,0.2,0.9062180763487389,0.9568141983917359,0.08329466809894875,0.1386750490563073,0.26065880101565664,1.0,0.13003220613206118
60,500,863,5447,0.2,0.9066904441013693,0.9568141983917359,0.08338363375419917,0.1386750490563073,0.2599841571519745,1.0,0.13042320443778407
61,500,825,5467,0.2,0.9082481320378613,0.9574449671773614,0.0833911831466739,0.1386750490563073,0.25627106391617505,1.0,0.13004272734637198
62,500,851,5486,0.2,0.9072915939761742,0.9574449671773614,0.08351510748758496,0.1386750490563073,0.26020130219926074,1.0,0.1301177621199351
63,500,853,5505,0.2,0.9076550094665747,0.9574449671773614,0.08365276421387706,0.1386750490563073,0.2597299467849234,1.0,0.13051321734829643
64,500,833,5521,0.2,0.9097135316314734,0.9574449671773614,0.08151486012604192,0.1386750490563073,0.2562560212791319,1.0,0.1290416622280708
