
OPTIMIZING ON FOLD NUMBER 8
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 2941
Features active in total: 2941
Computing active features for outcome type
Features selected for this outcome: 5786
Features active in total: 5853
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 135
censored 1: 257
deceased 0: 69
deceased 1: 68
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 45
ccRCC: 323
Strata from each outcome has been integrated.
Counts:
censored 0 ChRCC: 7
censored 0 PRCC T1: 51
censored 0 PRCC T2: 17
censored 0 ccRCC: 60
censored 1 ChRCC: 37
censored 1 PRCC T1: 45
censored 1 PRCC T2: 19
censored 1 ccRCC: 156
deceased 0 ChRCC: 5
deceased 0 PRCC T2: 7
deceased 0 ccRCC: 52
deceased 1 ChRCC: 5
deceased 1 PRCC T1: 6
deceased 1 PRCC T2 + deceased 0 PRCC T1: 7
deceased 1 ccRCC: 55

RUNNING GENETIC ALGORITHM
Generations completed = 79
Generations completed = 159
Generations completed = 240
Generations completed = 319
Generations completed = 392
Generations completed = 463
   	     	         	        	           type naive Bayes balanced accuracy           	                 root leanness                  	       survival SKSurv Cox model concordance index       
   	     	         	        	--------------------------------------------------------	------------------------------------------------	---------------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std     	min     	avg     	max	std     	min     	avg     	max     	std             
0  	500  	597      	597     	0.25    	0.76593 	0.898106	0.144127	0.140028	0.276028	1  	0.164404	0.461965	0.659911	0.772299	0.0539288       
1  	598  	816      	826     	0.25    	0.765169	0.900471	0.118347	0.136083	0.293272	1  	0.132933	0.496225	0.673607	0.772299	0.0479074       
2  	645  	894      	1076    	0.25    	0.778024	0.900471	0.107604	0.136083	0.292908	1  	0.128008	0.5     	0.679096	0.772651	0.0480559       
3  	646  	897      	1289    	0.25    	0.765546	0.905875	0.117211	0.136083	0.317893	1  	0.137464	0.482028	0.677278	0.772299	0.0507159       
4  	664  	910      	1503    	0.245356	0.756124	0.905875	0.125895	0.142857	0.339562	1  	0.147252	0.482028	0.675942	0.772299	0.0538833       
5  	652  	921      	1700    	0.245356	0.753688	0.905875	0.127435	0.140028	0.354107	1  	0.149701	0.45872 	0.675999	0.778849	0.0547202       
6  	646  	917      	1887    	0.245356	0.753046	0.908045	0.129239	0.140028	0.355721	1  	0.146085	0.482028	0.680714	0.778849	0.0513421       
7  	671  	939      	2059    	0.245356	0.748778	0.905875	0.132962	0.142857	0.364814	1  	0.152247	0.482028	0.682087	0.778849	0.052941        
8  	654  	967      	2240    	0.245356	0.748466	0.931236	0.13753 	0.142857	0.370091	1  	0.159135	0.472507	0.682591	0.778849	0.0558991       
9  	663  	952      	2418    	0.245356	0.747471	0.931236	0.138717	0.142857	0.372017	1  	0.160861	0.472507	0.68336 	0.778849	0.0584237       
10 	646  	951      	2559    	0.249255	0.747005	0.931236	0.13704 	0.142857	0.376208	1  	0.157246	0.472507	0.682972	0.776312	0.0607101       
11 	658  	955      	2693    	0.249255	0.745317	0.931236	0.140175	0.132453	0.380353	1  	0.15621 	0.472507	0.68427 	0.792226	0.0569582       
12 	662  	971      	2837    	0.25    	0.741943	0.931236	0.13694 	0.140028	0.388067	1  	0.15715 	0.472507	0.685324	0.792226	0.0593266       
13 	657  	971      	2973    	0.25    	0.756365	0.931236	0.129459	0.140028	0.369498	1  	0.14867 	0.5     	0.691943	0.792226	0.0531367       
14 	650  	940      	3085    	0.25    	0.758405	0.93201 	0.129318	0.140028	0.370117	1  	0.15009 	0.5     	0.69334 	0.79111 	0.0522883       
15 	636  	954      	3198    	0.25    	0.760078	0.93201 	0.127269	0.137361	0.369335	1  	0.145356	0.5     	0.694808	0.79111 	0.0510646       
16 	632  	941      	3295    	0.25    	0.759725	0.931236	0.127053	0.137361	0.367685	1  	0.144353	0.5     	0.701833	0.79111 	0.0510171       
