gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std
0,500,467,467,0.24922600619195046,0.7759996526806601,0.9066634731719654,0.13403453057426354,0.14002800840280097,0.26051991910663297,1.0,0.15718317305508836,0.4308742797078136,0.6782429021601127,0.7838436683771239,0.06256116255670564
1,621,689,692,0.24922600619195046,0.7614657284972249,0.9066634731719654,0.12919054152450485,0.11952286093343936,0.29165897348674225,1.0,0.13162705211418088,0.4308742797078136,0.6915407491185334,0.8002610698692568,0.06013373471323135
2,657,700,886,0.24922600619195046,0.7606761974801399,0.9166168620806797,0.1332569647353583,0.11952286093343936,0.30280578413082565,1.0,0.13836406127371265,0.4367174151186422,0.6972710302943814,0.8002610698692568,0.06042057759792388
3,659,748,1088,0.24922600619195046,0.7426927640018133,0.9166168620806797,0.1433700647314119,0.11952286093343936,0.3284051397234474,1.0,0.14873028994796286,0.4367174151186422,0.695050586459704,0.8039844837352615,0.06269821702778897
4,668,779,1297,0.24922600619195046,0.7258142173741114,0.9166168620806797,0.14746282695368437,0.11952286093343936,0.35380002979131997,1.0,0.1555308948294417,0.4367174151186422,0.6888880476147581,0.8131656950719606,0.06763152225058432
5,661,779,1486,0.25,0.7347501676584718,0.9166168620806797,0.14294370835958406,0.11952286093343936,0.35137187438948014,1.0,0.15971017682339317,0.4613161742616274,0.6919429684992824,0.8131656950719606,0.06676927277056267
6,657,785,1669,0.25,0.7396128878408225,0.9166168620806797,0.13745999080003188,0.11952286093343936,0.3527514150860865,1.0,0.15948602490663363,0.4613161742616274,0.6955860906919857,0.8131656950719606,0.0653813429272529
7,648,818,1857,0.25,0.7505937917605693,0.9166168620806797,0.1339078549080998,0.11952286093343936,0.34345754264768175,1.0,0.1573666933545226,0.47794252753620015,0.7036203859476287,0.8131656950719606,0.06383779008130926
8,628,851,2056,0.25,0.7607298943789135,0.9166168620806797,0.12544352808600995,0.1386750490563073,0.3394946984016035,1.0,0.15038614371695094,0.4944812988206601,0.7052586086327137,0.8267216417787902,0.06271924358791006
9,665,845,2230,0.25,0.7567961255836433,0.9166168620806797,0.12665415238090053,0.1386750490563073,0.34645943141632457,1.0,0.15062753937988946,0.4944812988206601,0.7085143620103005,0.8267216417787902,0.06066858826561597
10,638,824,2405,0.25,0.7655243248920052,0.9176226521652001,0.11437415506776757,0.1386750490563073,0.3389831227520549,1.0,0.14251227597097446,0.4944812988206601,0.7130475957134275,0.8267216417787902,0.05934699899760623
11,648,826,2551,0.25,0.758585703217178,0.919242707740581,0.12094022781258329,0.1386750490563073,0.35027387276056504,1.0,0.1470547411819514,0.4944812988206601,0.7127754567974843,0.8267216417787902,0.05852703577877403
12,654,846,2697,0.25,0.7544385671818051,0.919242707740581,0.12710133042822538,0.13483997249264842,0.359763628156598,1.0,0.15288026517112674,0.4944812988206601,0.7103067858349559,0.8267216417787902,0.06055536338487499
13,659,857,2835,0.25,0.749296925832693,0.919242707740581,0.13282711089456017,0.1386750490563073,0.3643532341351679,1.0,0.15266509627318608,0.5,0.7108305830119788,0.8267216417787902,0.06177450974243784
14,646,824,2952,0.25,0.7589452373527429,0.919242707740581,0.12639416827514915,0.13736056394868904,0.35167505937467264,1.0,0.15350210380836773,0.5,0.7163458474682473,0.8267216417787902,0.06187030817187857
15,638,827,3060,0.25,0.7659315571930253,0.919242707740581,0.12648529237691403,0.13736056394868904,0.3431807671275542,1.0,0.1472799167737376,0.5,0.7208519269564728,0.8267216417787902,0.05739041973140859
