gen,evals,gen_feats,explored,PanKidney naive Bayes balanced accuracy_min,PanKidney naive Bayes balanced accuracy_avg,PanKidney naive Bayes balanced accuracy_max,PanKidney naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,614,614,0.25,0.785983656662281,0.9306489821389952,0.1395420344097192,0.0196078431372549,0.08157335408645155,1.0,0.13221506558335705
1,505,861,878,0.25,0.7945657690167436,0.9306489821389952,0.14530267722570106,0.01818181818181818,0.09620440861526414,1.0,0.1144211570919154
2,500,919,1149,0.25,0.821227361885859,0.9352145719937279,0.11698837648924999,0.0196078431372549,0.09735943458546441,1.0,0.11279696337965935
3,500,929,1382,0.25,0.8356026026084096,0.939020455221325,0.10888479972661155,0.018518518518518517,0.09751704558806323,1.0,0.11263167616245212
4,500,941,1602,0.25,0.8436265842968244,0.939020455221325,0.10574224099358726,0.017241379310344827,0.09904947470776335,1.0,0.1121846358812032
5,500,972,1832,0.25,0.8515379610563406,0.9409937155306034,0.10220883307683036,0.016129032258064516,0.09918245231584039,1.0,0.11207671005012226
6,500,955,2037,0.25,0.8628013997841719,0.9429468405306034,0.09676461802834457,0.016129032258064516,0.09542781025156291,1.0,0.11040282799511762
7,500,958,2248,0.25,0.8690225748639248,0.9455941408784514,0.09502312031226834,0.015151515151515152,0.09495773291519245,1.0,0.11051278311595077
8,500,969,2472,0.25,0.8735496720901522,0.9455941408784514,0.09402427734248886,0.015151515151515152,0.09484976985258972,1.0,0.11059212860703642
9,500,991,2697,0.25,0.8788643681061208,0.9495205261877298,0.09251664439958812,0.015151515151515152,0.09283880473581306,1.0,0.11094737147076443
10,500,981,2914,0.25,0.8836199353079267,0.9514535158784514,0.08924697373715107,0.014925373134328358,0.09115709388255974,1.0,0.10867574993024225
11,500,1031,3154,0.25,0.8871551659600065,0.955998970423906,0.08921591153510487,0.014925373134328358,0.09035929207518277,1.0,0.10893973250216245
12,500,1030,3377,0.25,0.8899469331811874,0.9598451242700599,0.08841094701666202,0.015151515151515152,0.0905009879460188,1.0,0.10889921375299226
