1_ACCS.84680,1_ALAD.210,1_ALDH1A1.216,1_AOC3.8639,1_APCDD1L.164284,1_AZIN1.51582,1_C15orf57.90416,1_C22orf26.55267,1_C9orf103.414328,1_CCDC69.26112,1_CCNDBP1.23582,1_CCT5.22948,1_CD244.51744,1_CECR1.51816,1_CENPI.2491,1_CKAP5.9793,1_CLDN23.137075,1_CLEC9A.283420,1_CNN3.1266,1_CSE1L.1434,1_DARC.2532,1_DCAF8.50717,1_DFNB59.494513,1_DHRS12.79758,1_DLEC1.9940,1_DNASE1L3.1776,1_DSE.29940,1_FAM113B.91523,1_FAM120AOS.158293,1_FNBP1L.54874,1_FUBP1.8880,1_GALNT12.79695,1_GIMAP7.168537,1_GJA4.2701,1_GJA5.2702,1_GLIS1.148979,1_GLO1.2739,1_GMEB1.10691,1_HDAC2.3066,1_HSP90AB2P.391634,1_IDO2.169355,1_IGFBP7.3490,1_KHDRBS1.10657,1_KIAA1524.57650,1_KRCC1.51315,1_LAPTM4B.55353,1_LOC728743.728743,1_LRFN5.145581,1_LRRC1.55227,1_LRRC17.10234,1_LRRC41.10489,1_MFNG.4242,1_MORC4.79710,1_MRO.83876,1_MURC.347273,1_MYLK2.85366,1_NASP.4678,1_NFKBIL2.4796,1_NFYA.4800,1_NUDT13.25961,1_P2RY13.53829,1_PEX11G.92960,1_PGRMC1.10857,1_PHF6.84295,1_PITX2.5308,1_PLCG1.5335,1_PLCG2.5336,1_POLR3GL.84265,1_PPP1R11.6992,1_PPP2R5D.5528,1_PRKCDBP.112464,1_PTBP1.5725,1_RAD54L.8438,1_RARRES3.5920,1_RASL10B.91608,1_RCC1.1104,1_RELB.5971,1_SDR42E1.93517,1_SERPINB1.1992,1_SFPQ.6421,1_SIX4.51804,1_SLC12A3.6559,1_SLC39A2.29986,1_SLC48A1.55652,1_ST6GALNAC1.55808,1_SYNCRIP.10492,1_TARDBP.23435,1_TENC1.23371,1_TNFSF14.8740,1_TOMM34.10953,1_TRIM21.6737,1_TSPYL2.64061,1_TTC16.158248,1_USP24.23358,1_WISP1.8840,1_WRNIP1.56897,1_XYLB.9942,1_YWHAQ.10971,1_ZBTB9.221504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
