1_ABCD2.225,1_AK5.26289,1_AP3S2.10239,1_APOL1.8542,1_ARHGAP27.201176,1_ATP6V0E2.155066,1_B3GALT4.8705,1_B3GNT8.374907,1_BATF2.116071,1_BCL2L14.79370,1_C10orf116.10974,1_C11orf35.256329,1_CDH2.1000,1_CEBPA.1050,1_CECR1.51816,1_CLDN23.137075,1_CLEC10A.10462,1_CREG1.8804,1_DDB1.1642,1_DERL1.79139,1_DHCR7.1717,1_DUSP22.56940,1_FGF5.2250,1_FUCA1.2517,1_GALNT12.79695,1_GGPS1.9453,1_GIMAP1.170575,1_GLIS1.148979,1_GLO1.2739,1_GMEB1.10691,1_GPBAR1.151306,1_GPR155.151556,1_HSP90AB1.3326,1_IRF1.3659,1_IRF8.3394,1_KIR3DL1.3811,1_KRCC1.51315,1_KRT7.3855,1_LIMS2.55679,1_LOC221710.221710,1_LOC728743.728743,1_LRRC41.10489,1_MARCH2.51257,1_MCHR2.84539,1_MEAF6.64769,1_METTL9.51108,1_MORC4.79710,1_MTFR1.9650,1_NASP.4678,1_NDUFAF1.51103,1_NGFRAP1.27018,1_NINJ1.4814,1_NUDT13.25961,1_ODZ3.55714,1_ORAI3.93129,1_P2RY13.53829,1_P2RY6.5031,1_PAICS.10606,1_PIK3C2B.5287,1_PKNOX1.5316,1_PRPF4B.8899,1_PTER.9317,1_PTPN18.26469,1_PYCARD.29108,1_RAD54L.8438,1_RASGRP2.10235,1_RGS4.5999,1_RIPPLY2.134701,1_SAMD9.54809,1_SELL.6402,1_SERPING1.710,1_SLC35D1.23169,1_SQLE.6713,1_SRPK1.6732,1_SSR1.6745,1_STOM.2040,1_SYNCRIP.10492,1_TARDBP.23435,1_TFAP2D.83741,1_TIMD4.91937,1_TIMM8A.1678,1_TINAGL1.64129,1_TMEFF1.8577,1_TMEM100.55273,1_TMEM176A.55365,1_TNFSF13.8741,1_TRIM47.91107,1_TRIP4.9325,1_TSPAN5.10098,1_TTC16.158248,1_TUBB.203068,1_VILL.50853,1_WDFY4.57705,1_WNT5B.81029,1_ZDHHC8.29801,1_ZNF697.90874
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
