1_ADIPOR1.51094,1_ADPRH.141,1_ALPK1.80216,1_AP3S2.10239,1_ARL8A.127829,1_AURKB.9212,1_B3GALT4.8705,1_B3GNT8.374907,1_BCL2L14.79370,1_BRP44.25874,1_C17orf103.256302,1_C22orf26.55267,1_C8G.733,1_CBLN3.643866,1_CCDC138.165055,1_CCDC153.283152,1_CCR2.729230,1_CCT5.22948,1_CD244.51744,1_CDC25A.993,1_CDCA4.55038,1_CECR1.51816,1_CIDEB.27141,1_CMA1.1215,1_CTSH.1512,1_DHH.50846,1_DHRS12.79758,1_DNASE1L3.1776,1_DOCK7.85440,1_ERRFI1.54206,1_FASN.2194,1_FMO4.2329,1_GALNT12.79695,1_GIMAP5.55340,1_GJA4.2701,1_GLO1.2739,1_GMEB1.10691,1_GPR18.2841,1_HDAC2.3066,1_HMGCR.3156,1_HMGCS1.3157,1_HNRNPR.10236,1_IDO2.169355,1_IFNG.3458,1_INTS8.55656,1_KHDRBS1.10657,1_KIAA1524.57650,1_KLF2.10365,1_LIMS2.55679,1_LOC728743.728743,1_LRRC1.55227,1_LRRC17.10234,1_MCOLN1.57192,1_MORC4.79710,1_MSH2.4436,1_NAALADL1.10004,1_NCAPD2.9918,1_NUDT13.25961,1_NUDT7.283927,1_PCDHB2.56133,1_PEX11G.92960,1_PFKFB2.5208,1_PGK1.5230,1_PGRMC1.10857,1_PLA2G4C.8605,1_PLCG1.5335,1_PPAT.5471,1_PPP2R5D.5528,1_PRKDC.5591,1_PTK2B.2185,1_RAB11B.9230,1_RAB2A.5862,1_RAB7L1.8934,1_RAD54L.8438,1_RAMP3.10268,1_RASGRP2.10235,1_RBM34.23029,1_RBMX.27316,1_RELL1.768211,1_RNF135.84282,1_SCN1B.6324,1_SERBP1.26135,1_SERPING1.710,1_SFRS1.6426,1_SFRS7.6432,1_SIPA1.6494,1_ST6GALNAC1.55808,1_TINAGL1.64129,1_TMEM176A.55365,1_TNS4.84951,1_TRADD.8717,1_TRIM47.91107,1_TSPAN6.7105,1_VPS18.57617,1_XPO1.7514,1_YWHAQ.10971,1_ZNF18.7566,1_ZNF688.146542
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
