1_ACACA.31,1_ACCS.84680,1_ADAMTS15.170689,1_AGAP11.119385,1_ALDH1A1.216,1_ALS2CL.259173,1_AMD1.262,1_AP2B1.163,1_APOB.338,1_ATP2A3.489,1_B3GALT4.8705,1_BDNFOS.497258,1_BYSL.705,1_C14orf145.145508,1_C17orf44.284029,1_C1orf135.79000,1_C22orf26.55267,1_C5orf4.10826,1_C6orf167.253714,1_C8G.733,1_C9orf140.89958,1_CCR2.729230,1_CD1C.911,1_CDC5L.988,1_CHD4.1108,1_CIDEB.27141,1_CPXM2.119587,1_DARC.2532,1_DHH.50846,1_DHRS12.79758,1_DNASE1L3.1776,1_EEF1E1.9521,1_ETV6.2120,1_FAM82A1.151393,1_FAM91A1.157769,1_FCRLA.84824,1_FLJ42875.440556,1_FUBP1.8880,1_GALNT12.79695,1_GJA5.2702,1_GLUL.2752,1_GPR133.283383,1_HDAC2.3066,1_HIST1H3I.8354,1_HNMT.3176,1_HNRNPA3P1.10151,1_HOXA11AS.221883,1_IDO2.169355,1_IGFBP7.3490,1_ITGA7.3679,1_KIAA0125.9834,1_KIAA0748.9840,1_KIAA1524.57650,1_LACE1.246269,1_LOC100101266.100101266,1_LOC728743.728743,1_LRRC17.10234,1_LRRC40.55631,1_MARCH2.51257,1_MKL1.57591,1_MRO.83876,1_NAPSA.9476,1_NCRNA00092.100188953,1_NTRK2.4915,1_PEX11G.92960,1_PGBD1.84547,1_PGCP.10404,1_PLCG1.5335,1_PNMA2.10687,1_POLD2.5425,1_PPP1R11.6992,1_PRIM2.5558,1_PRKCDBP.112464,1_PRKDC.5591,1_PRPS1L1.221823,1_PTBP1.5725,1_PTPN18.26469,1_RAD54L.8438,1_RASGRP2.10235,1_RCC1.1104,1_RIPPLY2.134701,1_SCN4B.6330,1_SEPT1.1731,1_SLC12A3.6559,1_ST6GALNAC1.55808,1_SYNCRIP.10492,1_TINAGL1.64129,1_TMEM100.55273,1_TMEM129.92305,1_TMEM176A.55365,1_TSPYL2.64061,1_UBE2CBP.90025,1_UBE2E1.7324,1_USP24.23358,1_YWHAE.7531,1_YWHAQ.10971,1_ZNF146.7705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
