0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.1293,1_hsa.miR.192.5p,1_hsa.miR.194.3p,1_hsa.miR.31.3p,1_hsa.miR.34c.3p,1_hsa.miR.494.3p,2_ABCC13.150000,2_ABCD1.215,2_ACAP1.9744,2_ACO2.50,2_ACOT4.122970,2_ADRB2.154,2_AGAP4.119016,2_AGXT2.64902,2_AIFM3.150209,2_AIPL1.23746,2_AMH.268,2_APEX2.27301,2_APOA4.337,2_ARHGAP22.58504,2_ARL9.132946,2_ARPC3.10094,2_ARPC5L.81873,2_ASF1B.55723,2_ATP1A1.476,2_ATP1A3.478,2_AUP1.550,2_B3GNTL1.146712,2_BAK1.578,2_BARX1.56033,2_BASP1.10409,2_BBS1.582,2_BCAS1.8537,2_BEND3.57673,2_BNIP1.662,2_BPIL2.254240,2_BTN1A1.696,2_BTNL9.153579,2_C11orf82.220042,2_C16orf59.80178,2_C17orf47.284083,2_C17orf58.284018,2_C17orf74.201243,2_C17orf96.100170841,2_C18orf20.221241,2_C1orf92.149499,2_C1orf94.84970,2_C21orf59.56683,2_C22orf46.79640,2_C2orf27A.29798,2_C4orf26.152816,2_C5orf23.79614,2_C5orf25.375484,2_C5orf41.153222,2_C6orf48.50854,2_C9orf100.84904,2_C9orf57.138240,2_CACNA1D.776,2_CAMK2A.815,2_CAMK2B.816,2_CAPZB.832,2_CBX7.23492,2_CCDC114.93233,2_CCDC123.84902,2_CCL22.6367,2_CCL3.6348,2_CCL8.6355,2_CCNE1.898,2_CCNF.899,2_CD14.929,2_CD248.57124,2_CDH1.999,2_CDH22.64405,2_CDHR4.389118,2_CEBPG.1054,2_CENPH.64946,2_CFL1.1072,2_CGB7.94027,2_CGNL1.84952,2_CHRND.1144,2_COL11A2.1302,2_CPXCR1.53336,2_CRYM.1428,2_CSDC2.27254,2_CTRB2.440387,2_CYP3A7.1551,2_CYP4V2.285440,2_CYP4Z1.199974,2_DDX51.317781,2_DDX55.57696,2_DERL2.51009,2_DGAT2.84649,2_DIRC1.116093,2_DNAH14.127602,2_EHBP1.23301,2_FABP5L3.220832,2_FAM101A.144347,2_FBLN2.2199,2_FGF21.26291,2_FOXA2.3170,2_FOXD4.2298,2_FXR2.9513,2_GLIPR2.152007,2_GOLGA6C.653641,2_GORAB.92344,2_GPR115.221393,2_GPR52.9293,2_GTSE1.51512,2_HHLA2.11148,2_HIC1.3090,2_HMGN1.3150,2_IFNAR1.3454,2_IFNB1.3456,2_IL11.3589,2_IL20RB.53833,2_IL28RA.163702,2_IRX5.10265,2_ITCH.83737,2_JPH1.56704,2_KC6.641516,2_KCNN4.3783,2_KCTD12.115207,2_KCTD5.54442,2_KIAA1543.57662,2_KLRAQ1.129285,2_KRT40.125115,2_KRTAP5.1.387264,2_KTN1.3895,2_L1CAM.3897,2_LASS5.91012,2_LDB2.9079,2_LEAP2.116842,2_LENG8.114823,2_LOC100134713.100134713,2_LOC150197.150197,2_LOC340094.340094,2_LOC388387.388387,2_LOC400891.400891,2_LOC541473.541473,2_LOC644936.644936,2_LPAL2.80350,2_LPCAT4.254531,2_LRFN1.57622,2_LRP2.4036,2_LRP5.4041,2_LSM1.27257,2_LY6G6C.80740,2_LYSMD3.116068,2_MAPKSP1.8649,2_MDFI.4188,2_MED26.9441,2_MEIS3.56917,2_MKI67.4288,2_MNX1.3110,2_MRPL9.65005,2_MRS2P2.729633,2_MSH5.4439,2_MT1X.4501,2_MUM1L1.139221,2_MYBL2.4605,2_MYC.4609,2_MYO15A.51168,2_NCRNA00162.378825,2_NEFL.4747,2_NMU.10874,2_NPFFR2.10886,2_NPIPL3.23117,2_NRBP2.340371,2_OPCML.4978,2_PAEP.5047,2_PAICS.10606,2_PCDHA12.56137,2_PCNXL2.80003,2_PDE4D.5144,2_PEX6.5190,2_PHACTR3.116154,2_PIAS3.10401,2_PIGL.9487,2_PMCHL1.5369,2_POFUT2.23275,2_POM121L9P.29774,2_PPIF.10105,2_PPP2R2C.5522,2_PPP4C.5531,2_PPRC1.23082,2_PRSS27.83886,2_PSMD13.5719,2_PSMD14.10213,2_PSORS1C3.100130889,2_PTGR1.22949,2_RAB40AL.282808,2_RAE1.8480,2_RBM47.54502,2_RELN.5649,2_RGS5.8490,2_RNASET2.8635,2_RNF122.79845,2_RPAIN.84268,2_SAA1.6288,2_SAAL1.113174,2_SAGE1.55511,2_SEMA3A.10371,2_SFXN2.118980,2_SH3BGRL3.83442,2_SHCBP1.79801,2_SHROOM3.57619,2_SLC20A1.6574,2_SLITRK1.114798,2_SLITRK2.84631,2_SLMAP.7871,2_SMARCD1.6602,2_SOS2.6655,2_SPAG5.10615,2_SSRP1.6749,2_STON1.GTF2A1L.286749,2_STRC.161497,2_STX1A.6804,2_SURF4.6836,2_TBC1D3G.654341,2_TBCE.6905,2_TEKT3.64518,2_TEX11.56159,2_TFAMP1.260341,2_TM6SF2.53345,2_TMED6.146456,2_TMEM200C.645369,2_TMEM223.79064,2_TPSD1.23430,2_TRAF4.9618,2_TRIM47.91107,2_TRIP13.9319,2_TRMT6.51605,2_TUBB2B.347733,2_TYMP.1890,2_UBE2O.63893,2_UCK2.7371,2_UGT2A1.10941,2_UGT3A2.167127,2_UNC119.9094,2_UPF3B.65109,2_UPK3B.80761,2_USP53.54532,2_VIL1.7429,2_VWA5B2.90113,2_WDR72.256764,2_WNT5A.7474,2_WWP1.11059,2_XKR7.343702,2_ZDHHC11.79844,2_ZFYVE1.53349,2_ZNF396.252884,2_ZNF560.147741,2_ZNF572.137209,2_ZNF692.55657,2_ZNF707.286075,2_ZNF780A.284323,2_ZNRF3.84133,2_ZSCAN4.201516
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
