0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.181a.2.3p,1_hsa.miR.3065.5p,1_hsa.miR.30b.5p,1_hsa.miR.3648,1_hsa.miR.96.5p,2_AARSD1.80755,2_ABCB1.5243,2_ACCN2.41,2_AIFM2.84883,2_ALAD.210,2_ALG12.79087,2_AMOT.154796,2_ANKRD26P1.124149,2_ANKRD56.345079,2_ANKS4B.257629,2_ANPEP.290,2_APOBEC3H.164668,2_AQP4.361,2_ARF5.381,2_ARID1B.57492,2_ARIH1.25820,2_ATXN7L3B.552889,2_B3GAT2.135152,2_BARX1.56033,2_BCL2L12.83596,2_BRMS1.25855,2_BTG2.7832,2_C11orf31.280636,2_C14orf153.84334,2_C14orf49.161176,2_C15orf52.388115,2_C1orf123.54987,2_C1orf150.148823,2_C21orf70.85395,2_C6orf186.728464,2_C9orf170.401535,2_CABLES2.81928,2_CAMK2D.817,2_CCDC22.28952,2_CCL3.6348,2_CCL5.6352,2_CD320.51293,2_CD72.971,2_CDH22.64405,2_CDK4.1019,2_CDKN2D.1032,2_CDR2.1039,2_CDRT15P.94158,2_CEBPA.1050,2_CHD9.80205,2_CKLF.51192,2_CLDN6.9074,2_CNO.55330,2_CNTNAP5.129684,2_COPZ2.51226,2_CREM.1390,2_CRYBA1.1411,2_CST2.1470,2_CTSE.1510,2_CYP2J2.1573,2_CYP3A7.1551,2_CYP4B1.1580,2_DBH.1621,2_DGKB.1607,2_DHTKD1.55526,2_DIRC2.84925,2_DKK2.27123,2_DPAGT1.1798,2_DPP9.91039,2_DUSP9.1852,2_DYNC2H1.79659,2_EIF5AL1.143244,2_EME1.146956,2_EMID2.136227,2_ETV3L.440695,2_FABP1.2168,2_FAM114A1.92689,2_FAM138F.641702,2_FAM177A1.283635,2_FAM26F.441168,2_FAM7A3.89837,2_FAM98C.147965,2_FBXL3.26224,2_FBXO30.84085,2_FEM1B.10116,2_FKBP11.51303,2_FKBP1A.2280,2_FLAD1.80308,2_FOSL1.8061,2_FOXD4L6.653404,2_FOXN3.1112,2_FOXP3.50943,2_FXYD5.53827,2_GAL3ST2.64090,2_GALNS.2588,2_GALNT12.79695,2_GCET2.257144,2_GJD3.125111,2_GLUD2.2747,2_GNA13.10672,2_GNB1.2782,2_GOLGA6L10.647042,2_GPR109B.8843,2_GPR82.27197,2_GYG2.8908,2_HES6.55502,2_HHLA2.11148,2_HIAT1.64645,2_HMGN1.3150,2_HNF4A.3172,2_IFT27.11020,2_IGF2BP1.10642,2_ING4.51147,2_INGX.27160,2_IPP.3652,2_ITFG3.83986,2_ITGA1.3672,2_ITGAE.3682,2_ITPA.3704,2_ITPRIPL2.162073,2_KCNIP2.30819,2_KIAA0114.57291,2_KIF4B.285643,2_KITLG.4254,2_KLHL23.151230,2_KLHL29.114818,2_KLHL33.123103,2_KRT19.3880,2_LATS2.26524,2_LCA5L.150082,2_LCTL.197021,2_LIMCH1.22998,2_LOC100132354.100132354,2_LOC100270804.100270804,2_LOC283050.283050,2_LOC285359.285359,2_LOC286467.286467,2_LOC651250.651250,2_LRRC57.255252,2_LSM2.57819,2_LTF.4057,2_LTV1.84946,2_LUC7L3.51747,2_MALAT1.378938,2_MAPK1IP1L.93487,2_METTL3.56339,2_MIOX.55586,2_MIR155HG.114614,2_MKI67IP.84365,2_MMP1.4312,2_MNT.4335,2_MOSC2.54996,2_MPPED2.744,2_MRPL17.63875,2_MRPL34.64981,2_MRPL9.65005,2_MRS2P2.729633,2_MSX2.4488,2_MTMR12.54545,2_MYLPF.29895,2_NAP1L6.645996,2_NCAPG.64151,2_NCRNA00201.284702,2_NEDD4L.23327,2_NFE2L2.4780,2_NOP16.51491,2_NOSTRIN.115677,2_NPTXR.23467,2_NUTF2.10204,2_OASL.8638,2_ONECUT2.9480,2_OSBPL11.114885,2_PCDH11Y.83259,2_PDIA3P.171423,2_PDPK1.5170,2_PDXK.8566,2_PDZRN3.23024,2_PEX11A.8800,2_PEX6.5190,2_PIGL.9487,2_PIP5KL1.138429,2_PLN.5350,2_PLS1.5357,2_PMS2L3.5387,2_POLR2J2.246721,2_PPM1D.8493,2_PPP1R16B.26051,2_PRDM11.56981,2_PRDM8.56978,2_PRDM9.56979,2_PREB.10113,2_PRX.57716,2_PTTG2.10744,2_PYGO2.90780,2_QRFPR.84109,2_RAB40A.142684,2_RAB8A.4218,2_RASGEF1B.153020,2_RAX2.84839,2_RBM38.55544,2_RECQL5.9400,2_REEP4.80346,2_RHOC.389,2_RNF11.26994,2_RNF175.285533,2_RPL38.6169,2_RPS14.6208,2_RPS6KA4.8986,2_SAA1.6288,2_SAMHD1.25939,2_SCARNA9.619383,2_SCRN3.79634,2_SCXB.642658,2_SEC61B.10952,2_SELK.58515,2_SH3BP1.23616,2_SKA2.348235,2_SLC25A27.9481,2_SLC25A37.51312,2_SLC5A6.8884,2_SLMAP.7871,2_SNORA7B.677797,2_SPARCL1.8404,2_SPC25.57405,2_SRRT.51593,2_SSX3.10214,2_STK35.140901,2_STON1.GTF2A1L.286749,2_SYNC.81493,2_SYT11.23208,2_TAF1B.9014,2_TERT.7015,2_TFE3.7030,2_TGIF1.7050,2_TIMP1.7076,2_TLR3.7098,2_TMEM134.80194,2_TMEM233.387890,2_TMEM42.131616,2_TMUB2.79089,2_TNFSF15.9966,2_TOP2A.7153,2_TRIM33.51592,2_TSPAN12.23554,2_TTLL1.25809,2_TTLL9.164395,2_TTYH1.57348,2_TUBG1.7283,2_UPK3B.80761,2_UROS.7390,2_USP2.9099,2_UTP11L.51118,2_VKORC1.79001,2_WDR73.84942,2_XIAP.331,2_ZFP14.57677,2_ZFP92.139735,2_ZNF416.55659,2_ZNF702P.79986,2_ZNF709.163051,2_ZNF74.7625
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
