0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.1269a,1_hsa.miR.138.5p,1_hsa.miR.139.3p,1_hsa.miR.143.3p,1_hsa.miR.15b.5p,1_hsa.miR.197.3p,1_hsa.miR.199b.5p,1_hsa.miR.296.3p,1_hsa.miR.34c.3p,1_hsa.miR.425.5p,1_hsa.miR.491.3p,1_hsa.miR.576.5p,1_hsa.miR.590.3p,2_A2ML1.144568,2_ABCC5.10057,2_ACOT4.122970,2_ADCY7.113,2_AFF4.27125,2_AHSA1.10598,2_AJAP1.55966,2_AK7.122481,2_ALDH4A1.8659,2_ALS2CR11.151254,2_ANKLE1.126549,2_ANKRD17.26057,2_ANXA2.302,2_AP4B1.10717,2_APOC1P1.342,2_AR.367,2_ARHGAP28.79822,2_ATG16L2.89849,2_ATXN2L.11273,2_B3GNT8.374907,2_B3GNTL1.146712,2_BARX1.56033,2_BIRC6.57448,2_BREA2.286076,2_BUB1.699,2_C12orf45.121053,2_C12orf70.341346,2_C14orf149.112849,2_C15orf23.90417,2_C17orf60.284021,2_C19orf73.55150,2_C2orf89.129293,2_C3orf27.23434,2_C6orf147.387097,2_C7orf53.286006,2_C9orf163.158055,2_CAPNS1.826,2_CCDC45.90799,2_CCDC88A.55704,2_CCNA2.890,2_CCNE1.898,2_CCPG1.9236,2_CELA2B.51032,2_CGNL1.84952,2_CHRNB2.1141,2_CMA1.1215,2_CMAS.55907,2_CNGA1.1259,2_COL8A2.1296,2_CPT1C.126129,2_CPXM2.119587,2_CTRL.1506,2_CXorf30.645090,2_CYP3A7.1551,2_CYTH1.9267,2_DAPL1.92196,2_DDC.1644,2_DIAPH1.1729,2_DKFZp686O24166.374383,2_DNA2.1763,2_DNAH12.201625,2_DONSON.29980,2_DPP6.1804,2_DRD5.1816,2_DYM.54808,2_EGFL6.25975,2_EPB41L1.2036,2_EPB49.2039,2_ERN2.10595,2_FABP3.2170,2_FAM53A.152877,2_FAM69A.388650,2_FBLN1.2192,2_FGL1.2267,2_FOXI2.399823,2_GBA3.57733,2_GLA.2717,2_GLT25D2.23127,2_GPR173.54328,2_GPR78.27201,2_GPR98.84059,2_GTF2IRD1.9569,2_HEATR2.54919,2_HES3.390992,2_HOXA2.3199,2_HS6ST2.90161,2_HS6ST3.266722,2_IFITM5.387733,2_IGFN1.91156,2_ILF3.3609,2_IMPACT.55364,2_IQGAP2.10788,2_IVL.3713,2_KANK3.256949,2_KCNAB1.7881,2_KIAA1217.56243,2_KLF13.51621,2_KRTAP5.1.387264,2_KRTCAP2.200185,2_KSR1.8844,2_LIPH.200879,2_LMNB1.4001,2_LOC283050.283050,2_LOC340094.340094,2_LRCH4.4034,2_LYPD5.284348,2_MACC1.346389,2_MAGEC3.139081,2_MAGEH1.28986,2_MANEAL.149175,2_MAP3K12.7786,2_MAPK8.5599,2_MAPKAPK5.8550,2_MGAT3.4248,2_MIA2.117153,2_MMP11.4320,2_MMP1.4312,2_MOAP1.64112,2_MUM1L1.139221,2_MUTYH.4595,2_NCAPD2.9918,2_NCKAP5L.57701,2_NECAB3.63941,2_NEK2.4751,2_NHP2L1.4809,2_NOX4.50507,2_NPLOC4.55666,2_NPR3.4883,2_NPW.283869,2_NUMBL.9253,2_NUP37.79023,2_OPCML.4978,2_OSBPL1A.114876,2_PCDHGC5.56097,2_PDE1C.5137,2_PDE6A.5145,2_PGK2.5232,2_PI4KAP1.728233,2_PIK3CA.5290,2_PISD.23761,2_PLSCR3.57048,2_POLQ.10721,2_POU2F2.5452,2_POU3F3.5455,2_PPAPDC1B.84513,2_PPP2R2C.5522,2_PRH2.5555,2_PRKAR2A.5576,2_PRR7.80758,2_PSMC3.5702,2_PSMD3.5709,2_PTCD3.55037,2_PTDSS1.9791,2_PTGER2.5732,2_PTPN7.5778,2_PTPRB.5787,2_PVT1.5820,2_RAD54L.8438,2_RANBP10.57610,2_RASGRF2.5924,2_RAVER2.55225,2_RCAN1.1827,2_RDH11.51109,2_RHOT2.89941,2_RORC.6097,2_RPL13.6137,2_RPL21P44.402176,2_RPP38.10557,2_RUNDC2C.440352,2_S1PR1.1901,2_SAPS1.22870,2_SECISBP2L.9728,2_SEMA7A.8482,2_SENP5.205564,2_SETD5.55209,2_SETD8.387893,2_SGOL2.151246,2_SHISA4.149345,2_SLC12A8.84561,2_SLC4A4.8671,2_SLC6A7.6534,2_SLC7A1.6541,2_SMAD4.4089,2_SNHG8.100093630,2_SNORA6.574040,2_SORBS2.8470,2_SPATS1.221409,2_SSTR1.6751,2_STON1.GTF2A1L.286749,2_STX2.2054,2_SYNJ2BP.55333,2_SYPL1.6856,2_TADA3.10474,2_TARBP2.6895,2_TBC1D3G.654341,2_TBL1X.6907,2_TBP.6908,2_TBX10.347853,2_TCEAL1.9338,2_TM6SF2.53345,2_TMEM120B.144404,2_TOP2A.7153,2_TOPORS.10210,2_TP53RK.112858,2_TPTE2.93492,2_TRIM42.287015,2_TRMT5.57570,2_TUBB2A.7280,2_UBE2Q1.55585,2_UCK2.7371,2_UNC5A.90249,2_UPF3A.65110,2_USHBP1.83878,2_WDR85.92715,2_WIPI2.26100,2_XPO4.64328,2_YJEFN3.374887,2_ZCCHC8.55596,2_ZFYVE27.118813,2_ZNF117.51351,2_ZNF777.27153,2_ZNF828.283489,2_ZNF829.374899,2_ZPBP.11055
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
