gen,0_ABAT,0_ABCA2,0_ABCA3,0_ABCE1,0_ABHD14B,0_ABR,0_ACAA2,0_ACADM,0_ACBD3,0_ACBD4,0_ACE2,0_ACOT9,0_ACOX1,0_ACTN4,0_ADA,0_ADAM33,0_ADAMTSL4,0_ADCK2,0_ADCY2,0_ADD1,0_ADH5,0_ADPGK,0_AEBP1,0_AFG3L2,0_AGL,0_AKAP8L,0_ALDH5A1,0_AMIGO1,0_AMPD2,0_ANAPC16,0_ANAPC4,0_ANK3,0_ANKRD13D,0_ANLN,0_ANP32E,0_ANXA3,0_ANXA5,0_APBB3,0_APCS,0_APLP2,0_APOBEC3A,0_APOL2,0_AQP1,0_ARGLU1,0_ARHGAP30,0_ARHGEF16,0_ARHGEF35,0_ARL3,0_ARSD,0_ASAP1,0_ASF1B,0_ATAD2,0_ATAD3B,0_ATG16L1,0_ATG4D,0_ATG5,0_ATP2B3,0_ATP6V1A,0_ATP6V1D,0_ATPAF2,0_AUH,0_AURKB,0_B9D2,0_BACH1,0_BAG1,0_BAK1,0_BAMBI,0_BCAR3,0_BCL2L14,0_BGN,0_BIRC2,0_BIRC5,0_BLK,0_BMP6,0_BNIP1,0_BNIP3L,0_BPHL,0_BRD4,0_BTN2A1,0_BTN3A1,0_C12orf57,0_C1orf174,0_C1orf198,0_C1orf35,0_C4BPA,0_C5orf46,0_C8G,0_CAB39L,0_CACNA1C,0_CADM4,0_CAPG,0_CAPN2,0_CAPZA1,0_CARD8,0_CASP4,0_CAV1,0_CBR1,0_CBWD1,0_CBX1,0_CBX7,0_CCDC86,0_CCDC88C,0_CCDC89,0_CCDC91,0_CCM2,0_CCNB1,0_CCNB2,0_CCNL2,0_CCT6B,0_CD300C,0_CD47,0_CD53,0_CDC25C,0_CDC37L1,0_CDC45,0_CDCA5,0_CDCA7L,0_CDCA8,0_CDH1,0_CDH11,0_CDH23,0_CDHR2,0_CDK1,0_CDK11A,0_CDKN2A,0_CENPA,0_CEP55,0_CEP76,0_CES2,0_CFHR1,0_CHAC1,0_CHAF1A,0_CHD1L,0_CHFR,0_CHPF2,0_CHST12,0_CHST15,0_CITED2,0_CKAP5,0_CKS2,0_CLDN4,0_CLEC4D,0_CLK2,0_CLMN,0_CNDP2,0_CNOT1,0_CNOT3,0_CNTNAP1,0_COBLL1,0_COG1,0_COL13A1,0_COL1A2,0_COL4A1,0_COPB1,0_COX10,0_CP,0_CPE,0_CPNE1,0_CPNE5,0_CPT1A,0_CRISP3,0_CRTC1,0_CSF1R,0_CSNK2B,0_CTNNA1,0_CTNNBL1,0_CUTC,0_CX3CL1,0_CXCR5,0_CYB5D2,0_CYFIP2,0_CYP1B1,0_CYP2R1,0_DACT2,0_DCAF12L1,0_DCTN3,0_DCTN5,0_DDIT4,0_DDR1,0_DDX11,0_DDX19B,0_DDX55,0_DDX59,0_DEPDC1B,0_DERL3,0_DGKD,0_DGKG,0_DGUOK,0_DHODH,0_DHTKD1,0_DIP2C,0_DLST,0_DMGDH,0_DNAJB11,0_DNAJB7,0_DNAJC10,0_DNAJC12,0_DNAJC2,0_DNAJC24,0_DNASE1L3,0_DNMT3A,0_DNMT3B,0_DPH5,0_DPM1,0_DPYSL4,0_DR1,0_DSG2,0_DUSP14,0_DUSP7,0_DVL3,0_DYRK4,0_DZIP1L,0_EBNA1BP2,0_EDNRB,0_EGFL7,0_EGR1,0_EHBP1L1,0_EHHADH,0_EIF2AK2,0_EIF4E3,0_ELMOD2,0_ELMOD3,0_ELOVL7,0_EME1,0_EMX1,0_ENGASE,0_ENO2,0_ENPP4,0_ENPP5,0_ENTPD2,0_ENY2,0_EP400,0_EPSTI1,0_ERCC6L,0_ETFDH,0_EXOSC2,0_EXTL3,0_EYA4,0_EZH2,0_EZR,0_F2,0_F2RL1,0_FADS1,0_FAM104A,0_FAM111A,0_FAM171A1,0_FAM171B,0_FAM193B,0_FAM20A,0_FAM47E,0_FANCC,0_FAR1,0_FBL,0_FBXL5,0_FGF9,0_FGFRL1,0_FGG,0_FH,0_FHIT,0_FKBP10,0_FLNA,0_FLRT3,0_FNIP2,0_FNTA,0_FOXS1,0_FTSJ1,0_FUCA1,0_FXYD2,0_G3BP1,0_G6PC,0_GABPB1,0_GBP1,0_GBP4,0_GBP5,0_GCH1,0_GCSH,0_GDA,0_GEMIN6,0_GGA3,0_GGCT,0_GGT6,0_GIMAP2,0_GLI2,0_GLI3,0_GLIPR2,0_GLOD5,0_GLRX2,0_GMIP,0_GOLGA3,0_GORAB,0_GOT1,0_GPC4,0_GPHN,0_GPR160,0_GPR176,0_GPRC5C,0_GRB7,0_GREM2,0_GRSF1,0_GRTP1,0_GSS,0_GTF2B,0_GTF2E2,0_GTPBP2,0_HADHA,0_HAGH,0_HAPLN3,0_HDAC1,0_HDAC3,0_HDHD2,0_HERC3,0_HERPUD2,0_HEYL,0_HHAT,0_HIVEP3,0_HMGB1,0_HMGN1,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPH1,0_HNRNPR,0_HOXC13,0_HP1BP3,0_HPCAL1,0_HPS3,0_HSD17B7,0_HSD17B8,0_HSP90B1,0_HSPA13,0_HTR1E,0_HTRA3,0_HTT,0_ICA1,0_ID3,0_IDH3A,0_IDO1,0_IFIT3,0_IFNG,0_IFRD1,0_IGF1R,0_IL17RD,0_IL23A,0_ILF2,0_IMMP2L,0_IMPA2,0_INPP5B,0_INTS3,0_INTS8,0_IRF7,0_ISG15,0_ISLR,0_IVD,0_IWS1,0_JDP2,0_KCNA5,0_KCND1,0_KCNE4,0_KCNJ15,0_KCTD16,0_KHSRP,0_KIAA0232,0_KIAA1614,0_KIAA1671,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF4A,0_KIF7,0_KISS1R,0_KLC4,0_KLF3,0_KLF5,0_KLHL36,0_KMO,0_KNTC1,0_KRT4,0_KYNU,0_LARS2,0_LBP,0_LEO1,0_LGI4,0_LGR5,0_LMCD1,0_LMNB1,0_LMO7,0_LNX2,0_LRBA,0_LRFN3,0_LRPPRC,0_LRRC25,0_LRRN4CL,0_LRTOMT,0_LSG1,0_LSM12,0_LTV1,0_LUZP1,0_LYPD6,0_LZTS1,0_MAGEA4,0_MAP3K1,0_MAPK11,0_MAPK8IP3,0_MAPKAPK2,0_MARCKS,0_MAZ,0_MCM7,0_MED12L,0_MED15,0_MEGF8,0_MEP1A,0_MEPCE,0_MFNG,0_MGAT3,0_MGST2,0_MIA2,0_MIPEP,0_MKNK1,0_MMP2,0_MORC2,0_MORC3,0_MPND,0_MPV17L,0_MRPL46,0_MRPL49,0_MRPL9,0_MRPS2,0_MSH6,0_MSN,0_MST1R,0_MSTO1,0_MTDH,0_MTHFR,0_MTM1,0_MTMR12,0_MUS81,0_MYB,0_MYO1B,0_MYO1C,0_MYO1E,0_MYO5B,0_MYO9B,0_NAA10,0_NAA25,0_NAALADL1,0_NAGK,0_NAP1L1,0_NBEA,0_NCAPH,0_NCBP2,0_NCEH1,0_NCKAP5L,0_NDUFA4L2,0_NDUFA5,0_NDUFAF2,0_NDUFB10,0_NDUFB2,0_NDUFS4,0_NDUFV1,0_NEK1,0_NFIB,0_NFIL3,0_NFKB2,0_NFS1,0_NIPAL3,0_NIT1,0_NKIRAS1,0_NKX2-2,0_NLRX1,0_NME5,0_NMI,0_NMUR1,0_NNT,0_NOL3,0_NOP56,0_NOP58,0_NOTCH3,0_NPR3,0_NRP2,0_NUDT17,0_NUP62,0_NUP85,0_OCLN,0_OFD1,0_OGDH,0_OGDHL,0_OTUD6B,0_OXNAD1,0_OXSM,0_P4HA1,0_P4HTM,0_PABPC1,0_PABPN1,0_PAFAH1B1,0_PAFAH2,0_PAG1,0_PAIP2,0_PAPOLG,0_PAQR7,0_PARP14,0_PARP16,0_PAX9,0_PBXIP1,0_PCBP3,0_PCDH18,0_PCDHGA1,0_PCID2,0_PCK1,0_PDCD1,0_PDCD11,0_PDCD5,0_PDCD6IP,0_PDCD7,0_PDCL2,0_PDE10A,0_PDE12,0_PDGFC,0_PDK1,0_PDP2,0_PDSS2,0_PDZRN3,0_PFKM,0_PFN1,0_PGLYRP2,0_PGS1,0_PHF8,0_PHIP,0_PHLDB2,0_PIF1,0_PIGR,0_PIK3R6,0_PILRB,0_PIN4,0_PINK1,0_PIWIL4,0_PKD2L2,0_PLCXD1,0_PLEC,0_PLEKHA6,0_PLEKHA7,0_PLP2,0_PLS1,0_PODNL1,0_POLD3,0_POU2F1,0_POU2F2,0_PPAN,0_PPAN-P2RY11,0_PPFIBP2,0_PPM1A,0_PPRC1,0_PPWD1,0_PQBP1,0_PRC1,0_PRDX5,0_PREX2,0_PRKAA2,0_PROC,0_PRPF40A,0_PRTFDC1,0_PSEN1,0_PSMA4,0_PSMA6,0_PSMB9,0_PSMC2,0_PSMC6,0_PSMG3,0_PTER,0_PTGIS,0_PTPN2,0_PTPN3,0_PUM1,0_PUS1,0_PUS10,0_PUS7,0_PYCARD,0_PYCR1,0_PYGO2,0_RAB17,0_RAB21,0_RACGAP1,0_RAD51,0_RAD54L,0_RAD9A,0_RAP1GAP,0_RAP1GAP2,0_RASGRF1,0_RASSF5,0_RBM28,0_RBM34,0_RBM47,0_RBM4B,0_RBM6,0_RBMX,0_RBMX2,0_REC8,0_RFC2,0_RFC3,0_RFC4,0_RGS1,0_RHOA,0_RHOT1,0_RIC8B,0_RNASEH2B,0_RNASEH2C,0_RNASET2,0_RNF17,0_RNF181,0_RPAP2,0_RPAP3,0_RPL10L,0_RPL13A,0_RPL19,0_RPL27A,0_RPL31,0_RPLP2,0_RPP38,0_RPRD1A,0_RPS14,0_RPS15A,0_RPS16,0_RPS5,0_RPS6KA1,0_RPS6KB1,0_RPS6KB2,0_RPS6KL1,0_RPTOR,0_RSAD2,0_RTKN,0_RUNX1,0_SACM1L,0_SAMM50,0_SAP30,0_SAR1A,0_SART3,0_SCARB1,0_SCD,0_SCGB1D2,0_SCLT1,0_SCML4,0_SCO1,0_SEMA3A,0_SEMA4D,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SESTD1,0_SETD3,0_SFPQ,0_SH3D19,0_SH3RF1,0_SHC1,0_SHPK,0_SHROOM3,0_SIPA1L1,0_SKA1,0_SLC13A1,0_SLC13A5,0_SLC16A1,0_SLC1A1,0_SLC25A23,0_SLC26A2,0_SLC2A9,0_SLC30A9,0_SLC39A8,0_SLC3A1,0_SLC43A1,0_SLC46A2,0_SLC47A1,0_SLC6A12,0_SLC7A5,0_SLC9A2,0_SLMAP,0_SMARCA2,0_SMC1A,0_SMC4,0_SMPD3,0_SMU1,0_SNRNP70,0_SNRPA1,0_SNRPD2,0_SNW1,0_SNX14,0_SOCS3,0_SOS2,0_SP100,0_SP3,0_SPAG5,0_SPAST,0_SPATA18,0_SPINT2,0_SPRYD3,0_SRP19,0_SRPX2,0_SRRT,0_SSR1,0_SSR4,0_ST8SIA1,0_STAP2,0_STAT3,0_STK24,0_STK38,0_STRADA,0_STT3A,0_STX6,0_SUCLA2,0_SUDS3,0_SV2C,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_TACC2,0_TAF1,0_TAF9B,0_TBC1D20,0_TBC1D7,0_TCERG1,0_TCF12,0_TCF25,0_TCIRG1,0_TDG,0_TERF2IP,0_TF,0_TFAP4,0_TFRC,0_TGFB1,0_THG1L,0_THOC1,0_THRSP,0_TIGD1,0_TJP2,0_TMEM165,0_TMEM87B,0_TMX1,0_TMX4,0_TNFRSF11B,0_TNFRSF1B,0_TNFSF4,0_TNIP2,0_TNKS1BP1,0_TNRC6B,0_TOLLIP,0_TOP1,0_TOP1MT,0_TOP2A,0_TOPBP1,0_TPST1,0_TPST2,0_TPX2,0_TRAIP,0_TRAP1,0_TREM1,0_TRIB3,0_TRIM11,0_TRIM27,0_TRMT1,0_TRMT6,0_TSHZ3,0_TSPYL1,0_TST,0_TTC7A,0_TTC9C,0_TTK,0_TTLL3,0_TUBA8,0_TXNDC5,0_U2AF1,0_U2AF1L4,0_UBA2,0_UBB,0_UBE2C,0_UCK1,0_UCN,0_UCP2,0_UPK1B,0_UPK3B,0_UQCRC1,0_UROC1,0_USE1,0_USP2,0_UXT,0_VKORC1,0_VPS35,0_VPS37B,0_VPS4A,0_VRK1,0_VTI1B,0_WAS,0_WDR17,0_WDR24,0_WDR41,0_WDR53,0_WDR7,0_WIPF1,0_WLS,0_WSB1,0_XK,0_XPA,0_YY1,0_ZBTB2,0_ZBTB3,0_ZBTB4,0_ZBTB5,0_ZCCHC24,0_ZFPM2,0_ZMYM4,0_ZNF267,0_ZNF337,0_ZNF433,0_ZNF511,0_ZNF549,0_ZNF610,0_ZNF7,0_ZNF700,0_ZNHIT6,0_ZRANB2
0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,40,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,169,98,0,0,159,0,0,0,0,204,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,311,0,215,0,0,38,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,229,80,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,70,0,0,0,0,169,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,238,0,0,0,0,0,0,0,241,0,0,0,0,0,44,0,0,0,0,0,0,72,0,0,157,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,61,0,0,0,0,0,271,0,0,41,88,0,0,0,0,0,0,107,0,0,0,0,212,45,0,0,0,0,0,0,0,0,36,0,0,0,0,0,165,0,427,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,108,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,80,0,0,0,0,0,90,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,276,0,138,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,247,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,65,0,74,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,203,0,36,0,104,143,0,0,0,0,0,0,0,0,180,0,0,77,0,0,86,0,0,0,0,0,2,0,0,151,149,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,313,0,205,0,0,0,20,0,0,0,47,0,0,0,0,0,0,0,0,0,0,97,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,21,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0
100,0,0,255,1,0,0,7,0,0,0,0,1,0,1,1,0,1,1,0,4,0,1,1,0,0,2,33,1,0,2,6,0,2,0,1,0,0,1,1,1,0,0,1,2,2,0,0,0,0,0,0,1,1,1,0,1,0,7,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,20,0,0,51,1,1,1,0,0,0,1,0,0,2,0,0,2,0,4,0,1,0,0,2,12,0,0,6,0,1,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,81,2,0,4,1,0,1,0,6,1,0,0,2,0,0,0,3,65,0,2,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,4,1,0,1,3,0,0,0,2,2,0,0,1,2,3,0,1,0,0,1,0,0,1,0,2,0,3,0,10,1,1,1,1,0,0,3,0,0,0,1,1,0,4,0,1,0,2,0,4,7,3,0,0,1,1,0,11,1,0,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,1,1,1,1,2,0,0,369,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,6,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,164,1,0,0,0,0,1,455,0,1,1,0,5,0,0,0,0,4,0,1,0,1,0,30,0,2,3,2,3,0,0,2,0,0,35,1,0,1,0,0,2,368,3,0,0,0,5,1,0,0,1,0,188,0,0,1,0,1,0,0,3,0,0,0,148,1,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,1,0,1,0,0,166,1,0,1,0,4,0,0,0,0,0,2,1,0,0,1,0,4,3,0,0,3,3,4,4,0,3,4,1,0,0,0,0,1,1,75,0,0,1,0,0,0,1,3,0,7,1,1,0,2,0,0,3,1,0,0,4,4,4,5,0,0,0,1,0,0,5,0,1,1,2,1,0,1,0,1,32,4,0,0,1,0,0,2,1,1,86,0,1,0,10,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,1,3,1,1,18,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,0,1,1,0,1,5,0,5,7,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,1,2,0,1,2,0,0,0,0,2,2,2,1,1,16,36,0,0,0,0,0,0,0,2,8,0,3,1,0,0,0,0,1,4,4,2,1,1,2,0,0,3,1,0,0,1,0,0,14,1,1,1,0,1,1,1,2,1,0,1,1,1,0,0,1,0,1,2,1,0,0,0,0,1,368,3,1,1,0,0,0,2,1,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6,275,0,0,0,1,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,2,1,0,0
200,6,1,268,1,1,1,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,9,2,1,0,3,1,0,3,0,0,4,0,0,3,1,0,0,0,2,0,0,15,0,0,2,0,0,1,1,1,0,0,2,0,0,1,0,0,1,0,0,1,7,1,1,2,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,1,1,13,0,0,2,0,1,0,0,0,0,0,0,3,0,1,0,0,12,5,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,1,1,0,0,0,0,2,7,1,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,3,0,0,1,2,1,0,0,0,4,0,2,0,1,0,0,0,1,0,2,0,2,0,1,0,0,2,0,0,24,0,0,0,0,362,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,3,0,2,0,0,0,0,0,1,1,0,0,0,0,1,4,0,1,1,0,0,2,0,0,0,0,7,1,1,1,3,1,0,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,20,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,199,1,1,0,0,0,1,454,1,1,0,0,3,1,2,1,4,0,0,0,0,0,2,0,0,0,6,1,3,1,0,0,0,0,3,0,1,4,1,0,0,356,1,3,0,0,0,0,0,0,1,0,176,0,0,0,0,0,0,0,4,0,1,2,200,0,0,3,0,0,0,0,1,1,1,3,1,1,0,1,0,1,1,0,0,1,0,4,0,31,1,0,0,0,0,1,0,2,1,6,0,0,0,2,0,0,3,0,0,0,3,1,7,0,0,0,2,0,3,0,3,0,0,0,68,1,1,0,4,0,0,0,0,0,12,0,1,1,2,1,1,27,2,0,1,2,0,0,1,0,1,2,2,1,0,0,0,1,1,0,1,0,0,1,0,4,0,3,2,1,2,0,0,2,1,90,1,0,4,4,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,2,9,0,0,0,1,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,3,1,1,1,1,7,4,3,1,0,0,0,2,0,0,0,0,2,1,1,0,0,2,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,5,0,0,0,1,4,0,0,1,0,1,1,0,0,3,0,0,1,0,0,1,0,2,0,18,0,0,0,1,11,13,0,1,0,0,0,1,0,2,0,2,0,1,0,1,1,1,0,1,1,362,0,1,2,0,1,0,0,0,3,5,2,2,0,1,2,0,0,0,0,1,0,1,0,1,0,4,367,1,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,17,1,1,2,1,1,1,1,0,1
300,8,0,279,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,56,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2,0,2,1,1,0,0,1,1,4,1,0,6,2,0,1,2,1,0,3,0,0,4,0,0,3,0,0,0,0,1,0,0,4,0,0,1,1,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,2,11,0,1,2,0,0,0,1,4,1,1,0,0,0,1,0,3,1,0,0,1,0,8,0,3,2,0,1,0,1,0,1,0,1,3,2,1,0,0,6,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,4,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,3,0,3,1,18,1,3,0,0,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,2,1,4,0,0,1,5,0,2,0,1,0,2,0,2,1,0,0,2,0,2,0,0,3,0,0,39,1,0,0,1,360,0,0,2,0,2,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,0,0,1,1,0,1,0,0,0,0,0,2,2,0,1,1,0,0,1,2,0,0,1,2,1,2,1,1,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,22,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,6,3,0,1,0,2,0,0,0,1,0,1,201,1,0,1,0,0,2,453,1,1,0,0,1,1,0,1,6,0,0,0,1,0,1,0,0,0,2,0,2,1,1,0,0,1,1,0,2,4,1,0,0,348,2,0,1,1,0,0,2,1,0,1,145,0,0,0,0,0,0,0,0,1,2,0,193,0,0,2,0,0,2,0,1,0,1,2,1,1,0,0,0,0,2,0,0,0,0,5,1,15,1,0,0,0,0,0,2,7,0,12,0,1,1,1,0,0,7,0,0,0,4,1,4,0,0,0,1,0,1,0,1,2,0,0,71,0,0,0,1,1,0,0,2,1,17,0,1,1,0,2,0,19,0,0,0,5,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,2,0,0,2,1,65,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,8,2,0,1,2,0,0,2,2,4,1,0,0,0,0,10,0,0,1,0,0,3,5,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,2,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,1,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,5,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,25,0,0,0,1,21,2,0,1,0,0,0,1,0,2,0,1,1,1,0,1,0,0,2,1,1,356,0,1,1,0,1,1,0,0,2,3,2,0,0,0,2,0,0,0,0,1,0,2,0,1,0,1,363,1,2,3,0,1,0,1,0,7,1,0,2,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,15,1,0,1,2,1,0,0,2,0
