gen,0_ABAT,0_ABCA1,0_ACAA2,0_ACAD8,0_ACADL,0_ACAT1,0_ACO1,0_ACOX1,0_ACTN3,0_ADA,0_ADAMTSL4,0_ALAS1,0_ALDH1L1,0_ALDH1L2,0_ALDH6A1,0_ALG3,0_ALG6,0_AMPD2,0_ANAPC5,0_ANK3,0_ANKRD39,0_ANP32E,0_ANXA3,0_ANXA5,0_AP1G1,0_AP2A1,0_APOD,0_AQP1,0_ARAF,0_ARFGEF1,0_ARHGAP24,0_ARHGAP30,0_ARHGAP5,0_ARHGEF35,0_ARHGEF5,0_ARHGEF7,0_ASRGL1,0_ATE1,0_ATF7IP2,0_ATG4D,0_ATIC,0_ATP2B3,0_ATP6V1D,0_ATP8A1,0_ATP8B1,0_AUH,0_AUP1,0_AURKB,0_B3GNTL1,0_B4GALNT1,0_BAG1,0_BBX,0_BCKDK,0_BCS1L,0_BEX1,0_BICD1,0_BIRC5,0_BLOC1S3,0_BPHL,0_BPNT1,0_BRD3,0_BRD8,0_BST2,0_BTF3L4,0_C12orf57,0_C1orf226,0_C1orf35,0_C3orf14,0_C4BPA,0_C5orf46,0_CAD,0_CAMK2G,0_CAMSAP1,0_CAPG,0_CAPN1,0_CAV1,0_CBR4,0_CCAR1,0_CCDC127,0_CCDC59,0_CCDC68,0_CCDC77,0_CCDC91,0_CCNA2,0_CCNB1,0_CCNB2,0_CCT6B,0_CDC20,0_CDC25C,0_CDC37L1,0_CDCA5,0_CDCA8,0_CDH11,0_CDK4,0_CDK7,0_CDKL5,0_CDKN2C,0_CDT1,0_CENPA,0_CEP55,0_CFB,0_CHAC1,0_CHDH,0_CHI3L2,0_CHST15,0_CHUK,0_CKS1B,0_CKS2,0_CLCC1,0_CLK1,0_CLK2,0_CLYBL,0_CMAS,0_CNPY2,0_CNTNAP1,0_COBL,0_COBLL1,0_COL1A1,0_COL1A2,0_COPS2,0_COQ4,0_COX10,0_COX8A,0_CPE,0_CRAT,0_CRISP3,0_CRTC2,0_CSRNP3,0_CTDSPL,0_CTSF,0_CTTNBP2,0_CYB5D2,0_CYFIP1,0_CYP2S1,0_DACT2,0_DCAF11,0_DCAF12L1,0_DCAF12L2,0_DCLK1,0_DCLK3,0_DCP1A,0_DDIT4,0_DDX41,0_DDX55,0_DEDD,0_DENND4C,0_DEPDC1,0_DERL3,0_DGKD,0_DHX30,0_DLST,0_DLX5,0_DMXL1,0_DNA2,0_DNAJA1,0_DNAJA3,0_DNAJB14,0_DNAJB7,0_DNAJC28,0_DNASE1L3,0_DPYS,0_DPYSL3,0_DUSP14,0_EIF2B1,0_EIF2B4,0_EIF2S2,0_EIF3A,0_EIF3D,0_EIF3E,0_EIF3I,0_EIF4EBP1,0_ELF4,0_ELK1,0_ELOVL7,0_EME1,0_ENO2,0_ENPP3,0_ENPP5,0_ENTPD2,0_ENY2,0_ERBB4,0_ERCC1,0_ERGIC2,0_ERGIC3,0_ERI3,0_ESPL1,0_ESRP1,0_ETFB,0_EXOC7,0_EXOSC1,0_FAAH,0_FABP7,0_FADS1,0_FAF1,0_FAM122A,0_FAM171B,0_FAM47E,0_FAM89A,0_FAR2,0_FBL,0_FBP1,0_FCHO1,0_FECH,0_FGB,0_FGF2,0_FGF9,0_FGG,0_FKBP10,0_FKTN,0_FLAD1,0_FLRT3,0_FNIP2,0_FOXO1,0_FTSJ1,0_FXYD3,0_G6PC,0_GALK1,0_GALNT2,0_GALNT5,0_GAS1,0_GC,0_GDA,0_GEN1,0_GGT6,0_GLI2,0_GMFB,0_GNE,0_GOLGA3,0_GOLM1,0_GOLT1B,0_GORAB,0_GPHN,0_GPR143,0_GPRC5D,0_GRAMD1B,0_GRAMD1C,0_GSK3B,0_GTF2E2,0_GTF3A,0_GTPBP2,0_GTPBP3,0_HADH,0_HAPLN3,0_HAUS1,0_HAX1,0_HDAC10,0_HM13,0_HMGA2,0_HMGB2,0_HMGN2,0_HMGXB4,0_HNRNPA1,0_HOXC13,0_HP,0_HSD17B6,0_HSP90B1,0_HSPA8,0_HTATIP2,0_ICA1,0_ICAM1,0_IFNGR2,0_IFRD1,0_IKBIP,0_IL15RA,0_IL17RD,0_IL4I1,0_IMPA2,0_INTS8,0_IRF7,0_ISG15,0_JMJD6,0_JPH2,0_JTB,0_KCND1,0_KCNG1,0_KCNJ15,0_KCTD16,0_KDELR2,0_KIF18A,0_KIF20A,0_KIF4A,0_KIF4B,0_KISS1R,0_KLF3,0_KLRB1,0_KNTC1,0_KPTN,0_KRT19,0_L2HGDH,0_LARS2,0_LBP,0_LDHB,0_LGALS1,0_LGI4,0_LHX6,0_LMBR1,0_LOXL2,0_LRBA,0_LRCH2,0_LRRC3B,0_LRRN3,0_LRRN4CL,0_LSM12,0_LSM2,0_MACC1,0_MAP3K12,0_MAPK11,0_MAPK12,0_MARCKS,0_MATK,0_MAZ,0_MEGF9,0_MEP1A,0_MFGE8,0_MFSD1,0_MGAT3,0_MIPEP,0_MOAP1,0_MORC2,0_MPI,0_MPV17L,0_MRPL11,0_MRPL24,0_MRPL55,0_MRPL9,0_MSH6,0_MST1R,0_MSTO1,0_MTAP,0_MYB,0_MYO5B,0_MYO6,0_NAA10,0_NAA25,0_NAP1L1,0_NASP,0_NBEA,0_NCAPH,0_NCK1,0_NCLN,0_NCSTN,0_NEDD1,0_NEDD4L,0_NFS1,0_NFYB,0_NGEF,0_NIT1,0_NKIRAS1,0_NKTR,0_NKX2-2,0_NMB,0_NME1,0_NME1-NME2,0_NME3,0_NME4,0_NNT,0_NOP2,0_NOP56,0_NPLOC4,0_NRP2,0_NSMCE2,0_NTRK3,0_NUDT11,0_NUDT17,0_NUP62,0_OCLN,0_OGDH,0_OGDHL,0_OXNAD1,0_OXSM,0_P4HB,0_PA2G4,0_PABPC1,0_PACSIN2,0_PADI1,0_PAFAH1B1,0_PAFAH2,0_PAX9,0_PBX2,0_PCCA,0_PCDHGA1,0_PCGF1,0_PDCD5,0_PDCD6IP,0_PDCD7,0_PDE10A,0_PDIA3,0_PDLIM2,0_PDP2,0_PELI2,0_PFDN4,0_PGLYRP2,0_PGPEP1,0_PHB,0_PHKA2,0_PHLDB2,0_PICALM,0_PIF1,0_PIGR,0_PINK1,0_PLCD1,0_PLCXD1,0_PLD6,0_PLEKHA7,0_PLEKHG3,0_PLK1,0_PLOD2,0_PLOD3,0_PML,0_PNCK,0_PODNL1,0_POLD3,0_POLR3B,0_POU2F1,0_POU3F3,0_PPA2,0_PPAT,0_PPP2R2B,0_PPWD1,0_PQBP1,0_PRAF2,0_PRC1,0_PRCC,0_PRICKLE4,0_PRKACB,0_PRR16,0_PRTN3,0_PSKH1,0_PSMB4,0_PSMC3,0_PSMD13,0_PSMD4,0_PSMD8,0_PTER,0_PTGIS,0_PTHLH,0_PTPN3,0_PTPRJ,0_PUM1,0_PUS7,0_PXMP4,0_PYCR1,0_RAB14,0_RAD54L,0_RALBP1,0_RALGAPB,0_RANBP1,0_RAP1GAP2,0_RAPGEF3,0_RARB,0_RBM34,0_RBM47,0_RCN1,0_REN,0_RER1,0_RFC2,0_RFC5,0_RGS1,0_RHOT1,0_RIC3,0_RNASET2,0_RNF13,0_RNF130,0_RNF139,0_RNF149,0_RNF17,0_RNF180,0_RNF181,0_RNF20,0_RNF220,0_RPL13A,0_RPL19,0_RPL27,0_RPL27A,0_RPL36,0_RPL37A,0_RPL5,0_RPL8,0_RPLP0,0_RPN2,0_RPS14,0_RPS18,0_RPS25,0_RPS27A,0_RPS3A,0_RPS6KA2,0_RPS6KB1,0_RPS6KB2,0_RPS7,0_RRP1B,0_RTN4IP1,0_RUNX1,0_RUSC1,0_S100A10,0_S100A11,0_SARDH,0_SBNO1,0_SBNO2,0_SCIN,0_SDC4,0_SDF4,0_SEMA3A,0_SEMA5A,0_SENP7,0_SERPINA4,0_SERPINC1,0_SERPINH1,0_SESTD1,0_SGMS1,0_SHC1,0_SHISA5,0_SHMT2,0_SHROOM3,0_SIRPA,0_SKA1,0_SLC15A4,0_SLC16A1,0_SLC17A4,0_SLC27A2,0_SLC29A2,0_SLC2A9,0_SLC38A10,0_SLC7A1,0_SLC7A5,0_SLK,0_SLMAP,0_SMARCA2,0_SMARCA5,0_SMU1,0_SNRPA1,0_SNRPB2,0_SOCS1,0_SOCS6,0_SOX6,0_SPAG5,0_SPCS2,0_SPINT2,0_SPRYD3,0_SPTBN1,0_SQLE,0_SRM,0_SRPX2,0_SRR,0_SSR4,0_STC2,0_STK36,0_STRBP,0_STRN,0_STX17,0_SUCLA2,0_SUCLG1,0_SUDS3,0_SUMO2,0_SYNGR1,0_SYNGR2,0_SYNGR3,0_SYNJ2BP,0_SYTL2,0_TACC3,0_TAF12,0_TAF5,0_TAF7,0_TAP2,0_TBC1D1,0_TBC1D4,0_TBCE,0_TCERG1,0_TCTA,0_TDG,0_TFAM,0_TGFB1,0_TGFBI,0_THAP3,0_TJP2,0_TMCC3,0_TMED2,0_TMED9,0_TMEM132E,0_TMEM139,0_TMEM14A,0_TMEM192,0_TMEM25,0_TMEM8B,0_TMPO,0_TMPRSS2,0_TNFRSF6B,0_TNIK,0_TNIP2,0_TOP2A,0_TOR3A,0_TPM2,0_TPPP,0_TPX2,0_TRAF6,0_TRAIP,0_TRIB3,0_TRIM4,0_TRIM5,0_TRIM65,0_TRIP11,0_TSEN34,0_TSPYL1,0_TSPYL2,0_TUBA1B,0_TUBA1C,0_TUBB,0_TUBB6,0_TXLNA,0_TXNDC5,0_U2AF1,0_UBA2,0_UBE2C,0_UBE2N,0_UBQLN1,0_UBXN8,0_UGGT1,0_UGT1A6,0_UPK3B,0_UROC1,0_USF1,0_USP4,0_VEGFA,0_VKORC1,0_VPS16,0_VTI1A,0_WDR33,0_WDR48,0_WLS,0_WT1,0_XK,0_XKR9,0_YWHAZ,0_ZBTB20,0_ZBTB4,0_ZBTB8OS,0_ZC3H14,0_ZDHHC21,0_ZDHHC3,0_ZFAND2A,0_ZFAND5,0_ZIC1,0_ZNF134,0_ZNF19,0_ZNF304,0_ZNF433,0_ZNF503,0_ZNF549,0_ZNF610,0_ZNF677,0_ZNF7
0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,42,0,0,0,63,0,0,0,0,0,0,107,175,0,0,0,105,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,29,0,227,127,11,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,248,0,207,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,125,0,0,0,75,0,0,61,0,0,0,19,0,96,29,27,126,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,169,141,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,156,0,91,0,63,0,0,0,0,0,19,0,0,0,0,38,0,0,0,0,128,0,0,0,0,0,0,43,44,206,120,0,0,0,193,0,0,0,20,51,0,0,172,51,12,97,0,0,5,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,165,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,142,0,170,0,0,0,197,0,225,0,0,183,231,0,90,0,0,0,0,0,0,0,159,199,0,0,0,0,0,0,0,15,0,63,0,0,248,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,69,0,0,0,276,0,0,177,0,0,0,0,0,0,0,0,131,0,0,0,186,0,0,0,0,0,0,0,0,182,0,0,109,0,0,287,0,0,0,0,24,0,0,0,0,0,55,0,0,0,0,0,0,27,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,220,0,0,57,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,66,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,188,0,148,11,0,0,0,0,117,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,48,120,0,0,0,0,0,0,0,0,0,0,0,13,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,138,168,0,0,0,0,0,0,0,0,20,112,160,181,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0
100,1,0,1,1,0,0,1,0,1,1,2,1,1,2,0,0,1,3,0,15,1,2,2,1,2,0,0,1,0,0,1,1,3,4,0,1,4,1,2,1,1,0,2,0,1,2,1,0,1,0,1,2,0,2,1,1,4,0,0,1,1,1,2,0,1,0,2,0,3,0,1,0,0,1,1,0,2,0,1,3,1,1,0,0,0,2,3,1,0,1,0,1,1,1,0,1,1,1,0,0,1,10,0,0,1,0,0,0,1,0,0,0,0,0,115,2,0,0,1,0,1,1,1,1,5,1,0,1,0,1,3,1,1,1,0,0,0,1,0,2,1,0,1,0,1,0,1,0,0,1,1,2,3,2,0,1,1,1,0,3,4,0,0,1,2,0,1,1,0,2,12,0,0,2,0,0,2,3,4,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,2,1,1,1,0,0,2,0,0,2,0,4,2,0,8,0,1,2,0,0,2,1,7,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,2,2,0,1,1,0,1,0,0,0,0,2,1,0,1,5,4,0,2,2,0,1,2,0,2,0,1,0,1,0,34,0,1,1,0,0,4,0,3,11,1,201,2,0,1,1,1,1,1,0,0,3,1,1,0,1,0,1,2,0,4,1,2,1,0,0,0,1,0,1,0,1,3,0,5,5,1,1,0,1,0,1,1,4,0,0,2,4,0,0,130,0,0,0,3,1,0,0,0,7,1,1,0,2,1,1,1,0,0,0,0,0,8,1,0,5,1,1,2,1,1,0,1,1,0,0,0,0,3,1,2,2,2,0,0,0,1,3,0,1,1,1,3,5,1,1,1,0,2,0,1,1,0,1,5,0,1,0,2,0,4,0,0,1,0,5,0,1,0,0,0,1,1,0,4,1,2,1,1,1,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,1,0,1,0,2,1,1,1,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,2,2,0,1,1,0,1,0,1,2,0,1,1,0,0,1,0,1,0,4,0,0,0,0,1,3,0,4,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,9,0,0,1,1,1,2,0,7,1,1,1,0,0,0,1,0,3,2,1,1,2,0,0,1,0,2,1,0,5,4,1,1,1,1,1,1,1,0,18,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,0,0,1,1,0,1,0,0,1,2,1,2,0,2,1,1,0,0,1,1,0,1,0,0,1,0,3,13,0,1,2,5,1,5,0,0,0,2,1,5,0,1,2,1,0,1,1,2,0,7,0,1,1,0,2,6,0,2,2
200,3,0,0,1,0,0,0,1,0,1,1,0,0,2,0,2,1,5,0,6,2,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,2,1,1,0,1,1,1,0,1,0,0,5,2,2,2,0,0,3,1,1,0,2,0,0,1,0,1,1,0,0,1,0,0,0,5,0,0,1,1,1,1,1,1,2,1,0,2,1,0,1,1,4,0,1,1,0,4,1,0,0,1,2,1,0,0,1,1,1,0,61,4,1,1,0,1,1,0,1,0,3,0,1,0,1,0,0,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,1,1,0,1,0,1,5,0,1,1,1,1,0,0,0,0,3,4,1,1,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,1,1,0,0,0,0,3,4,1,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,2,1,1,149,1,1,0,0,2,2,1,3,8,0,94,2,2,2,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,1,1,1,0,1,0,1,0,1,1,2,177,0,0,0,3,0,0,1,1,2,1,0,0,4,0,0,0,1,0,0,1,1,2,0,0,0,1,3,1,0,2,0,0,0,0,1,1,1,0,0,2,0,0,1,1,0,1,1,1,0,0,0,3,1,0,1,0,1,0,2,0,0,2,1,0,0,1,1,2,0,4,0,1,1,1,0,1,0,2,2,0,0,0,1,5,0,0,0,0,0,0,0,1,1,3,0,1,2,0,0,0,3,0,1,3,1,0,0,1,1,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,4,1,0,0,0,0,0,1,0,0,1,2,0,1,1,1,1,0,0,1,0,4,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,8,0,6,0,0,3,1,2,0,1,0,2,0,0,4,1,1,8,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,0,1,0,0,2,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,20,1,1,1,1,0,2,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,5,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,3,0,0,0,2,0,4,0,0,0,0,0,1,1,0,7,1,1,0,1,1,0,0,0,1,1,0,0,2,0,3,1
300,2,1,1,1,0,0,0,0,0,1,2,0,0,2,0,1,0,4,0,5,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,2,0,2,0,5,1,1,0,0,0,0,3,0,5,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,1,1,2,1,1,0,1,1,0,1,1,4,0,1,1,0,4,3,1,0,0,2,0,0,0,1,1,0,1,59,3,1,0,0,0,1,0,1,0,2,0,2,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,3,0,2,0,1,0,0,5,0,2,1,2,1,1,0,0,1,4,5,2,1,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,0,0,0,0,0,2,4,1,0,0,0,0,0,2,0,0,0,1,2,1,1,0,0,2,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,1,2,1,0,2,156,0,0,0,0,2,3,2,3,6,0,92,2,2,3,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,3,0,2,0,0,1,1,166,0,0,0,3,0,1,2,1,2,1,0,1,5,0,0,0,0,0,0,1,0,1,0,2,0,2,3,1,0,2,0,0,0,0,1,3,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,2,0,5,0,1,1,1,0,1,0,2,2,0,0,0,4,3,0,0,0,0,0,0,1,1,0,1,2,1,2,1,0,0,3,1,1,3,1,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,1,1,0,1,4,0,0,1,1,1,0,0,1,1,5,1,0,2,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,2,0,7,1,8,1,0,4,1,1,0,0,0,2,1,2,3,1,2,5,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1,0,0,2,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,20,0,2,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,2,0,0,1,0,0,0,0,0,4,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,3,1,0,0,2,0,5,0,1,0,1,0,1,1,0,10,0,1,0,1,1,0,0,2,1,1,0,0,3,0,4,1
400,2,1,0,1,0,1,0,0,0,1,2,0,0,3,1,1,0,3,0,4,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,2,0,2,0,2,0,5,1,1,1,0,0,0,3,0,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,1,3,0,1,0,0,3,3,0,0,0,2,0,0,0,1,1,0,2,55,2,1,0,0,0,0,0,1,0,2,0,2,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,3,0,0,0,1,0,0,7,0,2,1,3,1,1,0,0,1,4,4,2,1,0,1,2,0,1,0,0,0,0,1,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,4,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,1,0,1,2,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,4,0,0,1,0,2,0,1,3,1,0,2,157,0,0,0,0,2,3,2,2,5,0,91,1,2,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,1,0,1,0,1,1,2,0,0,0,1,166,0,0,1,3,0,1,2,1,4,1,0,2,4,0,0,0,0,0,1,1,0,1,0,0,0,2,1,1,0,1,0,0,0,0,1,3,1,0,0,1,0,0,2,1,1,0,1,1,1,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,4,0,1,1,1,0,1,0,3,2,1,0,0,4,3,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,0,2,2,1,3,1,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,1,0,3,4,1,0,1,1,1,2,0,1,1,5,2,0,2,1,0,0,1,0,0,0,0,1,2,0,1,0,0,1,2,0,9,1,7,1,0,3,1,1,0,0,0,2,2,2,3,0,3,4,1,0,2,0,0,0,1,1,0,0,0,1,1,0,1,2,1,0,0,2,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,18,0,2,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,2,0,0,1,0,0,0,0,0,4,1,3,0,1,1,0,1,0,1,2,1,0,1,0,0,0,3,1,0,0,2,0,3,0,1,0,0,0,1,0,0,13,0,1,0,1,1,1,0,2,1,1,0,0,3,1,4,1
499,4,0,0,1,1,1,0,0,0,1,1,0,0,3,1,0,0,3,1,4,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,3,0,2,0,2,0,5,1,1,2,0,0,0,2,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,2,1,2,1,1,1,1,1,1,3,0,1,0,0,4,3,0,0,0,2,0,0,1,1,0,0,2,54,2,1,0,0,0,0,0,1,0,2,0,2,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,3,0,0,0,1,0,0,5,0,1,1,4,1,1,0,0,1,3,5,1,1,0,1,2,0,1,0,0,0,0,1,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,1,4,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,1,0,0,2,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,4,0,1,1,0,3,0,1,3,1,0,2,151,0,0,0,0,1,4,2,1,5,0,93,1,3,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,2,1,0,1,0,0,0,0,1,2,1,0,0,0,1,0,1,0,1,1,2,0,0,0,1,155,1,0,0,3,0,1,3,0,4,1,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,2,1,0,0,1,0,0,3,1,1,0,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,4,0,1,1,1,0,1,0,3,2,1,0,0,4,3,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,0,2,2,1,3,1,1,0,0,1,0,0,0,0,2,2,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,1,1,0,4,3,1,0,1,1,1,2,0,1,2,4,2,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,0,12,1,8,1,0,1,1,1,0,0,0,1,1,2,3,0,3,5,0,1,2,0,0,0,1,1,0,0,0,0,1,2,1,2,1,0,0,2,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,21,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,4,1,4,0,1,1,0,1,0,2,3,1,0,0,0,0,0,3,1,0,0,2,0,2,1,1,0,0,0,0,0,0,17,0,1,0,1,1,1,0,2,1,1,1,0,3,0,4,1
