gen,0_ABCA3,0_ABCA4,0_ABCC3,0_ABHD11,0_ABTB2,0_ACAA2,0_ACADL,0_ACADM,0_ACAT1,0_ACE2,0_ACIN1,0_ACO2,0_ACSL1,0_ACY1,0_ADA,0_ADAM23,0_ADAM33,0_ADAM8,0_ADCY2,0_ADCY3,0_ADCY9,0_ADH5,0_ADPGK,0_ADSL,0_AFG3L2,0_AFTPH,0_AGL,0_AGPAT4,0_AHI1,0_ALDH1A1,0_ALDH1L1,0_ALDH1L2,0_ALDH4A1,0_ALDH5A1,0_ALDH6A1,0_ALG13,0_ALOX15,0_ALOX5,0_AMIGO1,0_AMN,0_ANK3,0_ANKRD26,0_ANLN,0_ANXA11,0_ANXA3,0_AP1B1,0_AP4B1,0_APBB1,0_APBB3,0_APCS,0_APEH,0_APOBEC3A,0_APOBEC3G,0_APOD,0_APOOL,0_AQP1,0_ARHGAP24,0_ARHGAP33,0_ARHGAP5,0_ARHGEF16,0_ARHGEF35,0_ARHGEF5,0_ARID5A,0_ARMC8,0_ARNT2,0_ARPC5,0_ARRDC4,0_ASRGL1,0_ATAD2,0_ATF7IP2,0_ATP10D,0_ATP1B3,0_ATP2B3,0_ATP7B,0_ATXN7L3,0_AUH,0_AURKB,0_B3GALNT2,0_B4GALNT1,0_BAG1,0_BAZ1A,0_BCAR3,0_BCKDHA,0_BCL2,0_BCL2L10,0_BCL2L14,0_BCL7A,0_BDH2,0_BEX1,0_BGN,0_BIK,0_BIRC5,0_BLK,0_BLM,0_BPHL,0_BUB3,0_C17orf97,0_C1orf116,0_C1orf198,0_C2orf88,0_C4BPA,0_C4orf19,0_C5orf46,0_C6orf118,0_CA9,0_CACNA1H,0_CAPZA1,0_CARD8,0_CASP10,0_CBWD1,0_CBWD5,0_CC2D2B,0_CCDC102B,0_CCDC134,0_CCDC59,0_CCDC88B,0_CCDC88C,0_CCL4,0_CCNA2,0_CCNB1,0_CCNB2,0_CCNH,0_CCR6,0_CCT5,0_CCT6B,0_CD24,0_CD55,0_CD9,0_CDC20,0_CDC25C,0_CDC27,0_CDC45,0_CDC6,0_CDCA5,0_CDCA7L,0_CDCA8,0_CDH23,0_CDHR2,0_CDK1,0_CDK11A,0_CDK2AP1,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CEBPB,0_CENPA,0_CENPV,0_CEP55,0_CHAC1,0_CHD1L,0_CHDH,0_CHFR,0_CHRD,0_CHRDL1,0_CHST11,0_CHST12,0_CHST15,0_CHST6,0_CIR1,0_CLDN4,0_CLEC11A,0_CLIC3,0_CLK2,0_CLVS1,0_CMTM4,0_CNDP2,0_CNTN2,0_CNTNAP1,0_COBL,0_COL13A1,0_COL1A1,0_COL1A2,0_COL6A2,0_COMT,0_CPB2,0_CPNE1,0_CPNE5,0_CPT2,0_CRAT,0_CRHBP,0_CRP,0_CRY2,0_CRYL1,0_CSRNP2,0_CSTF3,0_CTDSPL,0_CWC22,0_CYB5A,0_CYFIP2,0_CYP1B1,0_DCAF11,0_DCAF12L1,0_DCBLD2,0_DCLK3,0_DDR1,0_DDX55,0_DEPDC1,0_DEPDC1B,0_DERL3,0_DGKG,0_DLX5,0_DMGDH,0_DNA2,0_DNAJB11,0_DNAJB7,0_DNAJC10,0_DNAJC12,0_DNAJC2,0_DNAJC24,0_DNAL1,0_DNASE1L3,0_DPYSL3,0_DPYSL4,0_DSG2,0_DTNA,0_DUSP14,0_DUSP8,0_ECHDC3,0_EDAR,0_EFHC1,0_EFNA5,0_EFS,0_EIF2B1,0_EIF2B4,0_EIF2S2,0_EIF3CL,0_EIF4EBP1,0_ELOVL5,0_ELOVL7,0_EME1,0_ENDOD1,0_ENPP5,0_EPHX2,0_EPSTI1,0_ERCC6L,0_ERLIN1,0_ERN2,0_ESRP1,0_ETNK2,0_ETV5,0_EZH2,0_EZR,0_F2RL1,0_FABP3,0_FABP7,0_FADS1,0_FAHD1,0_FAM104A,0_FAM122B,0_FAM126A,0_FAM156A,0_FAM167A,0_FAM171A1,0_FAM20A,0_FAM53A,0_FAM83H,0_FANCI,0_FANCL,0_FAR1,0_FBP1,0_FBXO21,0_FBXO5,0_FECH,0_FGB,0_FHOD1,0_FKBP10,0_FKBP5,0_FLRT3,0_FOXS1,0_FTSJ1,0_FUCA1,0_FXYD2,0_FXYD3,0_G6PC,0_GAB3,0_GABPB1,0_GALNT2,0_GAS1,0_GBP2,0_GCK,0_GCNT2,0_GEM,0_GEN1,0_GFM1,0_GGT6,0_GHITM,0_GLI2,0_GLIPR2,0_GLOD5,0_GLT8D2,0_GNE,0_GORAB,0_GOT1,0_GPR183,0_GRAMD1C,0_GREM2,0_GRIN2D,0_GSTO2,0_GSTP1,0_GTF2E2,0_GTF3C6,0_GTPBP2,0_HADH,0_HADHB,0_HAPLN3,0_HECTD2,0_HESX1,0_HIBCH,0_HIF3A,0_HMGB2,0_HMGCL,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPL,0_HOXA6,0_HOXC13,0_HP,0_HP1BP3,0_HPR,0_HSD17B6,0_HSD17B8,0_HTR2B,0_ICA1,0_IER3,0_IL15RA,0_IL17RD,0_IL4I1,0_IL7,0_ILDR1,0_ILVBL,0_IMPA2,0_INO80D,0_INPP5B,0_INTS3,0_INTS8,0_IRF7,0_ISCA2,0_ITIH1,0_JAKMIP2,0_JUP,0_KCND1,0_KCNG1,0_KCNJ15,0_KCTD16,0_KIAA1522,0_KIAA1614,0_KIF11,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF21A,0_KIF4A,0_KIF4B,0_KIF7,0_KIF9,0_KISS1R,0_KLHL36,0_KRT4,0_LAGE3,0_LARS2,0_LBP,0_LDHD,0_LGALS1,0_LGI4,0_LHX6,0_LINS1,0_LMNB1,0_LMO7,0_LNX1,0_LNX2,0_LOXL2,0_LRBA,0_LRCH2,0_LRFN3,0_LRP5,0_LSM12,0_LSM2,0_LSR,0_LTBP2,0_LTV1,0_LUC7L,0_LY75,0_MACC1,0_MAGEA4,0_MAP1LC3B2,0_MAP3K12,0_MAP3K8,0_MAP7,0_MAPK12,0_MAPT,0_MARCKS,0_MAZ,0_MBNL1,0_MCM6,0_MCM9,0_MDM4,0_MEGF8,0_MEPCE,0_MFGE8,0_MFNG,0_MFSD9,0_MGAT2,0_MIA2,0_MICAL2,0_MIPEP,0_MKI67,0_MLPH,0_MMP11,0_MMP2,0_MN1,0_MOXD1,0_MPHOSPH10,0_MRPL4,0_MRPL49,0_MRPL9,0_MRPS17,0_MRPS35,0_MSRB3,0_MSTN,0_MSTO1,0_MTHFD1,0_MYB,0_MYO5B,0_NAA25,0_NAAA,0_NAALADL1,0_NAIP,0_NAP1L1,0_NAPSA,0_NASP,0_NBEA,0_NCAM2,0_NCAPH,0_NCBP2,0_NDUFC1,0_NDUFV1,0_NEUROD1,0_NID2,0_NKX2-2,0_NLRX1,0_NME5,0_NMUR1,0_NNMT,0_NNT,0_NOP2,0_NOP56,0_NOP58,0_NOXO1,0_NPEPL1,0_NPR3,0_NR2C1,0_NR3C2,0_NRP2,0_NTRK3,0_NUDT11,0_NUDT12,0_OAS2,0_OCLN,0_OGDH,0_OGDHL,0_OLFML1,0_ONECUT2,0_ORM2,0_OTP,0_P4HA3,0_PABPC1,0_PADI1,0_PAFAH2,0_PAK1IP1,0_PARP6,0_PAX9,0_PBLD,0_PBX2,0_PCBP3,0_PCCA,0_PCDHB7,0_PCDHGA1,0_PCDHGC4,0_PCGF1,0_PCID2,0_PCK1,0_PDCD2,0_PDCD5,0_PDE10A,0_PDIA3,0_PDIA5,0_PEBP1,0_PEX26,0_PFDN4,0_PGAM2,0_PGLYRP2,0_PGPEP1,0_PGS1,0_PHF10,0_PHIP,0_PHLDB1,0_PHLDB2,0_PHYH,0_PIF1,0_PIK3R6,0_PINK1,0_PIP5K1A,0_PLA2G15,0_PLCXD1,0_PLEK2,0_PLEKHA7,0_PLK1,0_PLK2,0_PLK3,0_PLS1,0_PLXDC1,0_PLXNB1,0_PNCK,0_PNPLA4,0_PODNL1,0_PON1,0_POU2F1,0_POU2F2,0_PPIB,0_PPM1E,0_PPP1R13B,0_PPP2R2C,0_PRC1,0_PRCC,0_PRDM1,0_PRDX2,0_PREP,0_PRMT5,0_PROC,0_PRPF39,0_PRPF4B,0_PRR15L,0_PRR16,0_PRTFDC1,0_PSMA1,0_PSMA4,0_PSMB1,0_PSMB4,0_PSMD12,0_PSMD13,0_PTGIS,0_PTHLH,0_PUS1,0_PXDN,0_PZP,0_RAB11FIP4,0_RAB17,0_RAB27B,0_RAD51,0_RAD54L,0_RANBP3L,0_RANBP9,0_RAP1GAP,0_RASD2,0_RASGRF1,0_RASSF1,0_RBM17,0_RBM25,0_RBM28,0_RBM34,0_RBM47,0_RBMX2,0_RCC2,0_RELL1,0_REM1,0_RFC4,0_RGL2,0_RGPD6,0_RHOA,0_RIC3,0_RNASE3,0_RNASET2,0_RNF149,0_RNF17,0_RPA4,0_RPGR,0_RPIA,0_RPS6KB1,0_RPUSD2,0_RRP1B,0_RTN4IP1,0_RUFY3,0_RUNX1,0_RWDD1,0_SAA4,0_SCAMP2,0_SCARA5,0_SCGB1D2,0_SCLT1,0_SCP2,0_SEMA3A,0_SERPINA3,0_SERPINB5,0_SERPINC1,0_SERPINH1,0_SETD3,0_SGMS1,0_SH3PXD2B,0_SH3RF1,0_SHC1,0_SHMT2,0_SHROOM3,0_SIM2,0_SKA1,0_SLC13A1,0_SLC13A5,0_SLC15A4,0_SLC16A1,0_SLC1A4,0_SLC25A11,0_SLC25A23,0_SLC25A4,0_SLC25A42,0_SLC27A2,0_SLC2A9,0_SLC31A1,0_SLC38A6,0_SLC39A6,0_SLC39A9,0_SLC41A3,0_SLC43A2,0_SLC48A1,0_SLC7A5,0_SMARCA2,0_SMC4,0_SMPD3,0_SNRNP70,0_SNRPA,0_SNRPA1,0_SNX12,0_SOCS2,0_SOCS3,0_SOD2,0_SOX6,0_SPAG5,0_SPATA18,0_SPRYD3,0_SPTBN1,0_SRM,0_SRP19,0_SRPX2,0_SSB,0_STARD4,0_STAT4,0_STC2,0_STEAP3,0_STRADA,0_STRADB,0_STT3A,0_SULT1C2,0_SUMO2,0_SUMO4,0_SV2C,0_SYNGR1,0_SYNGR3,0_SYT15,0_SYTL1,0_SYTL2,0_TACC2,0_TACC3,0_TARDBP,0_TBC1D22A,0_TBCE,0_TCERG1,0_TCIRG1,0_TCTA,0_TDG,0_TF,0_THRA,0_THUMPD2,0_TIPRL,0_TJP2,0_TMCC3,0_TMED4,0_TMEM132E,0_TMEM165,0_TMEM184C,0_TMEM192,0_TMEM25,0_TMEM59L,0_TMEM70,0_TMEM72,0_TMEM87B,0_TMPRSS2,0_TNFRSF21,0_TNFRSF6B,0_TNFSF4,0_TNK2,0_TOLLIP,0_TOP2A,0_TPBG,0_TPM4,0_TPPP,0_TPX2,0_TRAIP,0_TRAPPC2L,0_TRIB3,0_TRIM17,0_TRIM27,0_TRIM55,0_TSEN15,0_TSPAN1,0_TSPYL1,0_TTK,0_TTLL11,0_TUBB,0_TUFT1,0_TXNDC5,0_UBE2C,0_UGDH,0_UGT8,0_UPK3B,0_UQCRC2,0_UQCRFS1,0_USF1,0_USP2,0_USP45,0_UTP6,0_VCAN,0_VIL1,0_WDR17,0_WDR26,0_WDR31,0_WT1,0_XAF1,0_XK,0_XKR9,0_ZBTB12,0_ZBTB4,0_ZFAND2A,0_ZFPM2,0_ZIC1,0_ZNF207,0_ZNF251,0_ZNF267,0_ZNF280C,0_ZNF433,0_ZNF514,0_ZNF549,0_ZNF580,0_ZNF638,0_ZNF853,0_ZRANB2
0,115,74,94,24,3,0,86,0,0,50,0,0,5,0,0,33,33,0,18,19,0,0,0,26,0,0,0,0,0,53,0,65,75,11,0,0,33,21,40,20,0,0,0,0,14,0,0,0,0,54,0,55,49,9,0,0,0,84,0,0,0,1,0,12,4,0,0,0,0,60,0,0,20,3,0,0,0,0,0,0,0,0,0,0,16,15,0,0,7,0,41,0,0,0,0,0,41,33,0,18,39,56,4,76,18,48,0,0,0,0,3,16,0,0,0,0,31,24,0,0,1,0,16,0,57,104,111,40,0,0,0,0,0,0,35,0,15,47,0,98,0,127,77,49,0,0,17,0,0,0,20,0,7,2,19,0,0,0,0,0,19,45,0,13,4,0,6,0,8,43,0,0,0,0,107,0,35,0,0,39,25,0,0,0,0,0,0,0,0,0,0,49,16,62,0,0,0,0,0,40,0,58,0,0,0,0,19,0,0,45,87,0,6,27,66,0,2,31,43,101,25,5,0,0,0,51,0,0,57,0,23,5,0,23,0,0,10,7,56,42,0,179,0,0,18,0,0,0,0,0,0,44,50,0,73,36,0,0,0,0,0,22,0,36,0,0,14,84,0,0,31,34,0,6,0,0,0,0,0,6,108,0,0,6,11,0,28,0,0,0,0,0,0,21,0,71,82,24,23,0,0,0,0,0,0,0,38,0,44,0,0,0,0,0,6,6,38,0,5,38,0,103,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,18,87,0,6,0,0,14,35,12,0,0,3,0,0,0,0,46,92,8,0,34,0,0,27,37,0,52,0,0,0,0,8,0,14,0,65,1,0,0,0,108,62,0,0,13,0,179,0,0,0,77,49,8,6,0,0,0,0,0,4,0,0,35,0,0,69,0,0,0,9,3,91,15,36,0,0,0,0,6,0,0,0,0,0,0,0,0,47,9,91,0,29,0,107,16,12,0,6,0,3,100,39,0,8,10,13,0,0,0,0,6,0,11,0,0,6,31,0,11,48,26,0,0,0,7,27,82,13,0,61,0,0,0,16,155,0,19,0,12,13,9,0,0,25,0,0,68,0,120,0,0,0,34,99,0,0,0,0,0,0,0,0,41,4,0,33,0,64,45,0,23,0,0,0,12,9,0,0,0,0,0,0,42,0,0,0,0,6,0,0,0,38,0,0,3,0,4,0,0,0,0,0,0,61,8,0,107,71,70,0,52,0,0,36,0,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,156,0,44,10,0,0,0,0,0,17,0,0,0,0,0,11,5,0,0,0,42,40,60,0,0,0,4,0,0,14,0,0,0,64,15,27,31,208,0,0,0,20,0,0,0,0,50,0,65,87,26,1,0,0,129,0,0,0,0,1,26,6,0,0,0,0,6,40,0,71,0,7,57,19,0,0,184,0,84,0,0,0,47,11,116,0,100,0,0,0,0,0,0,0,0,0,29,0,0,0,0,16,0,0,0,0,0,0,2,118,95,0,37,0,20,0,16,0,0,12,0,73,0,32,0,49,98,0,48,0,0,0,0,0,0,101,0,0,0,0,55,34,0,0,55,0,0,14,21,26,0,11,38,0,0,2,0,0,100,75,35,0,0,173,0,65,0,9,0,0,60,0
100,0,1,0,0,0,0,1,4,3,0,0,1,0,1,2,0,4,1,0,1,1,1,0,0,0,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,3,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,9,2,5,2,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,3,0,34,1,1,0,2,0,0,0,0,1,2,0,1,0,0,2,0,0,1,0,0,1,0,1,1,2,0,0,1,0,1,2,0,0,1,2,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,2,0,2,1,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,5,0,5,1,0,46,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,2,31,0,0,0,3,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,2,0,0,2,3,2,2,0,1,10,1,0,2,0,2,0,0,2,1,2,1,2,1,0,0,2,0,0,1,0,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,4,0,0,1,2,1,50,2,1,7,1,1,0,0,2,0,1,0,0,1,1,2,0,0,1,2,0,2,0,0,0,0,2,3,3,0,0,12,0,0,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,3,0,0,1,0,1,1,2,0,1,1,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,1,0,1,2,0,0,0,0,0,1,1,1,0,0,0,7,0,1,0,1,1,1,0,0,1,0,2,0,0,0,1,1,0,1,1,0,1,0,1,0,5,0,3,2,1,0,0,0,0,2,2,0,3,1,0,0,0,3,1,0,0,0,1,0,0,1,0,1,2,3,1,0,1,1,7,1,0,1,0,0,0,0,1,0,3,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,1,1,1,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,0,1,2,0,1,0,35,0,0,0,1,0,1,1,1,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,1,10,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,2,2,0,0,1,0,1,1,6,2,0,0,1,0,0,1,0,2,2,2,1,0,0,0,9,0,2,0,3,0,0,0,0,2,0,4,0,1,3,0,1,0,2,3,1,1,0,1,0,1,5,1,1,6,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,1,4,0,0,0,1,1,0,0
200,0,1,0,0,0,1,0,1,2,0,1,1,0,1,1,0,4,1,0,0,0,0,0,0,1,0,1,2,1,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,1,2,0,1,1,1,0,2,0,0,2,0,0,1,0,2,0,0,0,1,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4,1,1,1,0,0,0,1,0,1,0,0,6,1,3,2,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,7,0,17,0,1,1,1,0,0,0,0,1,2,0,1,0,0,2,0,0,2,0,1,1,0,1,2,1,0,0,1,0,1,1,0,0,1,2,1,0,1,1,1,1,0,1,0,0,0,2,1,2,1,1,0,1,0,2,1,0,1,1,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,4,0,2,1,0,34,0,0,0,0,0,1,0,0,1,0,2,1,2,1,0,1,0,0,1,0,0,1,0,0,1,1,16,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,5,0,0,2,0,2,0,0,1,0,2,1,1,3,0,0,1,0,1,0,0,1,2,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,3,1,4,1,1,0,0,1,2,1,3,1,0,0,1,1,60,1,1,4,1,1,0,0,3,0,1,0,0,2,0,0,0,0,1,1,0,3,1,1,0,0,3,1,3,0,0,16,1,0,1,0,1,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,1,1,0,0,0,1,0,3,0,0,3,1,0,1,0,0,0,0,0,0,0,3,1,2,3,0,0,0,1,1,0,0,1,0,0,1,2,2,1,0,0,6,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,4,0,1,2,1,1,1,0,1,0,1,0,4,1,0,1,0,4,3,0,1,1,2,0,0,0,1,0,2,4,0,0,1,1,5,1,0,0,1,1,0,1,2,0,3,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,2,0,60,0,0,0,1,0,1,1,3,0,0,5,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,1,1,1,1,8,1,1,0,2,1,0,0,0,1,0,2,2,0,0,0,9,0,3,0,2,0,1,1,0,3,0,13,0,0,2,0,1,0,2,2,1,1,0,1,0,1,2,1,1,2,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,1,0,5,0,0,0,1,1,0,1
300,0,3,0,0,0,1,0,1,2,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,1,3,1,0,1,2,0,0,1,1,0,0,0,0,3,0,1,0,0,0,1,1,0,2,0,0,0,0,1,1,2,0,1,1,1,0,3,0,0,2,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,3,0,0,0,0,0,0,1,0,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,6,2,2,2,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,5,0,12,0,1,1,1,0,0,0,1,1,2,1,1,0,0,2,0,0,2,0,2,1,0,1,2,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,3,0,0,0,2,2,2,1,1,0,0,0,3,2,0,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,2,0,1,1,0,27,0,0,0,0,0,1,0,0,1,0,3,1,2,0,0,2,0,0,1,0,0,1,1,1,1,0,12,2,0,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,3,0,0,1,0,2,0,0,1,0,3,3,1,3,1,0,1,0,0,0,1,1,2,0,1,0,1,1,0,1,0,0,1,1,2,0,0,1,0,1,0,3,1,6,1,0,0,0,1,2,1,2,1,0,0,1,1,59,1,0,4,1,1,0,0,1,0,1,0,0,2,0,0,1,0,1,1,0,3,0,1,1,0,3,1,3,0,0,17,1,0,1,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,2,2,0,1,1,2,0,0,0,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,5,3,0,0,0,1,1,0,0,3,0,0,1,2,2,1,0,0,6,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,1,2,0,1,0,1,1,0,1,0,3,1,0,2,0,3,2,0,1,1,3,0,0,0,1,0,1,4,0,0,1,1,4,1,0,1,0,1,0,0,1,0,2,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,2,0,3,1,75,0,0,0,1,0,1,1,1,0,2,5,0,0,0,0,0,0,0,2,1,2,0,0,0,2,1,0,0,0,0,1,1,1,0,0,1,1,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,2,1,1,1,1,3,1,1,1,2,1,0,0,0,1,0,3,3,0,0,0,6,0,2,0,2,0,1,1,0,2,0,20,0,0,2,0,2,0,1,2,2,1,0,1,0,1,1,1,1,3,0,0,0,0,1,1,0,0,0,2,1,0,3,1,0,0,1,0,0,0,1,1,0,4,0,0,0,1,1,0,1
400,0,4,0,0,0,1,0,1,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3,1,0,2,2,0,0,1,1,0,0,0,0,2,0,1,1,0,0,2,1,0,2,0,0,0,0,1,1,1,0,1,1,1,0,3,0,0,3,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,1,0,7,1,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,5,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,6,0,11,0,1,1,1,0,0,0,1,1,2,1,1,0,0,2,0,0,2,0,1,1,0,1,2,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,2,1,3,0,0,0,1,2,2,1,1,0,1,0,3,2,1,1,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,2,0,2,0,1,1,0,26,0,0,0,0,0,1,0,0,1,0,4,1,2,0,0,2,0,0,1,0,0,1,1,0,1,0,11,2,0,2,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,3,0,0,1,1,3,0,0,1,0,3,3,1,3,1,1,1,0,1,0,1,1,2,0,1,0,1,0,0,1,0,0,1,1,2,1,0,1,0,1,0,2,1,6,1,0,0,0,1,2,1,2,1,0,0,1,1,53,1,0,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,3,0,1,0,0,2,1,3,0,0,15,1,0,1,0,0,2,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,2,1,0,0,1,2,2,0,0,2,2,0,0,0,1,0,3,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,5,3,0,0,0,1,1,0,0,4,0,0,1,2,1,1,0,0,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,1,2,0,1,1,1,1,0,1,0,4,1,0,1,0,3,2,0,1,1,3,0,0,0,2,0,1,2,0,0,1,1,3,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,2,0,2,1,76,0,0,0,1,0,1,1,1,0,2,5,0,0,0,0,0,0,0,3,1,3,0,0,1,3,1,0,0,0,0,1,1,1,0,0,1,1,11,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,2,0,1,1,2,2,1,3,2,1,1,2,1,0,0,2,2,0,3,2,0,0,0,5,0,2,0,1,0,1,1,0,2,0,19,0,0,2,0,2,0,1,2,1,2,0,1,0,1,1,1,0,3,0,0,0,0,1,1,0,0,0,2,1,0,2,1,0,0,1,0,0,0,1,1,0,4,0,2,0,1,1,0,1
