gen,0_AAGAB,0_ABCC10,0_ABCD1,0_ABCD3,0_ABHD11,0_ACAD8,0_ACADL,0_ACAP1,0_ACAT1,0_ACBD5,0_ACBD6,0_ACLY,0_ACSL1,0_ACSS1,0_ACTN1,0_ACVRL1,0_ADA,0_ADAM17,0_ADAMTSL4,0_ADAR,0_ADCY4,0_ADCY9,0_ADH5,0_ADK,0_ADM,0_ADPRH,0_ADRM1,0_AFAP1,0_AFF3,0_AGL,0_AK2,0_AKAP1,0_AKAP9,0_AKR1A1,0_AKR1C3,0_AKTIP,0_ALCAM,0_ALDH18A1,0_ALDH1L2,0_ALG13,0_ALG2,0_ALOX5,0_AMT,0_ANGPTL4,0_ANK2,0_ANKRD13D,0_ANKRD39,0_ANKS6,0_ANXA11,0_ANXA4,0_ANXA5,0_AOAH,0_AP1AR,0_AP2A1,0_AP2B1,0_AP4S1,0_APCS,0_APOD,0_ARGLU1,0_ARHGAP1,0_ARHGAP5,0_ARHGEF10L,0_ARHGEF16,0_ARID5A,0_ARNT,0_ARPC3,0_ARRDC4,0_ARSB,0_ASAH1,0_ASAP1,0_ASF1B,0_ASS1,0_ATF4,0_ATF7IP2,0_ATG4D,0_ATM,0_ATP13A3,0_ATP2B2,0_ATP2B3,0_ATP2B4,0_ATP6AP1,0_ATP6V1B1,0_ATP6V1E1,0_ATRIP,0_ATRN,0_ATXN1,0_ATXN7L3,0_AUP1,0_B4GALNT1,0_B4GALNT2,0_B4GALT3,0_BAK1,0_BAP1,0_BCAT2,0_BCL2L1,0_BCL2L10,0_BCL2L12,0_BCL7A,0_BDH2,0_BEX2,0_BICD1,0_BIK,0_BIRC5,0_BLM,0_BPHL,0_BRCA1,0_BRD7,0_BRD8,0_BRDT,0_BRWD1,0_BSG,0_BTF3,0_BTN3A3,0_C15orf40,0_C17orf97,0_C1orf116,0_C1orf162,0_C1orf35,0_C2orf49,0_C2orf88,0_C3orf14,0_C3orf18,0_C4orf19,0_C5orf34,0_C6orf62,0_C9orf78,0_CAB39,0_CAB39L,0_CACNA1C,0_CALM2,0_CAMK4,0_CAP1,0_CAPZA1,0_CAPZB,0_CARD11,0_CARD8,0_CASP4,0_CAV2,0_CBWD1,0_CBWD5,0_CBX1,0_CBX3,0_CC2D2B,0_CCAR1,0_CCDC102B,0_CCDC51,0_CCDC89,0_CCDC91,0_CCM2,0_CCNA2,0_CCNB1,0_CCNL2,0_CCT3,0_CCT5,0_CCT6B,0_CD151,0_CD276,0_CD300C,0_CD44,0_CD74,0_CDC16,0_CDC20,0_CDC6,0_CDCA5,0_CDCA7L,0_CDCA8,0_CDH11,0_CDH2,0_CDK1,0_CDK11A,0_CDK17,0_CDK19,0_CDK2AP1,0_CDK4,0_CDK5RAP3,0_CDK7,0_CDKN1A,0_CDKN2AIP,0_CDS2,0_CDYL,0_CEBPB,0_CENPA,0_CEP55,0_CES3,0_CFI,0_CHCHD3,0_CHDH,0_CHFR,0_CHI3L2,0_CHM,0_CHMP1B,0_CHPF2,0_CHRD,0_CHRDL1,0_CHRM2,0_CHUK,0_CIR1,0_CISH,0_CLDN2,0_CLIC3,0_CLK2,0_CMC1,0_CMIP,0_CMPK2,0_CMTM1,0_CNOT1,0_CNOT2,0_CNTN2,0_CNTNAP1,0_COG8,0_COL13A1,0_COL1A1,0_COL4A1,0_COL4A3,0_COL6A2,0_COQ4,0_COX5A,0_COX7C,0_COX8A,0_CPE,0_CPNE1,0_CPNE5,0_CPSF2,0_CRBN,0_CREB1,0_CRHBP,0_CRISP3,0_CRISPLD2,0_CROT,0_CRYL1,0_CSGALNACT2,0_CSPG4,0_CSRNP2,0_CTNNA2,0_CTSF,0_CTSZ,0_CTTNBP2,0_CUEDC1,0_CWC22,0_CYB5B,0_CYC1,0_CYFIP2,0_CYGB,0_CYP1B1,0_DBI,0_DCAF8,0_DCBLD2,0_DCLK1,0_DCTN5,0_DDX19B,0_DDX47,0_DDX55,0_DEF8,0_DENND4C,0_DENR,0_DEPDC1,0_DERL3,0_DFFB,0_DGKD,0_DGKG,0_DGUOK,0_DHX29,0_DIAPH1,0_DIAPH2,0_DIRAS3,0_DLX5,0_DMP1,0_DMTF1,0_DNAJB12,0_DNAJB7,0_DNAJC10,0_DNAJC12,0_DNAJC25,0_DNAJC28,0_DNAJC5,0_DNAL4,0_DNMT3B,0_DOCK6,0_DOK1,0_DPAGT1,0_DPP9,0_DPYS,0_DPYSL2,0_DPYSL3,0_DSG2,0_DTNA,0_DTNBP1,0_DTYMK,0_DUS4L,0_DUSP14,0_DUSP16,0_DUSP7,0_ECM2,0_ECSIT,0_EEF1E1,0_EFHC1,0_EFNA5,0_EFS,0_EFTUD2,0_EIF2B4,0_EIF2B5,0_EIF2S2,0_EIF2S3,0_EIF3B,0_EIF3E,0_EIF3I,0_EIF4EBP1,0_ELK1,0_ELOVL5,0_ELOVL7,0_EML4,0_ENDOD1,0_ENGASE,0_ENHO,0_ENPP5,0_ENY2,0_EPHA7,0_ERCC5,0_ERCC6L,0_ERGIC1,0_ERGIC3,0_ERLIN2,0_ERN2,0_ETFDH,0_ETV5,0_EXTL3,0_EYA4,0_EZR,0_F2,0_FABP7,0_FAF2,0_FAM120A,0_FAM126A,0_FAM160A1,0_FAM171A1,0_FAM171B,0_FAM20A,0_FANCG,0_FANCI,0_FANCL,0_FAR2,0_FBXO33,0_FCAR,0_FECH,0_FGB,0_FGF2,0_FIGNL1,0_FKBP10,0_FKBP5,0_FLNA,0_FLNB,0_FLRT3,0_FOXK1,0_FOXP2,0_FPR2,0_FRMD8,0_FSD1L,0_FTL,0_FTSJ1,0_FUBP3,0_FXN,0_FXR2,0_FXYD2,0_G3BP2,0_GABARAPL1,0_GALK1,0_GALNT2,0_GALNT7,0_GALT,0_GAPDH,0_GAS1,0_GAS2L1,0_GBA2,0_GBGT1,0_GBP1,0_GCC1,0_GCDH,0_GCLC,0_GDF15,0_GEM,0_GEMIN6,0_GFM1,0_GGH,0_GGT6,0_GGTLC1,0_GIMAP2,0_GLB1L,0_GLI2,0_GLI3,0_GLIPR2,0_GLIS3,0_GLOD5,0_GLRX2,0_GLRX5,0_GLT8D2,0_GLUD2,0_GMFG,0_GMPR,0_GNA12,0_GNAI2,0_GNB4,0_GNG5,0_GNL3,0_GOLGA3,0_GORASP2,0_GOT1,0_GPC4,0_GPR132,0_GPR143,0_GPR160,0_GPRC5C,0_GPX3,0_GRAMD1B,0_GRB7,0_GREM2,0_GRIN2D,0_GRSF1,0_GSR,0_GSTA1,0_GSTA4,0_GSTK1,0_GSTO2,0_GSTZ1,0_GTF2H1,0_GTF3A,0_GTSF1,0_H6PD,0_HAAO,0_HADHA,0_HADHB,0_HAPLN3,0_HAUS5,0_HAX1,0_HCCS,0_HDAC10,0_HDGF,0_HEG1,0_HERC3,0_HEYL,0_HGF,0_HINT3,0_HIVEP3,0_HK1,0_HKDC1,0_HLA-DPB1,0_HLA-DQA1,0_HM13,0_HMGA2,0_HMGB1,0_HMGCL,0_HMGN1,0_HMGN3,0_HNRNPA3,0_HNRNPAB,0_HNRNPH1,0_HNRNPUL1,0_HOXA4,0_HPN,0_HSD17B11,0_HSD17B6,0_HSD17B7,0_HSP90B1,0_HSPA6,0_HTATSF1,0_HTRA3,0_HYI,0_ICAM1,0_IDH3A,0_IDO1,0_IER3,0_IFNG,0_IK,0_IKBIP,0_IKBKE,0_IL4I1,0_IL7,0_ILDR1,0_IMMT,0_ING1,0_INPP5A,0_INPP5B,0_INTS3,0_INTS8,0_IP6K1,0_ISCA2,0_ISG15,0_ITFG1,0_ITGB3,0_ITGB3BP,0_ITIH1,0_ITIH3,0_ITSN1,0_IVD,0_JAG2,0_JARID2,0_JDP2,0_JMJD6,0_JPH2,0_JTB,0_JUP,0_KANK2,0_KATNAL2,0_KCNE3,0_KCNE4,0_KCNJ15,0_KCNS3,0_KCTD16,0_KDM2A,0_KDM6B,0_KDSR,0_KHSRP,0_KIAA0232,0_KIAA1143,0_KIF11,0_KIF18A,0_KIF1B,0_KIF20A,0_KIF21A,0_KIF21B,0_KIF4A,0_KIF7,0_KLC4,0_KLF5,0_KLHL36,0_KNTC1,0_KRBA1,0_KRT19,0_KRT4,0_KRT7,0_KTN1,0_L2HGDH,0_LACTB2,0_LAMP1,0_LARP6,0_LDHB,0_LDHD,0_LDLRAD2,0_LENG8,0_LEO1,0_LFNG,0_LGALS9,0_LGI4,0_LMNB2,0_LOXL2,0_LPIN3,0_LRBA,0_LRCH2,0_LRP5,0_LRRC45,0_LRRC57,0_LRRN4CL,0_LSM12,0_LSM2,0_LSM6,0_LY75,0_LZTS1,0_MACC1,0_MAEA,0_MAGEA4,0_MAGOH,0_MAGOHB,0_MAML1,0_MAP1LC3B,0_MAP3K1,0_MAP3K14,0_MAP3K8,0_MAP7D3,0_MAPK12,0_MAPK6,0_MAPK8IP3,0_MAPKAP1,0_MARK2,0_MAX,0_MBD4,0_MBTD1,0_MCAT,0_MCM3AP,0_MCM5,0_MCPH1,0_MDM4,0_MECP2,0_MED12,0_MED12L,0_MED8,0_MEGF8,0_MEP1A,0_MGST1,0_MGST2,0_MICAL2,0_MKI67,0_MKRN2,0_MLH1,0_MLX,0_MLXIP,0_MLYCD,0_MMP14,0_MMP2,0_MN1,0_MORC2,0_MOSPD1,0_MPV17L,0_MRPL1,0_MRPL24,0_MRPL9,0_MRPS2,0_MRPS30,0_MRPS36,0_MSN,0_MSTN,0_MSTO1,0_MT1E,0_MTA2,0_MTDH,0_MTHFD1,0_MTM1,0_MTOR,0_MX1,0_MYC,0_MYD88,0_MYO6,0_MYO9B,0_N4BP1,0_N4BP3,0_NAA10,0_NAA25,0_NAALADL1,0_NAB2,0_NAP1L4,0_NAPA,0_NBEA,0_NCAM2,0_NCAPH,0_NCOA7,0_NCSTN,0_NDST2,0_NDUFA4,0_NDUFA4L2,0_NDUFA5,0_NDUFAB1,0_NDUFAF1,0_NDUFB6,0_NDUFB8,0_NDUFS4,0_NECAP2,0_NEK1,0_NEK3,0_NEURL1B,0_NF2,0_NFE2L1,0_NFIX,0_NFKB2,0_NFKBIE,0_NFS1,0_NFYB,0_NGEF,0_NIPAL3,0_NIPSNAP3A,0_NLN,0_NLRP12,0_NMB,0_NME1-NME2,0_NMI,0_NMNAT3,0_NMUR1,0_NOL11,0_NOL3,0_NOL7,0_NOTCH3,0_NPEPL1,0_NPLOC4,0_NPR3,0_NR1H3,0_NR3C2,0_NRBP1,0_NRG2,0_NRP2,0_NSUN6,0_NTRK3,0_NUCKS1,0_NUDT11,0_NUDT12,0_NUDT16L1,0_NUDT5,0_NUP35,0_NUP62,0_NXPH2,0_OGFOD2,0_OGT,0_OLA1,0_ONECUT2,0_OPHN1,0_OPTN,0_OSBPL1A,0_OSMR,0_OTP,0_OTUD1,0_OXR1,0_OXSM,0_P2RX4,0_P2RY1,0_P4HA3,0_P4HB,0_PA2G4,0_PABPC1,0_PADI1,0_PAFAH1B1,0_PAFAH2,0_PAIP2,0_PAK1IP1,0_PARD6A,0_PARK7,0_PARP1,0_PARP6,0_PATZ1,0_PCDHGA1,0_PCGF3,0_PCID2,0_PCK1,0_PDCD6IP,0_PDCD7,0_PDCL2,0_PDE10A,0_PDIA3,0_PDK2,0_PDLIM1,0_PDLIM2,0_PDP2,0_PDZD11,0_PELI2,0_PER3,0_PFDN5,0_PFDN6,0_PFN1,0_PGAM2,0_PGLYRP2,0_PGS1,0_PHC2,0_PHF10,0_PHF12,0_PHF5A,0_PHF8,0_PHKA2,0_PHLDB2,0_PHLDB3,0_PI4KB,0_PIBF1,0_PIF1,0_PIGH,0_PIGR,0_PIK3R6,0_PIR,0_PJA1,0_PKP4,0_PLA2G15,0_PLA2G5,0_PLAU,0_PLCD1,0_PLCE1,0_PLEC,0_PLEKHB2,0_PLEKHJ1,0_PLK1,0_PLOD3,0_PLP2,0_PLXDC1,0_PNCK,0_PNPLA8,0_POLA2,0_POLD3,0_POLG2,0_POLR1A,0_POLR3B,0_PON1,0_PON2,0_POU5F1,0_PPARA,0_PPAT,0_PPIB,0_PPIL3,0_PPIP5K1,0_PPM1E,0_PPM1F,0_PPM1G,0_PPP1R3B,0_PPP1R9A,0_PPP2R2B,0_PPP2R2C,0_PPP2R2D,0_PRAF2,0_PRC1,0_PRICKLE4,0_PRKAB1,0_PRKCB,0_PRKCSH,0_PRODH2,0_PROS1,0_PRTFDC1,0_PSENEN,0_PSMA1,0_PSMA4,0_PSMA5,0_PSMA6,0_PSMB1,0_PSMD12,0_PSMD3,0_PSMF1,0_PTER,0_PTGES2,0_PTGIS,0_PTGS1,0_PTHLH,0_PTPN2,0_PTPN22,0_PTPN9,0_PTPRE,0_PUS1,0_PXDN,0_PYCR1,0_QRSL1,0_RAB11FIP1,0_RAB1B,0_RAB21,0_RAB9B,0_RABGAP1,0_RABGGTB,0_RAC2,0_RAD23A,0_RAD51,0_RAD54L,0_RAP1GAP,0_RAP1GDS1,0_RAPGEF1,0_RARG,0_RASEF,0_RASL11A,0_RASSF1,0_RAVER2,0_RBM28,0_RBM34,0_RBM8A,0_RBMX2,0_RCC1,0_RCC2,0_RCN1,0_RCOR3,0_RECQL4,0_RELA,0_RENBP,0_RFC4,0_RFC5,0_RFFL,0_RFX5,0_RFX7,0_RGL2,0_RGP1,0_RIC3,0_RIN2,0_RNASET2,0_RNF123,0_RNF14,0_RNF141,0_RNF149,0_RNF180,0_RNF181,0_RNF213,0_RNF38,0_RNF7,0_RPA4,0_RPL10,0_RPL12,0_RPL13,0_RPL27,0_RPL7,0_RPL8,0_RPLP0,0_RPN2,0_RPRD1A,0_RPS10,0_RPS15A,0_RPS17,0_RPS18,0_RPS25,0_RPS6,0_RPS6KA2,0_RPS6KB2,0_RPS7,0_RSAD2,0_RSL1D1,0_RSPH3,0_RUFY2,0_RUFY3,0_RUNX1,0_RUVBL2,0_S100A1,0_SAA4,0_SAE1,0_SAMD9L,0_SAMHD1,0_SAMM50,0_SARDH,0_SCAP,0_SCARB1,0_SCARF2,0_SCML4,0_SCOC,0_SDCBP,0_SDCBP2,0_SDF4,0_SDHB,0_SDR16C5,0_SEC14L2,0_SEC24C,0_SECISBP2,0_SEMA4B,0_SEMA4D,0_SEPHS2,0_SERPINA1,0_SERPINA3,0_SERTAD2,0_SETD5,0_SF3B1,0_SF3B2,0_SFT2D2,0_SFXN2,0_SH3BP2,0_SH3BP5L,0_SH3GL1,0_SHARPIN,0_SHC1,0_SHROOM3,0_SIK3,0_SIPA1L1,0_SIPA1L2,0_SKA1,0_SKP2,0_SLA,0_SLC16A3,0_SLC17A4,0_SLC25A11,0_SLC25A12,0_SLC25A23,0_SLC25A38,0_SLC26A6,0_SLC29A2,0_SLC29A3,0_SLC31A1,0_SLC37A4,0_SLC39A6,0_SLC4A1AP,0_SLC6A2,0_SLC9A2,0_SLC9A9,0_SMARCA2,0_SMARCB1,0_SMARCC2,0_SMARCE1,0_SMOX,0_SNAI1,0_SNAPIN,0_SNF8,0_SNRNP27,0_SNRNP70,0_SNRPD1,0_SNRPD2,0_SNRPG,0_SNX29,0_SOCS3,0_SOS2,0_SOX30,0_SP100,0_SP3,0_SPAG5,0_SPATA18,0_SPOCK2,0_SPRYD3,0_SPTA1,0_SQSTM1,0_SRP19,0_SRRM1,0_SRRM2,0_SRRT,0_SS18,0_SSR3,0_SSR4,0_STAB1,0_STARD7,0_STAT3,0_STAT4,0_STIM2,0_STK36,0_STRADB,0_STRN,0_STX10,0_STX3,0_STX4,0_STX6,0_SULT1C2,0_SUMO1,0_SUMO2,0_SUMO4,0_SUSD2,0_SVIP,0_SYNGR1,0_SYNGR3,0_SYNJ2,0_SYTL1,0_TACC3,0_TADA2B,0_TAF15,0_TAF1A,0_TAP2,0_TARBP2,0_TBC1D13,0_TBC1D7,0_TBCE,0_TBL1XR1,0_TC2N,0_TCEA1,0_TCEA3,0_TCF4,0_TCIRG1,0_TDG,0_TES,0_TFAM,0_TGFA,0_TGFBI,0_THAP5,0_THAP8,0_THOC1,0_THOC3,0_THOC7,0_THRAP3,0_THTPA,0_TIPRL,0_TMED4,0_TMEM116,0_TMEM132E,0_TMEM165,0_TMEM176A,0_TMEM192,0_TMEM25,0_TMEM33,0_TMEM39A,0_TMEM53,0_TMEM72,0_TMEM87B,0_TMEM8B,0_TMEM9B,0_TMLHE,0_TMPO,0_TMPRSS2,0_TNFRSF18,0_TNFRSF21,0_TNIP2,0_TOLLIP,0_TOP2A,0_TOPORS,0_TOR3A,0_TPCN2,0_TPD52L2,0_TPM2,0_TPM3,0_TPST1,0_TPT1,0_TPX2,0_TRA2B,0_TRAK1,0_TRAM1,0_TREM2,0_TRIAP1,0_TRIB3,0_TRIM11,0_TRIM21,0_TRIM27,0_TRIM38,0_TRIM4,0_TRIM5,0_TRMT1,0_TSEN15,0_TSKU,0_TSPAN1,0_TSPYL1,0_TSPYL2,0_TST,0_TTC17,0_TTC19,0_TTC27,0_TTC32,0_TTLL11,0_TTLL3,0_TUBB6,0_TUBGCP2,0_TUSC3,0_TXNRD2,0_TYMP,0_U2AF2,0_UBA7,0_UBAP2L,0_UBE2D1,0_UBE2D3,0_UBE2D4,0_UBE2G2,0_UBE2L6,0_UBE2Z,0_UBE3C,0_UBOX5,0_UBXN4,0_UCN,0_UCP2,0_UFSP2,0_UGDH,0_UGGT1,0_UGT1A6,0_UGT8,0_UNC5B,0_UPB1,0_UPK3B,0_USE1,0_USP10,0_USP13,0_USP2,0_VAC14,0_VAPA,0_VCAN,0_VEGFA,0_VEZF1,0_VEZT,0_VPS37B,0_VPS41,0_VPS4A,0_VRK2,0_WDFY3,0_WDR1,0_WDR17,0_WDR26,0_WDR33,0_WDR41,0_WDR54,0_WDR7,0_WLS,0_WSCD2,0_WTAP,0_XIAP,0_XK,0_XPA,0_XRCC1,0_ZBTB10,0_ZBTB12,0_ZBTB2,0_ZBTB33,0_ZBTB8A,0_ZBTB8OS,0_ZCCHC24,0_ZCCHC8,0_ZDHHC15,0_ZFAND5,0_ZFC3H1,0_ZNF143,0_ZNF24,0_ZNF280D,0_ZNF354B,0_ZNF384,0_ZNF433,0_ZNF532,0_ZNF608,0_ZNF610,0_ZNHIT3,0_ZRANB1,0_ZXDB
0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,1,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,17,0,0,0,183,0,0,0,0,157,0,0,110,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,96,0,0,192,0,32,0,0,0,156,93,0,0,0,0,111,6,0,0,0,0,0,0,0,0,101,0,211,0,0,0,0,0,0,0,0,0,0,135,0,0,0,92,0,82,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,62,57,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,44,84,0,0,0,0,0,124,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,69,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,155,0,0,116,93,0,62,0,0,0,71,0,0,50,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,236,177,0,0,0,0,0,0,27,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,163,0,0,0,0,0,0,0,99,0,0,0,0,0,232,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,220,0,0,0,56,0,0,0,0,0,166,0,346,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,111,0,0,0,0,0,0,0,0,0,168,0,0,0,205,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,95,0,0,0,0,0,0,0,16,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,235,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,77,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,45,0,0,128,143,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,52,0,99,0,0,0,0,0,63,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,79,216,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,140,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,5,4,0,2,1,0,1,3,1,1,0,2,1,1,4,0,0,0,19,0,0,0,0,4,2,1,0,1,0,0,10,1,1,1,0,2,1,0,15,0,1,3,0,0,0,40,1,1,0,0,0,0,1,0,0,0,16,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,8,0,0,0,0,0,1,0,0,15,0,1,4,0,2,1,0,0,1,0,1,0,0,2,1,0,0,6,2,1,0,0,0,0,2,0,0,0,0,0,1,0,2,1,0,2,0,1,9,0,2,0,0,4,7,0,0,3,0,3,0,15,212,0,2,0,0,6,0,0,29,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,2,1,1,6,0,0,1,0,1,0,1,0,297,0,0,0,0,2,0,4,0,0,2,0,8,0,3,1,13,8,0,0,0,0,7,0,0,7,1,3,0,44,1,0,46,2,18,0,0,1,4,11,0,0,4,0,0,114,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,3,0,0,0,2,1,2,0,0,1,1,0,2,0,4,0,78,1,0,1,0,0,3,1,2,0,0,0,2,0,44,0,0,1,0,1,7,0,0,1,0,0,0,2,7,1,1,4,0,0,0,6,0,0,0,0,4,0,2,6,0,0,2,0,0,1,0,3,0,0,1,3,0,0,7,1,0,1,0,0,0,0,1,0,0,1,8,3,13,0,9,0,5,0,1,0,0,0,0,1,0,10,2,1,0,1,8,5,0,0,2,0,163,1,275,2,2,0,2,4,11,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,187,0,0,0,16,0,8,1,0,11,2,2,0,17,2,0,1,5,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,4,0,2,0,1,0,5,0,284,74,0,0,1,0,1,0,5,10,0,0,10,0,0,1,3,0,4,0,1,0,0,0,4,0,0,0,0,49,0,0,0,0,0,2,0,1,2,6,49,0,2,2,0,0,76,1,16,0,108,2,4,15,1,0,7,0,0,1,0,0,292,1,0,0,0,5,0,0,5,0,14,0,0,1,4,1,0,0,0,0,0,7,2,3,6,0,320,1,1,8,7,0,0,0,6,0,264,4,336,1,0,3,1,1,0,0,3,287,1,0,0,0,15,2,0,1,0,0,0,0,0,1,0,0,1,72,146,0,0,3,0,0,0,2,0,0,273,0,0,0,53,0,0,2,0,0,0,0,0,14,0,0,2,0,3,0,0,1,9,2,1,1,0,1,0,8,1,1,0,0,283,7,0,0,0,0,0,0,1,2,0,1,0,2,1,6,1,0,0,0,1,4,0,1,4,1,0,0,0,0,0,1,0,2,0,0,0,3,0,0,1,2,1,1,9,0,1,1,0,26,4,0,1,0,5,4,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,45,0,24,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,6,285,1,0,0,0,2,1,0,0,0,2,0,3,0,9,0,1,0,3,0,267,0,1,1,0,0,0,0,1,1,1,2,0,0,0,1,0,0,3,0,1,0,0,1,0,0,72,0,0,0,0,0,28,1,0,1,1,1,1,3,284,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,1,1,2,0,2,0,3,34,1,4,4,3,1,0,0,0,0,1,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,3,0,0,16,2,1,2,0,0,8,1,2,0,134,0,0,2,0,20,0,0,0,1,4,3,1,0,1,0,4,27,0,1,2,0,0,0,0,0,2,1,8,1,0,2,1,0,1,3,0,0,0,0,7,0,0,0,15,27,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,1,0,83,4,0,1,0,239,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,8,7,0,0,0,0,0,0,0,0,1,9,3,0,207,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,4,0,270,2,0,0,0,0,290,171,2,27,2,1,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,8,7,299,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,7,138,0,10,0,1,2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,19,0,0,0,0,1,3,0,0,1,3,0,6,1,1,0,0,0,0,0,0,0,0,43,0,0,0,0,2,2,0,0,18,28,0,1,0,69,1,1,35,297,3,4,0,302,0,1,0,0,1,0,0,9,4,9,1,2,127,3,0,0,0,1,0,88,1,0,10,1,0,0,2,0,0,201,0,2,0,0,0,2,1,0,10,0,1,1,32,0,0,1,0,0
