gen,0_ABHD10,0_ABHD14B,0_ABHD15,0_ABLIM3,0_ACADL,0_ACADM,0_ACADS,0_ACAT1,0_ACLY,0_ACSL3,0_ACTN1,0_ACVR2A,0_ADAM33,0_ADAM8,0_ADAMTSL4,0_ADPGK,0_ADRM1,0_AFP,0_AGL,0_AHDC1,0_AHNAK2,0_AIFM1,0_AK3,0_AKAP9,0_AKR1C3,0_AKT1,0_ALDH18A1,0_ALDH1L1,0_ALDH1L2,0_ALG13,0_ALG9,0_ALKBH5,0_ALOX15,0_ALOX5,0_AMPD2,0_AMT,0_AMZ2,0_ANAPC7,0_ANK3,0_ANKRD31,0_ANP32E,0_ANXA3,0_ANXA5,0_ANXA6,0_AP1AR,0_AP1B1,0_AP2A1,0_AP3B1,0_AP4B1,0_AP4M1,0_APCS,0_API5,0_APLP2,0_ARFGAP2,0_ARHGAP1,0_ARHGAP33,0_ARHGAP6,0_ARHGEF12,0_ARHGEF2,0_ARHGEF5,0_ARID5A,0_ARMCX6,0_ARPC2,0_ARPC3,0_ARPC5,0_ARSB,0_ARSD,0_ASB8,0_ATAD3B,0_ATE1,0_ATG16L1,0_ATP2B2,0_ATP2B3,0_ATP6AP1,0_ATP6V1B1,0_ATP8A1,0_AUH,0_AUP1,0_AURKB,0_AUTS2,0_AZIN1,0_B3GNT9,0_B3GNTL1,0_B4GALNT1,0_B4GALT2,0_BAP1,0_BBX,0_BCKDK,0_BCL2L1,0_BCL2L14,0_BCL9,0_BDH1,0_BDH2,0_BEX1,0_BEX2,0_BIRC5,0_BLK,0_BLM,0_BNIP3L,0_BRAF,0_BRD3,0_BRDT,0_BRPF1,0_BTF3L4,0_C1orf116,0_C1orf194,0_C1orf226,0_C1orf35,0_C2CD2L,0_C3orf14,0_C3orf18,0_C4BPA,0_C6orf62,0_CA13,0_CA9,0_CAD,0_CAMK4,0_CANT1,0_CAP2,0_CARD11,0_CARHSP1,0_CASP2,0_CASP4,0_CASP8,0_CASP9,0_CBFA2T3,0_CBR4,0_CBWD5,0_CBX4,0_CC2D1A,0_CCDC12,0_CCDC127,0_CCDC134,0_CCDC59,0_CCDC68,0_CCDC86,0_CCDC88B,0_CCM2,0_CCNA2,0_CCNB2,0_CCNG1,0_CCT6B,0_CD276,0_CD44,0_CD86,0_CDC14A,0_CDC20,0_CDC25C,0_CDC73,0_CDCA8,0_CDH16,0_CDH2,0_CDKN2AIPNL,0_CDKN2C,0_CDS2,0_CEBPB,0_CENPA,0_CENPV,0_CEP55,0_CFI,0_CHD1L,0_CHI3L2,0_CHM,0_CHRD,0_CHST12,0_CHST6,0_CITED2,0_CLCC1,0_CLIC3,0_CLIP1,0_CLK1,0_CLK2,0_CLRN3,0_CLVS1,0_CLYBL,0_CMTM3,0_CNNM1,0_CNTNAP1,0_COBLL1,0_COG1,0_COG8,0_COL13A1,0_COL1A1,0_COL4A1,0_COL4A3,0_COL6A2,0_COPA,0_COPS3,0_COQ2,0_COQ9,0_COX18,0_CP,0_CPE,0_CPNE5,0_CPT1A,0_CREB1,0_CRHBP,0_CRISP3,0_CRP,0_CRY2,0_CRYM,0_CSTF2,0_CTAGE1,0_CTDSPL,0_CTSF,0_CTSZ,0_CTTNBP2,0_CUL5,0_CXCR5,0_CYB5D2,0_CYB5R3,0_CYP1B1,0_DCAF12L2,0_DCBLD2,0_DCLK3,0_DCTN3,0_DDB2,0_DDIT4,0_DDR1,0_DDRGK1,0_DDX41,0_DDX58,0_DECR1,0_DEF8,0_DEK,0_DENR,0_DEPDC1,0_DGKD,0_DGKG,0_DKK3,0_DLD,0_DLST,0_DNAJB7,0_DNAJC19,0_DNAL4,0_DNASE1L3,0_DOHH,0_DPH5,0_DPPA4,0_DPY30,0_DPYS,0_DPYSL2,0_DPYSL3,0_DSC1,0_DSN1,0_DUOXA1,0_DUSP14,0_DUSP19,0_DUSP23,0_DYM,0_EAPP,0_ECHDC3,0_EDEM2,0_EDN1,0_EEF1G,0_EFNA5,0_EGFL7,0_EIF2S3,0_EIF4EBP1,0_EIF5,0_EIF5A,0_ELAC1,0_ELOVL1,0_EME1,0_EMX1,0_ENHO,0_ENO1,0_ENPEP,0_ENPP3,0_ENPP5,0_ENTPD1,0_EP400,0_EPB41L2,0_EPSTI1,0_EXOC7,0_FAAH,0_FABP3,0_FAM104A,0_FAM136A,0_FAM161B,0_FAM189A2,0_FAM20A,0_FAM47E,0_FAM98B,0_FANCG,0_FBXL2,0_FBXO21,0_FBXO28,0_FBXO44,0_FCF1,0_FCHO1,0_FECH,0_FGB,0_FGD6,0_FGF2,0_FKBP10,0_FKBP5,0_FLAD1,0_FLNA,0_FLRT3,0_FMN1,0_FOXO1,0_FRAT1,0_FRK,0_FRMD8,0_FUBP3,0_FUCA1,0_FUZ,0_FXYD3,0_G3BP1,0_GALK1,0_GALNT2,0_GAS8,0_GATAD2B,0_GBA,0_GC,0_GCK,0_GDF15,0_GGCX,0_GIT2,0_GLI2,0_GLIS3,0_GMPR,0_GNAI3,0_GNE,0_GORAB,0_GPHN,0_GPR143,0_GPR183,0_GPRC5C,0_GPRIN1,0_GRAMD1B,0_GRAMD1C,0_GREM2,0_GRHL1,0_GRIN2D,0_GRTP1,0_GTF3A,0_GUSB,0_HAT1,0_HAX1,0_HCFC1,0_HCFC1R1,0_HDAC3,0_HDAC5,0_HDHD2,0_HECTD2,0_HELZ,0_HERC3,0_HEXIM1,0_HIBCH,0_HKDC1,0_HM13,0_HMGA2,0_HMGN2,0_HMOX1,0_HNRNPL,0_HNRNPUL2,0_HP,0_HPR,0_HS2ST1,0_HSD17B11,0_HSD17B6,0_HTT,0_ICA1,0_IDH3G,0_IDI1,0_IER5,0_IFNGR2,0_IGF1R,0_IKBKE,0_IKZF2,0_IL10,0_IL23A,0_IL4I1,0_ILF2,0_IMPA2,0_IMPACT,0_INTS8,0_IP6K1,0_IPP,0_IRF1,0_IRF2,0_IRF2BP2,0_ISCA2,0_ITFG1,0_ITIH1,0_JAG1,0_JPH2,0_JTB,0_JUP,0_KANK2,0_KCNE4,0_KCNS3,0_KCTD16,0_KHDRBS3,0_KIAA1328,0_KIAA1614,0_KIAA1841,0_KIF11,0_KIF18A,0_KIF20A,0_KIF7,0_KISS1R,0_KLHL36,0_KLRB1,0_KMO,0_KTN1,0_L2HGDH,0_L3MBTL3,0_LAGE3,0_LAPTM5,0_LARP7,0_LARS2,0_LBP,0_LCMT2,0_LEFTY2,0_LGALS9,0_LGI4,0_LGR5,0_LGR6,0_LIMA1,0_LMAN2,0_LMNA,0_LMNB1,0_LONP1,0_LOXL2,0_LPAR5,0_LRBA,0_LRCH2,0_LRPPRC,0_LRRC25,0_LRRC45,0_LRSAM1,0_LSM12,0_LSM2,0_LSS,0_LUC7L,0_LUC7L3,0_LYPD5,0_LYPLAL1,0_LZTS1,0_MACC1,0_MACF1,0_MAGEA4,0_MAGT1,0_MAML3,0_MAN1B1,0_MAN2B1,0_MAP3K1,0_MAPK12,0_MAPK6,0_MAPKAPK2,0_MAVS,0_MAX,0_MBNL1,0_MCRS1,0_MED8,0_MEGF8,0_MEGF9,0_MEP1A,0_MFN1,0_MFSD8,0_MGAT1,0_MGAT3,0_MGST1,0_MIA2,0_MICAL2,0_MKI67,0_MLLT3,0_MLXIP,0_MMP14,0_MMP2,0_MOCS2,0_MON1B,0_MPND,0_MPST,0_MPV17L,0_MRM1,0_MRPL3,0_MRPL4,0_MRPS15,0_MRPS9,0_MSH2,0_MSN,0_MSRA,0_MSTN,0_MT1A,0_MT1E,0_MTA2,0_MTHFD1,0_MTHFD1L,0_MTM1,0_MTSS1,0_MX1,0_MYEF2,0_MYO19,0_MYO3A,0_MYO5B,0_MYO6,0_MYO9A,0_MYO9B,0_N4BP3,0_NAP1L1,0_NAV1,0_NBEA,0_NCAPG2,0_NCAPH,0_NCKAP1L,0_NCSTN,0_NDRG2,0_NDUFA10,0_NDUFA7,0_NDUFB2,0_NDUFB8,0_NDUFS2,0_NEURL1B,0_NEUROD1,0_NFE2,0_NFE2L2,0_NFIC,0_NFIX,0_NFX1,0_NGB,0_NGEF,0_NKIRAS1,0_NKX6-1,0_NME4,0_NNMT,0_NNT,0_NOL7,0_NONO,0_NOP58,0_NOTCH3,0_NPLOC4,0_NPR3,0_NRBP1,0_NRIP1,0_NT5DC2,0_NT5E,0_NTRK3,0_NUDT12,0_NUP50,0_NUP62,0_NUP85,0_OGFOD2,0_OGG1,0_ONECUT2,0_OPHN1,0_OPTN,0_OTP,0_OXNAD1,0_P4HB,0_PADI1,0_PAFAH1B2,0_PAX5,0_PAX9,0_PCBP3,0_PCCA,0_PCCB,0_PCDHB4,0_PCDHGA1,0_PCDHGB5,0_PCGF1,0_PCMTD2,0_PDCD10,0_PDCD6IP,0_PDCD7,0_PDIA3,0_PDIA4,0_PDIA6,0_PDP2,0_PDPK1,0_PDSS2,0_PDZD11,0_PDZK1IP1,0_PECR,0_PEX6,0_PFDN2,0_PFDN4,0_PFN1,0_PGLYRP2,0_PGS1,0_PHF5A,0_PHIP,0_PHLPP1,0_PI16,0_PID1,0_PIGR,0_PILRB,0_PINK1,0_PIP5K1A,0_PIWIL4,0_PLCG2,0_PLCL1,0_PLEK2,0_PLEKHA7,0_PLEKHB2,0_PLK2,0_PLK3,0_PLOD2,0_PLOD3,0_PLRG1,0_PLSCR3,0_PLTP,0_PNPLA3,0_PNPLA8,0_POF1B,0_POLD3,0_POLR1A,0_POLR2H,0_POP5,0_POU5F1,0_PPCS,0_PPFIBP2,0_PPIB,0_PPIH,0_PPM1A,0_PPP1R3B,0_PPP1R7,0_PPP1R8,0_PPP1R9A,0_PPP2R1B,0_PPP3R1,0_PPP5C,0_PPWD1,0_PQBP1,0_PRCC,0_PRDM11,0_PRELID1,0_PRKCD,0_PRKCI,0_PRR15L,0_PRTFDC1,0_PSMA6,0_PSMC5,0_PSMD3,0_PSMD4,0_PSMF1,0_PTBP1,0_PTGFRN,0_PTGIS,0_PTGR2,0_PTMS,0_PYCARD,0_PYCR1,0_PZP,0_QSER1,0_RAB11A,0_RAB11FIP1,0_RAB1A,0_RAB31,0_RAB5A,0_RAB5C,0_RAD50,0_RALGAPB,0_RANBP3L,0_RAP1GDS1,0_RAPGEF3,0_RASGRF1,0_RASSF5,0_RBM25,0_RBM34,0_RBM39,0_RBP5,0_RCC2,0_RCN1,0_RECQL4,0_REST,0_RFC1,0_RFC4,0_RFK,0_RFX7,0_RGS1,0_RHOT1,0_RIC3,0_RIC8B,0_RIPK1,0_RNASET2,0_RNF130,0_RNF19A,0_RNF220,0_RNF31,0_RNF38,0_RNPEP,0_ROBO2,0_RPAP2,0_RPL10A,0_RPL13A,0_RPL19,0_RPL28,0_RPL29,0_RPL36,0_RPN2,0_RPRD1A,0_RPS25,0_RUFY2,0_RUNX1,0_S100A10,0_SAA4,0_SAMHD1,0_SAMM50,0_SAP30BP,0_SBNO1,0_SBNO2,0_SCARA5,0_SCFD1,0_SCGB1D2,0_SCOC,0_SCP2,0_SDCBP2,0_SDCCAG8,0_SDHD,0_SDR16C5,0_SEC24D,0_SECISBP2L,0_SEMA3A,0_SEMA4B,0_SENP2,0_SERPINB5,0_SERPINC1,0_SERPINF2,0_SERPINH1,0_SETD3,0_SEZ6L2,0_SF3B2,0_SFT2D2,0_SFXN3,0_SFXN4,0_SGK3,0_SH3PXD2B,0_SHARPIN,0_SHC1,0_SHISA5,0_SHMT2,0_SIK2,0_SIM2,0_SIX5,0_SLA,0_SLC16A10,0_SLC1A4,0_SLC25A11,0_SLC25A23,0_SLC25A38,0_SLC25A4,0_SLC26A6,0_SLC38A10,0_SLC43A2,0_SLC44A3,0_SLC7A5,0_SMAD2,0_SMARCD1,0_SMARCE1,0_SMC4,0_SMOX,0_SMU1,0_SNAP91,0_SNAPIN,0_SNF8,0_SNRNP27,0_SNRNP40,0_SNRPC,0_SNRPD1,0_SNX15,0_SNX33,0_SOCS1,0_SOCS3,0_SOD2,0_SOS2,0_SPAG5,0_SRP19,0_SRPX2,0_SS18,0_SSBP2,0_SSC5D,0_SSR1,0_SSR3,0_SSX2IP,0_ST3GAL1,0_ST3GAL2,0_ST8SIA1,0_STAP2,0_STARD7,0_STAT1,0_STAT3,0_STAT4,0_STEAP3,0_STK36,0_STRADB,0_STRN,0_STX10,0_STX17,0_STX4,0_STX6,0_SUCLA2,0_SUDS3,0_SUMO4,0_SYNGR1,0_SYNGR2,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TACC2,0_TACO1,0_TADA2B,0_TAF10,0_TAF7,0_TAF8,0_TARDBP,0_TBC1D19,0_TBC1D4,0_TC2N,0_TCIRG1,0_TECPR2,0_TEKT3,0_TFAM,0_TGFB1,0_THG1L,0_THUMPD2,0_TIMM44,0_TLE2,0_TMBIM1,0_TMCC3,0_TMCO1,0_TMED9,0_TMEM115,0_TMEM132E,0_TMEM141,0_TMEM176A,0_TMEM181,0_TMEM192,0_TMEM25,0_TMEM51,0_TMEM72,0_TMEM8B,0_TMEM9B,0_TMLHE,0_TMPRSS2,0_TMX4,0_TNFRSF21,0_TNIP2,0_TNPO2,0_TOM1,0_TPPP,0_TPT1,0_TPX2,0_TRAF6,0_TRIM11,0_TRIM17,0_TRIM38,0_TRIM4,0_TRIM5,0_TRIM7,0_TRIP11,0_TRMT5,0_TRMT61B,0_TRPC1,0_TSHR,0_TSPYL1,0_TTC9C,0_TUBA1B,0_TUBA1C,0_TUBB,0_TUBB6,0_TUFT1,0_TXNDC9,0_TYMP,0_U2AF1,0_UBA7,0_UBAC1,0_UBE2D3,0_UBE2D4,0_UBE2E3,0_UBE2F,0_UBE2G2,0_UBE2Z,0_UBXN4,0_UCP3,0_UPK3B,0_USP13,0_USP14,0_USP2,0_USP7,0_VAPB,0_VASP,0_VKORC1,0_VPS35,0_VPS37C,0_WAS,0_WDR17,0_WDR54,0_WDR6,0_WT1,0_WTAP,0_XKR9,0_XPNPEP1,0_XPR1,0_XRN2,0_YBX1,0_YWHAZ,0_ZBTB10,0_ZBTB12,0_ZBTB3,0_ZC3H14,0_ZDHHC21,0_ZDHHC3,0_ZDHHC6,0_ZFC3H1,0_ZIC1,0_ZMYND8,0_ZNF135,0_ZNF251,0_ZNF267,0_ZNF304,0_ZNF382,0_ZNF436,0_ZNF532,0_ZNF549,0_ZNF579,0_ZNF777,0_ZNF84,0_ZNF853,0_ZNHIT6
0,0,0,0,0,133,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,26,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,45,169,0,24,33,0,0,0,37,0,0,0,5,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,63,0,0,0,0,188,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,7,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,51,0,23,0,0,0,65,0,0,0,0,62,0,0,0,0,0,0,0,40,56,0,0,0,200,0,0,190,0,0,0,0,0,0,0,202,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,45,0,30,0,0,131,0,0,0,0,0,0,0,0,46,0,0,97,110,0,0,0,0,0,0,68,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,102,0,214,0,0,0,0,163,0,0,25,0,0,0,0,0,87,0,0,0,0,0,0,49,0,0,0,0,0,0,142,0,0,0,0,114,27,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,155,0,0,0,0,136,70,0,178,225,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,107,0,0,0,0,0,129,0,186,18,121,74,0,0,0,0,0,0,0,0,0,0,107,0,38,54,47,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,131,0,244,0,125,0,0,0,154,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,105,0,0,0,0,0,286,0,0,0,0,107,0,0,0,0,0,0,0,0,0,180,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,68,0,0,0,0,0,69,0,42,79,10,0,0,0,115,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,124,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,112,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,152,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,59,0,0,67,0,0,86,54,61,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,127,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,62,131,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,45,0,108,0,0,0,0,0,0,0,0,120,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,81,0,0,0,0,0,0,0,130,0,0,0,0,135,0,0,0,0,0,0,136,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2,0,0,1,0,1,2,0,1,1,0,0,0,0,1,1,3,0,1,0,0,0,0,3,0,0,6,1,51,1,0,0,0,1,1,10,1,0,0,0,1,4,31,0,0,0,0,0,0,0,0,0,0,1,1,0,41,1,9,1,0,0,0,1,1,0,0,0,0,0,1,0,21,1,0,2,0,7,0,0,13,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,209,4,0,1,0,1,0,9,0,3,0,0,0,0,0,0,12,1,0,8,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,2,2,3,0,0,0,0,0,1,0,0,3,0,1,1,0,0,7,0,4,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,6,0,2,0,2,1,0,3,0,0,1,0,2,0,1,2,0,0,6,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,7,1,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,2,1,3,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,14,1,13,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,50,1,0,0,1,238,0,1,0,0,1,61,0,1,1,0,2,0,0,0,0,0,0,1,1,258,0,1,0,0,0,1,0,0,3,1,3,0,0,0,0,7,0,1,1,0,1,6,5,0,1,272,0,2,0,3,0,0,0,0,0,0,0,0,0,39,0,0,2,0,1,1,0,2,0,0,235,1,2,0,0,2,0,1,0,0,0,1,0,0,1,57,3,0,0,0,0,0,6,1,8,0,0,0,1,0,0,58,0,0,0,0,0,1,1,0,0,0,1,214,0,1,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,3,0,27,1,1,1,0,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,4,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,5,1,1,0,0,0,0,3,47,0,0,0,1,14,0,2,0,275,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,163,0,0,0,6,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,15,3,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,22,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,5,0,0,0,1,0,0,0,0,2,1,2,1,17,0,1,3,0,0,2,0,2,0,0,1,1,0,5,0,1,0,0,0,1,1,0,0,1,0,0,8,0,0,1,23,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,0,1,1,0,2,0,2,0,1,0,0,0,8,2,0,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,377,0,0,0,0,5,0,0,2,0,1,0,1,0,0,3,1,0,0,1,0,0,2,15,2,2,5,0,2,1,0,0,0,3,0,1,2,0,1,0,1,1,2,0,0
200,2,1,0,0,0,0,0,0,0,0,0,17,0,0,1,0,7,0,0,0,0,1,0,6,0,0,0,0,22,0,0,1,0,0,1,6,0,3,0,0,0,0,39,3,0,2,2,0,2,0,0,1,0,1,0,1,37,4,0,0,1,0,0,1,3,0,0,1,0,0,0,0,13,0,1,2,2,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,1,1,1,89,2,1,0,1,0,1,5,0,0,0,0,0,0,0,1,6,0,0,13,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,5,1,1,2,1,1,0,8,0,0,1,1,1,6,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,19,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,9,0,2,3,2,0,1,0,0,0,0,0,2,0,2,0,1,0,4,0,1,0,0,0,1,0,2,4,6,0,0,4,0,0,1,2,4,0,0,1,1,0,17,0,2,1,4,0,0,0,0,0,2,4,0,1,6,92,0,2,0,0,1,0,0,1,0,1,0,2,0,1,0,2,0,2,1,0,0,0,0,4,0,3,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4,0,8,1,1,0,1,0,0,2,0,0,0,2,0,0,1,1,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,273,0,0,0,1,1,23,0,0,0,1,2,0,0,0,0,0,0,2,0,379,1,0,2,0,1,1,0,3,0,0,0,0,0,2,1,4,1,2,0,0,1,1,3,0,0,158,0,0,1,0,2,0,1,0,0,1,2,0,1,10,0,0,0,0,0,1,1,0,0,0,257,4,1,3,0,1,1,0,1,0,1,0,1,0,0,15,3,0,2,0,1,0,0,2,19,1,0,1,5,0,1,14,1,1,1,0,2,0,0,0,0,1,0,115,1,2,0,1,0,3,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,2,1,79,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,1,1,0,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,13,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,4,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,2,1,3,0,0,1,0,2,0,0,0,1,1,0,0,1,223,0,1,1,0,4,0,0,0,127,0,1,0,0,1,3,0,1,1,0,0,1,0,0,1,0,6,0,1,1,1,1,1,2,0,0,0,0,0,0,3,0,20,0,1,1,0,1,1,0,1,0,0,2,2,0,3,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,5,8,0,0,0,0,0,1,1,1,11,0,0,0,4,1,2,0,4,0,0,2,0,0,12,51,0,0,2,1,0,0,0,0,8,0,0,1,0,0,0,3,0,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,6,1,5,0,1,0,0,1,5,1,0,0,3,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,6,0,0,0,3,0,3,0,4,0,0,0,0,1,0,0,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3,1,1,8,0,1,5,0,1,7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,349,0,1,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
