gen,0_AAGAB,0_ABCA2,0_ABCA4,0_ABHD3,0_ACADL,0_ACAT1,0_ACBD5,0_ACO2,0_ACTR2,0_ACTR3,0_ACTR3B,0_ADAM33,0_ADAMTSL4,0_ADCK2,0_ADD1,0_ADSL,0_AEBP1,0_AFAP1,0_AFG3L2,0_AFP,0_AGL,0_AGTRAP,0_AHI1,0_AK3,0_AKAP8L,0_ALDH18A1,0_ALDH1A2,0_ALDH1L1,0_ALDH1L2,0_ALDH6A1,0_ALG3,0_ALG6,0_ALG9,0_ALKBH1,0_ALOX5,0_AMIGO1,0_ANAPC7,0_ANK3,0_ANLN,0_ANO10,0_ANP32E,0_ANXA7,0_AOAH,0_AP1AR,0_AP1G1,0_APBB2,0_APCS,0_APOBEC3A,0_APOD,0_APPBP2,0_APTX,0_ARFIP1,0_ARGLU1,0_ARHGAP30,0_ARHGAP6,0_ARHGEF10L,0_ARHGEF35,0_ARHGEF7,0_ARL6IP6,0_ARPC3,0_ARSB,0_ASAP1,0_ASB8,0_ASS1,0_ATIC,0_ATP1B1,0_ATP1B3,0_ATP2C1,0_ATP6AP2,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1E1,0_ATP8A1,0_ATXN2L,0_AUP1,0_AURKB,0_B4GALT3,0_B9D2,0_BAG1,0_BAP1,0_BCAT2,0_BCL2L11,0_BCL2L14,0_BCL7A,0_BCL7B,0_BDH1,0_BDH2,0_BHMT2,0_BIK,0_BIRC2,0_BIRC5,0_BPHL,0_BRD8,0_BRWD1,0_BTBD1,0_BTN2A1,0_BTN3A1,0_C17orf97,0_C1orf116,0_C1orf162,0_C1orf226,0_C3orf14,0_C4orf19,0_C5orf24,0_C6orf62,0_CA13,0_CAB39L,0_CALU,0_CAMK2G,0_CAMK4,0_CAMLG,0_CAMSAP1,0_CARD11,0_CARHSP1,0_CASP2,0_CBR4,0_CBWD2,0_CBX4,0_CCAR1,0_CCDC12,0_CCDC152,0_CCDC77,0_CCDC88C,0_CCDC89,0_CCNB2,0_CCT5,0_CD300C,0_CD74,0_CDC20,0_CDC37L1,0_CDCA8,0_CDH11,0_CDH2,0_CDH23,0_CDK11A,0_CDK2AP1,0_CDKN1A,0_CDKN2C,0_CEBPB,0_CENPA,0_CEP55,0_CHCHD6,0_CHD1L,0_CHDH,0_CHI3L2,0_CHMP4C,0_CHPF2,0_CHRD,0_CHRDL1,0_CIR1,0_CLDN8,0_CLIC1,0_CLK1,0_CLK4,0_CMAS,0_CMPK2,0_CNTNAP1,0_COBL,0_COIL,0_COL18A1,0_COL1A2,0_COL6A2,0_COPS3,0_COPS4,0_COQ7,0_COX4I1,0_COX7C,0_COX8A,0_CPSF6,0_CREB1,0_CREBBP,0_CRHBP,0_CRISPLD2,0_CRTC2,0_CRYM,0_CSAD,0_CSF1R,0_CSGALNACT2,0_CSTF3,0_CTAGE1,0_CTBP2,0_CTNNA2,0_CTR9,0_CTSH,0_CTTNBP2,0_CUL7,0_CUTC,0_CWC15,0_CYC1,0_CYFIP2,0_CYTH4,0_DBI,0_DCAF11,0_DCAF12L2,0_DDAH1,0_DDHD2,0_DDR1,0_DDRGK1,0_DDX41,0_DDX42,0_DDX55,0_DENR,0_DEPDC1,0_DERL3,0_DFFA,0_DHCR7,0_DIAPH1,0_DKC1,0_DLST,0_DMTF1,0_DNA2,0_DNAJA2,0_DNAJB11,0_DNAJB4,0_DNAJB7,0_DNAJC1,0_DNAJC12,0_DNAJC28,0_DNAL4,0_DNASE1L3,0_DNMT3B,0_DNMT3L,0_DOK1,0_DPAGT1,0_DPYSL2,0_DPYSL3,0_DSC1,0_DSN1,0_DTYMK,0_DUSP8,0_DVL3,0_DYRK4,0_EBPL,0_ECD,0_ECSIT,0_EDAR,0_EFHC1,0_EFHC2,0_EFNA1,0_EFNA5,0_EFS,0_EIF2S2,0_EIF2S3,0_EIF3E,0_EIF3H,0_EIF4EBP1,0_EIF5,0_ELOVL7,0_EME1,0_ENHO,0_ENPP3,0_ENPP4,0_ENTPD2,0_ENY2,0_EPHB2,0_ERBB4,0_ERCC5,0_ESPL1,0_ESRP1,0_ESRRA,0_ETV5,0_EWSR1,0_EZR,0_F2,0_FABP3,0_FABP7,0_FAM104A,0_FAM136A,0_FAM156A,0_FAM193B,0_FAM20A,0_FAM53B,0_FAM83H,0_FAM89A,0_FANCG,0_FAR2,0_FASTKD5,0_FBXO44,0_FBXW7,0_FCAR,0_FCN3,0_FCRL1,0_FGD6,0_FGF9,0_FGG,0_FGR,0_FH,0_FIGN,0_FIS1,0_FKBP5,0_FLAD1,0_FLRT3,0_FNBP1L,0_FNIP2,0_FPR2,0_FSTL3,0_FXN,0_FXR2,0_FXYD2,0_FZD3,0_G3BP1,0_GABPB1,0_GANAB,0_GAPDH,0_GATAD2B,0_GBA,0_GBA2,0_GCK,0_GDI1,0_GEMIN6,0_GEN1,0_GFER,0_GGA3,0_GGTA1,0_GLI3,0_GLOD5,0_GLRX5,0_GLUD2,0_GMPR,0_GNA12,0_GNAT1,0_GNRH1,0_GORAB,0_GORASP2,0_GOT1,0_GOT2,0_GPC4,0_GPHN,0_GPR143,0_GPR160,0_GRAMD1B,0_GREM2,0_GRHL1,0_GRIN2D,0_GSTA1,0_GSTA4,0_GSTK1,0_GTF2E1,0_GTF3A,0_GTF3C6,0_GTPBP2,0_GTPBP8,0_GTSF1,0_GYS1,0_HAUS5,0_HAX1,0_HBP1,0_HDAC1,0_HDAC10,0_HDAC5,0_HDGF,0_HEBP2,0_HELZ,0_HERC3,0_HESX1,0_HEXIM1,0_HIF3A,0_HIP1R,0_HLA-DMA,0_HMGA2,0_HMGN1,0_HMGN2,0_HMOX1,0_HMOX2,0_HNRNPL,0_HOXC13,0_HP,0_HPS3,0_HPS4,0_HSD17B3,0_HSD17B6,0_HTATIP2,0_HTRA3,0_HTT,0_IDI1,0_IDUA,0_IER3IP1,0_IFRD2,0_IK,0_IKBIP,0_IKZF2,0_IL10,0_IL4I1,0_ILDR1,0_ILF2,0_IMPA2,0_INTS3,0_INTS8,0_IRAK3,0_IRF2BP1,0_IRF3,0_IRGQ,0_ISG20L2,0_ISLR,0_ITGB5,0_ITSN1,0_IWS1,0_JAKMIP2,0_JARID2,0_JPH2,0_JTB,0_KCMF1,0_KCND1,0_KCNE3,0_KCNK1,0_KCNK6,0_KCNS3,0_KCTD16,0_KDM2A,0_KDM6B,0_KIAA0232,0_KIAA1143,0_KIAA1328,0_KIAA1614,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF4B,0_KIF7,0_KIFAP3,0_KLF5,0_KLHL36,0_KMO,0_KPNA1,0_KRT19,0_KRT4,0_L3MBTL3,0_LARS2,0_LBP,0_LBR,0_LCA5,0_LETM1,0_LGALS1,0_LGI4,0_LGR5,0_LIG1,0_LIMD1,0_LIMK1,0_LIMK2,0_LMBR1,0_LMO7,0_LPAR2,0_LRBA,0_LRCH2,0_LRFN3,0_LRP4,0_LRPPRC,0_LRRN3,0_LRRN4CL,0_LTV1,0_LYRM4,0_MACC1,0_MAGEA4,0_MAGEA8,0_MAP1LC3B,0_MAP3K14,0_MAP3K9,0_MAP7,0_MAPK12,0_MAPK8IP3,0_MAPKAPK5,0_MARK2,0_MAVS,0_MBD4,0_MBNL1,0_MBTD1,0_MCAT,0_MCL1,0_MCM9,0_MDFIC,0_MECP2,0_MED12L,0_MEGF8,0_MEPCE,0_MERTK,0_METTL7B,0_MFSD6,0_MGST2,0_MINPP1,0_MIOS,0_MKKS,0_MKNK2,0_MLPH,0_MLX,0_MME,0_MMP2,0_MN1,0_MOAP1,0_MOCS2,0_MOGS,0_MORC2,0_MPI,0_MPND,0_MPPE1,0_MPV17L,0_MPZL1,0_MRPL1,0_MRPL24,0_MRPL49,0_MRPL55,0_MRPL9,0_MRPS18B,0_MRPS2,0_MRPS25,0_MST1R,0_MSTO1,0_MT1A,0_MT1E,0_MTHFD1,0_MTM1,0_MTMR11,0_MTSS1,0_MYEF2,0_MYO10,0_MYO9B,0_MYOCD,0_N4BP2L2,0_N4BP3,0_NAA16,0_NAA25,0_NAAA,0_NARS2,0_NAT10,0_NAV1,0_NBEA,0_NCAPG2,0_NCAPH,0_NCKAP5L,0_NCSTN,0_NDRG3,0_NDST2,0_NDUFA10,0_NDUFA13,0_NDUFA4L2,0_NDUFA7,0_NDUFAF1,0_NDUFB2,0_NDUFB6,0_NDUFB8,0_NDUFS2,0_NEDD4,0_NEURL1B,0_NEUROD1,0_NFE2,0_NFIL3,0_NFIX,0_NFX1,0_NGEF,0_NHEJ1,0_NIT1,0_NKX2-2,0_NLGN1,0_NME1,0_NME4,0_NME7,0_NMNAT3,0_NMT1,0_NNT,0_NONO,0_NOTCH3,0_NPEPL1,0_NPLOC4,0_NPM1,0_NPR3,0_NR5A2,0_NT5E,0_NTN1,0_NTRK3,0_NUDT1,0_NUDT11,0_NUDT14,0_NUDT17,0_NUDT5,0_NUDT8,0_NUP85,0_NXPH2,0_OGDHL,0_OGT,0_ONECUT2,0_ORM1,0_OXER1,0_OXNAD1,0_OXR1,0_P2RX6,0_P4HA1,0_P4HA2,0_P4HA3,0_P4HB,0_PADI1,0_PAFAH1B2,0_PARP14,0_PARP3,0_PARP6,0_PAX9,0_PCCB,0_PCDHGA1,0_PCDHGB5,0_PCIF1,0_PCYOX1L,0_PDCD7,0_PDE10A,0_PDE8A,0_PDIA4,0_PDIA6,0_PDK1,0_PDPK1,0_PDZRN3,0_PECR,0_PFDN2,0_PFDN4,0_PFDN5,0_PFDN6,0_PFKM,0_PFN1,0_PGK2,0_PGLYRP2,0_PGPEP1,0_PHF12,0_PHF5A,0_PIGR,0_PINK1,0_PINX1,0_PIP4K2A,0_PIR,0_PITPNM2,0_PLA2G5,0_PLCE1,0_PLCL1,0_PLEKHA6,0_PLEKHG3,0_PLEKHJ1,0_PLK1,0_PLOD2,0_PLTP,0_PML,0_PMPCB,0_PNCK,0_PNPLA8,0_POC5,0_POGZ,0_POLD3,0_POLR2E,0_POMP,0_POU5F1,0_PPIL3,0_PPIL4,0_PPIP5K1,0_PPP2R2C,0_PPP3R2,0_PRC1,0_PRCP,0_PRKAB1,0_PRKCB,0_PRODH2,0_PRPF4B,0_PSEN1,0_PSMA1,0_PSMA4,0_PSMA5,0_PSMB1,0_PSMB4,0_PSMC2,0_PSMD13,0_PSMD3,0_PTEN,0_PTER,0_PTGS1,0_PTHLH,0_PTMA,0_PTPN22,0_PTPRJ,0_PTPRU,0_PXDN,0_PYCARD,0_PYCR1,0_QRICH1,0_QRSL1,0_RAB14,0_RAB31,0_RAB9A,0_RACGAP1,0_RAD23A,0_RAD54L,0_RAD54L2,0_RALBP1,0_RALGAPB,0_RANBP6,0_RASAL1,0_RASGRF1,0_RBKS,0_RBM25,0_RBM47,0_RBMX,0_RC3H1,0_RCN1,0_RELL1,0_RENBP,0_RFC2,0_RFC4,0_RFC5,0_RFFL,0_RHOT1,0_RIC3,0_RIT1,0_RNASEH2B,0_RNASET2,0_RNF19A,0_RNF19B,0_RNF213,0_RNF38,0_RNF7,0_RPGR,0_RPL13,0_RPL23,0_RPL24,0_RPL7,0_RPLP0,0_RPS10,0_RPS15A,0_RPS20,0_RPS23,0_RPS7,0_RRAGD,0_RTN4IP1,0_RUNX1,0_S100A1,0_S1PR2,0_SACM1L,0_SAE1,0_SAMD9,0_SAMD9L,0_SAMHD1,0_SAP30,0_SAR1A,0_SCARB1,0_SCD,0_SCGB1D2,0_SCO1,0_SCOC,0_SCYL3,0_SDC3,0_SDF4,0_SEC24B,0_SEMA3A,0_SEMA4D,0_SERPINA1,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SERPINH1,0_SESTD1,0_SETD3,0_SFT2D2,0_SFXN2,0_SGMS1,0_SH3BP2,0_SH3GL1,0_SH3PXD2B,0_SHC1,0_SHMT2,0_SHROOM3,0_SIKE1,0_SIM2,0_SIRPA,0_SIRT7,0_SKA1,0_SLC13A5,0_SLC1A4,0_SLC1A5,0_SLC25A5,0_SLC26A6,0_SLC29A1,0_SLC29A2,0_SLC29A3,0_SLC2A5,0_SLC2A9,0_SLC30A9,0_SLC4A1AP,0_SLC4A2,0_SLC7A5,0_SLC9A2,0_SMAP1,0_SMPD3,0_SMTN,0_SMU1,0_SMYD3,0_SNAI2,0_SNRNP70,0_SNRPA1,0_SNRPB2,0_SNRPG,0_SNX10,0_SNX29,0_SNX33,0_SOCS3,0_SOS2,0_SOX30,0_SOX6,0_SPAG5,0_SPARC,0_SPRYD3,0_SPTBN1,0_SRM,0_SRP19,0_SRPX2,0_SSC5D,0_SSR1,0_SSX2IP,0_STAM,0_STAP2,0_STARD7,0_STRADA,0_STRADB,0_STUB1,0_STX3,0_STX6,0_SUCLA2,0_SUFU,0_SULT1C2,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TACC2,0_TADA2B,0_TAF1A,0_TARDBP,0_TBC1D13,0_TBC1D4,0_TBC1D9B,0_TBCD,0_TBCE,0_TCIRG1,0_TCTA,0_TCTN1,0_TDG,0_TDRD3,0_TECPR2,0_TES,0_TF,0_TFE3,0_THAP8,0_THBS1,0_THRAP3,0_TIAM1,0_TIFA,0_TMBIM1,0_TMCO1,0_TMED9,0_TMEM132E,0_TMEM159,0_TMEM176A,0_TMEM192,0_TMEM33,0_TMEM51,0_TMEM53,0_TMEM72,0_TMPRSS2,0_TMX4,0_TNC,0_TNFAIP3,0_TNFAIP8L3,0_TNFRSF18,0_TNFRSF21,0_TOP1MT,0_TOP2A,0_TPCN2,0_TPM2,0_TPM4,0_TPX2,0_TRA2B,0_TRAF3IP2,0_TRAF6,0_TRAP1,0_TRIAP1,0_TRIM17,0_TRIM22,0_TRIM38,0_TRIM65,0_TRIOBP,0_TRMT61B,0_TRPC1,0_TSHR,0_TSHZ3,0_TSPAN1,0_TSPYL1,0_TTK,0_TUBA1A,0_TUBD1,0_TUSC1,0_TUSC3,0_TXNDC5,0_TYMP,0_UBA2,0_UBE2D3,0_UBE2Z,0_UBQLN4,0_UBXN6,0_UFC1,0_UFSP2,0_UGT1A6,0_UGT8,0_UPK3B,0_UQCRC2,0_UROC1,0_USF1,0_USP10,0_USP2,0_USP45,0_USP7,0_VASP,0_VEGFA,0_VEZT,0_VIM,0_VKORC1,0_VPS16,0_VPS37B,0_VRK3,0_WASL,0_WDFY3,0_WDR1,0_WDR17,0_WDR24,0_WDR33,0_WDR41,0_WDR48,0_WDR7,0_WIPF1,0_WLS,0_XAF1,0_XK,0_XKR9,0_XPA,0_XPO1,0_XPO5,0_YWHAZ,0_ZBTB12,0_ZBTB3,0_ZBTB8OS,0_ZC3HAV1,0_ZCCHC24,0_ZIC1,0_ZMYM2,0_ZNF133,0_ZNF304,0_ZNF514,0_ZNF532,0_ZNF7,0_ZNF700,0_ZNHIT6,0_ZRANB2,0_ZXDB
0,0,0,67,0,122,0,0,0,0,0,0,70,0,0,0,0,69,0,0,88,0,0,0,0,0,0,93,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,194,0,0,0,0,0,0,0,193,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,117,0,0,0,0,0,70,78,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,11,179,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,14,0,0,95,11,0,0,0,0,33,0,0,0,0,0,0,0,0,0,139,0,12,0,0,83,0,0,0,0,0,0,0,0,0,35,0,79,0,0,0,0,0,27,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,109,0,0,50,0,66,0,202,0,0,0,60,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,225,0,0,0,0,0,0,0,0,0,99,0,87,236,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,100,61,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,186,0,27,0,0,0,0,0,0,0,294,0,0,48,0,119,0,0,0,0,95,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,264,0,0,0,0,73,0,0,34,274,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,224,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,20,0,122,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,223,0,0,0,0,148,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,45,0,0,152,0,0,0,0,0,0,0,0,0,177,0,0,0,0,75,0,106,15,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,138,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,28,0,0,0,0,0,0,130,0,0,0,162,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,60,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,97,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,72,166,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,305,0,0,0,0,0,55,68,0,0,0,0,0,0,0,0,0,0,0,0,0,61,51,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,125,54,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,278,0,80,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,110,0,0,0,0,247,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0
100,0,0,0,3,0,0,2,0,58,0,0,0,2,2,0,0,0,0,0,132,3,9,1,0,0,0,44,3,0,1,0,0,3,3,0,0,0,2,50,0,0,2,0,1,0,0,0,1,0,1,0,7,0,1,0,2,1,3,1,0,0,0,3,1,0,0,1,0,0,2,0,0,3,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,56,0,1,0,0,0,3,3,7,62,1,0,85,0,0,1,0,0,4,0,16,0,1,76,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,0,1,208,2,0,0,3,251,0,1,0,0,1,1,43,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,4,0,0,127,2,0,0,0,0,1,11,0,1,0,1,2,0,0,1,0,0,0,0,0,1,3,0,0,12,0,0,1,0,2,0,2,0,1,0,0,0,11,0,0,0,205,1,44,0,12,245,0,0,0,5,0,138,0,1,0,5,0,0,0,0,0,2,1,0,17,0,4,0,0,87,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,5,0,0,0,0,0,2,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,0,2,0,0,0,107,0,4,0,0,0,3,2,0,1,2,0,2,0,0,2,0,0,0,1,0,0,0,1,0,2,0,248,0,0,0,0,0,0,0,2,0,0,1,0,157,20,1,2,11,7,3,0,0,0,9,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,7,0,0,0,146,1,0,1,229,0,1,2,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,4,1,1,0,0,2,1,1,27,0,1,1,30,0,0,67,1,3,0,0,0,1,0,23,0,82,0,0,1,0,0,0,0,14,0,229,1,1,1,0,0,5,1,0,1,0,0,0,0,0,0,1,0,423,0,0,1,2,30,0,0,0,0,0,0,1,5,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,0,0,14,0,1,0,0,0,0,0,3,108,1,0,14,0,1,1,0,10,23,0,0,0,1,0,2,0,1,1,1,1,0,0,0,0,2,0,0,42,4,0,0,0,0,11,0,0,0,0,2,0,0,0,1,0,0,0,1,117,1,1,1,0,0,1,2,1,137,0,4,4,1,74,4,27,19,0,0,1,0,0,15,1,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,1,1,0,0,0,1,0,1,0,118,0,1,0,1,50,5,102,0,4,0,0,0,0,0,0,13,4,138,1,4,0,1,0,0,0,0,58,0,0,0,0,2,0,37,2,0,0,0,0,1,4,0,2,1,58,0,0,0,1,0,1,0,0,1,86,0,0,0,147,9,0,0,3,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,59,1,9,0,0,0,0,6,0,1,1,0,0,1,0,0,2,0,1,4,0,0,0,0,0,0,0,7,0,1,1,0,0,0,41,0,0,0,101,1,0,0,1,0,0,0,0,17,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,1,68,0,0,1,0,0,0,0,0,0,0,0,0,8,0,90,5,0,0,3,30,0,0,1,17,0,0,0,1,0,0,0,0,0,1,13,1,1,0,7,11,0,2,98,82,3,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,2,0,8,1,0,1,382,1,4,0,0,0,121,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,0,0,1,0,0,5,0,1,0,0,4,0,0,1,2,0,12,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,9,0,12,0,2,1,1,53,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,1,1,1,0,3,14,66,0,0,1,2,0,0,0,0,2,0,0,0,0,452,1,0,0,0,69,0,0,0,0,0,14,2,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,1,0,0,0,1,224,3,0,1,2,0,0,10,21,0,35,0,0,0,2,0
200,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,1,0,0,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,8,3,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,8,0,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,72,0,0,0,2,274,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,1,0,0,1,0,4,0,1,0,2,0,0,0,0,7,0,257,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,9,2,0,0,62,1,4,0,2,0,2,0,0,1,2,1,0,1,1,0,9,0,13,0,0,333,0,0,1,0,0,1,0,0,0,0,0,0,3,12,1,1,0,0,0,3,0,0,3,188,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0,0,1,0,3,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,257,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,157,0,0,1,139,0,2,0,2,0,0,5,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,5,0,0,0,7,6,0,0,0,78,0,88,0,2,1,0,0,3,1,0,0,232,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,398,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,2,0,0,0,0,2,0,0,1,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,17,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,1,11,0,0,2,1,0,0,0,0,0,1,3,0,0,2,5,3,0,0,0,0,0,0,0,0,1,0,0,0,208,0,0,0,0,1,0,0,2,1,2,2,1,1,1,1,0,1,0,0,0,1,0,5,0,0,0,3,0,0,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,1,1,0,0,1,218,0,0,1,0,1,2,1,0,2,1,5,0,0,0,0,43,1,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,1,1,0,38,6,0,0,87,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,2,1,3,0,0,2,0,0,0,0,1,119,0,0,1,32,2,4,1,0,0,10,1,0,5,3,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,11,0,1,0,1,0,0,2,6,2,1,1,0,0,3,0,1,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,342,0,1,2,1,2,4,1,0,7,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,444,0,1,0,1,8,0,0,1,1,1,0,2,1,1,1,0,0,18,0,0,2,0,0,0,2,1,1,0,0,0,1,0,5,181,0,1,0,0,0,0,0,14,0,23,0,1,0,0,3
