gen,0_ABCB8,0_ABCC3,0_ABHD11,0_ACAD8,0_ACADL,0_ACO2,0_ACOT9,0_ACTN3,0_ACTR3,0_ACY1,0_ADA,0_ADAM33,0_ADAM8,0_ADAMTSL4,0_ADCY2,0_ADD1,0_ADPRH,0_AFP,0_AGL,0_AK2,0_AKAP9,0_ALAS1,0_ALB,0_ALDH1L2,0_AMZ2,0_ANAPC7,0_ANGPTL1,0_ANK3,0_ANKRD22,0_ANP32B,0_ANP32E,0_ANXA3,0_ANXA5,0_AOAH,0_AP2A2,0_APBB1,0_APCS,0_APEH,0_APOBEC3D,0_APOL2,0_ARHGAP12,0_ARHGAP23,0_ARHGAP6,0_ARHGEF16,0_ARHGEF5,0_ARNT,0_ARPC3,0_ARPC5,0_ARSD,0_ASAP1,0_ATAD2,0_ATF4,0_ATF7IP2,0_ATP13A3,0_ATP2B3,0_ATP2B4,0_ATP6AP1,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1E1,0_ATP6V1G1,0_ATP8A1,0_AUH,0_AUP1,0_AURKB,0_B4GALNT2,0_B9D2,0_BCAS3,0_BCKDK,0_BGN,0_BICD2,0_BIRC2,0_BIRC5,0_BNIP3,0_BNIP3L,0_BRD8,0_BUB3,0_C15orf40,0_C18orf32,0_C1orf162,0_C1orf35,0_C4orf19,0_C5orf24,0_C9orf78,0_CA9,0_CACNA1C,0_CAD,0_CAMK4,0_CAMSAP1,0_CANT1,0_CAPZA1,0_CARD11,0_CAV1,0_CBLB,0_CBR1,0_CBR4,0_CBWD5,0_CBX4,0_CC2D2B,0_CCDC102B,0_CCNA2,0_CCNB1,0_CCNB2,0_CCR6,0_CCT3,0_CCT6B,0_CD24,0_CD44,0_CD53,0_CD9,0_CDC123,0_CDC20,0_CDC6,0_CDCA8,0_CDH11,0_CDH16,0_CDH2,0_CDK1,0_CDK4,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CEBPB,0_CENPA,0_CEP350,0_CEP55,0_CFHR1,0_CHAC1,0_CHCHD3,0_CHD1L,0_CHI3L2,0_CHRM2,0_CIR1,0_CISD2,0_CKS2,0_CLCC1,0_CLDN7,0_CLDN8,0_CLIC1,0_CLK2,0_CMC1,0_CNOT1,0_CNPY2,0_CNTN2,0_CNTNAP1,0_COBL,0_COBLL1,0_COL1A1,0_COMT,0_COMTD1,0_COPB2,0_COQ4,0_COX10,0_COX8A,0_CP,0_CPE,0_CPNE1,0_CPNE8,0_CPSF2,0_CPSF7,0_CPT1A,0_CRAT,0_CREB1,0_CRHBP,0_CRYL1,0_CRYM,0_CSAD,0_CSGALNACT2,0_CSNK1G3,0_CSPG5,0_CSRNP2,0_CSRNP3,0_CTSF,0_CTSH,0_CUTC,0_CUX1,0_CXCR5,0_CYB5B,0_CYB5D2,0_CYC1,0_CYFIP2,0_CYP2R1,0_DAGLA,0_DBI,0_DCAF11,0_DCAF12L1,0_DCAF4,0_DCLK3,0_DCUN1D5,0_DDB1,0_DDX19B,0_DDX41,0_DDX55,0_DECR1,0_DENND4C,0_DEPDC1,0_DERL3,0_DFFA,0_DFFB,0_DGKA,0_DGKD,0_DGKG,0_DHRS7,0_DLX5,0_DMP1,0_DNA2,0_DNAJB7,0_DNAJC12,0_DNAJC28,0_DNAJC7,0_DSN1,0_DUSP14,0_DUSP23,0_E2F1,0_EDAR,0_EEF2,0_EGFL7,0_EHBP1L1,0_EHMT1,0_EIF3B,0_EIF3H,0_EIF4EBP1,0_EIF5A,0_ELK1,0_ELMOD2,0_ELOVL5,0_ELOVL7,0_EME1,0_EML4,0_ENHO,0_ENPP3,0_ENY2,0_EPHA3,0_EPHA7,0_EPHX2,0_ERBB3,0_ERCC5,0_ERCC6L,0_ERLEC1,0_ERLIN1,0_EVI5L,0_EVPL,0_EXOG,0_F2,0_F2RL1,0_FAAH,0_FADS1,0_FAM104A,0_FAM136A,0_FAM160A1,0_FAM171B,0_FAM20A,0_FAM32A,0_FAM53A,0_FAM89B,0_FAM91A1,0_FBP1,0_FBXO31,0_FBXO6,0_FCF1,0_FCHSD1,0_FCRL1,0_FEN1,0_FGB,0_FGD6,0_FGF2,0_FHIT,0_FHOD1,0_FKBP5,0_FLRT3,0_FLT4,0_FMO4,0_FNBP1L,0_FNTA,0_FRAT1,0_FRK,0_FRMD8,0_FUCA1,0_FXN,0_FXYD3,0_GAB2,0_GALNT5,0_GALT,0_GAPDH,0_GBE1,0_GBP1,0_GC,0_GCHFR,0_GDF15,0_GGPS1,0_GIMAP8,0_GLI2,0_GLIPR1,0_GLIPR2,0_GLOD5,0_GLRX5,0_GNE,0_GOLGA4,0_GORAB,0_GOT1,0_GPR107,0_GPR143,0_GPR183,0_GPRC5C,0_GPRC5D,0_GRAMD1C,0_GRB7,0_GRHL1,0_GRSF1,0_GSPT1,0_GSR,0_GSTA1,0_GSTA3,0_GSTO2,0_GTF3A,0_GTF3C5,0_GYS1,0_HADH,0_HADHA,0_HAL,0_HAPLN3,0_HAT1,0_HAX1,0_HDAC1,0_HDAC10,0_HDGF,0_HECTD1,0_HERC3,0_HGF,0_HIBADH,0_HIVEP3,0_HLA-B,0_HLA-DMA,0_HLA-DRB1,0_HMGCR,0_HNRNPA2B1,0_HNRNPD,0_HNRNPL,0_HOXC13,0_HP,0_HPCAL1,0_HPN,0_HPR,0_HSD17B6,0_HSD17B8,0_HSDL2,0_HTATIP2,0_HTR3B,0_HTT,0_ICA1,0_IDH3B,0_IDS,0_IDUA,0_IFI35,0_IFIT3,0_IFNG,0_IFRD2,0_IGF1R,0_IK,0_IL10,0_IL15,0_IL15RA,0_IL4I1,0_ILDR1,0_IMMT,0_IMPA2,0_INPP5A,0_INTS1,0_INTS3,0_INTS8,0_IP6K1,0_IRF1,0_ISG15,0_ITIH5,0_ITSN1,0_IVD,0_IWS1,0_JDP2,0_JTB,0_JUP,0_KATNAL2,0_KCNG1,0_KCNJ15,0_KCNJ2,0_KCTD16,0_KDM6B,0_KIAA0232,0_KIAA1143,0_KIAA1328,0_KIAA1671,0_KIAA1755,0_KIF11,0_KIF13B,0_KIF18A,0_KIF4A,0_KIF4B,0_KISS1R,0_KLC4,0_KLHDC2,0_KLHL36,0_KNTC1,0_KRT19,0_KRT4,0_KRT7,0_KYNU,0_LACTB,0_LAP3,0_LARS2,0_LAYN,0_LDHD,0_LGALS1,0_LGALS9,0_LGR5,0_LIMD1,0_LMNB1,0_LRBA,0_LRG1,0_LRP5,0_LRRC24,0_LRRC25,0_LRRN4CL,0_LSM2,0_LSR,0_LTV1,0_LUZP1,0_MACF1,0_MAGEA4,0_MAGOH,0_MAML1,0_MAML3,0_MAPK9,0_MATK,0_MAVS,0_MCM7,0_MECP2,0_MED8,0_MFGE8,0_MINPP1,0_MKI67,0_MKKS,0_MLYCD,0_MME,0_MMGT1,0_MORC3,0_MPV17L,0_MPZL1,0_MRPL42,0_MRPL9,0_MRPS25,0_MRPS35,0_MSI2,0_MSN,0_MSTO1,0_MT1E,0_MTHFR,0_MYC,0_MYD88,0_MYO10,0_MYO6,0_NAA15,0_NAAA,0_NASP,0_NBEA,0_NBN,0_NCAM2,0_NCAPH,0_NDRG1,0_NDRG2,0_NDUFA10,0_NDUFA4,0_NDUFA5,0_NDUFA8,0_NDUFB8,0_NDUFS2,0_NDUFV1,0_NEDD4L,0_NEURL1B,0_NFKBIE,0_NGLY1,0_NID2,0_NLGN1,0_NLN,0_NLRP1,0_NLRX1,0_NME4,0_NMI,0_NMUR1,0_NNT,0_NOMO3,0_NOP56,0_NOP58,0_NR1D2,0_NR1H3,0_NRP2,0_NTRK3,0_NUDT1,0_NUDT10,0_NUDT11,0_NUDT5,0_NUP153,0_NUP35,0_NUP62,0_NXF3,0_OCLN,0_OGDH,0_OGDHL,0_OLA1,0_ORM2,0_OSBPL1A,0_OTP,0_P4HA2,0_P4HA3,0_PABPC1,0_PAFAH2,0_PANK2,0_PAPOLG,0_PARP6,0_PATZ1,0_PAX5,0_PAX9,0_PCCA,0_PCCB,0_PCDH18,0_PCDHB7,0_PCDHGA1,0_PCDHGA12,0_PCDHGC3,0_PCDHGC4,0_PCGF1,0_PCLO,0_PDCD1LG2,0_PDCD2L,0_PDCD5,0_PDCD6IP,0_PDE10A,0_PDE3A,0_PDGFC,0_PDHA1,0_PDIA3,0_PDLIM1,0_PDP2,0_PDPK1,0_PDZD11,0_PEBP1,0_PEPD,0_PFDN4,0_PFDN5,0_PFKM,0_PGLYRP2,0_PHC2,0_PHF10,0_PHKA2,0_PHLDB1,0_PHLDB2,0_PI4KA,0_PIK3R6,0_PINK1,0_PIR,0_PITPNM2,0_PJA1,0_PLA2G5,0_PLCD1,0_PLCL1,0_PLK1,0_PLOD2,0_PML,0_PMS2,0_PNCK,0_PNPLA8,0_POLD3,0_PON2,0_POU2F1,0_POU2F2,0_POU3F3,0_POU5F1,0_PPARA,0_PPFIBP2,0_PPIL4,0_PPM1H,0_PPP1R13B,0_PPP2CA,0_PPT1,0_PRC1,0_PRCC,0_PRDX6,0_PRELID1,0_PRKACB,0_PRKAR1B,0_PRKCB,0_PROM1,0_PRR15L,0_PRRC1,0_PRTN3,0_PSMA1,0_PSMA4,0_PSMB4,0_PSMD14,0_PSMD4,0_PSMD8,0_PTGER4,0_PTGES3,0_PTGIS,0_PTMA,0_PTPN22,0_PTPN3,0_PTPRJ,0_PUM1,0_PUS10,0_RAB11FIP4,0_RAB17,0_RAB25,0_RAB32,0_RAB6C,0_RABGAP1,0_RAC2,0_RAD21,0_RAD54L,0_RANBP1,0_RARG,0_RASD2,0_RASGRF1,0_RASSF4,0_RAVER2,0_RBBP4,0_RBM4B,0_RECQL4,0_REN,0_RFC2,0_RGPD6,0_RHOT1,0_RIMS2,0_RNASEH2C,0_RNASET2,0_RNF113A,0_RNF123,0_RNF149,0_RNF17,0_RNF4,0_RNPEP,0_RPAP1,0_RPAP3,0_RPL12,0_RPL36,0_RPL9,0_RPLP0,0_RPS20,0_RPS27A,0_RPS6KA2,0_RPS6KB1,0_RPS6KB2,0_RPS7,0_RPUSD2,0_RRP1B,0_RUFY3,0_S100A1,0_S100A10,0_S100A11,0_SAP30,0_SBNO2,0_SCARB1,0_SCFD2,0_SCLT1,0_SDF4,0_SDHA,0_SDR16C5,0_SDR39U1,0_SDSL,0_SEC14L2,0_SEC63,0_SECISBP2L,0_SEMA3A,0_SEMA5A,0_SENP7,0_SERPINA1,0_SERPINA3,0_SERPINB5,0_SERPINH1,0_SERTAD2,0_SESTD1,0_SETD2,0_SETD3,0_SETDB2,0_SF3B1,0_SFT2D2,0_SH2B3,0_SH3GL1,0_SH3GLB1,0_SH3RF1,0_SHC1,0_SHMT2,0_SHROOM2,0_SHROOM3,0_SIK3,0_SIPA1L1,0_SIPA1L2,0_SIRT7,0_SKA1,0_SLA,0_SLC10A3,0_SLC12A4,0_SLC12A7,0_SLC13A5,0_SLC15A4,0_SLC1A5,0_SLC25A12,0_SLC25A5,0_SLC31A1,0_SLC35E1,0_SLC37A4,0_SLC38A6,0_SLC43A2,0_SLC46A2,0_SLC7A5,0_SLC9A2,0_SLMAP,0_SMARCA4,0_SMC4,0_SMS,0_SNAI1,0_SNRPA,0_SNX10,0_SNX29,0_SOCS1,0_SOCS3,0_SOX6,0_SP3,0_SPAG5,0_SPATA13,0_SPG11,0_SPRY1,0_SQLE,0_SRP19,0_SRRT,0_SSB,0_STAB1,0_STARD7,0_STAT4,0_STBD1,0_STEAP3,0_STRADB,0_STRBP,0_STX11,0_STX4,0_SUDS3,0_SUPT5H,0_SUSD2,0_SV2C,0_SVIL,0_SYNGR2,0_SYNGR3,0_SYNJ2,0_SYTL1,0_TACC2,0_TACC3,0_TAF12,0_TCEA1,0_TCF4,0_TCIRG1,0_TCOF1,0_TDG,0_THG1L,0_THRA,0_THUMPD2,0_TIPRL,0_TJP2,0_TLE2,0_TMED4,0_TMEM132E,0_TMEM192,0_TMEM25,0_TMEM39A,0_TMEM8B,0_TMPPE,0_TMPRSS2,0_TNFRSF18,0_TNFSF13B,0_TNIP2,0_TNPO2,0_TOLLIP,0_TOP1MT,0_TOP2A,0_TOR3A,0_TPCN2,0_TPD52,0_TPD52L2,0_TPM4,0_TPRN,0_TPST2,0_TPT1,0_TPX2,0_TRAF3IP2,0_TRAM1,0_TRIB3,0_TRIM17,0_TRIM52,0_TSEN15,0_TSEN34,0_TSPYL1,0_TTC17,0_TTC32,0_TTK,0_TUBA1B,0_TUBA1C,0_TUBB,0_TUFT1,0_TXLNA,0_TYMP,0_TYW1B,0_UACA,0_UBB,0_UBE2C,0_UBE2D4,0_UBE2F,0_UBE2H,0_UBE2L6,0_UBOX5,0_UBXN6,0_UCN,0_UFSP2,0_UGGT1,0_UNC93B1,0_UPK3B,0_URGCP,0_UROC1,0_USF1,0_USP1,0_USP13,0_USP2,0_USP48,0_VARS2,0_VBP1,0_VEZT,0_VKORC1,0_VPS4A,0_VTI1A,0_WAS,0_WDFY1,0_WDFY3,0_WDR48,0_WDR6,0_WDR61,0_WIPF1,0_WTAP,0_XAF1,0_XK,0_XKR9,0_YAP1,0_YBX1,0_YTHDF2,0_YY1,0_ZBTB20,0_ZBTB4,0_ZC3H15,0_ZC3H18,0_ZDHHC3,0_ZFPM2,0_ZMAT3,0_ZNF134,0_ZNF207,0_ZNF22,0_ZNF267,0_ZNF304,0_ZNF354B,0_ZNF433,0_ZNF503,0_ZNF549,0_ZNF610,0_ZNF638,0_ZNF677,0_ZNF687,0_ZNF853,0_ZNHIT6,0_ZRANB2
0,0,0,0,0,44,0,0,0,0,0,0,42,0,0,153,0,0,72,0,0,0,0,29,180,0,0,116,110,47,0,0,144,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,105,0,0,0,37,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,3,0,0,40,0,0,0,0,0,0,0,0,136,0,16,0,0,0,0,84,0,316,0,0,0,23,0,0,0,0,0,0,16,0,0,146,87,0,0,0,0,0,0,129,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,139,0,0,0,0,0,103,0,0,152,0,0,0,0,0,0,0,270,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,183,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,188,0,0,197,33,0,31,21,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,37,0,308,0,0,0,169,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,74,0,0,0,0,0,0,0,0,0,64,35,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,120,131,0,0,159,117,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,27,52,0,45,0,0,0,0,0,41,0,0,98,0,0,79,0,0,0,0,85,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,4,152,0,0,0,0,178,99,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,279,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,22,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,116,14,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,97,0,0,0,73,0,184,0,0,0,133,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,101,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,147,0,0,69,0,0,0,0,0,3,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,182,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,204,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0
100,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,2,18,2,0,12,1,117,0,5,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,4,0,0,0,2,1,0,0,4,1,7,0,0,0,0,0,0,0,3,2,1,0,3,1,0,1,1,0,0,0,1,12,2,7,0,0,0,0,68,0,0,0,0,0,4,3,0,6,0,0,0,0,0,12,5,0,0,2,0,1,0,0,282,0,0,0,1,0,1,1,0,0,0,0,0,3,3,0,0,1,0,1,0,3,115,1,1,0,0,0,0,0,0,0,2,6,1,1,1,1,2,1,0,1,0,4,0,5,1,0,2,1,0,0,1,0,1,0,0,0,50,0,0,1,0,0,0,0,0,6,1,1,1,1,0,0,1,102,2,1,1,1,8,2,0,6,0,0,1,0,0,0,0,0,3,1,1,0,0,0,1,0,3,8,0,1,1,0,2,1,0,0,2,0,1,0,0,0,0,0,1,0,0,11,0,3,5,0,0,0,0,1,1,0,0,0,1,2,0,1,5,0,0,0,6,7,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,1,4,4,1,0,137,2,1,0,0,1,1,0,1,1,0,1,1,0,1,3,0,1,0,0,0,8,15,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,2,0,0,2,0,1,2,2,2,1,0,4,0,3,1,2,3,1,2,1,0,4,4,0,0,5,0,1,0,2,1,1,1,0,1,1,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,3,1,1,0,0,0,1,0,3,3,0,0,15,0,85,0,0,5,0,0,0,0,0,409,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,76,0,0,0,0,0,2,0,1,3,0,2,0,1,0,0,1,2,1,51,0,0,1,1,0,0,0,0,0,11,1,0,12,0,0,6,0,4,1,0,0,4,1,0,3,0,10,0,0,0,0,3,0,6,0,1,0,0,1,3,0,0,1,9,0,0,1,0,0,2,1,1,0,0,6,0,0,1,2,0,2,1,0,29,5,1,1,0,0,1,0,1,0,1,1,2,1,0,0,2,0,1,2,1,0,0,0,2,3,4,0,1,0,6,1,0,0,0,1,6,0,0,2,1,0,0,0,2,0,0,0,0,2,3,0,0,1,1,0,4,0,6,0,0,1,0,1,0,0,0,0,1,1,3,0,1,1,1,9,0,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,5,1,0,1,0,7,0,1,1,0,0,6,6,0,8,1,1,0,3,0,0,6,0,1,0,0,1,0,1,5,4,0,0,0,6,0,2,1,0,2,0,3,24,1,1,0,0,0,9,0,1,1,1,0,0,1,1,0,1,1,2,0,1,0,0,0,0,1,0,1,16,0,0,1,0,0,0,2,1,6,0,3,1,0,4,0,1,0,1,3,0,0,0,0,1,0,0,0,2,0,1,0,1,1,1,1,0,1,3,0,0,0,1,1,0,1,0,1,0,1,0,2,1,0,0,8,1,0,0,3,0,0,0,0,3,0,10,1,3,4,1,0,0,2,0,0,0,0,1,9,0,2,8,0,0,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,15,0,4,2,1,0,0,11,1,2,3,0,0,0,1,0,2,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,3,0,0,2,0,1,0,3,1,0,1,0,0,0,0,0,0,2,1,0,2,0,1,0,57,0,3,1,1,1,0,0,0,0,0,0,1,1,1,1,11,4,0,0,1,0,3,0,64,0,1,0,5,0,0,0,0,0,1,42,0,0,1,0,0,0,0,3,0,0,2,1,1,0,1,2
200,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,2,3,0,0,1,1,163,0,1,0,0,0,0,1,1,0,2,0,0,2,6,0,1,0,3,1,0,2,1,0,0,1,3,1,7,0,2,1,1,0,1,1,1,2,0,0,1,0,0,3,0,1,0,0,0,20,0,5,3,1,0,0,51,0,2,0,1,1,0,0,0,1,1,0,0,0,0,2,6,0,0,2,1,1,0,1,261,2,0,0,6,2,0,1,1,1,0,0,0,0,1,0,0,3,0,0,0,1,76,1,0,0,1,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,56,1,2,0,0,0,0,0,0,0,3,1,0,0,3,1,0,42,0,0,0,0,1,1,2,3,0,2,0,1,0,1,0,0,8,0,0,0,0,1,0,0,0,2,0,0,0,1,9,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,13,0,0,1,3,0,0,1,1,1,1,0,0,0,1,1,0,1,1,8,0,0,167,1,0,0,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,2,2,0,2,0,0,1,0,2,0,0,0,0,0,0,2,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,1,0,4,0,2,1,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,2,1,0,0,4,0,52,0,0,4,0,0,0,1,0,397,1,0,0,2,2,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,98,1,8,0,0,0,1,1,1,7,0,0,0,0,1,1,0,1,0,35,4,0,0,1,0,0,0,1,1,0,0,0,17,0,1,8,1,28,0,0,1,2,1,0,1,0,1,0,1,0,2,2,0,0,0,0,3,0,1,1,0,1,1,0,0,1,7,3,1,1,1,0,0,1,2,1,1,7,1,0,0,0,0,22,0,3,1,0,5,0,3,0,0,0,0,0,0,0,1,0,1,0,3,2,0,1,1,0,0,0,0,0,0,8,0,2,0,0,0,0,0,2,0,0,2,5,1,0,0,1,0,0,0,0,0,2,2,0,1,1,3,7,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,2,2,0,1,0,0,0,1,2,3,0,0,0,0,5,0,0,0,0,0,0,3,2,2,0,0,0,1,0,0,3,2,0,0,0,0,1,0,1,1,0,1,1,0,0,0,2,1,0,0,0,3,0,1,0,0,1,6,0,0,0,1,0,1,0,1,1,0,0,5,2,0,1,1,2,1,0,1,0,1,3,0,0,1,1,4,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,0,12,0,1,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,10,1,0,0,2,0,0,0,0,5,0,1,1,1,2,0,1,0,1,3,1,0,2,0,0,1,0,2,0,0,0,0,0,7,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,1,0,3,0,1,0,1,1,0,2,1,2,1,0,1,0,0,0,1,1,0,3,2,0,0,0,1,4,1,0,2,0,2,2,2,0,5,0,0,2,0,0,0,0,0,1,0,1,0,0,0,29,0,43,0,0,0,0,1,1,0,6,0,2,1,1,0,2,3,1,0,0,3,1,0,40,0,0,1,6,0,0,0,1,0,0,24,0,1,0,0,0,1,1,1,0,0,2,0,1,0,0,0
300,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,2,0,155,0,1,0,0,1,0,0,0,0,2,0,0,8,6,1,1,0,3,2,1,0,0,0,0,0,2,0,4,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,18,0,5,1,0,1,1,47,0,6,0,1,0,0,0,0,1,1,0,1,2,0,1,6,0,1,2,2,1,0,0,239,0,0,1,6,2,0,0,1,0,1,0,3,0,0,0,1,4,0,0,1,0,91,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,44,0,2,0,0,0,0,0,0,0,4,0,0,0,2,2,1,32,0,0,0,0,0,0,2,6,1,1,0,0,1,0,0,0,8,0,0,0,0,2,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,1,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,1,1,1,6,0,1,0,6,1,0,1,3,0,0,1,0,0,1,1,0,2,0,6,0,1,158,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,1,0,1,2,0,2,1,0,5,1,0,0,1,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,5,0,1,1,0,0,0,0,1,4,0,1,14,1,1,0,0,0,1,0,1,0,0,0,1,3,4,39,1,0,2,0,1,0,1,0,376,1,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,123,1,7,0,0,0,0,0,1,11,0,0,1,0,0,0,1,1,0,34,1,1,0,4,1,0,2,0,0,0,0,0,24,1,3,10,0,41,0,0,1,1,0,0,0,1,3,5,3,0,1,1,0,0,0,0,0,0,1,1,0,2,1,0,2,0,5,3,0,1,0,0,0,0,2,1,1,9,0,0,0,0,1,19,0,2,1,0,2,1,4,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,8,0,3,1,0,0,0,0,1,0,0,2,3,0,0,0,1,3,0,0,0,1,1,1,0,0,0,1,3,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,2,0,2,0,0,0,1,2,1,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,4,0,1,1,0,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0,2,0,1,1,0,3,1,2,0,0,0,0,0,0,0,1,0,0,5,3,0,1,0,12,0,0,1,0,1,2,0,3,1,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,1,0,0,0,0,1,2,2,0,0,1,1,0,0,2,0,1,3,0,0,1,0,0,1,0,2,0,1,0,0,0,5,0,0,0,0,2,0,0,1,3,1,1,0,0,0,1,1,1,0,1,0,2,2,1,1,0,2,0,1,0,1,0,1,2,0,2,0,2,0,0,1,1,0,2,1,0,1,0,1,2,1,0,2,0,1,3,2,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,19,1,68,1,0,0,0,0,2,2,4,1,0,1,0,0,2,5,0,1,0,2,2,0,31,0,0,3,6,0,0,0,2,0,0,13,0,1,0,0,1,1,2,0,0,1,2,1,3,0,0,0
