0_ajcc_pathologic_tumor_stage_Stage IV,1_ABHD13.84945,1_ACO2.50,1_ACOT4.122970,1_ADRM1.11047,1_AGAP6.414189,1_AKAP6.9472,1_ALDH9A1.223,1_ALOX12P2.245,1_ANGPT1.284,1_ANKMY2.57037,1_APLP1.333,1_APOA4.337,1_APOBEC3H.164668,1_ARL15.54622,1_ARL16.339231,1_ARSK.153642,1_ASPHD2.57168,1_ATG4A.115201,1_ATHL1.80162,1_ATP5I.521,1_BARX1.56033,1_BCL10.8915,1_BLCAP.10904,1_BPHL.670,1_C10orf2.56652,1_C10orf81.79949,1_C16orf46.123775,1_C17orf101.79701,1_C17orf96.100170841,1_C1orf220.400798,1_C1orf92.149499,1_C20orf56.140828,1_C21orf34.388815,1_C3orf23.285343,1_C4orf26.152816,1_C4orf3.401152,1_C4orf44.345222,1_C4orf49.84709,1_C6orf186.728464,1_C7orf47.221908,1_CAPN13.92291,1_CC2D1A.54862,1_CCDC19.25790,1_CCDC48.79825,1_CCDC57.284001,1_CCDC86.79080,1_CD93.22918,1_CDCA7.83879,1_CDH18.1016,1_CDH22.64405,1_CDK4.1019,1_CENPO.79172,1_CH25H.9023,1_CLCN3.1182,1_CLDN6.9074,1_CNOT4.4850,1_COPS7B.64708,1_CORO1B.57175,1_COX4NB.10328,1_CTTN.2017,1_CYHR1.50626,1_CYP2J2.1573,1_CYP2W1.54905,1_CYP3A7.1551,1_DCDC2B.149069,1_DDIT3.1649,1_DDR2.4921,1_DGAT2.84649,1_DHX9.1660,1_DLL4.54567,1_DNAJC22.79962,1_DNER.92737,1_DOK1.1796,1_DPP6.1804,1_DUS1L.64118,1_EDIL3.10085,1_EIF4E3.317649,1_EIF5.1983,1_ENO3.2027,1_EPHX2.2053,1_EPM2A.7957,1_ERBB2.2064,1_ESAM.90952,1_ESD.2098,1_ESR2.2100,1_ETNK2.55224,1_EXOSC7.23016,1_FAM124B.79843,1_FAM155B.27112,1_FAM179B.23116,1_FAM57B.83723,1_FANCC.2176,1_FLJ35390.255031,1_FOXI2.399823,1_FOXJ1.2302,1_FTO.79068,1_FUBP1.8880,1_GAL3ST2.64090,1_GDA.9615,1_GIPR.2696,1_GKN2.200504,1_GPR108.56927,1_GPR113.165082,1_GPR4.2828,1_GPR44.11251,1_GPR98.84059,1_GRAMD3.65983,1_GRIPAP1.56850,1_GSTCD.79807,1_GUSBL2.375513,1_H1FX.8971,1_H2AFY.9555,1_HADH.3033,1_HBP1.26959,1_HEG1.57493,1_HIST1H2BF.8343,1_HOXA2.3199,1_HOXA3.3200,1_HSPA4L.22824,1_HSPB11.51668,1_HTR3A.3359,1_HYMAI.57061,1_ID4.3400,1_IFITM3.10410,1_IGF2BP1.10642,1_IL11.3589,1_IL1RL1.9173,1_IL20RA.53832,1_IL4R.3566,1_INPP4B.8821,1_ITGA8.8516,1_ITPR1.3708,1_JAK2.3717,1_JAM2.58494,1_KCNAB3.9196,1_KCND1.3750,1_KIAA0562.9731,1_KIAA2018.205717,1_KIF22.3835,1_KITLG.4254,1_KLHDC4.54758,1_KRT19.3880,1_KRT20.54474,1_KRT25.147183,1_LBP.3929,1_LCMT2.9836,1_LHX2.9355,1_LLPH.84298,1_LOC100128977.100128977,1_LOC388955.388955,1_LOC55908.55908,1_LOC653653.653653,1_LRMP.4033,1_LRRC50.123872,1_LSM1.27257,1_LSM3.27258,1_LTF.4057,1_MAF1.84232,1_MAGOHB.55110,1_MAN2A1.4124,1_MANSC1.54682,1_MED13.9969,1_MEP1A.4224,1_MRC1.4360,1_MSI2.124540,1_MSL1.339287,1_MT1F.4494,1_MUM1L1.139221,1_MYO3A.53904,1_MYO9A.4649,1_NANS.54187,1_NAP1L6.645996,1_NDC80.10403,1_NDUFA12.55967,1_NDUFB9.4715,1_NDUFS2.4720,1_NDUFS6.4726,1_NEDD4L.23327,1_NFKBIA.4792,1_NFKBIE.4794,1_NMRAL1.57407,1_NOP2.4839,1_NRBP1.29959,1_NSMCE1.197370,1_NUCB2.4925,1_OLIG3.167826,1_OR1L8.138881,1_OR2T5.401993,1_OR52I1.390037,1_OSBPL11.114885,1_OTOF.9381,1_OTX1.5013,1_PABPC1L.80336,1_PARK7.11315,1_PCDHA12.56137,1_PEAR1.375033,1_PEBP4.157310,1_PFDN6.10471,1_PGK2.5232,1_PI4KB.5298,1_PL.5283.647087,1_PLA2G2F.64600,1_PLAC8L1.153770,1_PLB1.151056,1_PLCL2.23228,1_PLCXD1.55344,1_PLIN3.10226,1_PLK3.1263,1_PON3.5446,1_PPEF1.5475,1_PPP4R2.151987,1_PQBP1.10084,1_PRKAR2A.5576,1_PRKCE.5581,1_PRMT5.10419,1_PRRT3.285368,1_PSMA5.5686,1_PSMD14.10213,1_PTPN14.5784,1_PVT1.5820,1_PYCR1.5831,1_PYY.5697,1_RAB26.25837,1_RABL2A.11159,1_RAMP2.10266,1_RBM15.64783,1_RCAN3.11123,1_REG3G.130120,1_RELB.5971,1_RGP1.9827,1_RGS11.8786,1_RHOJ.57381,1_RHPN1.114822,1_RIF1.55183,1_RNASE11.122651,1_RNF175.285533,1_RNF6.6049,1_RP9.6100,1_RPL13A.23521,1_RPL27A.6157,1_RPLP0P2.113157,1_RPS3.6188,1_RPTN.126638,1_RRAD.6236,1_RRBP1.6238,1_RRM2.6241,1_RRP7B.91695,1_RRS1.23212,1_S100A5.6276,1_SAA1.6288,1_SEC14L3.266629,1_SEC31A.22872,1_SFRS7.6432,1_SH3BP4.23677,1_SHISA7.729956,1_SHROOM3.57619,1_SLC16A12.387700,1_SLC16A13.201232,1_SLC22A8.9376,1_SLC29A3.55315,1_SLC4A5.57835,1_SLC5A8.160728,1_SLCO6A1.133482,1_SLK.9748,1_SNX12.29934,1_SP110.3431,1_SPAG5.10615,1_SPANXN5.494197,1_SPINK1.6690,1_SPPL2B.56928,1_SRL.6345,1_ST6GALNAC1.55808,1_STAP2.55620,1_STON1.11037,1_STON1.GTF2A1L.286749,1_SUV39H1.6839,1_SUV420H1.51111,1_TAPT1.202018,1_TBC1D29.26083,1_TCAM1P.146771,1_THAP8.199745,1_TLL2.7093,1_TM6SF2.53345,1_TMEM216.51259,1_TMEM219.124446,1_TMEM82.388595,1_TMEM88.92162,1_TMEM93.83460,1_TMIE.259236,1_TRIM2.23321,1_TRMT6.51605,1_TSPAN10.83882,1_TSSK1B.83942,1_TUBA1C.84790,1_TUBB2B.347733,1_UCP2.7351,1_UGT2A3.79799,1_UNKL.64718,1_UPK3B.80761,1_USP2.9099,1_VPS25.84313,1_VPS36.51028,1_WAC.51322,1_WASH2P.375260,1_WASH7P.653635,1_WBSCR16.81554,1_WDR77.79084,1_WIPF2.147179,1_WNT5B.81029,1_XK.7504,1_ZBTB6.10773,1_ZCWPW2.152098,1_ZDHHC7.55625,1_ZFHX4.79776,1_ZFP161.7541,1_ZFP3.124961,1_ZIC2.7546,1_ZNF132.7691,1_ZNF14.7561,1_ZNF253.56242,1_ZNF287.57336,1_ZNF469.84627,1_ZNF512B.57473,1_ZNF525.170958,1_ZNF561.93134,1_ZNF649.65251,1_ZNF684.127396,1_ZNF792.126375,1_ZNF79.7633,1_ZNF828.283489
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
