1_ABHD12.26090,1_ACADL.33,1_ACBD7.414149,1_ACO2.50,1_ACSM5.54988,1_ADAMTSL4.54507,1_ALDH3B1.221,1_ALDH8A1.64577,1_APH1B.83464,1_APOL1.8542,1_APRT.353,1_ATP5G1.516,1_ATP5G2.517,1_ATXN2L.11273,1_BCL2L12.83596,1_BCS1L.617,1_BTD.686,1_C11orf54.28970,1_C14orf167.55449,1_C16orf58.64755,1_C1orf126.200197,1_C1orf92.149499,1_C20orf24.55969,1_C3orf26.84319,1_C3orf47.339942,1_C8orf47.203111,1_C9orf110.100128385,1_CA5BP.340591,1_CACHD1.57685,1_CARD14.79092,1_CASP5.838,1_CCNF.899,1_CD14.929,1_CD300LB.124599,1_CDCA3.83461,1_CDRT15P.94158,1_CENPN.55839,1_CGRRF1.10668,1_CHI3L2.1117,1_CHRNG.1146,1_CIDEC.63924,1_COL4A4.1286,1_CPSF1.29894,1_CPXM2.119587,1_CRHBP.1393,1_CTDSPL.10217,1_CTXN1.404217,1_CUBN.8029,1_CYP3A4.1576,1_CYP3A7.1551,1_DACH2.117154,1_DAPK3.1613,1_DDX54.79039,1_DEFB104A.140596,1_DFFB.1677,1_DHFRL1.200895,1_DHH.50846,1_DKFZP434L187.26082,1_DKFZp686A1627.266695,1_DNAJC22.79962,1_DPP4.1803,1_DPP6.1804,1_DUS1L.64118,1_DUSP14.11072,1_DVL3.1857,1_ECHDC3.79746,1_ELN.2006,1_ELP3.55140,1_EXOSC1.51013,1_F2RL1.2150,1_FAM50A.9130,1_FAM71F2.346653,1_FGF23.8074,1_FUS.2521,1_G6PD.2539,1_GDA.9615,1_GDEP.118425,1_GIYD2.79008,1_GLTPD2.388323,1_GNAQ.2776,1_GPR144.347088,1_GPR84.53831,1_GTF2IRD1.9569,1_H2AFX.3014,1_HADHB.3032,1_HAMP.57817,1_HDLBP.3069,1_HELLS.3070,1_HFE2.148738,1_HHIPL2.79802,1_HIST1H4C.8364,1_HOMER3.9454,1_HOXA2.3199,1_HOXA3.3200,1_HPRT1.3251,1_HRNBP3.146713,1_HS6ST2.90161,1_HYAL1.3373,1_IGFN1.91156,1_IL1RN.3557,1_IL6ST.3572,1_IMP4.92856,1_KBTBD3.143879,1_KCNQ4.9132,1_KIAA0430.9665,1_KIF18A.81930,1_KRBA1.84626,1_L1CAM.3897,1_LCA5L.150082,1_LCTL.197021,1_LNX2.222484,1_LOC100132354.100132354,1_LOC100272228.100272228,1_LOC283050.283050,1_LOC283392.283392,1_LOC389791.389791,1_LOC400891.400891,1_LOC90784.90784,1_LYNX1.66004,1_LYPD3.27076,1_LYPD5.284348,1_MAD2L2.10459,1_MAPKSP1.8649,1_MAPRE2.10982,1_MAST4.375449,1_MEF2B.100271849,1_METT11D1.64745,1_MFSD6.54842,1_MICB.4277,1_MITF.4286,1_MOBKL2B.79817,1_MRC2.9902,1_MSRA.4482,1_MTMR10.54893,1_MUM1L1.139221,1_MYBPC3.4607,1_MYL3.4634,1_NADK.65220,1_NCRNA00107.283981,1_NEK6.10783,1_NEUROG3.50674,1_NFXL1.152518,1_NMT1.4836,1_NOP2.4839,1_NUPR1.26471,1_OBFC2B.79035,1_ODF2L.57489,1_OGT.8473,1_OLFML3.56944,1_OPA3.80207,1_OPCML.4978,1_OR52I1.390037,1_OSM.5008,1_PAFAH1B2.5049,1_PARP2.10038,1_PCNA.5111,1_PEX19.5824,1_PHF23.79142,1_PI4KAP1.728233,1_PLA2G2F.64600,1_PMAIP1.5366,1_PNMAL1.55228,1_POC5.134359,1_PPARG.5468,1_PPP2R2C.5522,1_PRDX6.9588,1_PRH1.5554,1_PRPF39.55015,1_PSMB7.5695,1_PSMD3.5709,1_PSMD7.5713,1_PTEN.5728,1_PTPRB.5787,1_RAB3IL1.5866,1_RAI2.10742,1_RECQL5.9400,1_RGS6.9628,1_RPL21P44.402176,1_RRP8.23378,1_SCAMP1.9522,1_SECISBP2L.9728,1_SERPINB4.6318,1_SFRS4.6429,1_SLC16A12.387700,1_SLC18A2.6571,1_SLC25A34.284723,1_SLC9A3R1.9368,1_SNIP1.79753,1_SNORA67.26781,1_SNORA72.26775,1_SPATA20.64847,1_SPC25.57405,1_SPG11.80208,1_SPOCD1.90853,1_SSTR1.6751,1_STAG3L1.54441,1_STON1.GTF2A1L.286749,1_SYNGAP1.8831,1_TANK.10010,1_TBC1D3G.654341,1_TBP.6908,1_TBX18.9096,1_TCTA.6988,1_TCTEX1D1.200132,1_TFE3.7030,1_TIMELESS.8914,1_TM4SF19.116211,1_TM4SF20.79853,1_TMEFF2.23671,1_TMEM206.55248,1_TMEM31.203562,1_TMEM81.388730,1_TMPRSS6.164656,1_TNS1.7145,1_TRIB1.10221,1_TRMT2A.27037,1_TSKU.25987,1_TTC30A.92104,1_TUBB2A.7280,1_TXNL4A.10907,1_UGT3A2.167127,1_UNK.85451,1_USP35.57558,1_VAC14.55697,1_VANGL1.81839,1_VAX1.11023,1_VWA5B1.127731,1_WBP2.23558,1_WBSCR16.81554,1_WDR48.57599,1_XYLB.9942,1_ZNF253.56242,1_ZNF598.90850,1_ZNF613.79898,1_ZNF805.390980
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
