0_ANXA3,0_ARHGAP23,0_CCT6B,0_CHAC1,0_CYFIP2,0_DEPDC1,0_DUSP14,0_ELOVL5,0_FLRT3,0_FNTA,0_IGF1R,0_INTS8,0_KIF18A,0_LRBA,0_MRPL9,0_MSTO1,0_NUDT5,0_RNF149,0_UROC1,0_VKORC1,0_XKR9,0_ZNF687
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0
