gen,0_ABCA3,0_ABHD10,0_ACADL,0_ACAP3,0_ACBD3,0_ACE2,0_ACOT1,0_ACOT9,0_ACSL6,0_ACSM2A,0_ACTG1,0_ACTN3,0_ACVRL1,0_ACY1,0_ACY3,0_ADAL,0_ADAM23,0_ADAM33,0_ADAMTSL2,0_ADCY2,0_ADCY4,0_ADD1,0_ADH5,0_ADK,0_AFF3,0_AFF4,0_AFM,0_AFTPH,0_AGA,0_AHDC1,0_AHNAK2,0_AHR,0_AIP,0_AKAP13,0_AKAP9,0_AKR1A1,0_AKR1C1,0_AKR1C3,0_ALB,0_ALDH1A1,0_ALDH1A2,0_ALDH1L2,0_ALDH3B2,0_ALDH4A1,0_ALDH7A1,0_ALG1,0_ALG1L2,0_ALG9,0_ALKBH8,0_ALOX5,0_AMBP,0_AMT,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKRD46,0_ANLN,0_ANP32A,0_ANP32B,0_ANXA13,0_ANXA4,0_ANXA7,0_AP3B1,0_AP3M2,0_AP4S1,0_APBA3,0_APPL2,0_ARFGEF2,0_ARHGAP18,0_ARHGAP23,0_ARHGEF7,0_ARID5A,0_ARL13B,0_ARMCX1,0_ARNT,0_ARPC5L,0_ARRB1,0_ARRDC4,0_ARSD,0_ASCC2,0_ATG3,0_ATN1,0_ATP10D,0_ATP11A,0_ATP13A1,0_ATP1A1,0_ATP1B3,0_ATP2A3,0_ATP6AP1,0_ATP6AP2,0_ATP6V1B1,0_ATP8B1,0_ATRIP,0_ATXN1,0_AUTS2,0_B3GALT4,0_B4GALNT1,0_B4GALT7,0_BAALC,0_BAG1,0_BAHCC1,0_BANF1,0_BAP1,0_BAX,0_BBC3,0_BBOX1,0_BCAR3,0_BCL7A,0_BCL7B,0_BCS1L,0_BDH2,0_BHMT2,0_BIK,0_BIN1,0_BIRC5,0_BIRC6,0_BMPR2,0_BPHL,0_BRD3,0_BST2,0_BTG3,0_C11orf45,0_C11orf54,0_C1D,0_C1orf116,0_C2orf69,0_C4BPA,0_C4orf3,0_C5orf22,0_C5orf34,0_C6orf118,0_C8G,0_C9orf78,0_CA9,0_CABIN1,0_CACNA1H,0_CALM2,0_CALU,0_CAMK4,0_CAMLG,0_CAND2,0_CANT1,0_CAPN10,0_CAPZA1,0_CASP10,0_CASP2,0_CAV1,0_CAV2,0_CBFA2T2,0_CBLC,0_CBWD6,0_CBX7,0_CC2D1A,0_CCDC114,0_CCDC127,0_CCDC134,0_CCDC28A,0_CCDC50,0_CCDC88B,0_CCDC96,0_CCNJL,0_CCNT2,0_CCS,0_CD300C,0_CD86,0_CDC14A,0_CDC16,0_CDC34,0_CDC42BPB,0_CDC42EP2,0_CDCA5,0_CDH11,0_CDH6,0_CDK1,0_CDK14,0_CDKN2A,0_CDR2L,0_CEBPB,0_CELSR3,0_CEMP1,0_CENPA,0_CEP350,0_CEP68,0_CEP72,0_CES3,0_CFDP1,0_CHAC1,0_CHCHD10,0_CHCHD6,0_CHD4,0_CHEK2,0_CHI3L2,0_CHP2,0_CHRDL1,0_CHST11,0_CHURC1,0_CLCN6,0_CLCN7,0_CLDN2,0_CLDN4,0_CLDN8,0_CLIC3,0_CLIC4,0_CLIP1,0_CLK2,0_CLP1,0_CLPB,0_CLPTM1L,0_CMC1,0_CMPK2,0_CMTM1,0_CNNM3,0_CNTN2,0_CNTN5,0_COASY,0_COMT,0_COQ7,0_COQ9,0_COX19,0_COX4I1,0_CP,0_CPNE1,0_CPNE5,0_CRAT,0_CREBBP,0_CRHBP,0_CRISPLD2,0_CRP,0_CRY1,0_CRY2,0_CRYL1,0_CSNK1E,0_CSTF1,0_CTAGE1,0_CTAGE4,0_CTBS,0_CTNNA2,0_CTNND1,0_CTTN,0_CUL5,0_CX3CR1,0_CYB5B,0_CYCS,0_CYP1B1,0_DAAM2,0_DBNDD2,0_DCAF12L1,0_DCAF4,0_DCHS1,0_DCLK1,0_DCP1A,0_DCUN1D3,0_DCUN1D5,0_DDAH1,0_DDB1,0_DDR1,0_DDX11,0_DDX43,0_DDX59,0_DENR,0_DERL3,0_DFFA,0_DGCR8,0_DGKG,0_DHCR7,0_DHRS7,0_DHX36,0_DIAPH2,0_DIP2B,0_DKC1,0_DLG1,0_DLX5,0_DMAP1,0_DMGDH,0_DNAJA1,0_DNAJA2,0_DNAJB2,0_DNASE1L3,0_DNM1L,0_DOK4,0_DPAGT1,0_DPPA4,0_DPYSL4,0_DSC1,0_DSG2,0_DTNA,0_DUS4L,0_DUSP19,0_DUSP6,0_DUSP8,0_DYM,0_DYNC1LI1,0_DYNC2LI1,0_DZIP1L,0_E4F1,0_EBAG9,0_ECD,0_EDIL3,0_EEF1B2,0_EEF2,0_EFCAB2,0_EFNB2,0_EGFL7,0_EHBP1,0_EHMT1,0_EIF2B3,0_EIF3D,0_EIF3F,0_EIF4H,0_ELF3,0_ELMO3,0_ELP4,0_EMCN,0_EME1,0_ENHO,0_ENO2,0_ENO3,0_ENOSF1,0_ENPEP,0_ENPP2,0_ENTPD4,0_EP400,0_EPB41L2,0_EPB41L3,0_EPHX2,0_EPPK1,0_EPS8,0_ERAL1,0_ERC1,0_ERN2,0_ESD,0_ETV5,0_EVI5L,0_EXOC4,0_EXOC5,0_EXOC7,0_EXOSC1,0_EYA4,0_F11R,0_FABP7,0_FADS1,0_FAM104A,0_FAM114A2,0_FAM118B,0_FAM13C,0_FAM199X,0_FAM20A,0_FAM53B,0_FAM89A,0_FAM98B,0_FAS,0_FASTKD5,0_FAT4,0_FBXL14,0_FBXL4,0_FBXL5,0_FBXO21,0_FBXW9,0_FCAR,0_FCN3,0_FECH,0_FGB,0_FGF2,0_FGR,0_FIP1L1,0_FKBP3,0_FLOT1,0_FLT4,0_FLVCR1,0_FMO4,0_FNIP2,0_FNTA,0_FOXP4,0_FSTL3,0_FUZ,0_FXN,0_FZD7,0_G6PC,0_G6PD,0_GALNT3,0_GAPDH,0_GAS2L1,0_GATAD2A,0_GBP1,0_GBP2,0_GBP3,0_GBP5,0_GCDH,0_GCH1,0_GCLC,0_GCSH,0_GEMIN6,0_GGH,0_GGT7,0_GIMAP8,0_GLA,0_GLG1,0_GLOD5,0_GLRX5,0_GLS,0_GLT8D1,0_GLYAT,0_GLYCTK,0_GLYR1,0_GNAT1,0_GNB1L,0_GNPTG,0_GPATCH1,0_GPIHBP1,0_GPR183,0_GPRIN2,0_GPS2,0_GPX3,0_GPX4,0_GRAMD1C,0_GRB7,0_GREM2,0_GRPEL2,0_GRTP1,0_GSR,0_GSS,0_GSTA1,0_GSTA4,0_GTF2E1,0_GTF2H1,0_GTF3C1,0_GTF3C5,0_GTF3C6,0_HAL,0_HARS2,0_HAUS5,0_HCFC2,0_HCRTR1,0_HDAC10,0_HDAC5,0_HECTD3,0_HEXA,0_HGF,0_HGSNAT,0_HHAT,0_HINT2,0_HIP1,0_HIPK2,0_HIVEP1,0_HIVEP3,0_HK1,0_HLA-DRB5,0_HMGB1,0_HMGB2,0_HMGCR,0_HMGN1,0_HMGN3,0_HNF1B,0_HNRNPL,0_HNRNPU,0_HNRNPUL1,0_HOXC13,0_HPCA,0_HPCAL1,0_HPR,0_HPS1,0_HPS3,0_HSD17B12,0_HSD17B14,0_HSD17B6,0_HSPA12A,0_HSPA6,0_HSPA9,0_HSPG2,0_HTN1,0_HUNK,0_HUS1,0_IAH1,0_ICA1,0_ID3,0_IDH3G,0_IDUA,0_IER3IP1,0_IFNG,0_IFT20,0_IFT57,0_IGBP1,0_IGFBP7,0_IKBIP,0_IKBKB,0_IMPA1,0_INF2,0_INPP4B,0_INPPL1,0_IQCE,0_IRF2BP2,0_ISG15,0_ITGB3,0_ITGB8,0_ITM2B,0_ITPR3,0_JAK1,0_JTB,0_JUN,0_KALRN,0_KANK2,0_KATNAL2,0_KBTBD8,0_KCNA5,0_KCNE4,0_KCNK10,0_KCNQ5,0_KCTD13,0_KCTD16,0_KCTD18,0_KDM2A,0_KHDRBS2,0_KHK,0_KIAA1614,0_KIAA1671,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF4A,0_KIF7,0_KISS1R,0_KLHDC10,0_KLHDC8B,0_KLHL32,0_KRT19,0_LACTB,0_LASP1,0_LBP,0_LCMT2,0_LDB2,0_LFNG,0_LGALS9,0_LGI4,0_LIG1,0_LIMA1,0_LIMD1,0_LIN54,0_LINGO2,0_LIPT2,0_LMNB2,0_LMO7,0_LNX2,0_LOXL2,0_LPAR5,0_LPCAT1,0_LRCH2,0_LRP2,0_LRRC28,0_LRRFIP1,0_LRRN3,0_LSM6,0_LTBP4,0_LUZP1,0_LXN,0_LY86,0_LYSMD2,0_MACC1,0_MAF,0_MAGEA4,0_MAGOH,0_MAML2,0_MANBA,0_MAP3K1,0_MAP3K11,0_MAP3K7,0_MAP3K8,0_MAP3K9,0_MAP4K2,0_MAT2A,0_MCC,0_MCM7,0_MDH1B,0_MECOM,0_MED12,0_MED4,0_MFNG,0_MGAM,0_MGST1,0_MICAL3,0_MICALL1,0_MIER1,0_MIPOL1,0_MKI67,0_MKKS,0_MKLN1,0_MLLT1,0_MPI,0_MPV17L,0_MPZL1,0_MRI1,0_MRPL10,0_MRPL12,0_MRPL16,0_MRPL3,0_MRPL33,0_MRPS2,0_MRPS9,0_MT1E,0_MTHFR,0_MTO1,0_MTR,0_MUS81,0_MX1,0_MXI1,0_MYCBP,0_MYEF2,0_MYL6,0_MYO18A,0_MYO19,0_MYO1B,0_MYO1E,0_MYO5B,0_MYOF,0_MYOM2,0_N4BP1,0_N4BP2L1,0_NARS2,0_NASP,0_NCBP1,0_NCL,0_NCOR2,0_NCSTN,0_NDRG1,0_NDUFA2,0_NDUFA3,0_NDUFA4L2,0_NDUFA7,0_NDUFA9,0_NDUFB11,0_NDUFB6,0_NDUFS3,0_NECAB3,0_NEK8,0_NFE2,0_NFIA,0_NFIL3,0_NFKB2,0_NGB,0_NHEJ1,0_NIT1,0_NKX2-2,0_NLGN1,0_NMT1,0_NMT2,0_NOB1,0_NOLC1,0_NOMO1,0_NOP16,0_NOSTRIN,0_NOTCH1,0_NPC2,0_NPEPL1,0_NPLOC4,0_NPTN,0_NRBP1,0_NRP2,0_NSDHL,0_NSUN6,0_NTN1,0_NTRK3,0_NUB1,0_NUDT15,0_NUDT17,0_NUDT8,0_OGFOD1,0_OGFR,0_ONECUT2,0_ORM1,0_OSBPL1A,0_OSGIN2,0_OTP,0_P4HA1,0_PACS1,0_PACSIN2,0_PADI1,0_PAFAH2,0_PAIP2,0_PAK1,0_PARL,0_PAWR,0_PAX9,0_PBLD,0_PBX2,0_PCBP3,0_PCCA,0_PCDH10,0_PCDHB4,0_PCDHB5,0_PCDHB7,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGA6,0_PCDHGB2,0_PCDHGC4,0_PCYOX1,0_PCYT1A,0_PDAP1,0_PDCD5,0_PDCD7,0_PDE10A,0_PDE3A,0_PDE5A,0_PDE9A,0_PDGFA,0_PDIA3,0_PDK1,0_PDZK1IP1,0_PEA15,0_PECR,0_PEX26,0_PEX6,0_PFDN1,0_PFKM,0_PGLYRP2,0_PGP,0_PGRMC2,0_PGS1,0_PHACTR4,0_PI4KA,0_PIAS2,0_PID1,0_PIF1,0_PIGH,0_PIGR,0_PIGS,0_PIK3CB,0_PIK3R6,0_PIN4,0_PIP5K1A,0_PIR,0_PIWIL4,0_PKIB,0_PKN1,0_PKP4,0_PLA2G4C,0_PLA2G6,0_PLAU,0_PLCD3,0_PLCE1,0_PLD1,0_PLD6,0_PLEKHA2,0_PLEKHG3,0_PLK1,0_PLS3,0_PNCK,0_PNKD,0_PNPT1,0_POF1B,0_POLD1,0_POLE4,0_POLR2E,0_POLR3D,0_PON1,0_PON2,0_POU2F1,0_POU2F2,0_PPIH,0_PPIL3,0_PPM1E,0_PPM1G,0_PPM1K,0_PPP1R10,0_PPP1R11,0_PPP1R9A,0_PPP2CB,0_PPP2R2A,0_PPP2R2B,0_PPP2R3C,0_PPP2R5A,0_PPP4C,0_PRAM1,0_PROC,0_PRODH2,0_PRPF19,0_PRR12,0_PRR16,0_PSAP,0_PSMA3,0_PSMB6,0_PSMB9,0_PSMC5,0_PTEN,0_PTGES2,0_PTGR1,0_PTMA,0_PTPN23,0_PTRH2,0_PXMP4,0_PYCR1,0_PZP,0_QPCT,0_QPRT,0_RAB14,0_RAB23,0_RAB32,0_RAB34,0_RABGAP1,0_RAD50,0_RADIL,0_RALA,0_RALGDS,0_RALY,0_RANBP3L,0_RAP1GAP2,0_RAP1GDS1,0_RASAL1,0_RAVER1,0_RAVER2,0_RBM17,0_RBM22,0_RBM34,0_RBM4,0_RBM45,0_RBM5,0_RBM6,0_RBM7,0_RBP7,0_RBPMS,0_RCC1,0_RELA,0_RELL1,0_REM1,0_REN,0_RFC1,0_RFC5,0_RFXANK,0_RGPD4,0_RGS7BP,0_RHPN1,0_RIC8B,0_RIN2,0_RMND1,0_RNASE3,0_RNASEH2C,0_RNASET2,0_RNF13,0_RNF14,0_RNF149,0_RNF17,0_RNF180,0_RNF19A,0_RNF216,0_RNF220,0_RNF7,0_RNPEP,0_ROCK1,0_RPAP1,0_RPL10L,0_RPL12,0_RPL21,0_RPL23,0_RPL27,0_RPL9,0_RPP25,0_RPRD1B,0_RPS15A,0_RPS4Y2,0_RPS6,0_RPS6KL1,0_RPUSD1,0_RRAGD,0_RSAD2,0_RSBN1,0_RSRC2,0_RUFY2,0_RUNX1,0_RUVBL1,0_SAAL1,0_SACM1L,0_SAE1,0_SAMM50,0_SAP30L,0_SCAI,0_SCAMP2,0_SCARB2,0_SCCPDH,0_SCYL3,0_SDCBP2,0_SDCCAG8,0_SDR16C5,0_SEC24D,0_SEC31A,0_SEMA5A,0_SEPHS1,0_SERPINA3,0_SERPINA4,0_SERPINA5,0_SERPINA7,0_SERPINB5,0_SERPINF2,0_SET,0_SF3B2,0_SFPQ,0_SFRP1,0_SGPP1,0_SGSM1,0_SGSM3,0_SH3BP2,0_SH3RF1,0_SHMT1,0_SIAH1,0_SIRPA,0_SIRT6,0_SLC13A3,0_SLC16A1,0_SLC22A11,0_SLC25A23,0_SLC25A36,0_SLC25A4,0_SLC26A2,0_SLC26A6,0_SLC35E1,0_SLC37A4,0_SLC39A6,0_SLC39A9,0_SLC41A3,0_SLC43A2,0_SLC7A5,0_SLC9A7,0_SLMAP,0_SMARCB1,0_SMARCD1,0_SMPD3,0_SNAI1,0_SNAI2,0_SNAP29,0_SNAP47,0_SNAPIN,0_SNF8,0_SNIP1,0_SNN,0_SNRPA1,0_SNRPB,0_SNX15,0_SOCS1,0_SOCS2,0_SORCS1,0_SP1,0_SP100,0_SPAG5,0_SPEN,0_SPINT2,0_SPRY1,0_SPRY4,0_SPTY2D1,0_SQLE,0_SREBF2,0_SRPX2,0_SRR,0_SS18L1,0_ST3GAL2,0_ST8SIA1,0_ST8SIA2,0_STAM2,0_STARD13,0_STK36,0_STK38,0_STOM,0_STRADB,0_STX12,0_STX3,0_STXBP4,0_SUCLG2,0_SUDS3,0_SUMO1,0_SUMO3,0_SUPT16H,0_SYNGR1,0_SYNGR3,0_SYS1,0_SYTL1,0_TACC1,0_TADA2B,0_TAF5,0_TATDN2,0_TBC1D1,0_TBC1D14,0_TBC1D9B,0_TBL1XR1,0_TC2N,0_TCEA1,0_TCOF1,0_TCP1,0_TDRKH,0_TF,0_TFB1M,0_TFG,0_TFPT,0_TFRC,0_THBS2,0_THEM4,0_THOC3,0_THRSP,0_TIMM8A,0_TIPRL,0_TLR3,0_TM2D1,0_TM4SF18,0_TMCC3,0_TMCO1,0_TMEM109,0_TMEM132E,0_TMEM159,0_TMEM223,0_TMEM43,0_TMEM50B,0_TMEM59,0_TMEM59L,0_TMEM87B,0_TMEM8B,0_TMUB1,0_TNFAIP3,0_TNFRSF10B,0_TNFSF13B,0_TNRC6B,0_TOE1,0_TOMM6,0_TP53RK,0_TPPP,0_TRAFD1,0_TRAPPC2,0_TRAPPC3,0_TRIAP1,0_TRIB3,0_TRIM17,0_TRIM23,0_TRIM25,0_TRIM28,0_TRIM35,0_TRIM65,0_TRIM69,0_TRIO,0_TRIOBP,0_TRIP10,0_TSC22D2,0_TSPAN17,0_TTC32,0_TTF1,0_TTLL7,0_TUBA1B,0_TUBA1C,0_TUBG2,0_TUFM,0_TUFT1,0_TUSC3,0_TWF1,0_TXNDC11,0_TXNDC5,0_TXNRD1,0_UBA5,0_UBASH3B,0_UBE2C,0_UBE2D4,0_UBE2N,0_UBE2Z,0_UBN1,0_UBR4,0_UCHL3,0_UNC5CL,0_UPK1B,0_UPK3B,0_UROC1,0_USP13,0_USP25,0_USP32,0_USP48,0_VARS2,0_VCP,0_VHL,0_VIM,0_VPS11,0_VPS37C,0_VPS53,0_VWA5B2,0_VWF,0_WARS2,0_WASF2,0_WASL,0_WDFY1,0_WDR19,0_WDR61,0_WDR7,0_WIPF2,0_WIPI1,0_WNK4,0_WSB1,0_WSCD2,0_XKR9,0_XPC,0_XRCC1,0_XRCC6,0_YME1L1,0_YTHDF2,0_YWHAE,0_ZBTB1,0_ZBTB20,0_ZBTB8OS,0_ZDHHC15,0_ZDHHC24,0_ZDHHC3,0_ZDHHC6,0_ZFAND5,0_ZFR,0_ZHX2,0_ZIC1,0_ZMYND19,0_ZMYND8,0_ZNF131,0_ZNF154,0_ZNF217,0_ZNF268,0_ZNF280C,0_ZNF436,0_ZNF559,0_ZNF579,0_ZNF598,0_ZNF830,0_ZSCAN12,0_ZSCAN29
0,0,0,69,0,0,79,0,0,22,5,16,0,0,0,0,2,0,69,0,89,0,0,0,1,0,0,0,0,3,0,0,6,0,0,0,0,21,15,0,0,10,61,31,0,68,0,61,26,0,0,0,0,11,71,28,7,0,0,0,12,27,0,0,9,2,59,126,0,0,0,13,0,0,85,0,0,0,11,8,0,0,0,0,0,0,3,14,0,0,48,7,11,0,0,23,0,0,0,0,0,0,0,0,6,0,137,6,0,4,0,0,0,8,0,0,0,0,0,9,6,8,0,0,0,0,0,5,12,6,11,48,0,0,6,11,0,0,0,130,0,2,1,0,0,0,0,0,11,0,0,13,0,0,3,1,13,0,0,0,6,0,0,18,0,0,0,0,4,0,0,0,0,22,0,0,90,12,0,0,0,0,0,0,15,60,0,102,0,51,0,7,38,29,9,6,4,0,0,42,4,3,54,0,0,0,0,12,0,0,18,4,0,49,57,0,0,0,0,0,0,0,0,49,0,0,31,2,161,0,0,0,43,0,0,14,0,14,0,0,0,27,0,0,0,61,0,59,27,0,87,0,6,0,0,0,0,35,5,4,0,0,15,0,0,27,13,0,0,0,12,0,0,0,0,0,0,0,104,0,11,0,3,15,0,0,8,0,0,24,0,0,0,0,0,0,0,8,3,0,0,49,47,40,11,48,0,0,0,5,3,30,0,0,76,32,0,0,0,0,0,0,0,0,8,1,1,19,0,0,15,0,8,0,5,0,0,0,94,0,5,0,23,20,10,0,0,37,0,0,0,2,0,0,1,0,0,0,0,0,30,44,18,9,0,0,0,0,19,0,2,0,16,10,0,0,15,0,28,26,28,0,14,4,109,0,0,1,0,0,22,0,0,0,0,43,0,0,22,7,50,0,0,7,0,5,25,0,0,2,6,5,0,28,3,0,0,105,33,24,0,0,25,17,0,22,3,0,0,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,41,0,31,14,0,3,0,0,0,28,22,39,19,0,33,0,1,170,13,0,0,0,41,0,5,0,0,1,35,0,6,37,0,12,0,10,0,0,27,0,0,0,0,0,40,46,0,0,0,1,0,0,0,0,24,0,0,16,1,6,0,201,0,0,59,0,7,0,0,228,0,0,0,43,0,13,0,0,0,0,22,0,0,0,0,58,0,4,0,0,0,39,0,0,0,0,0,0,164,44,68,8,15,38,31,0,5,0,0,70,33,250,0,0,10,6,0,0,9,0,15,0,0,0,0,0,0,19,1,23,34,23,0,0,42,0,32,0,8,30,156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,13,32,0,7,0,0,0,0,24,32,0,0,42,0,0,0,0,0,10,0,0,0,0,0,44,4,0,33,32,0,0,0,0,40,0,2,22,0,0,0,0,0,0,0,0,37,125,0,5,0,0,0,0,104,8,0,0,84,0,2,0,8,0,0,0,3,0,59,0,0,0,0,8,9,0,6,109,17,56,0,27,16,21,25,2,0,6,0,49,0,0,16,0,0,28,60,0,2,0,5,0,1,118,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,100,24,0,12,0,0,0,33,4,0,21,0,0,0,0,0,0,1,63,11,1,0,0,29,55,4,15,2,0,17,0,0,0,0,43,0,27,0,0,0,0,165,3,0,3,0,0,0,0,0,0,14,11,0,0,21,8,0,0,4,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,215,7,0,0,51,0,0,0,0,0,0,0,4,6,0,31,0,0,93,0,0,0,26,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,0,0,28,2,0,13,0,4,0,11,6,0,68,26,0,0,10,73,0,0,0,0,0,0,0,0,0,0,0,67,0,35,11,15,0,0,0,0,0,3,0,0,0,0,13,0,0,0,13,0,0,0,0,22,0,0,0,0,0,0,3,1,19,0,56,0,1,219,0,0,0,0,0,26,0,18,0,0,0,0,0,2,0,0,0,13,9,8,0,0,0,0,0,10,0,0,162,0,37,0,0,8,0,28,5,12,0,0,0,0,0,0,8,0,0,0,3,60,29,16,5,13,1,0,0,19,9,0,0,114,41,0,0,0,0,34,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,0,14,14,0,14,0,119,0,4,0,0,0,10,6,2,0,0,13,0,0,53,8,0,0,1,61,0,0,6,0,34,0,5,0,0,1,177,10,4,0,0,0,2,0,0,0,0,0,0,1,0,5,0,7,0,0,0,0,0,0,0,0,161,0,43,0,8,0,0,17,17,0,0,0,0,3,5,0,0,20,5,0,0,0,0,17,4,62,89,0,0,0,0,0,0
100,0,4,0,1,1,11,4,2,0,0,8,0,2,1,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,44,0,0,0,1,1,1,0,0,0,0,0,0,2,3,0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,4,0,0,0,14,0,0,0,0,0,1,0,3,0,2,0,7,4,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,68,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,30,0,0,0,3,0,0,3,0,5,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,242,0,0,0,2,0,0,1,0,0,2,0,0,0,0,6,0,0,0,1,3,14,1,0,0,1,0,0,16,1,0,1,0,0,0,0,24,0,0,2,0,136,0,1,0,0,0,0,0,4,3,0,2,0,0,0,3,0,1,0,1,0,11,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,3,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,1,0,3,43,0,0,1,0,0,0,0,3,0,0,6,0,0,0,0,0,0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,13,0,0,0,0,68,0,2,0,0,2,0,0,1,0,0,44,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,1,0,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,1,0,0,47,0,13,0,1,0,0,0,12,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,4,314,4,0,0,0,0,0,0,1,1,0,0,0,0,5,0,45,1,0,0,10,0,0,4,0,0,2,1,1,332,0,100,18,0,0,0,14,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,23,0,12,0,0,1,0,0,42,2,0,1,9,1,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,0,0,0,171,0,0,0,0,0,23,0,2,0,0,0,0,0,3,0,33,4,0,0,1,0,0,0,0,12,13,0,0,0,4,0,1,0,149,0,0,3,0,0,0,3,0,0,0,0,1,0,10,1,0,0,1,0,2,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,6,0,0,51,1,5,2,1,1,6,55,1,5,0,6,0,0,0,2,5,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,2,0,0,0,0,1,0,3,6,0,0,0,1,1,0,27,0,4,1,0,0,25,0,1,0,0,1,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,71,17,0,0,0,0,1,11,1,0,0,0,1,0,0,1,0,82,0,28,1,0,0,0,0,1,1,0,55,2,0,0,0,1,5,0,0,1,0,0,1,24,1,2,10,1,0,1,0,0,0,0,0,0,0,142,0,0,0,0,0,45,0,3,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,77,1,0,0,1,130,0,0,4,0,0,0,34,28,0,0,1,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,12,0,2,0,0,15,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,4,0,0,178,0,109,0,0,1,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,156,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0
