gen,0_ABCB6,0_ABCB8,0_ABCC10,0_ABHD10,0_ABHD14B,0_ABLIM3,0_ACAA1,0_ACAD8,0_ACAT1,0_ACAT2,0_ACMSD,0_ACSL4,0_ACSM2A,0_ACTN3,0_ADAM33,0_ADCY3,0_ADCY6,0_ADM,0_ADRB1,0_AEBP1,0_AFF3,0_AFTPH,0_AGRN,0_AGTPBP1,0_AHCY,0_AHR,0_AIMP1,0_AK3,0_AKAP7,0_AKR1C3,0_AKR1E2,0_ALDH1A1,0_ALDH1A2,0_ALDH1B1,0_ALDH1L2,0_ALDH7A1,0_ALG10B,0_ALG9,0_ALKBH1,0_ALKBH2,0_ALKBH3,0_ALKBH7,0_ALOX5,0_ANAPC10,0_ANAPC11,0_ANAPC5,0_ANGPTL4,0_ANK3,0_ANKRD49,0_ANP32A,0_ANXA9,0_AP3M2,0_APBA3,0_APOD,0_APOO,0_APPL2,0_ARFGEF2,0_ARHGAP12,0_ARHGAP24,0_ARID1A,0_ARL10,0_ARL5B,0_ARMC10,0_ARMC8,0_ARMC9,0_ARMCX1,0_ARSK,0_ASAP2,0_ASPA,0_ASPSCR1,0_ATAD3B,0_ATG4D,0_ATG7,0_ATP13A1,0_ATP6V0A1,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1D,0_ATXN10,0_B2M,0_B3GNTL1,0_B4GALNT1,0_BAG3,0_BAHCC1,0_BAIAP2L2,0_BAP1,0_BCL2L10,0_BCL2L14,0_BCL7A,0_BCL9,0_BEX2,0_BHMT2,0_BIRC5,0_BLM,0_BLMH,0_BNIP1,0_BRAF,0_BRMS1,0_BTG3,0_BTN2A1,0_BUD13,0_BUD31,0_C18orf25,0_C1orf116,0_C1orf174,0_C1orf54,0_C1QBP,0_C2CD3,0_C2orf74,0_C5orf22,0_C5orf24,0_C5orf34,0_C5orf46,0_C6orf118,0_C8G,0_C9orf40,0_CA9,0_CAB39,0_CACNA1C,0_CACNA1H,0_CALM2,0_CAND2,0_CARD10,0_CARD11,0_CASP4,0_CBWD3,0_CC2D1A,0_CCDC102B,0_CCDC125,0_CCDC152,0_CCDC159,0_CCDC28A,0_CCDC43,0_CCDC57,0_CCDC58,0_CCL4,0_CCT3,0_CD86,0_CDC16,0_CDC20,0_CDC42BPB,0_CDH1,0_CDH23,0_CDK11A,0_CDK18,0_CDK9,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CECR2,0_CELSR3,0_CENPV,0_CEP350,0_CEP55,0_CES3,0_CFB,0_CFHR1,0_CFL2,0_CHAF1A,0_CHCHD6,0_CHD9,0_CHDH,0_CHKA,0_CHRDL1,0_CHRM3,0_CHST10,0_CHST6,0_CISH,0_CITED1,0_CLDN2,0_CLDN4,0_CLDN8,0_CLEC4C,0_CLIP1,0_CLOCK,0_CLPB,0_CLPP,0_CLPTM1,0_CLTCL1,0_CMIP,0_CMTM3,0_CMTM4,0_CNN3,0_CNPY2,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COG1,0_COL4A1,0_COMMD3,0_COPA,0_COQ2,0_COQ4,0_CORO1B,0_COX17,0_COX18,0_COX4I1,0_CP,0_CPM,0_CPNE5,0_CRBN,0_CREB3L1,0_CREBBP,0_CRHBP,0_CRISPLD2,0_CRP,0_CSGALNACT2,0_CSNK1E,0_CTAGE9,0_CTBP1,0_CTBS,0_CTPS2,0_CTSC,0_CTSO,0_CUBN,0_CUTC,0_CWC22,0_CWC27,0_CX3CR1,0_CYB561D2,0_CYP27A1,0_DAAM2,0_DBF4B,0_DCAF8,0_DCBLD2,0_DCPS,0_DCTN2,0_DDR1,0_DDX11,0_DDX19B,0_DDX43,0_DDX55,0_DEDD,0_DENND4C,0_DEPDC1B,0_DHRS3,0_DIABLO,0_DIRAS3,0_DIS3,0_DIS3L,0_DMXL2,0_DNAJB1,0_DNAJB6,0_DNAJC10,0_DNAJC19,0_DNASE1L3,0_DOCK1,0_DOK1,0_DOK4,0_DPEP2,0_DPF2,0_DPPA4,0_DPYSL3,0_DPYSL4,0_DSTYK,0_DTNBP1,0_DTYMK,0_DUSP10,0_DUT,0_DYM,0_DYNLRB1,0_DYRK1A,0_DYRK2,0_ECE1,0_EDN1,0_EFCAB2,0_EFNB2,0_EFR3A,0_EHHADH,0_EHMT1,0_EI24,0_EIF2AK4,0_EIF3D,0_EIF3E,0_EIF3H,0_EIF4ENIF1,0_ELAVL1,0_EME1,0_ENDOD1,0_ENHO,0_ENPP2,0_ENPP3,0_ENPP5,0_ENTPD2,0_ENTPD4,0_ENTPD6,0_EP400,0_EPHA3,0_EPHA7,0_EPPK1,0_EPS8,0_ERAL1,0_ERCC1,0_ERCC6L,0_ERLIN1,0_ESRRA,0_ETNK2,0_ETV5,0_EVI5L,0_EXOC4,0_EXOSC3,0_EXOSC4,0_EZH1,0_EZH2,0_EZR,0_F11R,0_F2RL1,0_FABP7,0_FADS1,0_FAF2,0_FAM107B,0_FAM114A2,0_FAM118B,0_FAM120AOS,0_FAM13C,0_FAM172A,0_FAM20A,0_FAM53C,0_FAM8A1,0_FAS,0_FASTKD1,0_FAT4,0_FBXL14,0_FBXL5,0_FBXO38,0_FBXW7,0_FCN3,0_FECH,0_FGB,0_FGD4,0_FGD6,0_FGF2,0_FGF9,0_FGG,0_FIP1L1,0_FKBP15,0_FKBP5,0_FLAD1,0_FLOT1,0_FLRT3,0_FLVCR1,0_FN3KRP,0_FOSL2,0_FOXP2,0_FRG1,0_FTL,0_FUZ,0_FXYD2,0_FZD1,0_FZD4,0_FZD6,0_FZD8,0_G3BP1,0_G6PC,0_GAB2,0_GABRG3,0_GALNT12,0_GALNT2,0_GALNT3,0_GALNT5,0_GALNT7,0_GAR1,0_GATAD2B,0_GEN1,0_GGA2,0_GGH,0_GGTLC1,0_GGTLC2,0_GJA4,0_GK5,0_GLB1L,0_GLOD5,0_GLRX5,0_GLT8D2,0_GLUD1,0_GMDS,0_GNAI1,0_GNPTG,0_GNRH1,0_GOLGB1,0_GOLM1,0_GPATCH1,0_GPR143,0_GPRASP1,0_GPX3,0_GREM2,0_GRIK1,0_GRK6,0_GRPEL2,0_GRTP1,0_GSK3A,0_GSTA1,0_GSTA2,0_GSTA4,0_GSTCD,0_GTPBP2,0_GTPBP3,0_HAAO,0_HADHA,0_HAL,0_HAUS5,0_HCRTR1,0_HDAC10,0_HDAC4,0_HDHD2,0_HDHD3,0_HGD,0_HINT3,0_HLA-DQA1,0_HMG20A,0_HMGA2,0_HMGN2,0_HMGXB4,0_HNRNPC,0_HOXD4,0_HPCAL1,0_HPRT1,0_HPS4,0_HSD17B10,0_HSD17B11,0_HSD17B4,0_HSD17B6,0_HSD17B8,0_HSPA12A,0_HSPB8,0_HSPG2,0_HTATSF1,0_HTN1,0_HTRA4,0_ICA1,0_ICAM1,0_IDI1,0_IDUA,0_IFNB1,0_IFRD1,0_IFT74,0_IL15,0_IL23A,0_ILVBL,0_INPP5B,0_INTS8,0_IRS2,0_ISCU,0_ITGB3,0_ITIH5,0_ITPA,0_ITPR3,0_JAG2,0_JAK1,0_JUN,0_KANK1,0_KANK2,0_KATNB1,0_KCNE4,0_KCNJ1,0_KCNK1,0_KCTD16,0_KHDRBS2,0_KIAA0319L,0_KIAA1755,0_KIF18A,0_KIF21A,0_KIF26B,0_KIF7,0_KIFAP3,0_KLC2,0_KLHDC10,0_KLHL8,0_KLK5,0_KLRB1,0_KRBA1,0_LAMB1,0_LAMB2,0_LAMP1,0_LAPTM4A,0_LAPTM5,0_LARP4,0_LCOR,0_LEO1,0_LETM1,0_LGALS8,0_LGI4,0_LGR5,0_LIMD1,0_LIMK2,0_LIN54,0_LIPT2,0_LMAN2L,0_LOXL2,0_LPIN1,0_LRP6,0_LRRC24,0_LRRC28,0_LRRC3B,0_LRRC59,0_LRRC61,0_LRRFIP1,0_LRRN3,0_LRRN4CL,0_LTBP4,0_LYPD6,0_LYRM7,0_LZTS2,0_MAD1L1,0_MAEA,0_MAGEA4,0_MAN1B1,0_MAOA,0_MAP3K1,0_MAP3K12,0_MAP3K6,0_MAP4K2,0_MAPK8,0_MBIP,0_MCM3,0_MCM7,0_MCM9,0_MCRS1,0_MECOM,0_MECP2,0_MED25,0_MED27,0_MED4,0_MEP1A,0_METAP1,0_METRN,0_METTL7B,0_MFGE8,0_MFN1,0_MGAM,0_MGAT3,0_MGST1,0_MICAL3,0_MID1,0_MIPOL1,0_MKRN2,0_MLH1,0_MLPH,0_MMP2,0_MMS19,0_MOCS2,0_MPHOSPH10,0_MPI,0_MPP6,0_MPV17L,0_MRPL12,0_MRPL33,0_MRPL52,0_MRPL55,0_MRPS10,0_MRPS30,0_MRPS34,0_MRRF,0_MSH6,0_MSN,0_MST1R,0_MSTN,0_MT1A,0_MT1E,0_MTAP,0_MTCH1,0_MTMR11,0_MTMR12,0_MTOR,0_MTSS1,0_MYL5,0_MYO3A,0_MYO7B,0_MYSM1,0_N6AMT1,0_NAALADL1,0_NANS,0_NAP1L1,0_NAPSA,0_NCLN,0_NDRG1,0_NDUFA4L2,0_NDUFAF1,0_NDUFB1,0_NDUFS2,0_NDUFS6,0_NECAB3,0_NFIA,0_NFIL3,0_NFKB2,0_NFS1,0_NGB,0_NGLY1,0_NIPSNAP3B,0_NKX2-2,0_NLGN1,0_NLK,0_NME2,0_NME3,0_NME7,0_NMI,0_NMT1,0_NMT2,0_NNMT,0_NOMO1,0_NOP58,0_NOS1AP,0_NOTCH1,0_NPM3,0_NPR3,0_NPRL2,0_NQO2,0_NRP2,0_NRSN2,0_NSD1,0_NSUN5,0_NSUN6,0_NT5E,0_NTRK3,0_NUCKS1,0_NUDT10,0_NUDT22,0_NUDT8,0_NUP35,0_NUP88,0_OBSL1,0_ODF2,0_OGDHL,0_OGFOD1,0_OGFOD2,0_ONECUT2,0_ORM1,0_OTP,0_OXSM,0_P2RX6,0_P4HA3,0_PA2G4,0_PACS1,0_PACSIN3,0_PADI1,0_PALM3,0_PANK2,0_PARL,0_PARM1,0_PARVA,0_PAX9,0_PBXIP1,0_PCDH10,0_PCDHGA1,0_PCDHGA12,0_PCDHGA4,0_PCDHGA6,0_PCDHGB5,0_PCK1,0_PCLO,0_PCYT2,0_PDCD1,0_PDCD2L,0_PDE3A,0_PDE5A,0_PDE9A,0_PDK3,0_PDLIM1,0_PDLIM2,0_PDZK1,0_PDZK1IP1,0_PDZRN3,0_PECR,0_PFAS,0_PFDN4,0_PGAM1,0_PGLS,0_PGLYRP2,0_PGP,0_PGPEP1,0_PGS1,0_PHACTR4,0_PHB2,0_PHC1,0_PHLDA3,0_PHLPP1,0_PICK1,0_PIGH,0_PIGR,0_PINK1,0_PIR,0_PIWIL4,0_PKN2,0_PLCD3,0_PLXDC1,0_PMS2,0_PNCK,0_PNN,0_POFUT1,0_POLA1,0_PON1,0_POU2F1,0_PPA2,0_PPAT,0_PPCS,0_PPIL2,0_PPIL3,0_PPM1B,0_PPP1R12A,0_PPP1R3D,0_PPP1R3F,0_PPP2R2B,0_PPP2R2C,0_PPP4C,0_PPP5C,0_PPT1,0_PRAM1,0_PRCP,0_PRKCD,0_PRKCSH,0_PRKG2,0_PRMT7,0_PROC,0_PRODH,0_PROS1,0_PRPF31,0_PRR12,0_PRTFDC1,0_PSMA1,0_PSMB6,0_PSMC6,0_PSMD12,0_PSMF1,0_PSMG3,0_PTEN,0_PTGIS,0_PTGR1,0_PTHLH,0_PTMA,0_PTMS,0_PTPN2,0_PXDN,0_PXMP4,0_PYCR1,0_RAB11A,0_RAB7A,0_RABEP1,0_RAC2,0_RAD1,0_RAD23B,0_RALGAPB,0_RANBP1,0_RANBP3,0_RANBP9,0_RANGAP1,0_RAP1GAP,0_RAP1GAP2,0_RAPGEF4,0_RASSF3,0_RAVER1,0_RBM17,0_RBM38,0_RBMS2,0_RBPMS,0_RCBTB2,0_RCOR1,0_RECQL4,0_REN,0_REPS1,0_REST,0_RGL1,0_RHOA,0_RILPL2,0_RIN3,0_RMND1,0_RNASEL,0_RNF114,0_RNF13,0_RNF130,0_RNF14,0_RNF149,0_RNF167,0_RNF19B,0_RNF214,0_RNF31,0_RNF7,0_ROBO2,0_RORA,0_RPA1,0_RPA4,0_RPAP1,0_RPL10L,0_RPL12,0_RPL17,0_RPL23,0_RPL29,0_RPL7,0_RPS23,0_RPS6KA1,0_RPS6KB1,0_RPS6KL1,0_RRAGA,0_RRAS2,0_RRN3,0_RRP15,0_RSAD2,0_RSL1D1,0_RUFY2,0_S100A1,0_S100A6,0_SAA4,0_SAAL1,0_SAFB2,0_SALL1,0_SAMD4A,0_SAR1B,0_SAT1,0_SCAPER,0_SCARB2,0_SCARF2,0_SCCPDH,0_SDCBP,0_SEC14L1,0_SEC31A,0_SEC62,0_SEMA3A,0_SEMA5A,0_SEPHS2,0_SERAC1,0_SERPINA1,0_SERPINA3,0_SETD5,0_SF1,0_SF3A1,0_SFT2D2,0_SFXN1,0_SGK1,0_SGSM1,0_SGTA,0_SH3RF3,0_SHC1,0_SHROOM3,0_SLBP,0_SLC10A1,0_SLC10A3,0_SLC12A9,0_SLC13A3,0_SLC15A4,0_SLC16A3,0_SLC16A4,0_SLC20A1,0_SLC25A10,0_SLC26A11,0_SLC29A1,0_SLC39A6,0_SLC3A1,0_SLC43A2,0_SLC46A2,0_SLC9A9,0_SMARCAD1,0_SMARCB1,0_SMC5,0_SMS,0_SNAI2,0_SNAP29,0_SNPH,0_SNRNP27,0_SNRPD2,0_SNUPN,0_SNX14,0_SNX15,0_SNX2,0_SNX5,0_SOCS1,0_SOCS2,0_SOCS4,0_SOD1,0_SORCS1,0_SOX30,0_SOX6,0_SP1,0_SPAG5,0_SPAG9,0_SPAST,0_SPPL2B,0_SPRY1,0_SPRY4,0_SPTBN1,0_SPTBN2,0_SPTBN4,0_SQLE,0_SQSTM1,0_SRA1,0_SRBD1,0_SREBF2,0_SRFBP1,0_SSR3,0_SSX2IP,0_ST8SIA2,0_STAT6,0_STC2,0_STIM1,0_STK35,0_STOM,0_STRADB,0_STUB1,0_SUDS3,0_SUMO4,0_SURF2,0_SV2C,0_SVEP1,0_SYNGR3,0_SYNJ2BP,0_SYS1,0_SYTL1,0_TAB1,0_TACC1,0_TADA2B,0_TAF1,0_TAF12,0_TAF7,0_TARBP2,0_TAS1R1,0_TAX1BP3,0_TBC1D14,0_TBC1D15,0_TBC1D19,0_TBC1D9B,0_TBCD,0_TCEA3,0_TCERG1,0_TCFL5,0_TCP1,0_TERF2IP,0_TF,0_THEM4,0_THRAP3,0_THRSP,0_TIMM44,0_TLK1,0_TLN1,0_TM4SF18,0_TMCO1,0_TMED7-TICAM2,0_TMEFF2,0_TMEM116,0_TMEM132E,0_TMEM141,0_TMEM165,0_TMEM168,0_TMEM169,0_TMEM205,0_TMEM223,0_TMEM25,0_TMEM30A,0_TMEM43,0_TMEM8B,0_TMEM9B,0_TMPRSS2,0_TNFRSF10B,0_TNFRSF14,0_TNFRSF18,0_TNFRSF6B,0_TOE1,0_TOM1,0_TOMM20,0_TOMM22,0_TP53BP1,0_TPBG,0_TPST1,0_TPT1,0_TRAF3IP1,0_TRAK1,0_TRIB3,0_TRIM32,0_TRIM35,0_TRIM5,0_TRIM69,0_TRIO,0_TRMT61B,0_TSPAN1,0_TTC17,0_TTC21B,0_TTC30A,0_TTF1,0_TTLL12,0_TUBB8,0_TWF1,0_TXN,0_TXNDC17,0_TXNL1,0_UBA5,0_UBC,0_UBE2E3,0_UBE2G2,0_UBE2K,0_UBE2M,0_UBE3A,0_UBN1,0_UBR3,0_UBR4,0_UBXN6,0_UBXN7,0_UBXN8,0_UCHL3,0_UGT1A6,0_ULK3,0_UPK1B,0_UPK3B,0_UQCRB,0_UQCRH,0_UROC1,0_USP10,0_USP13,0_USP9X,0_UTY,0_VAPA,0_VIL1,0_VIPR1,0_VPS11,0_VPS37A,0_VRK3,0_VSIG2,0_WDR1,0_WDR19,0_WDR54,0_WDR90,0_WSCD2,0_XK,0_XKR9,0_XRCC1,0_XRCC4,0_XRCC5,0_XRN2,0_YAF2,0_YIPF4,0_YIPF5,0_YPEL5,0_ZBED4,0_ZBTB1,0_ZBTB12,0_ZBTB34,0_ZBTB4,0_ZCCHC24,0_ZDHHC21,0_ZFAND2A,0_ZFP91,0_ZFPM2,0_ZMIZ1,0_ZMYND19,0_ZNF131,0_ZNF207,0_ZNF415,0_ZNF420,0_ZNF433,0_ZNF440,0_ZNF500,0_ZNF518B,0_ZNF521,0_ZNF800,0_ZXDA
0,0,0,0,0,61,0,0,0,0,50,16,19,17,29,131,6,17,0,0,40,11,0,0,0,0,12,0,6,2,47,15,0,16,0,0,55,0,46,33,0,0,0,0,0,0,0,14,146,0,0,9,0,45,34,0,39,6,0,0,0,0,0,0,13,18,1,0,0,0,0,0,0,0,9,0,19,2,0,0,0,0,13,0,0,0,0,0,32,0,0,10,0,0,0,0,7,0,0,0,0,0,0,19,65,0,0,0,2,0,85,0,34,74,19,0,0,21,0,0,3,0,43,0,46,0,38,15,0,2,25,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,68,47,0,0,0,0,16,0,15,0,0,34,0,28,0,0,77,0,0,0,20,24,35,31,1,0,0,3,0,0,22,0,0,0,0,29,38,77,4,4,0,23,0,0,0,0,0,0,0,0,13,12,0,2,0,33,0,122,0,31,0,0,0,10,0,8,0,0,2,2,18,0,18,0,3,2,9,0,20,0,12,3,64,0,20,0,0,2,0,5,0,0,0,11,0,0,0,44,0,0,0,36,0,13,0,15,0,0,0,0,0,0,0,0,5,42,0,59,13,0,5,14,0,0,0,0,0,19,0,0,0,68,0,41,75,103,0,0,4,0,48,41,16,0,0,0,0,0,0,2,0,26,0,0,0,0,0,8,36,72,0,0,0,78,3,0,0,0,47,4,0,17,0,0,21,0,0,0,76,5,1,9,0,0,0,32,1,0,35,0,0,151,0,0,0,43,0,0,0,165,16,0,0,0,0,61,0,4,0,0,8,167,0,0,0,0,0,0,0,0,0,0,22,25,0,0,0,0,31,0,0,0,16,11,43,62,57,137,0,66,19,50,0,24,8,51,0,0,0,0,0,38,15,30,0,2,0,0,0,0,61,0,0,0,0,6,0,28,0,0,0,0,0,30,0,13,0,0,5,40,6,0,0,21,0,36,0,0,6,3,0,0,0,0,0,79,27,0,0,0,2,0,0,0,0,23,12,32,185,69,0,0,152,3,0,197,0,0,0,0,0,0,0,20,14,0,0,0,11,0,0,0,0,87,2,0,0,0,45,0,0,20,0,3,84,0,0,0,34,45,3,0,0,0,0,0,0,24,0,0,22,0,29,13,0,26,0,0,0,0,0,0,7,0,0,2,15,0,0,2,0,5,0,1,40,43,0,0,0,21,95,0,0,3,90,7,113,0,0,0,0,0,0,0,0,0,0,9,144,51,10,13,1,16,0,6,0,0,0,0,0,0,0,0,0,84,0,27,23,0,0,0,0,17,0,2,0,38,21,0,0,40,107,0,0,0,1,0,0,6,0,20,11,91,38,21,41,0,19,57,16,0,0,0,0,40,0,32,0,0,0,17,0,0,0,18,0,157,38,14,0,0,54,0,21,0,88,0,3,27,0,0,2,1,63,190,53,0,41,21,0,0,0,0,10,28,0,0,0,0,0,0,17,0,0,0,0,0,0,112,0,0,0,36,18,0,0,0,0,0,40,0,25,9,0,0,0,0,13,0,0,0,0,0,0,21,0,0,3,0,0,0,0,14,41,0,9,0,20,0,12,0,0,0,89,21,15,0,0,26,0,0,0,0,25,0,42,0,11,6,0,40,0,9,0,0,0,0,0,0,21,0,1,67,0,0,0,0,23,0,0,27,87,18,0,0,0,0,0,111,0,0,0,0,19,0,0,17,0,12,0,0,0,0,0,0,0,0,7,31,0,12,41,15,0,0,0,0,0,0,13,6,0,0,0,3,36,0,7,14,17,0,5,0,0,0,0,0,0,0,0,0,12,0,0,39,5,167,0,0,0,0,55,0,6,0,0,14,0,9,0,24,0,104,0,15,12,0,1,0,0,0,0,0,25,0,0,10,41,0,0,0,0,0,34,0,63,0,0,0,0,0,17,0,24,9,0,0,0,2,0,0,9,214,0,0,0,35,9,0,144,2,0,13,0,0,0,0,0,0,0,0,4,0,4,10,7,0,0,16,0,13,0,142,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,3,33,0,0,49,0,0,28,0,0,0,0,0,0,71,0,4,0,0,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,2,31,0,0,0,23,0,3,0,9,0,0,2,1,0,32,0,0,52,0,0,4,34,0,4,20,0,0,0,28,0,0,0,0,0,0,0,0,44,0,0,0,0,8,0,2,120,0,0,10,0,0,0,0,1,0,15,0,0,19,23,14,0,0,0,207,125,50,0,9,16,0,10,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,20,0,0,3,190,0,0
100,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,236,0,1,0,0,0,9,0,4,0,1,0,1,0,0,0,0,19,288,1,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,8,0,0,1,1,1,0,15,0,0,1,0,0,2,1,0,0,0,1,0,0,5,0,1,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,75,0,12,9,0,0,1,14,0,6,0,0,9,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,3,65,0,0,0,0,0,1,0,0,0,169,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,165,0,1,0,5,5,0,1,0,0,1,1,0,0,4,0,0,0,74,61,1,0,1,1,0,0,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,1,0,0,8,0,2,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,58,0,0,0,0,8,8,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,9,0,0,0,8,0,0,161,0,1,0,25,1,0,0,94,1,0,1,0,0,13,0,0,0,10,0,102,0,0,0,0,0,0,0,0,4,1,80,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,8,0,52,0,45,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,4,0,0,7,2,0,0,0,0,0,14,0,0,43,0,0,0,268,0,1,71,0,1,0,4,0,14,0,0,0,4,1,0,0,0,1,0,0,228,0,0,3,0,8,0,1,0,0,0,99,0,0,8,0,15,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,1,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,2,5,0,0,1,0,3,8,0,0,61,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,4,0,0,0,0,0,17,9,0,0,0,9,1,0,0,0,8,0,0,0,0,0,0,0,3,199,0,0,0,0,0,1,0,0,0,8,0,10,0,3,1,0,0,0,0,0,0,1,0,8,0,0,2,0,0,8,0,0,13,0,8,1,0,0,1,1,0,0,52,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,0,0,7,0,0,0,0,8,0,0,0,0,0,8,0,0,1,0,0,8,0,0,8,0,0,0,0,8,0,0,0,8,0,1,0,0,0,0,35,1,1,0,0,8,2,0,13,0,0,0,53,0,0,1,1,0,0,0,8,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,76,0,0,8,1,0,5,0,0,0,0,0,0,11,1,0,0,95,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,64,0,0,0,2,0,0,0,1,0,0,8,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,150,0,0,0,0,0,0,27,0,0,1,0,4,0,1,4,0,0,0,15,0,9,0,8,0,26,0,0,0,0,46,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,9,150,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,104,1,0,0,0,0,0,1,0,0,1,1,0,6,0,0,0,0,0,0,12,0,6,0,1,0,0,4,0,0,0,7,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,227,140,0,1,0,62,0,0,0,0,0,0,11,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,106,0,1
