gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std,survival SKSurv Cox model adjusted concordance index_min,survival SKSurv Cox model adjusted concordance index_avg,survival SKSurv Cox model adjusted concordance index_max,survival SKSurv Cox model adjusted concordance index_std
0,500,396,396,0.25,0.8059133231994706,0.9087579813693668,0.13053470233316106,0.14002800840280097,0.245089956347721,1.0,0.15055215279342174,0.4895152218307482,0.6989632527204244,0.7793534823735427,0.05324132893447792
1,509,600,606,0.25,0.7874419982214037,0.9174432242446409,0.13393128750648245,0.125,0.27781124789360795,1.0,0.13131492746871998,0.479361563015322,0.7054852774367919,0.7793534823735427,0.05203334417277332
2,500,650,831,0.25,0.7926241046607061,0.9259957799155765,0.12421585676198818,0.1336306209562122,0.28268750378463553,1.0,0.12976736289496066,0.48570566854252756,0.7124543170852067,0.7801074117084604,0.04780075033803373
3,500,721,1080,0.24845679012345678,0.789944332819565,0.9259957799155765,0.13143445507150187,0.1386750490563073,0.29580227918132795,1.0,0.13689516730557708,0.48570566854252756,0.7108812409429516,0.7801074117084604,0.05053191719938295
4,500,739,1288,0.25,0.8024873385493881,0.9259957799155765,0.11995919521007778,0.1386750490563073,0.287619550953495,1.0,0.12829257824042764,0.5,0.7192949365491609,0.7801074117084604,0.04299957620776321
5,500,741,1477,0.25,0.7977785562130048,0.9259957799155765,0.11975718243995803,0.13736056394868904,0.29928087092878,1.0,0.1300677996371376,0.5,0.717927145942644,0.7827436828896546,0.04372286249594605
6,500,734,1670,0.25,0.7914823685482343,0.9259957799155765,0.12345798278374423,0.13736056394868904,0.30882815997980934,1.0,0.1338724405649387,0.5,0.7175397888745192,0.7849356029851616,0.04705368664748014
7,500,739,1834,0.25,0.792180318100973,0.9259957799155765,0.1242244747823356,0.13736056394868904,0.3108239086106464,1.0,0.13614305119222436,0.5,0.7189678991897729,0.7947040470317942,0.04741135436643204
8,500,740,2001,0.25,0.7889905257635228,0.9259957799155765,0.12994227605712547,0.13736056394868904,0.3195430994441301,1.0,0.14211957019245797,0.5,0.716701377924185,0.7947040470317942,0.048238346251354224
9,500,768,2142,0.25,0.794450148742465,0.9338661502859469,0.12864727591863084,0.13608276348795434,0.3155123224345738,1.0,0.1421432611830163,0.5,0.718421249883789,0.7947040470317942,0.04834908925899134
10,500,735,2295,0.25,0.8023401760853901,0.9338661502859469,0.12399864705182395,0.13608276348795434,0.3113274309337597,1.0,0.14049049192820434,0.5,0.7207904363761147,0.7947040470317942,0.04981442630391199
11,500,757,2427,0.25,0.8079491963117529,0.9338661502859469,0.1225765148213109,0.13608276348795434,0.30842171085369796,1.0,0.13960896554887525,0.5,0.7226159771859019,0.7947040470317942,0.04904035872471758
12,500,771,2580,0.25,0.8053314082803782,0.9338661502859469,0.12468739915361828,0.13608276348795434,0.3147750932511434,1.0,0.14146997752211143,0.5,0.7217666897191075,0.7947040470317942,0.04998627273633671
13,500,744,2699,0.25,0.7998294006652865,0.9338661502859469,0.12337915279957251,0.13608276348795434,0.324653214837615,1.0,0.13960531936637008,0.5,0.7211220283013845,0.7947040470317942,0.05037076139237342
14,500,758,2836,0.25,0.8108885806278858,0.9338661502859469,0.12143474729594098,0.13608276348795434,0.3166372319866033,1.0,0.13996245642371,0.5,0.7234616811135542,0.7947040470317942,0.05059655222283024
15,500,748,2958,0.25,0.8116926909378667,0.9338661502859469,0.1224278089081054,0.13608276348795434,0.3149760658543164,1.0,0.14058815298479407,0.5,0.726949079271953,0.7947040470317942,0.05018461031556131
16,500,764,3072,0.25,0.8160529964014447,0.9338661502859469,0.11830694150207692,0.13608276348795434,0.3125759173696607,1.0,0.14034196402245824,0.5,0.7293010714519382,0.8019351475412488,0.049835518709291066
