gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std,survival SKSurv Cox model adjusted concordance index_min,survival SKSurv Cox model adjusted concordance index_avg,survival SKSurv Cox model adjusted concordance index_max,survival SKSurv Cox model adjusted concordance index_std
0,500,423,423,0.25,0.7812183049853074,0.8932666348349279,0.13268360543255872,0.14002800840280097,0.25291210650087503,1.0,0.15672492990635528,0.5,0.7178309908534588,0.8057919222655373,0.061841301267605515
1,509,609,619,0.25,0.7718129709679303,0.8961013315995194,0.12852276356551298,0.1386750490563073,0.276802974566753,1.0,0.13928654715661923,0.5,0.7203367773142334,0.8100005667869633,0.06313818712323536
2,500,684,851,0.25,0.7554242540071163,0.9078179089087386,0.13504265859482292,0.13608276348795434,0.30645270883327397,1.0,0.1457221782864646,0.5,0.7163531929100404,0.8100005667869633,0.06374581641776934
3,500,726,1094,0.25,0.7634103697391914,0.9078179089087386,0.13362022780732247,0.13608276348795434,0.3076019472580632,1.0,0.15151812627885564,0.5,0.7212590636807901,0.8164573667918965,0.06574049294182978
4,500,686,1275,0.25,0.7705889280154011,0.9094585979981561,0.12297821095839336,0.13608276348795434,0.30564812752162346,1.0,0.14309476607603944,0.5,0.7275276998266392,0.8164573667918965,0.06151715934167643
5,500,718,1461,0.25,0.7866022738528511,0.911023411566604,0.11496023419621537,0.13608276348795434,0.29476053673733565,1.0,0.1391038999434912,0.5,0.7358694873764265,0.8164573667918965,0.05590202121455355
6,500,767,1664,0.25,0.78203554403066,0.9124786977093847,0.11851978319580403,0.13608276348795434,0.30473927348504115,1.0,0.14351347232092407,0.49475256051585276,0.7374969159730514,0.8164573667918965,0.05763188997213775
7,500,740,1839,0.25,0.7781200674561953,0.9124786977093847,0.11950532736005498,0.13483997249264842,0.31449753693192645,1.0,0.1447494087701662,0.49475256051585276,0.7370430189499861,0.8164573667918965,0.0590880198589367
8,500,759,2004,0.25,0.7764655525134798,0.9158162682196491,0.12357002195868563,0.13483997249264842,0.318941783496787,1.0,0.14643237294806813,0.49475256051585276,0.7378519285884525,0.8164573667918965,0.05922441952419227
9,500,776,2173,0.25,0.775261822612556,0.9165902620276987,0.12379235000042868,0.13608276348795434,0.32309551480140797,1.0,0.14494658663109206,0.49475256051585276,0.7392819107606543,0.8164596147186081,0.05962977812784864
10,500,770,2317,0.25,0.7753342167487434,0.9227990384444439,0.1226950261312015,0.13736056394868904,0.3285838713035719,1.0,0.1421620380745071,0.49475256051585276,0.7386346059305223,0.8166055575090342,0.0608654262969163
11,500,767,2453,0.25,0.780180790095927,0.9227990384444439,0.1197635060054078,0.14002800840280097,0.32499888959382905,1.0,0.14151387153413156,0.49475256051585276,0.7415857541811872,0.8166055575090342,0.06125170233149226
12,500,764,2598,0.25,0.781166388985541,0.9227990384444439,0.12037308670067517,0.1414213562373095,0.32401349727151146,1.0,0.14398683480898203,0.49475256051585276,0.7454780799231281,0.8235321102248673,0.06188804566636947
