gen,evals,gen_feats,explored,Pam50 naive Bayes balanced accuracy_min,Pam50 naive Bayes balanced accuracy_avg,Pam50 naive Bayes balanced accuracy_max,Pam50 naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,856,856,0.196781015037594,0.596958499188725,0.843392097384179,0.1543482674848735,0.0196078431372549,0.08973174471359732,1.0,0.16651479115203444
1,374,1255,1301,0.196781015037594,0.6320097599552197,0.8651879331273831,0.15510182370801676,0.016666666666666666,0.08463240122726477,1.0,0.10146510739666538
2,342,1276,1701,0.196781015037594,0.6417184236197934,0.8651879331273831,0.1597522055799605,0.01818181818181818,0.0957247442592408,1.0,0.10660096350452981
3,374,1384,2132,0.196781015037594,0.6716188161054986,0.8655348073373208,0.15755968027057898,0.015625,0.09370917990392737,1.0,0.10875576463773191
4,352,1290,2506,0.196781015037594,0.6922848425026755,0.8671328742168642,0.1552507038698527,0.01694915254237288,0.0912879404319813,1.0,0.1086113396879542
5,341,1318,2908,0.19854041916167664,0.7099366755947331,0.8704275363385433,0.1514277104746161,0.014492753623188406,0.08861491355484016,1.0,0.10810425472856779
6,363,1273,3275,0.19854041916167664,0.7207796475758719,0.8785517246305539,0.15178319332804208,0.012987012987012988,0.08953683935162367,1.0,0.10905819229059828
7,364,1242,3634,0.2,0.7357346928107347,0.8785517246305539,0.14662761127050766,0.012987012987012988,0.08719704760882104,1.0,0.10679601035073684
8,358,1192,4007,0.2,0.7437951646749877,0.8866779064773864,0.14637782073023986,0.012987012987012988,0.08741884774669362,1.0,0.10670898771542822
9,362,1180,4364,0.2,0.7468836541188878,0.8879178434628718,0.15140060459363053,0.012658227848101266,0.09014079781387338,1.0,0.10939869204353035
10,369,1190,4706,0.2,0.760413223463426,0.9034289381041273,0.14699934424850378,0.012658227848101266,0.08645277390103194,1.0,0.10719400934415776
11,384,1164,5047,0.2,0.7605020986006588,0.9057546849620597,0.15053401735568303,0.012658227848101266,0.09039609194222234,1.0,0.10921800093000943
12,375,1123,5371,0.2,0.767254048981274,0.9057546849620597,0.15147382101736936,0.01282051282051282,0.09008380353211322,1.0,0.10939242585193569
13,354,1066,5680,0.2,0.7728300834219358,0.9057546849620597,0.15175100637961958,0.014084507042253521,0.09076184932611851,1.0,0.10904696671411258
14,354,1061,5996,0.2,0.7771139071120339,0.9077002710888229,0.151536241885247,0.013513513513513514,0.09177669190535159,1.0,0.10861920638400363
15,396,1129,6336,0.2,0.7834975314250043,0.9077002710888229,0.15067340364836504,0.013157894736842105,0.09173656027495068,1.0,0.10847846726722009
16,367,1060,6643,0.2,0.7819181422103739,0.9104756414008305,0.1550327561461574,0.013157894736842105,0.09528124469553008,1.0,0.11062944895818506
17,383,1050,6934,0.2,0.7935164556629944,0.9104756414008305,0.15133604855885766,0.013157894736842105,0.09106245314293158,1.0,0.10881250028787123
18,360,946,7195,0.2,0.79514910202585,0.9126323711743662,0.15103103146145608,0.013157894736842105,0.09206090374236388,1.0,0.10847134780323524
19,367,999,7476,0.2,0.7995345402615821,0.91277194165746,0.15085566018116883,0.013333333333333334,0.09145307379439478,1.0,0.10873931696026871
20,376,1015,7775,0.2,0.8039083527046543,0.9133172795530975,0.15064620608498047,0.013513513513513514,0.09099116879425531,1.0,0.10884463919879038
21,351,949,8000,0.2,0.8067593883401503,0.9146993368670409,0.15033992497115384,0.013513513513513514,0.09104929231691955,1.0,0.10883842363705555
22,354,969,8226,0.2,0.8094209408106863,0.9146993368670409,0.1486445262149715,0.013157894736842105,0.09153730717185073,1.0,0.10858838381958592
23,383,968,8456,0.2,0.8128422179109105,0.9146993368670409,0.14760626849781833,0.013157894736842105,0.09152357194571349,1.0,0.10853330438423377
24,356,1006,8740,0.2,0.8144185618179489,0.9167652181178418,0.1470274033401151,0.013333333333333334,0.09220340349105977,1.0,0.10829706093883155
25,361,1004,8994,0.2,0.8186656413575394,0.9167652181178418,0.14693303925664075,0.012987012987012988,0.09091682188149787,1.0,0.10865333759200248
26,339,976,9223,0.2,0.8241199044565582,0.9257158203835244,0.1446714191127403,0.012987012987012988,0.08975163035943488,1.0,0.10826042619215663
27,369,1034,9473,0.2,0.824421355379178,0.9313076031280412,0.1453581800604051,0.012987012987012988,0.09098424689771312,1.0,0.1085214814563434
28,375,1018,9693,0.2,0.8255397776136564,0.9313076031280412,0.14400123536431225,0.01639344262295082,0.09267746744763806,1.0,0.10788403634728404
29,356,926,9862,0.2,0.8280674887356576,0.9313076031280412,0.1413411912372772,0.0196078431372549,0.0933907598049347,1.0,0.10753989891721484
30,368,986,10090,0.2,0.8323497810379819,0.9313076031280412,0.13942166635873462,0.0196078431372549,0.09226643294340925,1.0,0.10795780817236952
31,358,970,10309,0.2,0.8338172359286632,0.9313076031280412,0.13683649932246983,0.0196078431372549,0.0931987794185638,1.0,0.10767761742514932
32,387,991,10530,0.2,0.8358052744655281,0.9325052079184604,0.1370149641275929,0.019230769230769232,0.09289099009960261,1.0,0.10781325523520521
33,361,940,10721,0.2,0.8380257700316545,0.9325052079184604,0.13694633216576269,0.019230769230769232,0.09253112725824707,1.0,0.10802361088314281
34,360,941,10908,0.2,0.8407452105981791,0.9325052079184604,0.13617461641650025,0.019230769230769232,0.09192510219263568,1.0,0.10828392471120585
35,379,969,11086,0.2,0.8416730744901174,0.9342962275275937,0.13488580086870114,0.018867924528301886,0.0926981481394939,1.0,0.1079172647712361
36,357,916,11268,0.2,0.846089057933872,0.9342962275275937,0.1346147450073623,0.018518518518518517,0.09031761529868393,1.0,0.10829955018773525
37,360,957,11436,0.2,0.8500167108596572,0.9342962275275937,0.13061926418185207,0.017543859649122806,0.08866525947297646,1.0,0.10602671516960419
38,343,921,11578,0.2,0.8501646017392629,0.9342962275275937,0.1319159893754072,0.017543859649122806,0.088991298374616,1.0,0.10667446099053247
39,367,952,11747,0.2,0.8520937391728978,0.9359402608894415,0.13028069756530328,0.018518518518518517,0.0886068004543644,1.0,0.10614980941088777
40,377,901,11908,0.2,0.8542595004467641,0.9359402608894415,0.1302127159307224,0.01818181818181818,0.08776063819190176,1.0,0.10650922634885142
41,353,907,12053,0.2,0.8555358565272578,0.9359402608894415,0.1304597018758944,0.017857142857142856,0.08756939150481159,1.0,0.10663926775076545
42,377,930,12210,0.2,0.8615919971220083,0.9374394184447761,0.1246225672011682,0.017857142857142856,0.0841223915421899,1.0,0.10423731939243533
43,378,950,12369,0.2,0.8569372641934178,0.9374394184447761,0.1301088748293847,0.017857142857142856,0.08801868420457211,1.0,0.10646057076654941
44,366,939,12521,0.2,0.857170246369609,0.9394828878968495,0.1294434512655897,0.017857142857142856,0.0887376792257652,1.0,0.10604268374778715
45,371,959,12666,0.2,0.8578519354581756,0.9394828878968495,0.12956866450363777,0.017857142857142856,0.08874995155847755,1.0,0.10603055978223795
46,374,935,12806,0.2,0.8600990493925394,0.9394828878968495,0.1300447611514358,0.017857142857142856,0.08714000213034996,1.0,0.10640038726890212
47,392,911,12936,0.2,0.8644888575307453,0.9425598109737725,0.12374948870822712,0.017857142857142856,0.08495231677616893,1.0,0.10390564483278972
48,341,871,13054,0.2,0.8656448395718684,0.9425598109737725,0.1230299256558995,0.017857142857142856,0.08491561256650948,1.0,0.1038925936197968
49,371,915,13186,0.2,0.8665714155754426,0.9425598109737725,0.12295882433363114,0.017857142857142856,0.08474570150512109,1.0,0.10394154903206058
50,353,927,13289,0.2,0.8672213807564165,0.9437574157641917,0.12275312936306712,0.017241379310344827,0.08489187311910948,1.0,0.10388721414228524
51,360,898,13409,0.2,0.868060485410036,0.9446267766664475,0.12290231592846396,0.017241379310344827,0.0847407543492713,1.0,0.10388735402794218
52,371,909,13530,0.2,0.8692122285951521,0.9446267766664475,0.12291543849985141,0.017241379310344827,0.08432914944255059,1.0,0.10406452813591639
53,366,914,13648,0.2,0.8702717789825208,0.9446267766664475,0.12326107065351159,0.017241379310344827,0.08388466829986703,1.0,0.10425702065022863
54,354,870,13768,0.2,0.8721071471126572,0.945073205237876,0.12292036543780022,0.017241379310344827,0.08279782590150085,1.0,0.1045241378464115
55,371,891,13887,0.2,0.8761610858574927,0.945073205237876,0.11807892401893147,0.017857142857142856,0.07993461524156777,1.0,0.10188889920048713
56,370,892,14000,0.2,0.876941658083486,0.945073205237876,0.11739515209686724,0.017543859649122806,0.07994279137757111,1.0,0.10187822999708696
57,380,893,14113,0.2,0.8773875948767589,0.946270810028295,0.11743899977963011,0.017543859649122806,0.07992820515926288,1.0,0.10190394067608587
58,351,910,14221,0.2,0.8779518274598865,0.946270810028295,0.11759031898533688,0.017857142857142856,0.07972556269840632,1.0,0.10202109613711074
59,349,880,14322,0.2,0.8784572876052406,0.946270810028295,0.11759597109973499,0.017241379310344827,0.07960175676832049,1.0,0.10200299253709476
60,362,873,14424,0.2,0.8797009516377886,0.9471636671711522,0.11790615041210704,0.017241379310344827,0.07864583939839564,1.0,0.10227730994612548
61,368,872,14522,0.2,0.8805565051360552,0.9471636671711522,0.11800169204306359,0.017241379310344827,0.07814663031058433,1.0,0.10238206544108226
62,375,956,14636,0.2,0.8830597044950008,0.9471636671711522,0.11620139806757132,0.017241379310344827,0.07626132256657663,1.0,0.1012830452917929
63,342,822,14723,0.2,0.8823169080289393,0.9471636671711522,0.11799904251321942,0.017543859649122806,0.07689241126255936,1.0,0.10198082441764852
64,367,859,14806,0.2,0.8793715250629452,0.949091062380733,0.11832357711916815,0.017543859649122806,0.07983671864846369,1.0,0.10205571720767034
65,364,873,14888,0.2,0.8806276552461877,0.949091062380733,0.11781641384736664,0.017543859649122806,0.07940964864706924,1.0,0.10224580773069858
66,374,851,14978,0.2,0.8815448836941502,0.949091062380733,0.11810012225898567,0.017543859649122806,0.07880830030889457,1.0,0.10247327032499585
67,371,856,15065,0.2,0.8810781289892741,0.9497005576758571,0.11767996393974808,0.017241379310344827,0.0797742644994784,1.0,0.10217260967648696
68,365,853,15148,0.2,0.8823421430303072,0.9497005576758571,0.11796720975271818,0.017241379310344827,0.0789395581704954,1.0,0.10242193564733401
69,372,869,15230,0.2,0.881290185723117,0.9497005576758571,0.11766739147587853,0.017543859649122806,0.08017286936169359,1.0,0.10201809687047866
70,376,891,15314,0.2,0.8813773409225505,0.9497005576758571,0.117690214860419,0.017543859649122806,0.08036782919888708,1.0,0.10194200996362382
71,367,908,15401,0.2,0.8813800541268534,0.9497005576758571,0.11757874426172303,0.017543859649122806,0.08064859171081684,1.0,0.10179199519984213
72,373,878,15469,0.2,0.8815130801482632,0.9497005576758571,0.1175710816872429,0.017241379310344827,0.08084878229328032,1.0,0.10169406039266064
73,347,836,15541,0.2,0.8816394877321702,0.9497005576758571,0.1176234976249398,0.017241379310344827,0.08096933507528493,1.0,0.10163720004855684
74,351,851,15609,0.2,0.8818855300474818,0.9499839195235904,0.1176479196678502,0.017241379310344827,0.0810354980681455,1.0,0.10158231659861669
75,363,868,15674,0.2,0.8823658267646316,0.9499839195235904,0.11777513968145539,0.017241379310344827,0.08082754190676102,1.0,0.10167962510063706
76,383,933,15741,0.2,0.8826350976257432,0.9499839195235904,0.11767862544013609,0.017241379310344827,0.08075971449910863,1.0,0.10163473413108498
77,352,870,15808,0.2,0.8831090672198114,0.9499839195235904,0.11786887465820012,0.017241379310344827,0.08053895839946557,1.0,0.10174789761144845
78,355,845,15860,0.2,0.8836281589986598,0.951627952885438,0.11768098522432041,0.017241379310344827,0.0804554545946327,1.0,0.10176988466826314
79,380,906,15927,0.2,0.8839495634785951,0.951627952885438,0.11778536025279021,0.01694915254237288,0.08040866686166352,1.0,0.10180558668585431
