gen,evals,gen_feats,explored,type random forest balanced accuracy_min,type random forest balanced accuracy_avg,type random forest balanced accuracy_max,type random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,385,385,0.1935136837834086,0.7626694028894513,0.9259511377347812,0.14950714641759028,0.0196078431372549,0.09205734594406095,1.0,0.16776966958399211
1,512,617,622,0.1935136837834086,0.7712151231700676,0.9259511377347812,0.14217948652801862,0.019230769230769232,0.08775033109941685,1.0,0.10185661989243512
2,500,684,871,0.24596774193548387,0.783201663623453,0.9259511377347812,0.13923882193885143,0.017857142857142856,0.09352428012215876,1.0,0.11085004873840652
3,500,754,1134,0.24596774193548387,0.7922593351912953,0.9353624093709625,0.1338359478494564,0.017543859649122806,0.09498451545122069,1.0,0.11030759822523857
4,500,703,1342,0.24596774193548387,0.8055565236890156,0.9353624093709625,0.1299185593774714,0.017543859649122806,0.09379313143683482,1.0,0.11061523333771452
5,500,737,1560,0.24596774193548387,0.8146240109555691,0.9353624093709625,0.1294171312264744,0.017543859649122806,0.0935838001477328,1.0,0.11097636644484982
6,500,733,1774,0.24596774193548387,0.8220006860578103,0.938732634995889,0.12506013316657313,0.017857142857142856,0.09319676561180416,1.0,0.11104135947249309
7,500,767,1999,0.24596774193548387,0.8287343407972153,0.938732634995889,0.12200417733035349,0.01694915254237288,0.09309302102971474,1.0,0.11097102102129443
8,500,767,2191,0.24596774193548387,0.8321645764594079,0.938732634995889,0.12333922358203812,0.01694915254237288,0.09469432836420574,1.0,0.11307890039128729
9,500,781,2405,0.24596774193548387,0.8376924005082701,0.9421028606208156,0.11781837337763502,0.014925373134328358,0.09425735908886283,1.0,0.11091679463540703
10,500,761,2604,0.24596774193548387,0.8426008932098964,0.9421028606208156,0.11773155418444123,0.014925373134328358,0.09334125391005674,1.0,0.11129343785671561
11,500,793,2810,0.24596774193548387,0.8481024068082562,0.9421028606208156,0.1151479434794015,0.014925373134328358,0.09228142639594519,1.0,0.11137127584344894
12,500,799,3003,0.24596774193548387,0.8535562407235374,0.9504983929696426,0.112367258497179,0.014925373134328358,0.09085261614738771,1.0,0.11080099224031499
13,500,768,3162,0.24596774193548387,0.8568380396365229,0.9504983929696426,0.10958012175310809,0.014705882352941176,0.09050383148453767,1.0,0.10903044481478667
14,500,815,3350,0.24596774193548387,0.8591113816189896,0.9504983929696426,0.11134109221231568,0.014705882352941176,0.09048372112486283,1.0,0.1108809226397735
15,500,796,3524,0.24596774193548387,0.8627202325655892,0.9504983929696426,0.10727886560617513,0.014492753623188406,0.09024288804648173,1.0,0.10916732415911774
16,500,796,3690,0.24596774193548387,0.864700045915153,0.9504983929696426,0.1072639422561669,0.014492753623188406,0.08984824679650694,1.0,0.1092811394872707
17,500,816,3861,0.24596774193548387,0.8665858746836659,0.9518678391047614,0.10657389063725951,0.014492753623188406,0.08982134800094696,1.0,0.10933157721301741
18,500,817,4039,0.24596774193548387,0.8676744882596021,0.9518678391047614,0.1061198583934901,0.014492753623188406,0.0904785643780225,1.0,0.10898919533602232
19,500,784,4203,0.24596774193548387,0.8690067004089651,0.9518678391047614,0.10559564884175678,0.014492753623188406,0.09099061840765979,1.0,0.10908069000890161
20,500,796,4379,0.24596774193548387,0.8706199853712188,0.9518678391047614,0.10508399104975272,0.014492753623188406,0.09087067741868046,1.0,0.10901325992842366
21,500,782,4550,0.24596774193548387,0.8716156981772751,0.9518678391047614,0.10483793847762801,0.014492753623188406,0.09111119721045859,1.0,0.10895815192519795
22,500,800,4702,0.24596774193548387,0.8731708657675837,0.9518678391047614,0.103672999714184,0.01639344262295082,0.0907963885074481,1.0,0.10915636310539044
23,500,814,4858,0.24596774193548387,0.8740533736959563,0.9518678391047614,0.1032868229351682,0.01639344262295082,0.090898498288078,1.0,0.10910561140220028
24,500,811,5012,0.24596774193548387,0.8749841726196196,0.9518678391047614,0.10277938903321825,0.01639344262295082,0.0908821055497932,1.0,0.1091749239055408
25,500,843,5176,0.24596774193548387,0.8753744273953293,0.9518678391047614,0.10261157134131055,0.01639344262295082,0.09143716914484341,1.0,0.10904299044316398
26,500,818,5337,0.24596774193548387,0.8767307983897663,0.9518678391047614,0.10248100112463686,0.015873015873015872,0.09093352158523145,1.0,0.10925828169426487
27,500,822,5507,0.24596774193548387,0.8773967763291368,0.954199634814364,0.1025714686191089,0.015873015873015872,0.0908088395248262,1.0,0.10923698749650916
28,500,790,5653,0.24596774193548387,0.878805965766516,0.954199634814364,0.10239016606664861,0.015873015873015872,0.09037593340702287,1.0,0.10937524731279165
29,500,818,5813,0.24596774193548387,0.8816883028478072,0.954199634814364,0.10103970797927306,0.015625,0.08798160615918246,1.0,0.10864313532868175
30,500,808,5940,0.24596774193548387,0.8833314646933829,0.954199634814364,0.09879718596607187,0.015625,0.08724739700022147,1.0,0.10705711567788224
31,500,817,6067,0.24596774193548387,0.883865265720601,0.9589166159464394,0.09883471942069466,0.015625,0.08733608779053521,1.0,0.10702296388260696
32,500,843,6221,0.24596774193548387,0.8843126875313665,0.9589166159464394,0.09891992702001418,0.015625,0.0874447874307283,1.0,0.10695553405234046
33,500,818,6352,0.24596774193548387,0.8847377096880973,0.9589166159464394,0.09903729947441561,0.015625,0.08767814186162594,1.0,0.1069086976216556
34,500,831,6494,0.24596774193548387,0.8852509102946045,0.9589166159464394,0.09914812998746239,0.015625,0.08755345935213464,1.0,0.10695837417273725
35,500,817,6620,0.24596774193548387,0.8862686250013346,0.9589166159464394,0.09918350501798523,0.015625,0.08717049608411545,1.0,0.10715538810763008
36,500,882,6758,0.24596774193548387,0.8863889787615722,0.9589166159464394,0.09913767369307708,0.015625,0.08757756024667859,1.0,0.10699601276911833
