gen,evals,gen_feats,explored,type random forest balanced accuracy_min,type random forest balanced accuracy_avg,type random forest balanced accuracy_max,type random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,420,420,0.23842752549867263,0.7302992061203933,0.8953547009133709,0.14673314928235323,0.0196078431372549,0.09379096075520539,1.0,0.16922874143149852
1,512,645,657,0.23842752549867263,0.7337198698968969,0.8966945284696831,0.13978622031043303,0.0196078431372549,0.09133418944200919,1.0,0.10277963939725675
2,500,729,914,0.2301406793510455,0.7420932709385555,0.9117785842166788,0.1432110635289625,0.018867924528301886,0.09874982825186754,1.0,0.1119078487887442
3,500,763,1171,0.25,0.7631506337358916,0.9224832216471388,0.13354076828276423,0.018867924528301886,0.09477750290961785,1.0,0.11040186724750001
4,500,750,1378,0.25,0.7685275646002815,0.9224832216471388,0.13188378853332014,0.018867924528301886,0.09819716394309992,1.0,0.11214571882149392
5,500,783,1603,0.25,0.7755237857526756,0.9224832216471388,0.12880561832013307,0.016666666666666666,0.09893145519086798,1.0,0.11200515884770919
6,500,779,1807,0.25,0.7860718804772125,0.9224832216471388,0.12363541834381622,0.017241379310344827,0.09613374219002928,1.0,0.11011209398844615
7,500,835,2040,0.25,0.7865287329451648,0.9224832216471388,0.12334828664512365,0.015873015873015872,0.10025930129718168,1.0,0.11173425960913001
8,500,832,2249,0.25,0.7930089064210537,0.9224832216471388,0.12033875550010326,0.015151515151515152,0.09978131561666177,1.0,0.11199273872583597
9,500,834,2462,0.25,0.7986132726317722,0.9224832216471388,0.11713228732924447,0.014925373134328358,0.09965114251544605,1.0,0.11196974047701819
10,500,835,2657,0.25,0.8014420775005071,0.9224832216471388,0.11617990128785119,0.014705882352941176,0.099891210446391,1.0,0.11202403463865086
11,500,831,2843,0.25,0.8070310801857556,0.9224832216471388,0.11471564639276917,0.014705882352941176,0.09890504213857129,1.0,0.112273124983442
12,500,821,3052,0.25,0.8108852789815887,0.9224832216471388,0.11328775846235813,0.014705882352941176,0.09936477496273619,1.0,0.11221023219811145
13,500,857,3252,0.25,0.8182289138600203,0.9224832216471388,0.10935990661204661,0.014705882352941176,0.09590609312283477,1.0,0.11020302310212697
14,500,860,3461,0.25,0.8176585140575114,0.9265154797116549,0.11203154138208685,0.014705882352941176,0.09923685081324683,1.0,0.11245138145750955
