gen,0_ABAT,0_ABCA4,0_ABCE1,0_ABHD14B,0_ABLIM3,0_ACAA2,0_ACAD8,0_ACADL,0_ACADM,0_ACAT1,0_ACBD6,0_ACLY,0_ACTR3,0_ACTR3B,0_ACVRL1,0_ACY1,0_ADAL,0_ADAM33,0_ADAMTS9,0_ADCK2,0_ADCY2,0_ADCY3,0_ADD1,0_ADH5,0_ADK,0_ADM,0_ADSL,0_AFP,0_AGL,0_AGPAT4,0_AHNAK2,0_AIFM1,0_AKR1C1,0_AKTIP,0_ALB,0_ALDH1B1,0_ALDH4A1,0_ALG3,0_ALKBH4,0_AMFR,0_AMPD2,0_AMT,0_ANAPC4,0_ANAPC5,0_ANGPTL1,0_ANGPTL4,0_ANKRD13D,0_ANKZF1,0_ANO6,0_ANXA3,0_ANXA6,0_ANXA9,0_AP1AR,0_AP2B1,0_APCS,0_APLP2,0_APP,0_ARFGAP2,0_ARFGEF1,0_ARFGEF2,0_ARFIP1,0_ARHGAP23,0_ARHGAP30,0_ARHGAP6,0_ARHGEF16,0_ARHGEF5,0_ARPC2,0_ARPC3,0_ARPC5,0_ASAH1,0_ASB8,0_ASRGL1,0_ASS1,0_ATAD3B,0_ATG16L1,0_ATG7,0_ATP13A3,0_ATP1B3,0_ATP2B3,0_ATP6AP2,0_ATP6V1B1,0_ATP6V1D,0_ATP6V1E1,0_ATP8A1,0_ATPAF1,0_ATPAF2,0_ATRIP,0_AURKAIP1,0_AURKB,0_AWAT2,0_B3GNTL1,0_B4GALNT1,0_B4GALT6,0_BAG1,0_BAP1,0_BAZ1A,0_BCAR1,0_BCAT2,0_BCL2L10,0_BCL7A,0_BCLAF1,0_BHMT2,0_BIRC2,0_BIRC5,0_BLZF1,0_BPHL,0_BRAF,0_BRDT,0_BTF3,0_BTN2A1,0_BUB3,0_BYSL,0_C15orf40,0_C16orf70,0_C18orf32,0_C1orf116,0_C1orf43,0_C1orf54,0_C21orf91,0_C3orf18,0_C5orf46,0_CA9,0_CAB39L,0_CAD,0_CALU,0_CAMK4,0_CANX,0_CAP2,0_CAPN2,0_CAPZA1,0_CARD11,0_CBFA2T3,0_CBR1,0_CBR4,0_CBX3,0_CCAR1,0_CCDC51,0_CCDC57,0_CCDC59,0_CCDC88B,0_CCL4,0_CCNB2,0_CCR4,0_CCT3,0_CCT8,0_CD101,0_CD276,0_CD2BP2,0_CD44,0_CD53,0_CDC16,0_CDC37,0_CDC73,0_CDCA7L,0_CDH16,0_CDH2,0_CDK11A,0_CDK2AP1,0_CDKN1A,0_CDKN2C,0_CEBPB,0_CENPA,0_CES2,0_CES3,0_CFHR1,0_CHD1L,0_CHFR,0_CHI3L2,0_CHKB,0_CHRDL1,0_CHST15,0_CHUK,0_CIR1,0_CISH,0_CKS1B,0_CLDN7,0_CLDN8,0_CLK2,0_CLK4,0_CLN5,0_CMTM1,0_CMTM3,0_CMTM4,0_CNIH4,0_CNOT1,0_CNOT3,0_CNOT8,0_COBLL1,0_COL6A2,0_COMMD8,0_COMT,0_CORO1C,0_COX6A1,0_COX7C,0_CPE,0_CPSF7,0_CPT2,0_CRISPLD2,0_CRP,0_CRTC1,0_CS,0_CSGALNACT2,0_CSNK1G3,0_CSTF3,0_CTNNA2,0_CTTNBP2,0_CUL7,0_CUTC,0_CXCL12,0_CYB5D2,0_CYC1,0_CYFIP1,0_CYP2S1,0_CYTH4,0_DBI,0_DBNDD2,0_DCAF11,0_DCAF12L1,0_DCAF4,0_DCAF8,0_DDAH1,0_DDX42,0_DDX47,0_DDX55,0_DEK,0_DENR,0_DERL1,0_DERL3,0_DGKG,0_DHCR7,0_DMTF1,0_DNAJA1,0_DNAJA2,0_DNAJA3,0_DNAJB11,0_DNAJC12,0_DNAL4,0_DNASE1L3,0_DNMT3B,0_DOCK6,0_DOK1,0_DPM2,0_DPYSL3,0_DUS4L,0_DUSP14,0_DYNC1LI1,0_DYNLT3,0_ECD,0_ECHS1,0_EDN1,0_EEF1B2,0_EFCAB2,0_EIF2B4,0_EIF2S2,0_ELMOD3,0_EME1,0_ENPEP,0_ENPP3,0_ENPP4,0_EP400,0_EPHX2,0_EPS8,0_EPSTI1,0_ERCC1,0_ERCC6L,0_ERGIC1,0_ERLEC1,0_ERLIN1,0_ESRP1,0_ETFA,0_ETFB,0_ETV5,0_EVI5L,0_EWSR1,0_EXOSC1,0_EXOSC9,0_EXTL3,0_EZH2,0_F2RL1,0_FABP7,0_FADS1,0_FAF2,0_FAM104A,0_FAM122A,0_FAM171A1,0_FAM20A,0_FANCG,0_FAR2,0_FBP1,0_FBXL12,0_FBXL2,0_FBXO33,0_FBXW5,0_FCHSD1,0_FECH,0_FGB,0_FGD4,0_FGF2,0_FGF9,0_FHOD1,0_FIS1,0_FKBP10,0_FKBP5,0_FLNB,0_FNTA,0_FTSJ1,0_FXR1,0_G3BP2,0_GAB2,0_GAB3,0_GABARAPL1,0_GABPB1,0_GALK1,0_GAPDH,0_GBP1,0_GBP2,0_GC,0_GCAT,0_GCDH,0_GCK,0_GCSH,0_GDI1,0_GEN1,0_GFER,0_GFRA3,0_GGA3,0_GGH,0_GGPS1,0_GGTA1,0_GJA4,0_GLB1,0_GLUD1,0_GMCL1,0_GMDS,0_GMFB,0_GNAI3,0_GNE,0_GNL3,0_GNRH1,0_GOLGA3,0_GOLT1B,0_GORAB,0_GPHN,0_GPR107,0_GPR143,0_GPR160,0_GPR63,0_GREM2,0_GRHL1,0_GRIN2D,0_GSTA1,0_GSTZ1,0_GTF3A,0_GTF3C1,0_GTPBP10,0_GTPBP3,0_GUF1,0_HDAC10,0_HDAC2,0_HDAC4,0_HDHD3,0_HELZ,0_HEPH,0_HINT3,0_HLA-DQA1,0_HLA-DRB1,0_HMGA2,0_HMGCR,0_HMGN1,0_HNRNPUL1,0_HOXA4,0_HP,0_HPCAL1,0_HPS3,0_HS2ST1,0_HSD17B12,0_HSD17B6,0_IAH1,0_ICA1,0_ICA1L,0_IDH3A,0_IDH3B,0_IDUA,0_IER5,0_IFIT3,0_IGBP1,0_IK,0_IKBIP,0_IKZF4,0_IL15RA,0_IL4I1,0_IL7,0_ILF3,0_IMPA2,0_ING1,0_ING5,0_INO80D,0_INTS3,0_INTS8,0_IQCG,0_IRAK3,0_IRF2,0_IRF3,0_IRF9,0_ISG15,0_ISLR,0_ITGB3BP,0_ITGB5,0_ITIH3,0_JARID2,0_JMJD6,0_KAT5,0_KATNAL2,0_KBTBD8,0_KCMF1,0_KCND1,0_KCNE4,0_KCNJ2,0_KCNK1,0_KCNK6,0_KCTD16,0_KDELR2,0_KIAA0232,0_KIAA0895L,0_KIAA1328,0_KIF18A,0_KIF1B,0_KIF4B,0_KISS1R,0_KLC4,0_KLHL36,0_KLHL8,0_KMO,0_KRT19,0_L2HGDH,0_LAGE3,0_LAPTM5,0_LARS2,0_LBP,0_LCA5,0_LDHB,0_LEMD2,0_LENG8,0_LENG9,0_LGALS1,0_LGI4,0_LHX6,0_LIMK2,0_LINS1,0_LMCD1,0_LMNB1,0_LMO7,0_LNX2,0_LPCAT1,0_LPIN3,0_LRCH2,0_LRFN3,0_LRPAP1,0_LRPPRC,0_LRRC57,0_LRRN1,0_LRRN4CL,0_LRSAM1,0_LUC7L3,0_LYPLAL1,0_LZTS1,0_MACC1,0_MAF,0_MAGEA8,0_MAN2B1,0_MANEA,0_MANSC1,0_MAP2K5,0_MAP3K9,0_MAPK11,0_MAPKAP1,0_MAZ,0_MBD4,0_MCCC2,0_MDH2,0_MDM2,0_MDM4,0_MECP2,0_MEGF8,0_METTL7B,0_MFSD6,0_MGAT1,0_MGAT2,0_MINPP1,0_MIPEP,0_MKI67,0_MKRN2,0_MLPH,0_MLX,0_MMP14,0_MMP2,0_MOCS2,0_MON1B,0_MORC3,0_MPHOSPH10,0_MPND,0_MPV17L,0_MRPL28,0_MRPL41,0_MRPL46,0_MRPS18B,0_MRPS18C,0_MRPS28,0_MRPS30,0_MRPS35,0_MRPS36,0_MSN,0_MSRB3,0_MST1R,0_MSTO1,0_MTAP,0_MTHFD1,0_MTM1,0_MTR,0_MTRR,0_MTSS1,0_MX1,0_MYC,0_MYO3A,0_MYO9B,0_MYOCD,0_MYOF,0_N4BP2L1,0_NAA16,0_NAA25,0_NAA35,0_NAAA,0_NAP1L1,0_NASP,0_NAV1,0_NBEA,0_NCAPH,0_NCKAP1L,0_NCSTN,0_NDRG1,0_NDST2,0_NDUFA10,0_NDUFA4,0_NDUFA4L2,0_NDUFA5,0_NDUFA7,0_NDUFA8,0_NDUFA9,0_NDUFAB1,0_NDUFAF3,0_NDUFB1,0_NDUFB10,0_NDUFB6,0_NDUFS2,0_NDUFV1,0_NEDD1,0_NEK3,0_NEK7,0_NF2,0_NFIL3,0_NFYA,0_NGLY1,0_NKX3-2,0_NLGN1,0_NLN,0_NLRX1,0_NME1,0_NME2,0_NME4,0_NME7,0_NNMT,0_NONO,0_NOP58,0_NOTCH3,0_NPC2,0_NPLOC4,0_NR1H3,0_NRBP1,0_NRG2,0_NSL1,0_NTRK3,0_NUDT10,0_NUDT11,0_NUDT22,0_NUDT5,0_NUDT9,0_NUP62,0_NUP85,0_OGG1,0_OLA1,0_ONECUT2,0_OSBP,0_OTP,0_OXNAD1,0_P4HA2,0_P4HTM,0_PABPC1,0_PADI1,0_PAG1,0_PAIP2,0_PAK1IP1,0_PARP6,0_PATZ1,0_PCCB,0_PCDHGA1,0_PCDHGA12,0_PCDHGA8,0_PCDHGB5,0_PCDHGC3,0_PCDHGC4,0_PCK1,0_PDCD1LG2,0_PDCD5,0_PDCD6IP,0_PDE12,0_PDE3A,0_PDGFB,0_PDHA1,0_PDIA3,0_PDIA4,0_PDIA6,0_PDP2,0_PEBP1,0_PECR,0_PER2,0_PEX12,0_PEX26,0_PFDN5,0_PFN1,0_PGLYRP2,0_PHC1,0_PHF10,0_PHKA2,0_PHLDB3,0_PHLPP1,0_PHYH,0_PI4KA,0_PICALM,0_PIGH,0_PIGQ,0_PIK3CG,0_PIK3R6,0_PINK1,0_PIP5K1A,0_PKD2L2,0_PKP4,0_PLCG1,0_PLCG2,0_PLEKHA2,0_PLEKHA7,0_PLEKHJ1,0_PLIN2,0_PLK1,0_PLOD2,0_PLXDC1,0_PLXNB1,0_PMS2,0_PNPLA3,0_PNPLA4,0_PNPLA8,0_PODNL1,0_POLR2E,0_POMP,0_POU2F2,0_PPFIBP2,0_PPIG,0_PPM1E,0_PPM1G,0_PPM1H,0_PPP1R12A,0_PPP1R9A,0_PPP2R2C,0_PQBP1,0_PRAF2,0_PRDM1,0_PRDM11,0_PRKAR1B,0_PRKCB,0_PRMT5,0_PRODH2,0_PRPF38B,0_PRPF40A,0_PRR15L,0_PRTFDC1,0_PSMA1,0_PSMB2,0_PSMB4,0_PSMD14,0_PSMD3,0_PSMD4,0_PTER,0_PTGS1,0_PTMA,0_PTPMT1,0_PTPN3,0_PTPN7,0_PXMP4,0_PYCR1,0_QRSL1,0_QSER1,0_RAB17,0_RAB1B,0_RAB21,0_RAB23,0_RAB34,0_RAB5C,0_RABGAP1,0_RACGAP1,0_RAD23A,0_RAD51,0_RAD54L2,0_RAD9A,0_RALBP1,0_RALGAPB,0_RANBP1,0_RANBP3L,0_RAP1GAP2,0_RAPGEF3,0_RARB,0_RASA2,0_RASD2,0_RASGRF1,0_RASSF1,0_RASSF4,0_RAVER2,0_RBM15,0_RBM17,0_RBM25,0_RBM28,0_RBM39,0_RBM42,0_RBM47,0_RBMX2,0_RC3H1,0_RCOR3,0_REN,0_RFC4,0_RFFL,0_RFK,0_RFT1,0_RFX7,0_RGL1,0_RGPD6,0_RIMS2,0_RIN3,0_RNASEH2B,0_RNF130,0_RNF139,0_RNF149,0_RNH1,0_RPL10,0_RPL10A,0_RPL24,0_RPLP0,0_RPP25,0_RPP30,0_RPS16,0_RPS17,0_RPS18,0_RPS25,0_RRAGD,0_RRP15,0_RSL1D1,0_RTN4IP1,0_RUFY1,0_RUFY2,0_RUFY3,0_RUNX1,0_RUVBL1,0_S100A10,0_S100PBP,0_SAA4,0_SAMD9,0_SAMD9L,0_SCAPER,0_SCD,0_SDC3,0_SDCBP2,0_SDCCAG8,0_SDF4,0_SDHD,0_SDR16C5,0_SEC24D,0_SECISBP2,0_SELL,0_SEMA3A,0_SEMA4B,0_SERPINA3,0_SERPINF2,0_SETD3,0_SETDB2,0_SEZ6L2,0_SH3BP2,0_SH3GL1,0_SH3GLB1,0_SH3RF1,0_SHROOM2,0_SHROOM3,0_SIK2,0_SIKE1,0_SIM2,0_SIPA1L2,0_SIRT3,0_SIX5,0_SKA1,0_SKP2,0_SLA,0_SLC16A1,0_SLC16A3,0_SLC23A2,0_SLC25A11,0_SLC25A38,0_SLC25A5,0_SLC29A2,0_SLC35E1,0_SLC39A6,0_SLC46A3,0_SLC9A2,0_SLMAP,0_SMARCA2,0_SMOX,0_SMPD3,0_SMU1,0_SNAI2,0_SNN,0_SNRPD1,0_SNX10,0_SNX15,0_SOCS5,0_SOX30,0_SP3,0_SPAG5,0_SPAST,0_SPG11,0_SPRY1,0_SPRY4,0_SPRYD3,0_SPTBN2,0_SPTLC1,0_SQLE,0_SRCAP,0_SRRM2,0_SS18,0_SSB,0_SSR1,0_SSR3,0_SSX2IP,0_ST3GAL2,0_STAB1,0_STAP2,0_STARD7,0_STAT3,0_STAT4,0_STBD1,0_STC1,0_STEAP3,0_STK35,0_STOM,0_STT3A,0_STX11,0_STX4,0_STX6,0_STXBP5,0_SUCLA2,0_SUDS3,0_SUMO2,0_SURF6,0_SYNE2,0_SYNGR1,0_SYNJ2BP,0_TACC2,0_TAF1,0_TAF1A,0_TAF7,0_TAPBP,0_TBC1D1,0_TBC1D13,0_TBC1D14,0_TBC1D4,0_TBC1D7,0_TBCE,0_TCERG1,0_TCIRG1,0_TCP11L1,0_TCTA,0_TDG,0_TECPR2,0_TGM2,0_THG1L,0_THOC2,0_THRA,0_THUMPD2,0_THUMPD3,0_TIMM8A,0_TJP2,0_TLE1,0_TMCO1,0_TMEM131,0_TMEM132E,0_TMEM139,0_TMEM165,0_TMEM176B,0_TMEM184C,0_TMEM25,0_TMEM33,0_TMEM51,0_TMEM72,0_TMEM8B,0_TMEM9B,0_TNC,0_TNFRSF10B,0_TNFRSF14,0_TNFRSF21,0_TNIP1,0_TNIP2,0_TNRC6A,0_TOE1,0_TOP1MT,0_TPD52,0_TPD52L2,0_TPM2,0_TPM4,0_TPX2,0_TRA2B,0_TRAM1,0_TRAP1,0_TRIB2,0_TRIB3,0_TRIM17,0_TRIM25,0_TRIM27,0_TRIM5,0_TRIOBP,0_TRMT1,0_TSEN15,0_TSG101,0_TSHZ3,0_TSPAN1,0_TTC17,0_TTC21B,0_TTC9C,0_TTLL1,0_TTLL11,0_TUFM,0_TUSC1,0_TXLNA,0_TXN2,0_TXNDC5,0_UBAC1,0_UBAP2L,0_UBC,0_UBE2D1,0_UBE2D4,0_UBXN11,0_UNC45A,0_UNC93B1,0_UPB1,0_UPK3B,0_UQCRFS1,0_UROC1,0_USE1,0_USP2,0_USP32,0_USP39,0_USP45,0_USP7,0_UTP6,0_VIM,0_VPS37C,0_VPS4A,0_WDR1,0_WDR33,0_WDR35,0_WDR41,0_WDR53,0_WDR54,0_WDR61,0_WDR90,0_WIPF1,0_WSB1,0_WT1,0_WWC1,0_XAF1,0_XK,0_XKR9,0_XPA,0_XRCC1,0_XRN2,0_YIF1A,0_YWHAG,0_ZBTB12,0_ZBTB2,0_ZBTB20,0_ZBTB8OS,0_ZC3HAV1,0_ZCCHC24,0_ZFAND2A,0_ZFAND5,0_ZFPM2,0_ZFYVE1,0_ZHX2,0_ZNF143,0_ZNF219,0_ZNF251,0_ZNF280D,0_ZNF343,0_ZNF512,0_ZNF514,0_ZNF638,0_ZNF677,0_ZNF7,0_ZNF700,0_ZNF703,0_ZNF768,0_ZNF84,0_ZNHIT3,0_ZNHIT6,0_ZSCAN29
0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,261,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,308,0,0,0,0,144,0,0,226,0,65,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,175,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,230,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,153,0,0,144,0,0,0,0,0,0,0,0,0,89,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,200,0,0,0,0,0,0,379,259,0,31,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,151,53,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,390,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,197,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,6,2,17,0,1,1,116,0,0,2,0,0,0,9,0,1,54,3,0,354,0,1,0,0,0,2,2,1,1,0,1,2,0,1,0,0,4,0,1,1,0,0,0,0,0,0,4,0,12,1,0,7,2,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,5,7,1,0,0,1,0,0,2,3,2,1,1,1,1,5,0,13,7,2,0,0,3,48,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,6,1,0,154,0,0,0,1,151,0,1,0,1,0,0,0,2,5,0,3,0,0,1,0,1,0,2,18,6,0,0,0,1,1,1,2,1,3,77,0,0,1,209,2,0,0,2,87,7,0,10,9,0,3,0,0,6,0,1,6,1,3,2,1,0,0,3,4,1,0,0,1,0,1,0,1,2,9,0,1,1,15,0,0,1,1,2,2,0,1,1,0,3,1,0,0,0,0,0,0,267,0,1,1,0,1,0,2,1,1,0,3,2,0,0,0,0,0,170,10,326,1,0,0,0,65,1,0,0,0,1,1,0,0,0,0,0,1,5,2,0,0,0,1,2,0,0,1,3,0,1,0,1,1,0,0,2,4,0,0,0,0,35,0,0,0,2,0,0,0,0,1,0,1,5,0,0,2,31,2,1,0,1,1,0,6,15,1,1,0,1,0,0,0,2,5,1,1,1,1,1,2,4,0,0,0,0,1,0,2,0,0,4,0,1,0,0,1,0,0,4,1,0,1,0,5,2,29,3,0,95,0,2,58,0,1,1,1,0,0,2,2,1,0,0,1,0,1,0,21,1,1,2,0,0,2,1,1,0,42,5,0,1,1,2,0,7,0,2,11,2,0,2,5,1,0,0,0,0,0,0,0,1,1,0,1,9,0,0,0,0,171,0,0,0,1,0,1,3,0,0,0,0,361,0,4,1,0,18,1,0,69,2,1,0,3,0,0,1,0,1,0,0,0,0,103,2,3,3,1,0,2,3,0,0,1,0,1,303,0,0,2,2,2,0,1,3,0,1,81,1,0,1,0,3,1,0,13,0,1,2,0,0,10,0,1,1,0,1,2,0,0,22,0,1,66,1,0,1,0,4,0,0,3,49,1,0,0,0,0,5,0,0,1,1,0,1,2,9,0,0,0,0,1,1,0,0,6,4,1,1,0,7,1,0,8,0,1,1,0,2,8,2,0,14,0,2,1,3,1,5,0,0,0,2,0,0,2,3,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,15,1,0,0,6,0,2,1,291,0,1,1,2,0,1,0,0,38,122,0,0,1,0,0,1,124,0,5,1,1,54,0,319,270,0,11,0,1,0,3,0,1,0,0,0,0,2,7,0,0,0,0,2,0,1,1,1,28,0,6,0,0,0,2,0,2,0,1,0,3,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,0,0,1,7,3,1,0,15,1,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,304,0,0,0,0,1,3,0,0,17,1,0,0,0,0,1,0,0,48,0,0,9,2,0,2,5,2,0,1,0,0,0,0,1,0,4,1,1,28,5,3,0,0,10,1,2,0,0,7,0,2,0,0,4,4,0,2,1,0,0,0,0,2,0,1,0,0,0,0,7,0,0,4,2,0,8,0,0,0,6,0,0,1,1,0,0,0,0,166,0,77,0,1,9,1,0,0,4,0,1,37,0,1,1,1,6,1,0,0,1,0,1,0,11,0,5,21,1,0,0,43,0,0,16,3,1,0,2,2,0,1,0,1,4,352,5,1,6,4,0,1,1,1,52,2,6,10,2,0,0,2,0,0,0,0,4,1,0,40,1,1,0,7,2,1,3,0,0,1,0,1,0,0,5,0,1,0,0,0,13,8,8,0,54,0,0,2,1,0,0,1,1,4,1,0,0,1,0,0,0,7,256,2,0,0,1,91,1,0,3,0,4,1,0,1,0,0,1,0,1,2,0,1,2,0,17,0,1,0,3,0,0,0,1,0,1,1,6,0,1,29,0,0,0,0,1,0,0,1,1,4,1,0,0,1,0,2,0,0,76,376,0,2,0,326,0,2,0,1,3,0,3,2,0,0,2,0,0,1,1,1,0,0,31,1,0,29,226,0,5,1,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,1
