gen,0_AAGAB,0_ABCA2,0_ABCA4,0_ABCB6,0_ABHD14B,0_ACAD8,0_ACADL,0_ACAT1,0_ACO1,0_ACOT2,0_ACSL3,0_ACTN1,0_ACVR2A,0_ADAL,0_ADAM33,0_ADAM8,0_ADH5,0_ADRM1,0_AFAP1,0_AGPAT4,0_AGTRAP,0_AHDC1,0_AHNAK2,0_AIMP2,0_AK3,0_AKAP8,0_ALDH1L1,0_ALDH1L2,0_ALDH5A1,0_ALDH6A1,0_ALKBH5,0_ALKBH7,0_AMPD2,0_AMZ2,0_ANGPTL1,0_ANK3,0_ANKRD39,0_ANLN,0_ANP32E,0_ANXA3,0_AP1AR,0_AP1G1,0_AP4B1,0_APCS,0_APEH,0_API5,0_APOBEC3D,0_APOD,0_APOL2,0_ARAP1,0_ARHGAP30,0_ARHGAP6,0_ARHGEF2,0_ARHGEF5,0_ARID5A,0_ARNT2,0_ARPC5,0_ARSB,0_ASAH1,0_ASAP1,0_ATP10D,0_ATP2B2,0_ATP2B3,0_ATP6V1B1,0_ATP6V1D,0_ATP8A1,0_ATPAF1,0_ATXN7L3,0_AUH,0_AURKB,0_AUTS2,0_AWAT2,0_B3GNT9,0_B3GNTL1,0_B4GALNT1,0_B4GALT1,0_B4GALT3,0_BCAS3,0_BCKDK,0_BCL2L1,0_BCL2L12,0_BEST3,0_BEX2,0_BGN,0_BIRC5,0_BRCA1,0_BRD3,0_BRD7,0_BRI3BP,0_BRPF1,0_BRWD1,0_BSG,0_BUD31,0_BYSL,0_C17orf75,0_C1orf116,0_C1orf162,0_C1orf194,0_C3orf14,0_C4BPA,0_C5orf34,0_C6orf118,0_CA1,0_CA9,0_CACNA1C,0_CACNA1H,0_CANT1,0_CAPN1,0_CAPZA1,0_CARD11,0_CARD8,0_CBLB,0_CBLC,0_CBWD5,0_CBX4,0_CBX7,0_CCDC102A,0_CCDC28A,0_CCDC68,0_CCDC88C,0_CCDC89,0_CCNH,0_CCT6A,0_CD200,0_CD44,0_CD53,0_CDC123,0_CDC16,0_CDC20,0_CDC73,0_CDCA8,0_CDCP1,0_CDH16,0_CDH2,0_CDK1,0_CDK2AP1,0_CDK4,0_CDK5RAP3,0_CDK7,0_CDKN2C,0_CDT1,0_CDV3,0_CENPV,0_CFHR1,0_CFI,0_CHCHD10,0_CHEK2,0_CHM,0_CHRD,0_CHST11,0_CHST12,0_CHST3,0_CHST6,0_CKS1B,0_CLCC1,0_CLIC3,0_CLK4,0_CLMN,0_CLPTM1L,0_CLPX,0_CMAS,0_CMTM3,0_CNIH4,0_CNNM1,0_CNOT2,0_CNTNAP1,0_COIL,0_COL13A1,0_COL1A1,0_COL4A3,0_COMT,0_COPA,0_COQ2,0_COQ9,0_CPE,0_CPNE1,0_CPSF2,0_CRHBP,0_CRIP1,0_CRISP3,0_CRY2,0_CRYL1,0_CS,0_CSNK1E,0_CSPG5,0_CTAGE1,0_CTDSPL,0_CTNNA2,0_CTNNBL1,0_CTR9,0_CTSD,0_CUEDC1,0_CUX1,0_CX3CL1,0_CXCL12,0_CXXC5,0_CYB5B,0_CYB5R3,0_CYFIP2,0_CYP1B1,0_CYP2R1,0_DBNDD2,0_DCBLD2,0_DCLK3,0_DCP2,0_DDB1,0_DDIT4,0_DDX11,0_DDX19B,0_DEPDC1,0_DEPDC1B,0_DGKA,0_DGKD,0_DHODH,0_DLST,0_DLX5,0_DNAJA2,0_DNAJB7,0_DNAJC25,0_DNAJC28,0_DNAJC5,0_DPYS,0_DPYSL2,0_DPYSL3,0_DTNA,0_DTNBP1,0_DTX4,0_DUOXA1,0_DUS4L,0_DUSP16,0_DUSP19,0_DUSP23,0_DUSP7,0_DVL3,0_DYRK1A,0_DZIP3,0_ECHDC3,0_EDN1,0_EDNRB,0_EEF1G,0_EFR3A,0_EFTUD2,0_EGFL7,0_EIF2S3,0_EIF4EBP1,0_EIF4EBP2,0_EIF5,0_ELAC1,0_ELMOD2,0_EME1,0_EML4,0_EMX1,0_ENHO,0_ENPEP,0_ENPP3,0_ENPP5,0_ENTPD1,0_EP300,0_EP400,0_EPHA3,0_EPHA7,0_EPHB2,0_EPSTI1,0_ESRRA,0_ETV5,0_EXTL3,0_EZR,0_FAAH,0_FABP3,0_FADS1,0_FAHD1,0_FAM104A,0_FAM160A1,0_FAM171A1,0_FAM171B,0_FAM172A,0_FAM174A,0_FAM189A2,0_FAM20A,0_FAM47E,0_FAM53A,0_FAM89A,0_FANCC,0_FANCL,0_FARSA,0_FASTKD5,0_FBP1,0_FGB,0_FGF2,0_FGF9,0_FIGNL1,0_FKTN,0_FLAD1,0_FLRT3,0_FNBP1L,0_FOXJ2,0_FRAT1,0_FRRS1,0_FTH1,0_FXYD2,0_FXYD3,0_GABARAPL1,0_GALNT2,0_GAS1,0_GBA,0_GBP1,0_GBP3,0_GC,0_GGPS1,0_GGTLC2,0_GIT2,0_GLB1L,0_GLG1,0_GLIS3,0_GMPR,0_GNE,0_GNL3,0_GOLT1B,0_GORASP2,0_GPR143,0_GPR183,0_GPRC5C,0_GPRC5D,0_GRAMD1C,0_GRB10,0_GRB7,0_GREM2,0_GRIN2D,0_GSTA1,0_GSTA2,0_GSTA4,0_GSTK1,0_GSTO2,0_GTF2E2,0_GTF3A,0_GTF3C6,0_GUK1,0_HAPLN3,0_HAX1,0_HCFC1R1,0_HECTD2,0_HELQ,0_HGF,0_HIBCH,0_HIP1R,0_HK1,0_HKDC1,0_HMGA2,0_HMGB1,0_HMGB2,0_HMGN3,0_HNRNPUL1,0_HNRNPUL2,0_HOXA4,0_HP,0_HPCAL1,0_HPN,0_HPR,0_HSD17B11,0_HSD17B6,0_HSPA6,0_HTATSF1,0_HTR2B,0_IAH1,0_ICA1,0_ICAM1,0_IDH2,0_IFIT3,0_IFRD1,0_IFT20,0_IGF2R,0_IL15RA,0_ILVBL,0_IMMT,0_IMPA2,0_ING1,0_INPP5A,0_INTS8,0_IRF1,0_IRF3,0_IRF9,0_ISCA2,0_ISG15,0_ISYNA1,0_ITGB3BP,0_ITIH3,0_ITSN1,0_IVD,0_JAKMIP2,0_JPH2,0_JUN,0_KAT5,0_KCNA5,0_KCND1,0_KCNE4,0_KCTD16,0_KDELR2,0_KDM3B,0_KDM6B,0_KIAA0232,0_KIAA1328,0_KIAA1755,0_KIAA1841,0_KIF11,0_KIF13B,0_KIF18A,0_KIF4A,0_KIF7,0_KISS1R,0_KLHL36,0_KLRB1,0_KMO,0_KPNA3,0_KRT8,0_KTN1,0_L3MBTL3,0_LAGE3,0_LAPTM5,0_LARS2,0_LDHB,0_LDHD,0_LDLRAD2,0_LEFTY2,0_LEMD2,0_LGALS1,0_LGALS9,0_LGI4,0_LGR5,0_LGR6,0_LIMK2,0_LMAN2L,0_LMCD1,0_LMNB1,0_LMO4,0_LPCAT1,0_LPIN3,0_LRBA,0_LRCH2,0_LRFN3,0_LRRC45,0_LRRN3,0_LRRN4CL,0_LSM12,0_LSM2,0_LXN,0_LY75,0_LYPD5,0_MACC1,0_MACF1,0_MAGEA4,0_MAGEA8,0_MAML1,0_MAML3,0_MANSC1,0_MAOB,0_MAPK12,0_MAPKAPK2,0_MARK2,0_MBD4,0_MCL1,0_MCM3,0_MCM3AP,0_MCM5,0_MCM6,0_MCPH1,0_MECP2,0_MED12,0_MED12L,0_MEGF9,0_MEP1A,0_MERTK,0_METTL7B,0_MFSD8,0_MGAT3,0_MGST1,0_MIA2,0_MIS12,0_MLH1,0_MLX,0_MMP2,0_MORF4L2,0_MPST,0_MPV17L,0_MRPL1,0_MRPL3,0_MRPL4,0_MRPL46,0_MRPS15,0_MRPS25,0_MSH6,0_MSRB3,0_MSTO1,0_MT1A,0_MT1E,0_MTHFD1L,0_MTOR,0_MTSS1,0_MYEF2,0_MYO10,0_MYO9A,0_N4BP3,0_NAA35,0_NAIP,0_NARS2,0_NCAM2,0_NCAPH,0_NCK1,0_NCKAP1L,0_NCKAP5L,0_NCOA7,0_NDRG2,0_NDUFA5,0_NDUFAB1,0_NDUFS2,0_NECAP2,0_NEDD4L,0_NEURL1B,0_NFE2,0_NFE2L2,0_NFKB2,0_NFYA,0_NGB,0_NGEF,0_NIPAL3,0_NKX2-2,0_NMB,0_NME7,0_NMNAT3,0_NMT1,0_NMUR1,0_NNMT,0_NNT,0_NOMO3,0_NONO,0_NOP58,0_NPEPL1,0_NR1D2,0_NTRK3,0_NUDT22,0_NUDT5,0_NUDT9,0_NUMB,0_NUP62,0_OFD1,0_OGDH,0_OGG1,0_OGT,0_ONECUT2,0_OPA1,0_OSBP,0_OSBPL1A,0_OXER1,0_P2RX4,0_P2RX6,0_P4HB,0_P4HTM,0_PABPC1,0_PADI1,0_PAFAH2,0_PANK2,0_PARK7,0_PARVA,0_PAX5,0_PAX9,0_PCBP3,0_PCCA,0_PCDHB4,0_PCDHGA1,0_PCDHGB3,0_PCDHGB5,0_PCID2,0_PCK1,0_PCLO,0_PCNA,0_PCYT2,0_PDCD10,0_PDCD2,0_PDCD2L,0_PDCD5,0_PDLIM2,0_PEBP1,0_PEPD,0_PFDN2,0_PGLYRP2,0_PGPEP1,0_PHC1,0_PHF12,0_PHF8,0_PHLDB2,0_PIAS2,0_PIF1,0_PIGR,0_PIK3R1,0_PINK1,0_PIP4K2A,0_PIP5K1A,0_PITPNM2,0_PIWIL4,0_PKIB,0_PKNOX2,0_PLCD1,0_PLCXD1,0_PLD2,0_PLEC,0_PLEKHA7,0_PLK2,0_PLRG1,0_PLSCR3,0_PLTP,0_PLXDC1,0_PLXDC2,0_PMPCB,0_PNPLA3,0_PNPLA4,0_PODNL1,0_POF1B,0_POLD3,0_POLG2,0_POLR2C,0_POU2F1,0_POU2F2,0_POU5F1,0_PPA2,0_PPAT,0_PPIB,0_PPIP5K1,0_PPM1H,0_PPP1R13B,0_PPP1R3B,0_PPP4R2,0_PPT1,0_PPWD1,0_PRDX3,0_PRKAB1,0_PRKAR1B,0_PRKCD,0_PRPF38B,0_PRR15L,0_PSMD4,0_PTGES2,0_PTGIS,0_PTK2B,0_PTPN23,0_PTPN3,0_PTPRA,0_PTRH2,0_PXK,0_PYCARD,0_PYCR1,0_QRICH1,0_RAB1B,0_RABEP1,0_RABGAP1,0_RABIF,0_RACGAP1,0_RAD54L,0_RANBP1,0_RANBP6,0_RAP1GAP,0_RAPGEF3,0_RARB,0_RASGRF1,0_RBM25,0_RBM28,0_RBM8A,0_RBMX,0_RBMX2,0_RFK,0_RIC3,0_RILPL1,0_RNASET2,0_RNF139,0_RNF14,0_RNF180,0_RNF19B,0_RNF220,0_RNF38,0_RNPEP,0_RPA2,0_RPL10A,0_RPL19,0_RPL36,0_RPS10,0_RPS18,0_RPS20,0_RPS27A,0_RPS4X,0_RPS7,0_RRP1B,0_RUFY2,0_RUNX1,0_RWDD1,0_S100A11,0_SAMHD1,0_SAP30BP,0_SARDH,0_SART3,0_SBNO2,0_SCARF2,0_SCGB1D2,0_SCLT1,0_SCML4,0_SDCBP2,0_SDR16C5,0_SDR39U1,0_SEC63,0_SEMA3A,0_SERPINA3,0_SERPINB5,0_SERPINC1,0_SERPINF2,0_SESTD1,0_SETD3,0_SEZ6L2,0_SF3B2,0_SGK3,0_SH2B3,0_SH3BGRL2,0_SH3GL1,0_SHARPIN,0_SHC1,0_SHISA5,0_SHPK,0_SIRPA,0_SLA,0_SLC10A3,0_SLC16A1,0_SLC16A10,0_SLC25A13,0_SLC25A23,0_SLC26A2,0_SLC29A2,0_SLC2A9,0_SLC35B4,0_SLC38A10,0_SLC38A7,0_SLC39A9,0_SLC41A3,0_SLC43A2,0_SLC4A1AP,0_SLC6A12,0_SLC6A2,0_SLC7A5,0_SLC7A6OS,0_SLC9A9,0_SLMAP,0_SMAP1,0_SMARCC2,0_SMOX,0_SMS,0_SMYD3,0_SNAI2,0_SNAP91,0_SNF8,0_SNRPA1,0_SNX8,0_SOCS3,0_SOX30,0_SPAG16,0_SPAG5,0_SPARC,0_SPG11,0_SPOCK2,0_SPRY4,0_SPTBN1,0_SPTLC1,0_SRM,0_SRPX2,0_SRRM1,0_SSB,0_SSBP2,0_SSC5D,0_ST3GAL1,0_STAT1,0_STAT4,0_STK36,0_STRADA,0_STT3A,0_SUCLG1,0_SUFU,0_SUMO4,0_SUOX,0_SYNE2,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TACC1,0_TAF8,0_TARDBP,0_TAX1BP3,0_TBL1XR1,0_TCEA3,0_TCERG1,0_TCP11L1,0_TECPR2,0_THOC7,0_THRA,0_THTPA,0_THUMPD3,0_TIAM1,0_TIMM8A,0_TLE2,0_TM9SF2,0_TMBIM1,0_TMCO1,0_TMED4,0_TMED9,0_TMEM115,0_TMEM116,0_TMEM132E,0_TMEM176A,0_TMEM33,0_TMEM39A,0_TMEM51,0_TMEM53,0_TMEM59L,0_TMEM70,0_TMEM8B,0_TMEM9B,0_TMLHE,0_TMPRSS2,0_TMX4,0_TNFRSF10B,0_TNIP2,0_TOP2A,0_TOPORS,0_TOR3A,0_TPM4,0_TPPP,0_TRAF3IP2,0_TRAF6,0_TRIB3,0_TRIM4,0_TRIM65,0_TRIO,0_TRIOBP,0_TRIP10,0_TRIP11,0_TRMT5,0_TRMT61B,0_TSHZ3,0_TSKU,0_TSPYL1,0_TTC19,0_TTC39C,0_TTLL3,0_TUBA1A,0_TXN2,0_TXNDC17,0_TYMP,0_UACA,0_UBA2,0_UBB,0_UBE2C,0_UBE2D2,0_UBE2E1,0_UBE2F,0_UBE2Z,0_UBQLN4,0_UGGT1,0_UGT8,0_UNC5B,0_UPK3B,0_UQCRC2,0_UQCRFS1,0_USE1,0_USP1,0_USP2,0_USP30,0_VEZT,0_VIM,0_VIPR1,0_VKORC1,0_VPS41,0_VPS53,0_WDR1,0_WDR11,0_WDR17,0_WDR24,0_WDR48,0_WDR6,0_WDR7,0_XKR9,0_YIPF1,0_ZBTB12,0_ZBTB33,0_ZBTB4,0_ZCCHC8,0_ZDHHC15,0_ZDHHC17,0_ZFAND5,0_ZFYVE1,0_ZIC1,0_ZNF131,0_ZNF135,0_ZNF22,0_ZNF251,0_ZNF304,0_ZNF343,0_ZNF37A,0_ZNF433,0_ZNF440,0_ZNF549,0_ZNF608,0_ZNF610,0_ZNF7,0_ZNF84
0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,2,0,0,0,0,231,0,0,0,0,0,0,0,31,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,39,183,22,0,26,0,0,0,0,50,0,0,0,6,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,172,0,0,0,0,0,0,0,0,0,0,27,0,0,0,4,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,45,0,20,0,0,0,65,0,0,0,0,0,0,52,0,0,0,0,0,0,0,43,0,38,0,176,0,188,0,0,0,0,223,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,100,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,24,0,0,0,0,143,0,0,0,0,0,0,0,0,0,33,0,113,102,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,91,218,0,0,0,0,163,0,0,36,0,0,0,82,0,0,0,0,0,0,40,0,0,0,0,0,0,169,0,0,0,0,122,29,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,171,0,0,0,0,0,0,138,0,0,68,194,228,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,123,0,169,14,125,89,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,37,60,58,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,134,0,235,0,0,135,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,110,0,0,0,275,0,0,83,0,0,0,0,0,0,0,0,0,185,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,83,0,0,0,0,29,79,12,0,0,108,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,155,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,113,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,149,0,83,0,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,68,0,0,88,0,93,48,53,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,123,0,0,0,0,0,0,0,146,0,0,0,0,0,0,103,0,0,0,0,0,71,0,0,148,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,37,115,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,83,0,0,0,0,0,0,0,0,0,112,0,0,0,0,121,0,128,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2,0,5,0,0,0,22,0,0,1,13,1,1,4,23,1,0,0,1,0,1,0,0,4,1,0,0,112,0,0,0,1,4,0,0,7,0,1,0,26,0,6,0,0,2,1,0,4,1,0,1,0,0,55,0,1,1,2,0,0,1,6,238,3,0,2,0,1,4,0,4,5,2,0,0,0,0,0,1,1,0,1,29,0,0,1,0,0,0,1,1,3,0,0,1,5,0,0,203,0,2,1,1,1,0,0,2,0,0,2,3,0,2,0,0,1,1,1,13,0,0,0,0,0,7,0,0,2,2,2,0,4,1,0,0,2,0,0,1,0,4,2,14,1,6,0,0,0,8,0,0,0,0,5,1,13,0,1,1,1,1,0,0,7,2,24,0,67,1,29,1,2,1,0,43,0,1,157,2,0,1,0,0,0,0,0,0,0,0,4,0,6,0,0,2,1,2,2,0,1,1,0,1,0,0,1,4,0,0,0,2,0,0,1,0,0,1,5,1,0,0,3,0,0,0,3,4,1,0,0,0,0,0,6,10,3,7,28,5,0,0,2,25,0,0,1,5,0,1,1,1,2,2,1,4,17,0,2,1,1,0,0,6,0,1,0,0,1,3,1,1,4,1,2,0,0,3,0,1,2,1,0,0,0,0,1,5,74,27,0,0,0,1,36,3,1,37,1,0,4,3,0,0,1,8,1,0,1,19,0,3,0,0,0,77,1,0,0,0,20,2,2,0,0,1,1,0,0,0,4,2,1,0,0,0,0,0,12,1,0,0,0,0,0,1,1,32,48,0,0,1,1,5,1,337,1,0,8,36,65,0,0,0,0,38,1,0,0,2,1,2,1,0,0,0,1,3,174,4,0,0,0,1,0,0,5,0,2,0,8,5,0,0,3,2,70,0,1,1,0,0,0,0,1,0,273,1,38,11,189,2,1,3,5,0,0,2,1,1,0,0,4,8,4,0,2,10,7,19,1,0,0,0,0,1,0,2,43,1,5,0,0,0,1,0,0,0,13,0,93,0,1,30,0,0,53,0,0,0,0,0,1,1,1,0,0,1,0,1,14,1,1,4,2,6,10,2,1,1,102,0,1,7,1,0,0,5,4,0,3,1,2,54,52,1,1,1,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,3,1,34,1,1,0,0,0,0,1,1,1,1,0,0,0,0,17,2,0,5,5,1,0,0,0,1,13,0,0,0,0,1,0,0,0,0,14,0,0,0,0,3,7,2,1,0,20,0,5,0,1,0,0,0,0,0,1,0,1,1,2,1,47,0,2,0,5,0,1,0,20,0,15,0,3,0,1,0,4,0,3,0,0,0,4,0,1,1,1,0,0,11,3,1,54,1,0,0,3,0,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,13,0,0,4,0,0,0,1,193,0,1,2,0,0,0,0,0,1,0,34,7,16,1,0,1,0,5,4,44,15,169,2,5,3,11,1,0,0,8,9,0,0,0,1,2,0,0,2,2,0,0,0,7,0,1,0,1,3,3,6,2,0,0,33,2,0,36,2,31,13,12,0,1,7,0,0,1,2,0,0,0,0,0,0,0,3,0,19,1,0,3,1,0,0,7,0,0,1,0,3,0,0,0,0,0,6,0,4,0,2,2,1,0,3,1,2,44,6,0,39,1,0,0,3,2,0,0,23,1,1,0,3,0,1,35,0,32,2,6,0,19,0,3,51,74,0,0,2,1,0,0,1,0,1,1,2,0,4,2,0,0,1,13,0,0,0,4,1,2,5,24,25,0,0,1,0,0,0,3,0,1,52,0,0,0,0,1,4,3,33,2,5,0,1,1,0,4,0,1,2,10,5,5,0,1,0,1,3,3,0,1,0,4,1,0,0,0,2,0,0,0,0,0,380,0,2,1,0,11,0,1,0,1,1,0,0,0,1,25,1,0,4,3,11,0,60,3,1,0,1,0,1,1,105,1,1,0,3,57,0,1,0,1,31,0,3,0,2
200,2,0,5,1,0,1,20,0,0,1,12,2,0,3,21,1,3,0,1,3,0,0,0,2,0,0,1,172,0,0,0,0,3,0,0,4,0,0,0,19,0,5,0,1,1,0,1,3,0,2,0,1,0,27,6,0,0,0,0,0,1,2,170,2,0,1,0,2,4,2,3,3,1,0,2,0,0,0,0,0,1,1,20,20,0,1,1,1,1,0,0,4,0,1,2,6,0,0,152,0,1,0,0,0,0,0,1,2,1,3,3,0,2,0,6,1,0,0,7,1,0,0,1,1,1,2,1,1,2,1,0,0,0,1,0,0,0,1,0,0,3,0,7,3,5,0,0,0,5,0,0,0,1,4,0,12,1,2,0,2,0,0,1,5,3,19,0,53,0,30,0,2,0,0,28,0,0,98,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,2,0,3,2,0,0,1,0,4,0,0,1,2,1,0,0,0,0,0,1,0,0,0,2,3,1,3,4,2,0,10,1,1,4,1,1,1,1,0,1,7,5,0,6,22,5,0,1,0,16,0,6,1,3,0,0,1,1,3,3,0,3,8,1,1,1,0,0,0,5,2,0,0,1,3,1,1,1,6,0,1,0,0,3,0,2,1,0,2,0,0,0,1,0,51,21,0,0,0,0,26,0,2,30,0,1,3,3,1,4,1,11,1,0,1,16,0,2,2,2,0,52,2,0,1,3,20,1,0,0,1,1,2,0,6,0,3,0,0,3,1,1,2,1,23,0,1,0,5,0,0,0,3,19,43,0,1,1,0,8,0,296,0,3,6,30,38,1,2,0,1,35,0,0,2,3,2,1,0,0,1,0,1,4,262,1,0,0,2,0,0,2,0,1,2,0,10,0,2,3,2,1,55,1,0,1,0,1,0,1,1,0,193,2,34,8,161,1,1,3,3,0,0,2,0,0,1,1,7,6,1,2,1,9,4,15,0,0,0,0,0,2,0,1,25,2,3,2,0,0,0,0,2,0,11,0,83,0,1,19,0,0,38,0,4,0,0,1,0,0,0,0,0,0,2,0,15,2,0,6,2,4,9,4,0,0,94,0,1,7,0,1,0,5,3,1,4,2,2,46,47,1,1,0,0,0,1,4,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,5,2,0,0,1,0,27,0,1,0,1,2,16,2,1,0,1,0,0,1,1,11,0,0,3,2,2,0,0,1,1,11,0,0,0,1,0,0,5,1,0,11,1,1,0,0,3,2,2,2,0,17,0,7,0,1,2,0,0,0,0,0,0,0,3,2,0,34,0,0,0,3,1,1,1,20,0,7,1,3,0,6,1,7,0,1,0,0,0,3,0,0,0,2,3,4,13,0,1,50,1,0,2,0,1,4,0,1,0,0,0,0,2,0,0,0,1,0,7,0,1,0,0,1,6,0,0,0,4,0,0,3,126,1,0,1,1,0,0,0,0,2,1,25,1,14,0,1,0,14,5,0,46,4,117,1,0,4,8,0,0,1,5,3,1,0,2,0,2,0,0,0,7,3,1,0,4,2,1,4,0,0,0,6,1,3,2,23,0,0,27,0,35,11,13,0,1,6,0,0,0,2,1,0,2,22,2,0,2,1,1,14,3,0,3,0,0,2,5,0,0,0,0,1,0,0,1,1,1,3,0,0,0,0,1,0,1,4,1,1,41,3,1,27,0,0,1,4,0,1,0,23,2,1,0,4,0,0,29,0,39,3,6,1,15,0,0,49,41,0,0,0,1,0,1,0,0,1,2,0,0,6,0,0,0,2,14,1,1,2,6,0,0,5,16,24,0,0,0,0,0,0,2,1,0,44,1,1,0,0,1,9,7,27,2,3,0,1,3,1,3,0,0,0,15,2,1,1,0,0,1,4,2,0,2,0,1,1,1,2,1,0,1,0,0,0,1,367,0,1,0,0,11,2,0,0,1,1,2,0,2,0,25,0,0,7,1,15,0,42,0,1,0,0,0,0,2,77,0,0,1,3,70,0,1,0,1,156,0,1,3,2
