gen,0_AAAS,0_ABCA3,0_ABHD14B,0_ACADM,0_ACADS,0_ACAP2,0_ACAT2,0_ACBD5,0_ACIN1,0_ACO2,0_ACOT9,0_ACVR2A,0_ACY1,0_ADAL,0_ADAM33,0_ADCY2,0_ADCY3,0_ADCY4,0_ADD1,0_ADH5,0_ADM,0_AFAP1,0_AFP,0_AIFM1,0_AK2,0_AK7,0_AKAP1,0_AKAP9,0_ALAD,0_ALDH1A1,0_ALDH1L2,0_ALG13,0_ALG9,0_ALKBH2,0_AMT,0_ANK3,0_ANKRD13D,0_ANKRD49,0_ANLN,0_ANP32A,0_ANP32E,0_ANXA11,0_ANXA3,0_AP1G1,0_AP2A1,0_AP2B1,0_APBB1,0_APBB3,0_APCS,0_APOBEC3A,0_APOBEC3D,0_APOBEC3G,0_APOL2,0_ARHGAP24,0_ARHGAP30,0_ARHGAP6,0_ARHGEF12,0_ARHGEF2,0_ARHGEF35,0_ASAP1,0_ASB13,0_ASF1B,0_ATAD2,0_ATAD3B,0_ATF4,0_ATG16L1,0_ATP1A1,0_ATP6V1A,0_ATP6V1D,0_ATPAF1,0_ATXN2L,0_AUP1,0_AURKB,0_AZIN1,0_B3GNTL1,0_B4GALNT1,0_B4GALNT2,0_B9D2,0_BAK1,0_BANF1,0_BBC3,0_BCAT2,0_BCL2,0_BCL2L10,0_BGN,0_BIRC2,0_BIRC5,0_BLK,0_BLM,0_BLOC1S3,0_BMP6,0_BNIP1,0_BNIP3L,0_BPHL,0_BPNT1,0_BTF3L4,0_BTRC,0_BYSL,0_C17orf97,0_C1orf109,0_C21orf91,0_C4BPA,0_C5orf22,0_C5orf24,0_C8G,0_CA13,0_CAB39L,0_CACYBP,0_CAD,0_CALHM2,0_CAMLG,0_CAPN1,0_CAPN2,0_CAPZA1,0_CASP4,0_CAV1,0_CBLC,0_CBR4,0_CBX3,0_CBX7,0_CC2D2B,0_CCDC59,0_CCDC88B,0_CCDC89,0_CCDC91,0_CCNB1,0_CCNB2,0_CCT6B,0_CD101,0_CDAN1,0_CDC123,0_CDC20,0_CDC25C,0_CDC45,0_CDCA7L,0_CDCA8,0_CDH1,0_CDH11,0_CDH23,0_CDHR2,0_CDK17,0_CDK20,0_CDK4,0_CDKN2A,0_CDKN2C,0_CDS2,0_CENPA,0_CEP55,0_CES2,0_CFHR1,0_CHAC1,0_CHCHD6,0_CHD1,0_CHDH,0_CHRD,0_CHST12,0_CIR1,0_CITED2,0_CKAP5,0_CKS1B,0_CLDN8,0_CLEC11A,0_CLEC4D,0_CLMN,0_CLN5,0_CMTM3,0_CNDP2,0_CNOT3,0_CNTNAP1,0_COIL,0_COL1A1,0_COL6A2,0_COPB1,0_COX18,0_CPE,0_CPSF7,0_CPT1A,0_CRAT,0_CRISPLD2,0_CRP,0_CRTC2,0_CRY2,0_CRYM,0_CSAD,0_CSF1R,0_CSNK2B,0_CSPG5,0_CTBS,0_CTDSPL,0_CUL4B,0_CUX1,0_CWC15,0_CX3CL1,0_CYB5B,0_CYB5D2,0_CYFIP1,0_CYFIP2,0_CYGB,0_DAAM2,0_DCAF12L1,0_DCP2,0_DCTN1,0_DDIT4,0_DDX19B,0_DDX41,0_DDX55,0_DECR1,0_DEF8,0_DENR,0_DEPDC1,0_DIAPH1,0_DIAPH2,0_DLX5,0_DMGDH,0_DNAJA2,0_DNAJC12,0_DNAJC2,0_DNAJC24,0_DNAJC28,0_DNAJC9,0_DNAL4,0_DNASE1L3,0_DNMT3B,0_DPYSL4,0_DUSP14,0_DUSP7,0_DYRK4,0_E2F1,0_EDEM2,0_EFS,0_EGFL7,0_EGR1,0_EIF2B1,0_EIF2B4,0_EIF2S3,0_EIF3B,0_EIF3D,0_EIF4E3,0_EIF4EBP1,0_EIF4EBP2,0_ELMOD2,0_ELOVL7,0_EME1,0_ENO2,0_EPHB2,0_EPHX2,0_EPSTI1,0_ERCC6L,0_ERLIN1,0_ESPL1,0_ESRRA,0_EXOSC2,0_EXOSC3,0_EYA4,0_F2,0_FAHD1,0_FAM104A,0_FAM126A,0_FAM171A1,0_FAM189A2,0_FAM20A,0_FAM83H,0_FANCL,0_FASTKD5,0_FBP1,0_FBXL5,0_FBXO21,0_FBXO5,0_FCHSD1,0_FCRL1,0_FECH,0_FGF9,0_FGFR1OP2,0_FGR,0_FHOD1,0_FKBP10,0_FKBP4,0_FLNB,0_FLRT3,0_FTH1,0_FUCA1,0_FXR1,0_FXR2,0_G6PC,0_GALNT2,0_GALNT5,0_GAR1,0_GBP4,0_GCSH,0_GDI1,0_GGT6,0_GIMAP2,0_GLG1,0_GLI2,0_GLI3,0_GLIPR2,0_GLOD5,0_GLRX5,0_GMIP,0_GNAI3,0_GNE,0_GNL3,0_GORAB,0_GPR132,0_GPR160,0_GPRIN1,0_GRAMD1C,0_GRB10,0_GRB7,0_GREM2,0_GRINA,0_GRSF1,0_GSS,0_GSTO2,0_GTPBP2,0_GTSF1,0_HADHA,0_HAX1,0_HDAC1,0_HDAC3,0_HEBP2,0_HERC3,0_HERPUD2,0_HINT2,0_HM13,0_HMGB2,0_HMGN2,0_HNRNPA2B1,0_HNRNPF,0_HNRNPH1,0_HNRNPR,0_HNRNPUL1,0_HOXC13,0_HP,0_HPN,0_HPR,0_HS1BP3,0_HSD17B12,0_HSD17B14,0_HSD17B3,0_HSD17B6,0_HSD17B7,0_HSD17B8,0_HSDL2,0_HSPA13,0_HTR1E,0_ICAM1,0_IDH3A,0_IGF1R,0_IL23A,0_ILDR1,0_ILF2,0_ILF3,0_IMMP2L,0_IMPA2,0_INPP5A,0_INPP5B,0_INTS8,0_IRF3,0_IRF9,0_ISCA2,0_ISLR,0_ITFG1,0_IWS1,0_JMJD6,0_JTB,0_JUP,0_KAT5,0_KCNE3,0_KCNJ15,0_KCTD16,0_KDELR2,0_KDM2A,0_KDM6B,0_KHDRBS3,0_KIAA1328,0_KIAA1755,0_KIF11,0_KIF13B,0_KIF18A,0_KIF21A,0_KIF4A,0_KIF4B,0_KIF7,0_KIF9,0_KISS1R,0_KLC4,0_KLF2,0_KLF5,0_KLHL36,0_KPNA4,0_KRI1,0_KRT4,0_L2HGDH,0_LARS2,0_LDHD,0_LENG8,0_LGALS9,0_LGI4,0_LGR5,0_LIG1,0_LIMK1,0_LMNB1,0_LMO7,0_LNX2,0_LPAR2,0_LRFN3,0_LRP5,0_LRRC47,0_LRRN4CL,0_LSM2,0_LSR,0_LTV1,0_LY75,0_LYPD6,0_LZTS1,0_MAGEA4,0_MANSC1,0_MAP7,0_MAPK8IP3,0_MAPT,0_MAX,0_MCM5,0_MCM7,0_MDFIC,0_MECP2,0_MED12L,0_MEP1A,0_MFGE8,0_MFSD6,0_MFSD9,0_MGAT3,0_MICAL2,0_MID1,0_MIER2,0_MKKS,0_MN1,0_MOAP1,0_MORC3,0_MPHOSPH10,0_MPND,0_MPPE1,0_MPV17L,0_MPZL1,0_MRPL11,0_MRPL45,0_MRPL9,0_MSRB3,0_MST1R,0_MTCH1,0_MTHFD1,0_MTM1,0_MUS81,0_MX1,0_MYC,0_MYEF2,0_MYO1B,0_MYO9A,0_N4BP1,0_N4BP3,0_NAALADL1,0_NASP,0_NAT10,0_NBEA,0_NCAPH,0_NCEH1,0_NCK1,0_NCKAP5L,0_NDRG2,0_NDUFA4L2,0_NDUFA7,0_NDUFA9,0_NDUFB10,0_NDUFB8,0_NECAP2,0_NEDD4L,0_NEU1,0_NF2,0_NFAT5,0_NFE2,0_NFE2L1,0_NFIL3,0_NGDN,0_NIPAL3,0_NIT1,0_NKAP,0_NKX2-2,0_NLN,0_NLRX1,0_NME4,0_NME5,0_NMUR1,0_NNT,0_NOL11,0_NOP10,0_NOP16,0_NOP2,0_NOP56,0_NOP58,0_NOS1AP,0_NOTCH3,0_NPR3,0_NR1D2,0_NR2C1,0_NR3C1,0_NR5A2,0_NRG2,0_NUMB,0_NUP50,0_NUP62,0_OCLN,0_ODF2,0_OFD1,0_ORM1,0_OSBPL1A,0_OSMR,0_P2RX6,0_P4HA2,0_PABPN1,0_PACSIN2,0_PADI1,0_PAFAH1B1,0_PAICS,0_PAK1IP1,0_PARP12,0_PARP3,0_PATZ1,0_PAX9,0_PCCA,0_PCDHB7,0_PCDHGA1,0_PCGF1,0_PCGF3,0_PCK1,0_PCYOX1,0_PCYT2,0_PDCD1LG2,0_PDCD2L,0_PDCD5,0_PDCD7,0_PDE10A,0_PDE12,0_PDIA4,0_PDK2,0_PDLIM2,0_PDPK1,0_PELO,0_PEPD,0_PER3,0_PFDN6,0_PFN1,0_PGLYRP2,0_PGS1,0_PHC2,0_PHF5A,0_PIF1,0_PIGH,0_PIGQ,0_PIGR,0_PILRB,0_PIP5K1A,0_PKNOX2,0_PLCD1,0_PLEKHG3,0_PLK1,0_PLK2,0_PLOD2,0_PLP2,0_PLXDC1,0_PMPCB,0_PON1,0_POU3F3,0_PPAN,0_PPAN-P2RY11,0_PPFIBP2,0_PPIL4,0_PPM1A,0_PPM1E,0_PPP1R3B,0_PPP1R8,0_PPP1R9A,0_PPP2CB,0_PPP2R2C,0_PPP2R2D,0_PPP2R3C,0_PPP3R2,0_PPWD1,0_PRAF2,0_PRC1,0_PRDM11,0_PREP,0_PRKAB1,0_PROC,0_PRR16,0_PRTFDC1,0_PSMB2,0_PSMC6,0_PTER,0_PTGES2,0_PTGES3,0_PTGIS,0_PTPN3,0_PTPRA,0_PTPRJ,0_PYGL,0_PYGO2,0_RAB21,0_RAB23,0_RAD1,0_RAD54L,0_RAD54L2,0_RANBP6,0_RAPGEF3,0_RASEF,0_RASGRF1,0_RAVER2,0_RBBP7,0_RBM10,0_RBM28,0_RBM34,0_RBM47,0_RCBTB2,0_RCC1,0_RCN1,0_RELA,0_RFC4,0_RFX7,0_RHOA,0_RIC8B,0_RIMS2,0_RNASE3,0_RNASET2,0_RNF17,0_RNF4,0_RNF7,0_RPA4,0_RPAP2,0_RPAP3,0_RPL27A,0_RPLP2,0_RPN2,0_RPS16,0_RPS20,0_RPS4X,0_RPS6KL1,0_RPS7,0_RRP1B,0_RRP8,0_RSAD2,0_RSL1D1,0_RSPH3,0_RUFY1,0_RUNX1,0_S100A10,0_S100PBP,0_S1PR2,0_SACM1L,0_SAMD9,0_SARDH,0_SART3,0_SCGB1D2,0_SCLT1,0_SCML4,0_SCYL3,0_SDC4,0_SDF2L1,0_SDHA,0_SEC24B,0_SEC24D,0_SECISBP2L,0_SELL,0_SEMA3A,0_SEMA4D,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SERPINH1,0_SESTD1,0_SETDB2,0_SF3A3,0_SFPQ,0_SH3GLB1,0_SH3PXD2B,0_SHC1,0_SHROOM3,0_SIK2,0_SIKE1,0_SIPA1L2,0_SKA1,0_SLC12A4,0_SLC13A1,0_SLC13A5,0_SLC15A4,0_SLC1A1,0_SLC27A2,0_SLC29A2,0_SLC2A9,0_SLC35A2,0_SLC39A9,0_SLC3A1,0_SLC44A3,0_SLC46A2,0_SLC47A1,0_SLC48A1,0_SLC6A12,0_SLC9A2,0_SMARCA2,0_SMC1A,0_SMPD3,0_SMS,0_SMYD3,0_SNAI1,0_SNAI2,0_SNN,0_SNRPA,0_SNRPA1,0_SNRPD1,0_SNRPG,0_SNX15,0_SOCS1,0_SOCS3,0_SOD2,0_SOX6,0_SPAG5,0_SPATA18,0_SPG11,0_SPINT2,0_SPRYD3,0_SRCAP,0_SRP19,0_SRPX2,0_SRRT,0_SSBP1,0_SSX2IP,0_ST8SIA1,0_STAT1,0_STAT3,0_STC1,0_STK38,0_STT3A,0_STUB1,0_STX4,0_SUB1,0_SUCLA2,0_SUOX,0_SUPT5H,0_SV2C,0_SYNGR1,0_SYNGR3,0_TADA2B,0_TARBP2,0_TARDBP,0_TBC1D14,0_TBC1D4,0_TBC1D7,0_TDG,0_TDP1,0_TEC,0_TECPR2,0_TERF2IP,0_TF,0_TGFB1,0_TGM2,0_THOC1,0_THOC2,0_THRA,0_THRSP,0_TIAM1,0_TIMM9,0_TLE2,0_TM2D1,0_TMED4,0_TMEM115,0_TMEM165,0_TMEM184C,0_TMEM192,0_TMPO,0_TMX4,0_TNFRSF21,0_TNFRSF6B,0_TNIP2,0_TNPO1,0_TOB1,0_TOMM5,0_TOP1MT,0_TOP2A,0_TOR3A,0_TPK1,0_TRAFD1,0_TRAIP,0_TREM1,0_TRIB3,0_TRIM27,0_TRIM4,0_TRIM52,0_TRIM65,0_TRIO,0_TRMT1,0_TSHR,0_TSHZ3,0_TSPYL2,0_TTC32,0_TTC4,0_TUBA1B,0_TUBA8,0_TUBB,0_U2AF1L4,0_UBA7,0_UBE2D2,0_UBE2N,0_UBE2Z,0_UFC1,0_UFM1,0_UGDH,0_UGT8,0_UNC5B,0_UPK3B,0_UROC1,0_USE1,0_USF1,0_USP13,0_USP2,0_USP47,0_VAPB,0_VEZT,0_VGLL4,0_VPS16,0_VPS35,0_VPS36,0_VPS41,0_VPS4A,0_VRK1,0_WDR1,0_WDR17,0_WDR24,0_WDR7,0_WLS,0_XAF1,0_XK,0_XPC,0_YWHAG,0_ZBTB2,0_ZBTB20,0_ZBTB4,0_ZBTB44,0_ZBTB5,0_ZBTB8OS,0_ZC3H12C,0_ZCCHC8,0_ZDHHC3,0_ZFAND2A,0_ZFPM2,0_ZMIZ1,0_ZNF131,0_ZNF135,0_ZNF19,0_ZNF22,0_ZNF280C,0_ZNF304,0_ZNF689,0_ZNF7,0_ZNF700,0_ZNF707
0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,18,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,29,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,151,92,0,0,0,144,0,0,0,0,0,176,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,290,214,36,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,202,84,0,0,0,0,0,0,0,0,0,0,146,77,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,241,0,0,0,0,220,0,0,0,0,44,0,0,0,0,82,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,49,0,0,0,0,0,1,0,0,228,0,0,0,31,0,77,0,0,0,0,0,0,92,0,0,0,0,0,198,42,0,0,0,0,0,0,0,0,0,39,0,0,0,0,176,0,396,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,87,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,64,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,283,0,0,133,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,86,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,206,0,0,0,0,0,0,0,0,35,0,97,137,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,97,0,0,97,0,0,0,0,0,3,0,0,160,0,167,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,311,181,0,0,0,0,0,19,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,82,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,15,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0
100,1,100,0,0,2,2,0,1,1,0,2,1,4,0,8,65,1,1,0,1,1,0,0,3,1,3,0,10,2,1,1,5,0,0,1,1,30,1,0,0,1,2,0,1,0,0,0,0,58,22,0,0,0,7,3,3,0,5,0,1,0,2,1,0,2,0,4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,2,0,0,6,0,0,2,2,0,12,0,1,2,1,2,12,0,11,34,5,23,2,7,9,0,0,1,0,0,0,0,2,0,1,1,1,1,1,0,0,0,38,0,6,1,0,0,0,3,0,1,1,42,12,3,2,0,26,0,0,0,2,2,38,54,0,0,1,1,0,1,2,1,0,3,0,0,2,3,1,15,0,60,0,6,2,0,0,20,1,0,2,0,1,2,0,0,20,0,1,0,1,0,1,1,1,2,1,1,1,2,0,0,40,0,0,1,8,1,1,0,2,0,0,0,5,0,17,8,1,1,16,0,1,0,150,47,1,0,0,2,0,2,0,2,33,3,2,0,1,0,1,0,5,0,81,8,1,0,1,0,0,1,0,0,7,0,21,11,0,6,0,33,0,3,1,2,1,0,7,0,0,0,2,0,110,0,0,14,0,0,0,91,3,1,1,2,99,0,0,0,0,7,0,0,0,0,52,1,1,24,0,1,0,1,1,1,1,7,1,2,1,0,9,1,0,0,0,0,3,2,4,2,1,0,3,3,0,0,2,0,1,2,9,2,3,35,1,0,2,2,0,1,0,0,0,0,2,2,0,0,1,1,0,2,1,0,2,1,0,0,0,1,0,1,1,0,0,0,3,1,0,4,100,8,0,2,2,0,0,0,1,28,401,0,0,0,15,0,20,1,0,1,4,2,0,43,0,1,1,0,9,110,34,0,0,1,4,1,1,3,1,0,4,0,0,40,0,46,1,220,5,0,2,1,0,0,1,2,2,0,77,1,0,0,0,4,0,1,0,1,1,1,0,1,5,92,0,3,0,0,1,9,1,2,0,1,0,1,1,1,3,0,2,0,0,15,116,15,1,1,0,0,31,0,3,1,0,0,1,2,0,0,3,0,0,1,3,0,1,32,5,1,1,0,28,0,0,1,2,1,0,0,0,7,44,1,0,0,0,0,0,0,1,16,1,0,0,1,0,0,1,19,0,0,0,0,2,1,6,2,63,0,0,76,7,0,21,40,1,1,0,1,1,32,0,0,0,1,1,0,0,0,3,8,124,2,1,0,2,2,0,11,2,0,5,0,0,0,0,0,2,0,3,0,0,103,0,1,1,0,1,0,0,7,2,1,0,0,7,3,0,1,0,28,0,5,0,25,1,2,1,1,0,20,0,1,5,1,15,0,1,5,1,1,4,2,2,45,4,0,0,0,0,1,2,1,0,1,0,1,0,1,0,2,98,32,0,0,1,0,2,5,0,1,1,0,4,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,21,1,37,2,0,4,0,1,1,1,0,0,2,28,58,0,2,0,0,3,0,0,3,0,91,2,0,1,1,1,23,0,1,13,0,0,2,0,0,0,0,1,70,0,40,8,3,3,1,1,6,1,1,0,0,2,2,2,0,1,0,0,3,170,63,0,0,1,1,0,9,5,0,1,1,6,0,1,0,1,1,3,0,0,0,2,1,9,65,13,1,0,0,8,0,1,6,0,0,0,0,6,6,1,0,1,59,0,1,0,4,1,2,1,7,1,0,1,3,0,3,1,0,1,0,0,2,3,0,26,17,0,1,2,3,1,1,0,0,0,0,1,16,2,2,0,1,2,5,2,5,0,1,1,6,0,56,9,0,1,0,17,0,5,0,0,1,1,1,4,2,7,4,0,0,1,0,3,14,2,4,1,1,5,0,0,0,0,1,0,0,9,1,0,0,0,0,0,5,0,2,0,0
200,0,92,1,0,0,4,1,1,2,1,1,0,3,1,6,52,2,0,0,2,1,0,0,2,0,1,1,1,0,0,0,3,0,1,0,1,23,0,0,0,3,3,0,1,0,1,1,1,54,22,0,0,3,5,2,2,1,3,0,1,2,0,1,0,1,0,4,4,8,0,0,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,1,0,1,2,0,1,1,2,0,9,0,1,5,0,2,10,0,9,23,6,25,0,12,14,0,1,1,0,0,2,0,2,1,1,6,1,3,0,3,0,0,38,1,4,1,0,1,0,0,0,1,1,46,11,6,2,0,24,5,0,0,1,1,38,42,0,0,0,1,0,0,2,1,0,0,1,1,0,4,1,22,1,66,4,6,2,0,2,17,5,1,0,1,1,2,1,0,15,1,2,0,2,1,0,0,3,3,0,1,11,4,0,0,48,0,0,0,7,2,0,0,0,0,1,0,9,0,13,16,0,2,18,1,5,0,125,46,2,0,0,1,0,0,0,4,33,2,2,0,0,3,0,1,7,1,68,6,1,0,1,1,1,3,0,0,4,0,21,10,0,3,1,30,0,2,2,0,0,0,5,3,0,1,3,1,91,1,0,15,0,0,1,98,4,0,1,0,91,0,1,0,0,8,0,0,0,0,46,1,0,21,1,1,2,0,0,1,1,5,0,0,2,2,6,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,3,1,1,1,9,1,4,30,0,0,3,1,0,1,1,0,1,2,1,0,0,1,0,0,2,2,0,1,1,6,2,0,0,1,1,0,1,1,0,1,3,0,0,4,91,7,0,1,1,0,0,0,3,15,407,2,1,2,16,1,19,2,1,1,5,1,0,42,0,0,1,0,7,103,26,1,1,1,1,5,0,0,0,0,3,0,0,56,0,38,1,196,2,0,3,0,0,1,0,0,0,1,55,2,1,1,0,1,1,1,0,2,0,0,0,0,0,80,0,1,0,1,0,10,1,2,1,0,0,0,1,3,5,0,2,0,0,9,130,16,1,1,0,0,26,0,1,0,2,0,1,2,0,0,8,1,0,0,3,0,0,26,2,0,0,1,21,1,1,1,0,0,0,0,0,4,36,2,0,0,2,0,1,1,0,19,0,0,1,0,0,0,1,21,0,0,0,0,1,1,9,0,59,1,0,69,6,0,16,45,1,1,0,2,3,40,0,0,0,0,1,0,1,2,2,4,116,2,0,2,2,2,0,12,1,1,7,0,1,1,0,0,1,0,2,0,0,119,2,1,0,0,0,0,2,4,1,1,0,2,14,1,0,1,0,14,1,7,0,33,1,1,3,0,0,20,1,1,5,0,8,1,1,0,1,0,1,0,3,40,4,0,0,0,2,2,0,1,0,1,1,2,1,1,1,3,91,37,0,2,1,0,0,1,2,0,0,0,4,1,0,1,0,1,1,2,0,0,1,0,0,2,0,0,0,14,1,28,0,1,1,0,1,1,0,0,2,1,23,49,1,2,1,0,0,0,0,0,0,72,1,0,1,1,0,15,0,0,16,1,1,3,0,0,0,0,0,55,0,42,9,2,3,0,0,4,0,1,0,1,2,1,3,0,0,0,1,1,151,50,0,0,0,0,0,8,5,0,2,2,6,0,0,3,1,0,4,1,1,0,0,1,8,60,5,1,1,0,1,3,1,5,1,3,0,1,5,8,0,3,1,51,0,1,0,1,1,0,0,4,0,0,1,2,1,6,0,0,1,1,1,1,1,0,34,16,0,3,0,6,2,5,0,1,1,1,0,10,1,2,0,1,3,5,2,0,0,1,0,9,0,44,9,0,1,0,15,0,1,1,0,0,1,1,3,1,7,2,0,0,0,0,1,13,2,2,3,0,4,0,2,0,1,1,1,3,14,0,0,0,3,0,0,8,1,4,0,2
300,0,93,0,1,0,5,1,1,5,1,0,0,3,2,7,52,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,1,1,3,1,22,0,0,0,3,4,1,2,0,1,1,3,41,16,0,0,0,3,2,3,1,4,0,1,2,0,1,1,2,0,4,6,7,1,0,0,1,0,0,0,1,1,0,0,0,0,2,1,1,0,1,1,2,2,0,1,0,0,0,6,0,1,5,0,2,9,1,5,18,2,28,0,15,18,0,0,0,1,1,0,0,1,1,1,5,1,1,0,7,0,1,39,1,4,0,1,1,2,0,1,1,0,41,9,6,2,1,22,3,0,1,1,2,45,47,1,1,0,1,1,0,4,1,0,0,2,0,0,2,1,17,0,66,1,3,4,1,3,14,2,1,0,0,0,3,0,0,14,0,1,1,1,1,0,0,1,3,0,0,8,5,0,1,45,0,1,0,9,1,0,0,0,0,0,0,9,0,13,12,0,2,20,0,6,1,118,41,3,0,2,1,0,0,1,3,41,0,1,0,0,3,0,0,10,2,64,9,0,0,2,0,1,4,0,0,8,0,17,13,0,3,1,36,0,3,0,0,1,0,4,3,0,1,7,1,91,1,1,10,0,0,1,89,5,0,0,0,79,1,0,1,1,9,0,1,2,1,47,1,0,19,0,1,2,0,0,1,1,2,0,0,1,3,5,0,0,0,4,0,2,1,3,1,0,1,0,0,0,0,1,1,3,1,8,1,1,36,0,1,1,0,0,1,1,1,1,2,1,0,1,0,0,0,1,1,0,2,0,5,1,1,1,1,1,0,0,0,1,1,2,0,0,3,86,5,0,1,0,1,0,0,3,13,416,0,2,0,14,3,17,3,0,0,3,1,0,46,0,0,1,2,5,92,23,0,0,1,0,10,0,0,0,1,4,0,2,67,2,51,1,186,1,0,2,0,1,0,0,0,0,3,54,3,2,1,1,1,1,0,1,1,0,0,0,0,0,81,0,0,0,1,0,5,1,0,2,1,0,0,2,3,2,0,3,0,1,8,135,20,1,1,0,0,24,0,0,0,1,1,0,1,1,1,6,1,1,0,3,0,0,29,2,0,0,1,26,1,0,0,0,0,0,1,0,2,29,0,1,1,2,0,1,0,0,19,0,0,0,0,0,1,2,28,0,0,1,0,1,1,7,0,65,2,1,76,5,1,18,52,1,1,0,1,8,29,0,1,0,0,0,1,2,2,2,4,102,1,0,1,2,2,0,11,0,1,5,0,1,1,0,1,1,0,3,0,0,134,3,1,0,1,0,0,2,2,1,1,0,2,14,0,1,1,0,10,1,8,1,37,0,1,3,0,1,17,0,0,2,0,8,1,0,0,1,0,0,0,3,34,3,2,1,1,2,1,0,1,1,0,3,3,0,1,1,1,75,37,0,0,1,0,1,1,2,0,0,1,3,3,0,1,0,0,1,2,2,1,1,0,0,1,1,0,0,10,1,26,0,0,1,1,0,0,0,0,1,3,19,50,1,1,0,2,0,1,1,0,0,61,1,0,1,0,0,11,0,1,11,2,1,1,0,0,0,1,0,51,0,35,11,2,3,1,0,4,0,1,0,0,1,2,0,0,0,0,0,2,138,40,0,1,0,0,1,6,2,1,5,1,4,0,0,3,1,0,3,0,0,1,0,1,18,58,3,0,0,2,1,1,1,4,1,3,0,0,2,12,0,3,1,41,1,0,2,2,0,0,0,7,0,1,1,2,0,2,0,2,0,1,1,1,0,0,24,14,0,3,0,9,1,3,1,1,0,1,0,8,2,1,0,2,3,6,0,0,0,0,0,4,0,46,14,0,0,0,13,0,1,1,0,0,3,3,3,0,7,2,2,0,0,0,1,14,3,1,3,0,4,0,4,1,1,0,1,4,17,0,1,1,0,1,1,6,1,2,2,1
