gen,0_AAAS,0_ABAT,0_ABCA2,0_ABHD14B,0_ACADL,0_ACADM,0_ACAP1,0_ACBD6,0_ACLY,0_ACOT1,0_ACTN1,0_ACTR3B,0_ADAM10,0_ADAM17,0_ADAM8,0_ADPGK,0_AFP,0_AGL,0_AHI1,0_AK7,0_AKR1C1,0_AKT1,0_ALAD,0_ALB,0_ALDH1L1,0_ALG2,0_ALOX5,0_AMPD2,0_ANAPC5,0_ANAPC7,0_ANGPTL1,0_ANGPTL4,0_ANK2,0_ANK3,0_ANKRA2,0_ANKRD13D,0_ANKZF1,0_ANO6,0_ANP32B,0_ANP32E,0_ANXA2,0_ANXA3,0_ANXA6,0_AP1AR,0_AP1G1,0_AP3M2,0_AP4S1,0_APBB3,0_APCS,0_APOBEC3A,0_APOBEC3D,0_APOD,0_APOO,0_AQP1,0_ARFGEF2,0_ARHGAP23,0_ARHGAP24,0_ARHGAP5,0_ARHGEF12,0_ARHGEF2,0_ARHGEF35,0_ARHGEF5,0_ARID5A,0_ARL6IP6,0_ARPC3,0_ASAP1,0_ASF1B,0_ATF7IP2,0_ATP13A3,0_ATP1A1,0_ATP2B3,0_ATP2B4,0_ATP2C1,0_ATP6AP1,0_ATP6AP2,0_ATP6V1H,0_ATP8A1,0_ATRN,0_ATXN2L,0_AUH,0_AURKB,0_B3GNT9,0_B4GALT3,0_B9D2,0_BAP1,0_BBX,0_BCAS3,0_BCKDHA,0_BCL2L1,0_BCL2L10,0_BCL2L12,0_BCL2L2,0_BCL7A,0_BCL9,0_BEX1,0_BGN,0_BIRC5,0_BLK,0_BLOC1S3,0_BPHL,0_BRD7,0_BRD8,0_BRIP1,0_BSG,0_BST2,0_BTBD1,0_BUB3,0_BYSL,0_C1orf226,0_C1orf35,0_C1orf54,0_C3orf14,0_C3orf18,0_C4BPA,0_C5orf24,0_C5orf46,0_CA13,0_CACNA1H,0_CACYBP,0_CALHM2,0_CAMSAP1,0_CANT1,0_CAPN1,0_CASP4,0_CASP8,0_CASP9,0_CBLB,0_CBR1,0_CBX1,0_CBX4,0_CCDC127,0_CCDC134,0_CCDC51,0_CCDC59,0_CCDC68,0_CCDC86,0_CCDC88B,0_CCDC91,0_CCL4,0_CCNH,0_CCR6,0_CCT5,0_CDC37L1,0_CDC6,0_CDCA7L,0_CDH16,0_CDK1,0_CDK17,0_CDK2AP1,0_CDK7,0_CDKL5,0_CDKN2A,0_CDKN2C,0_CDYL,0_CENPA,0_CEP55,0_CEP72,0_CES2,0_CES3,0_CHAC1,0_CHCHD6,0_CHD1L,0_CHI3L2,0_CHMP1B,0_CHRNB1,0_CIDEB,0_CISD2,0_CLDN7,0_CLDN8,0_CLK2,0_CLK4,0_CLYBL,0_CNIH4,0_CNPY2,0_CNTNAP1,0_COBLL1,0_COL13A1,0_COL4A3,0_COL6A2,0_COMMD3,0_COMMD8,0_COMT,0_COPA,0_COPS5,0_COQ2,0_COQ7,0_COX8A,0_COX8C,0_CPB2,0_CPE,0_CPNE8,0_CRP,0_CRTC2,0_CRY2,0_CRYL1,0_CRYZL1,0_CSRNP3,0_CTAGE1,0_CTDSPL,0_CTTNBP2,0_CUL4B,0_CUL7,0_CUTC,0_CYB5D2,0_CYCS,0_CYFIP1,0_CYTH4,0_DAAM2,0_DACT2,0_DCAF12L1,0_DCAF12L2,0_DCAF4,0_DCLK1,0_DCLK3,0_DCP1B,0_DCTN1,0_DCUN1D3,0_DDHD2,0_DDIT4,0_DDR1,0_DDRGK1,0_DDX19B,0_DDX42,0_DDX55,0_DEDD,0_DEF8,0_DENND4C,0_DENR,0_DGKA,0_DHCR7,0_DHRS7,0_DHX30,0_DLAT,0_DLG1,0_DLGAP4,0_DLX5,0_DNA2,0_DNAJB11,0_DNAJB7,0_DNAJC12,0_DNAJC2,0_DNAJC5,0_DNAJC8,0_DNASE1L3,0_DNMT3A,0_DNMT3L,0_DPY30,0_DPYS,0_DPYSL2,0_DPYSL4,0_DSG2,0_DVL3,0_DZIP1L,0_EAPP,0_ECM2,0_EDAR,0_EDN1,0_EEF1G,0_EFHC1,0_EFNA5,0_EIF2B4,0_EIF3B,0_EIF3D,0_EIF4EBP1,0_ELF4,0_ELOVL7,0_EME1,0_EMX1,0_ENDOD1,0_ENO2,0_ENPEP,0_ENPP3,0_ENTPD1,0_ENTPD2,0_EP400,0_ERBB4,0_ERCC5,0_ERGIC1,0_ERI3,0_ERLIN1,0_ERLIN2,0_ESPL1,0_ESRP1,0_ESRRA,0_ETFA,0_ETFB,0_EVI5L,0_EXOC7,0_EXOSC1,0_EZR,0_F2,0_FAAH,0_FABP7,0_FADS1,0_FAM135A,0_FAM199X,0_FAM47E,0_FAM53B,0_FAM89A,0_FAS,0_FBL,0_FCF1,0_FGB,0_FGD6,0_FGF2,0_FGF9,0_FGG,0_FH,0_FHOD1,0_FIGN,0_FLAD1,0_FLNB,0_FLOT1,0_FLRT3,0_FNTA,0_FOXJ2,0_FPR2,0_FTH1,0_FTSJ1,0_FXYD3,0_G6PC,0_GAB2,0_GALNT2,0_GALNT5,0_GAPDH,0_GAS1,0_GAS8,0_GBE1,0_GC,0_GDA,0_GGA3,0_GGH,0_GJA4,0_GLI2,0_GLI3,0_GLOD4,0_GLT8D2,0_GLUD2,0_GMDS,0_GMFG,0_GNAI3,0_GNB4,0_GNRH1,0_GOLGA3,0_GOLGA4,0_GORASP2,0_GPD2,0_GPHN,0_GPR107,0_GPR143,0_GPR160,0_GRAMD1C,0_GRIN2D,0_GRK5,0_GSK3B,0_GSPT1,0_GSTA2,0_GSTA3,0_GSTZ1,0_GTF2E2,0_GTPBP2,0_GTSF1,0_HCCS,0_HDAC1,0_HDHD2,0_HECTD1,0_HECTD2,0_HEPH,0_HERC2,0_HEXIM1,0_HEYL,0_HIF3A,0_HIVEP3,0_HMGA2,0_HMGB1,0_HMGB2,0_HMGN2,0_HNRNPA1,0_HNRNPA3,0_HNRNPH1,0_HNRNPL,0_HOXC13,0_HPCAL1,0_HPR,0_HPS3,0_HSD17B11,0_HSD17B6,0_HSD17B7,0_HSP90B1,0_HYI,0_HYLS1,0_IDH3A,0_IDH3G,0_IDUA,0_IFRD1,0_IGF1R,0_IKBIP,0_IKBKE,0_IL10,0_IL18R1,0_IL23A,0_IL7,0_ILDR1,0_IMPA2,0_ING1,0_IP6K1,0_IRF7,0_IRF9,0_ISYNA1,0_ITIH3,0_JARID2,0_JKAMP,0_JPH2,0_KANK2,0_KCMF1,0_KCNA5,0_KCND1,0_KCNG1,0_KCNK1,0_KCNS3,0_KCTD11,0_KCTD16,0_KDELR2,0_KDSR,0_KHDRBS3,0_KIAA1143,0_KIAA1522,0_KIF18A,0_KIF20A,0_KIF2A,0_KIF4A,0_KIF4B,0_KISS1R,0_KLF3,0_KLHDC2,0_KLHL36,0_KLHL8,0_KLRB1,0_KMO,0_KPNA3,0_KRBA1,0_KRT19,0_L2HGDH,0_LAMB2,0_LARP6,0_LARS2,0_LBP,0_LCA5,0_LETM1,0_LHX6,0_LIG1,0_LIG3,0_LIMA1,0_LIMD1,0_LIN7C,0_LINS1,0_LMAN2,0_LMCD1,0_LMO7,0_LNX2,0_LPAR2,0_LPIN3,0_LRCH2,0_LRPPRC,0_LRRC3B,0_LRRC40,0_LRRC57,0_LRRN3,0_LSM12,0_LSM6,0_LUZP1,0_LYPLAL1,0_LYRM4,0_MACF1,0_MAGEA4,0_MANEA,0_MAP3K14,0_MAP4,0_MAP7,0_MAPK11,0_MAPK12,0_MAPK8,0_MAPK8IP3,0_MAPKAPK2,0_MARCKS,0_MARK2,0_MATK,0_MBNL1,0_MCM3AP,0_MCM6,0_MEGF8,0_MEP1A,0_MERTK,0_MFSD9,0_MGAT3,0_MGST2,0_MIA2,0_MICAL3,0_MICALL2,0_MIS12,0_MKKS,0_MLYCD,0_MME,0_MMGT1,0_MOAP1,0_MORF4L2,0_MPV17L,0_MPZL1,0_MRPL50,0_MRPL55,0_MSH6,0_MSI2,0_MSTN,0_MSTO1,0_MT1A,0_MTA2,0_MTAP,0_MTMR11,0_MTOR,0_MYB,0_MYO10,0_MYO18A,0_MYO6,0_MYOF,0_NAA25,0_NAALADL1,0_NAF1,0_NARS2,0_NASP,0_NAT10,0_NAV1,0_NBEA,0_NCAPG2,0_NCKAP1L,0_NCLN,0_NCOA6,0_NCSTN,0_NDRG1,0_NDUFA9,0_NDUFAF1,0_NDUFS2,0_NDUFV1,0_NECAP2,0_NEDD1,0_NF2,0_NFKBIE,0_NGEF,0_NKX2-2,0_NMB,0_NME1-NME2,0_NMUR1,0_NNT,0_NOL3,0_NOL7,0_NOP16,0_NOP2,0_NPLOC4,0_NPM1,0_NPTN,0_NR1H3,0_NR2C1,0_NR2C2AP,0_NR3C2,0_NRP2,0_NT5DC2,0_NTRK3,0_NUDT11,0_NUDT22,0_NUDT9,0_NUMB,0_NUP35,0_NXPH2,0_OCLN,0_OGT,0_OPA1,0_ORM2,0_OSMR,0_OTP,0_OXER1,0_OXNAD1,0_P2RX6,0_PA2G4,0_PABPC1,0_PACSIN2,0_PADI1,0_PAICS,0_PAK1IP1,0_PARD6A,0_PARP14,0_PARP16,0_PAX9,0_PBX2,0_PCCA,0_PCDHGA1,0_PCDHGC4,0_PCGF3,0_PCID2,0_PCYOX1L,0_PDCD1LG2,0_PDCD5,0_PDCL2,0_PDCL3,0_PDE10A,0_PDGFC,0_PDHX,0_PDIA4,0_PDLIM1,0_PDLIM2,0_PDPK1,0_PDSS2,0_PDZD11,0_PDZRN3,0_PELI1,0_PELO,0_PEX19,0_PFDN4,0_PFDN5,0_PFDN6,0_PFKM,0_PGAP2,0_PGLYRP2,0_PGS1,0_PHKA2,0_PICALM,0_PIGR,0_PIK3R6,0_PIN4,0_PINK1,0_PIP5K1A,0_PIP5K1C,0_PIR,0_PJA1,0_PKNOX2,0_PLCE1,0_PLCL1,0_PLCXD1,0_PLD6,0_PLEKHA2,0_PLEKHB2,0_PLK1,0_PLK2,0_PLXDC1,0_PML,0_PMM2,0_PMPCA,0_PMPCB,0_PNPLA8,0_POGZ,0_POLA2,0_POLR2E,0_POLR2H,0_POLR3B,0_POLR3H,0_PON2,0_POU2F2,0_POU3F3,0_POU5F1,0_PPM1A,0_PPM1E,0_PPM1G,0_PPM1H,0_PPP1R8,0_PPP2CB,0_PPP2R2B,0_PPP2R2C,0_PPP2R2D,0_PPP4R2,0_PRC1,0_PRCC,0_PRDM1,0_PRDM4,0_PRDX2,0_PRDX4,0_PRICKLE4,0_PRKAA2,0_PRKAB1,0_PRKAR1B,0_PRODH2,0_PRPF38B,0_PRPF39,0_PRPF4B,0_PRRT3,0_PRTFDC1,0_PRTN3,0_PSMD13,0_PSMD4,0_PSMD8,0_PSMF1,0_PSMG3,0_PTER,0_PTGES2,0_PTGIS,0_PTGS1,0_PTHLH,0_PTPN12,0_PTPN2,0_PTPN21,0_PTPN3,0_PTPN7,0_PXDN,0_PXK,0_PXMP4,0_PYCR1,0_PYGL,0_PYGO2,0_RAB11FIP1,0_RAB32,0_RAB5C,0_RABEP1,0_RABGAP1,0_RABGGTB,0_RAD51,0_RAD54L,0_RAD9B,0_RADIL,0_RANBP1,0_RAP1GAP2,0_RARB,0_RARG,0_RASGRF1,0_RASL11A,0_RASSF1,0_RAVER2,0_RBM17,0_RBMX,0_RCCD1,0_REN,0_RFC2,0_RFC3,0_RFFL,0_RFX7,0_RGL2,0_RGS1,0_RHOT1,0_RIC3,0_RIMS2,0_RIN3,0_RMND1,0_RNASEH2C,0_RNASET2,0_RNF113A,0_RNF149,0_RNF17,0_RNF180,0_RNF20,0_RNF220,0_RNF38,0_RNF7,0_RPGR,0_RPL10,0_RPL10A,0_RPL13A,0_RPL17,0_RPL23,0_RPL28,0_RPL41,0_RPL5,0_RPLP0,0_RPS16,0_RPS17,0_RPS21,0_RPS23,0_RPS25,0_RPS27A,0_RPS3A,0_RPS4X,0_RPS6KB1,0_RRAGD,0_RSAD2,0_RSL1D1,0_RUFY1,0_RUFY2,0_RUFY3,0_RUSC1,0_RUVBL2,0_RYBP,0_SAA4,0_SAE1,0_SAMD9,0_SAMD9L,0_SAP30BP,0_SARNP,0_SCAPER,0_SCD,0_SCLT1,0_SCOC,0_SCYL3,0_SDC3,0_SDF2L1,0_SEC14L2,0_SEC16A,0_SEC24D,0_SECISBP2,0_SECISBP2L,0_SELL,0_SEMA3A,0_SENP8,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SERPINB6,0_SERPINC1,0_SERPINF2,0_SERPINH1,0_SERTAD2,0_SETD2,0_SETD5,0_SETDB2,0_SF3A3,0_SF3B2,0_SFT2D2,0_SFXN3,0_SGSM1,0_SH3BP2,0_SH3BP5L,0_SH3GLB1,0_SHMT2,0_SHROOM2,0_SIKE1,0_SLC10A3,0_SLC17A4,0_SLC1A4,0_SLC26A2,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC37A4,0_SLC38A6,0_SLC38A7,0_SLC48A1,0_SLC4A1AP,0_SLC7A1,0_SLC7A5,0_SLC9A2,0_SMARCA5,0_SMARCB1,0_SMARCC2,0_SMARCD1,0_SMG6,0_SNAI1,0_SNAPIN,0_SNN,0_SNRNP27,0_SNRPA,0_SNRPC,0_SNRPG,0_SNX10,0_SNX12,0_SNX14,0_SNX15,0_SNX16,0_SNX2,0_SOD2,0_SOS2,0_SOX6,0_SPAG5,0_SPARC,0_SPAST,0_SPCS2,0_SRP54,0_SRR,0_SSC5D,0_SSR3,0_STAT1,0_STAT3,0_STAU2,0_STEAP3,0_STK36,0_STK38,0_STX17,0_STX18,0_STX6,0_SUB1,0_SUCLG1,0_SUDS3,0_SULT1C2,0_SUMO4,0_SUPT5H,0_SUSD2,0_SV2C,0_SYNGR3,0_SYNJ2BP,0_SYPL1,0_TAF1A,0_TAF5,0_TAF9B,0_TARBP2,0_TARDBP,0_TBC1D1,0_TBCE,0_TBX2,0_TCEA1,0_TCERG1,0_TCF20,0_TCIRG1,0_TCTA,0_TDG,0_TECPR2,0_TEKT3,0_TFAM,0_TGM2,0_THBS1,0_THOC3,0_THUMPD3,0_TIFA,0_TIGD1,0_TIPRL,0_TLE1,0_TM2D1,0_TMED4,0_TMEM116,0_TMEM132E,0_TMEM176A,0_TMEM192,0_TMEM33,0_TMLHE,0_TMPO,0_TMPRSS2,0_TMX4,0_TNFAIP3,0_TNFRSF10B,0_TNFRSF1B,0_TNFRSF6B,0_TNFSF13B,0_TNFSF4,0_TNIK,0_TNIP1,0_TOP1MT,0_TOP2B,0_TOPORS,0_TPCN2,0_TPD52,0_TPD52L1,0_TPPP,0_TPX2,0_TRAM1,0_TRDMT1,0_TREM1,0_TRIB3,0_TRIM27,0_TRIM35,0_TRIM38,0_TRIM4,0_TRIM44,0_TRIM5,0_TRMT5,0_TSEN34,0_TSHR,0_TSR1,0_TTC9C,0_TUBB6,0_TXLNA,0_TXNDC5,0_U2AF1,0_U2AF1L4,0_UACA,0_UBAC1,0_UBE2D3,0_UBE2F,0_UBE2Z,0_UBE3C,0_UBQLN4,0_UBXN4,0_UBXN6,0_UBXN8,0_UCK1,0_UCN,0_UCP3,0_UEVLD,0_UFC1,0_UFSP2,0_UGGT1,0_UGT1A6,0_UNC5B,0_UPB1,0_UPK3B,0_UQCRC1,0_UQCRFS1,0_UROC1,0_USP1,0_USP15,0_USP45,0_USP7,0_UTP3,0_UXT,0_VAMP1,0_VEZT,0_VGLL4,0_VPS16,0_VPS18,0_VPS35,0_VPS36,0_VPS37C,0_VRK2,0_VTI1A,0_WASL,0_WDFY1,0_WDR41,0_WDR48,0_WDR61,0_WLS,0_WT1,0_WWP1,0_XK,0_XKR9,0_XPNPEP1,0_YWHAG,0_YWHAQ,0_ZBTB17,0_ZBTB2,0_ZC3H12C,0_ZC3H14,0_ZC3H18,0_ZC3HC1,0_ZCCHC17,0_ZDHHC15,0_ZDHHC3,0_ZFP91,0_ZFYVE1,0_ZIC1,0_ZMIZ1,0_ZNF134,0_ZNF219,0_ZNF267,0_ZNF337,0_ZNF503,0_ZNF630,0_ZNF763,0_ZNF768,0_ZNF853
0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,98,172,0,0,0,0,0,99,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,222,0,120,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,211,0,0,203,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,72,0,0,58,0,0,0,0,0,0,0,0,15,84,35,0,39,125,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,179,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,142,0,112,0,58,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,48,0,0,0,117,0,0,0,0,0,31,0,41,201,112,0,0,0,0,0,0,201,0,0,0,0,0,29,61,0,0,180,0,42,0,0,3,100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,166,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,148,0,0,0,0,0,149,0,0,0,0,186,0,0,0,0,207,0,0,0,156,235,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,76,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,276,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,110,0,0,290,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,202,0,162,0,0,0,0,10,0,0,115,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,50,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,153,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,106,0,149,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0
100,0,42,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6,0,0,102,0,0,2,0,0,1,1,0,0,8,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,3,0,127,0,0,1,0,1,1,0,0,8,0,2,0,0,0,0,123,10,25,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,76,0,97,0,0,32,1,0,1,120,1,12,67,0,1,0,0,0,0,103,1,0,3,0,4,0,138,0,17,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,8,0,14,1,0,73,0,0,280,8,0,0,0,92,0,0,0,0,0,5,191,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,230,0,1,87,0,1,0,3,0,0,0,0,0,132,0,5,0,94,0,5,0,1,0,0,0,0,0,1,1,0,1,10,0,0,0,0,0,0,0,3,0,0,183,0,17,0,0,243,0,1,0,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,160,6,6,1,12,0,168,0,32,1,82,1,0,0,0,6,1,0,1,0,2,0,2,0,0,1,0,47,1,0,0,0,0,0,0,2,0,0,0,100,87,0,0,0,0,2,1,0,212,0,0,0,1,1,0,85,0,1,151,0,0,0,0,0,2,34,0,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,25,0,0,1,0,8,2,1,0,1,0,0,4,0,0,0,0,1,0,98,2,3,2,1,12,1,0,0,0,1,4,0,0,1,0,0,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,2,0,0,0,6,30,0,0,0,0,0,0,0,0,0,97,0,0,2,107,72,1,0,0,20,0,2,0,4,0,0,0,2,0,2,0,0,0,0,0,79,0,0,1,0,22,0,0,0,2,0,0,0,0,0,15,0,0,0,0,1,0,1,1,0,1,1,1,0,120,0,0,0,0,0,4,1,0,102,0,1,0,0,0,144,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,1,1,0,6,0,37,0,0,2,3,0,1,1,4,0,1,3,0,0,1,87,121,2,0,9,0,3,0,0,0,0,0,0,0,2,2,0,0,0,240,77,0,1,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,17,0,0,0,0,0,0,0,2,304,1,2,0,0,3,1,0,0,0,0,24,12,1,1,1,0,2,2,0,0,0,2,0,0,1,1,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,122,2,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,9,0,0,1,0,0,1,5,0,0,0,125,1,1,1,0,2,1,0,1,0,0,0,8,0,1,0,0,0,42,1,0,0,2,0,0,0,0,1,17,0,0,0,1,0,1,3,0,12,11,0,0,0,0,1,0,0,0,0,0,24,1,5,0,0,0,0,0,2,0,7,5,74,0,1,0,1,1,0,0,76,0,0,0,3,0,1,0,2,79,0,2,6,1,7,0,4,0,0,0,0,0,2,1,0,0,0,16,0,0,2,2,0,0,0,2,0,0,26,1,0,14,0,6,8,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,132,3,0,88,0,4,88,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,5,1,0,1,0,0,0,0,1,304,3,3,0,0,4,0,2,0,0,2,0,1,0,2,0,0,0,0,3,0,1,0,0,2,0,2,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,32,0,1,0,3,0,0,1,0,0,0,0,0,0,0,17,1,0,0,2,1,1,1,2,0,0,0,0,0,0,0,1,124,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,17,1,2,1,0,0,83,1,0,153,0,0,7,3,2,1,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,2,0,0,0,165,95,0,0,0,2,0,1,0,0,1,6,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0
