gen,0_ABCA3,0_ABCA4,0_ABCC3,0_ABCE1,0_ABCF3,0_ABHD10,0_ABHD11,0_ABHD13,0_ABHD14B,0_ABI1,0_ABLIM1,0_ABTB2,0_ACAD9,0_ACADL,0_ACADS,0_ACBD3,0_ACE2,0_ACOT9,0_ACSL1,0_ACSL4,0_ACSS1,0_ACTN1,0_ACTN3,0_ADA,0_ADAM23,0_ADAM33,0_ADAMTSL4,0_ADCK2,0_ADCY2,0_ADCY3,0_ADM,0_ADPRH,0_ADSL,0_AEBP1,0_AHI1,0_AIFM1,0_AIMP2,0_AK7,0_AKAP9,0_ALAD,0_ALAS1,0_ALDH1A1,0_ALDH1L1,0_ALDH1L2,0_ALDH4A1,0_ALDH5A1,0_ALDH6A1,0_ALG9,0_ALOX15,0_ALOX5,0_ALS2,0_AMIGO1,0_AMN,0_ANAPC16,0_ANAPC7,0_ANK3,0_ANKRD49,0_ANKS6,0_ANP32E,0_ANXA11,0_ANXA3,0_ANXA6,0_ANXA9,0_AP1B1,0_AP2A1,0_AP2B1,0_APBB1,0_APBB2,0_APBB3,0_APCS,0_APOBEC3A,0_APOBEC3G,0_APOD,0_APOL2,0_APOOL,0_ARAF,0_ARFGAP2,0_ARFIP1,0_ARGLU1,0_ARHGAP30,0_ARHGAP33,0_ARL3,0_ARMC8,0_ARMCX1,0_ARNT2,0_ASAP1,0_ASB13,0_ASRGL1,0_ATF7IP2,0_ATG4D,0_ATM,0_ATP10D,0_ATP1A1,0_ATP1B1,0_ATP2B3,0_ATP6V1A,0_ATP6V1B2,0_ATP6V1H,0_ATP7B,0_ATP8A1,0_ATXN7L3,0_AUH,0_AUP1,0_AURKB,0_B4GALNT1,0_B4GALT3,0_BACH1,0_BAMBI,0_BAP1,0_BCAP29,0_BCAR3,0_BCAT2,0_BCKDHA,0_BCL2L10,0_BCL2L14,0_BCL7A,0_BCLAF1,0_BEX1,0_BEX2,0_BICD1,0_BIK,0_BIN3,0_BLK,0_BLM,0_BNIP1,0_BRDT,0_BRIP1,0_BUB3,0_BZW2,0_C17orf97,0_C1orf116,0_C1orf54,0_C2orf88,0_C4BPA,0_C4orf19,0_C5orf46,0_C6orf118,0_C6orf62,0_C9orf78,0_CA9,0_CACNA1C,0_CACNA1H,0_CACYBP,0_CAD,0_CALU,0_CANT1,0_CAP1,0_CAPG,0_CAPN1,0_CASK,0_CAST,0_CBLB,0_CBWD5,0_CBX1,0_CBX3,0_CC2D1A,0_CC2D2B,0_CCDC51,0_CCDC59,0_CCDC66,0_CCDC88B,0_CCDC88C,0_CCDC90B,0_CCDC91,0_CCL4,0_CCNA2,0_CCNB2,0_CCNH,0_CCNJL,0_CCR6,0_CCS,0_CCT5,0_CCT6A,0_CCT6B,0_CD101,0_CD24,0_CD276,0_CD300C,0_CD55,0_CD9,0_CDC123,0_CDC25C,0_CDC6,0_CDCA5,0_CDCA7L,0_CDCA8,0_CDH23,0_CDHR2,0_CDK11A,0_CDK20,0_CDK5RAP3,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CENPA,0_CENPV,0_CEP350,0_CFB,0_CHAC1,0_CHCHD10,0_CHCHD3,0_CHD1,0_CHDH,0_CHFR,0_CHI3L2,0_CHMP6,0_CHRD,0_CHRDL1,0_CHST11,0_CHST15,0_CHST6,0_CHUK,0_CISH,0_CLEC11A,0_CLIC1,0_CLIC3,0_CLK1,0_CLK2,0_CLVS1,0_CMTM4,0_CNOT1,0_CNOT3,0_CNPY2,0_CNTN2,0_CNTNAP1,0_COBL,0_COL13A1,0_COL1A1,0_COPB2,0_COX10,0_COX19,0_COX6A1,0_CP,0_CPB2,0_CPNE5,0_CRAT,0_CRHBP,0_CRP,0_CRYAB,0_CRYL1,0_CSPG5,0_CTBS,0_CTSD,0_CUEDC1,0_CUL1,0_CUTC,0_CUX1,0_CX3CL1,0_CYB5B,0_CYB5D2,0_CYFIP2,0_CYTH4,0_DBF4B,0_DCAF11,0_DCAF12L1,0_DCBLD2,0_DCLK1,0_DCLK3,0_DCP2,0_DCUN1D5,0_DDB1,0_DDHD2,0_DDIT4,0_DDX41,0_DDX42,0_DDX55,0_DECR1,0_DEPDC1,0_DFFA,0_DGKA,0_DGKG,0_DGUOK,0_DHCR7,0_DHTKD1,0_DHX30,0_DKC1,0_DLST,0_DMGDH,0_DMTF1,0_DNAJC12,0_DNAJC2,0_DNAJC28,0_DNAJC5,0_DNAJC7,0_DNAL1,0_DNASE1L3,0_DNMT3B,0_DOK1,0_DPAGT1,0_DPPA4,0_DPYSL4,0_DR1,0_DSC1,0_DSG2,0_DTNA,0_DTYMK,0_DUOXA1,0_DUSP8,0_DVL1,0_DVL3,0_DYNC2LI1,0_ECHDC3,0_EDAR,0_EEA1,0_EFHC1,0_EFNA5,0_EFR3A,0_EFTUD2,0_EHBP1L1,0_EHHADH,0_EIF2B4,0_EIF3CL,0_EIF4A3,0_EIF4EBP2,0_EIF5A2,0_ELF2,0_ELF3,0_ELK1,0_ELMOD2,0_ELOVL7,0_EME1,0_ENDOD1,0_ENOSF1,0_ENPP5,0_EP400,0_EPS8,0_EPSTI1,0_ERCC6L,0_ERN2,0_ESRP1,0_ETFDH,0_ETNK2,0_ETV5,0_EVI5L,0_EVPL,0_EXOSC9,0_EZR,0_F11R,0_F2,0_F2RL1,0_FABP3,0_FABP7,0_FAF2,0_FAHD1,0_FAM104A,0_FAM117A,0_FAM120A,0_FAM126A,0_FAM136A,0_FAM167A,0_FAM171A1,0_FAM20A,0_FAM47E,0_FAM53A,0_FAM83H,0_FAM91A1,0_FANCC,0_FAR1,0_FBL,0_FBP1,0_FBXO21,0_FBXO5,0_FBXW5,0_FCRL1,0_FGB,0_FGF9,0_FGFR1OP2,0_FGFRL1,0_FH,0_FILIP1L,0_FKBP10,0_FKBP5,0_FLAD1,0_FLNB,0_FLRT3,0_FLVCR2,0_FTH1,0_FUCA1,0_FUZ,0_FXR1,0_FXR2,0_FXYD2,0_G6PC,0_GALK1,0_GALNT7,0_GART,0_GAS8,0_GATM,0_GBE1,0_GBP4,0_GBP5,0_GCAT,0_GCHFR,0_GCK,0_GCNT2,0_GDA,0_GDAP2,0_GFM1,0_GGA1,0_GGA3,0_GGT6,0_GGTA1,0_GIMAP2,0_GIT2,0_GLG1,0_GLI2,0_GLIPR1,0_GLOD4,0_GLRX2,0_GNL3,0_GNRH1,0_GORAB,0_GPR160,0_GPR183,0_GPR63,0_GRAMD1C,0_GREM2,0_GRHPR,0_GRIN2D,0_GRPEL1,0_GRTP1,0_GSTK1,0_GSTO2,0_GSTP1,0_GTF2B,0_GTF2E1,0_GTF2E2,0_GTF3C5,0_GTPBP2,0_GTSF1,0_GUSB,0_HADH,0_HADHA,0_HADHB,0_HAGH,0_HAPLN3,0_HAT1,0_HAUS1,0_HAUS3,0_HEBP2,0_HERC3,0_HESX1,0_HGD,0_HHAT,0_HIF3A,0_HINT2,0_HIP1R,0_HIPK1,0_HIRA,0_HIRIP3,0_HIVEP3,0_HMGXB4,0_HMOX2,0_HNRNPA2B1,0_HOXA6,0_HOXC13,0_HP,0_HPCAL1,0_HPN,0_HPR,0_HS1BP3,0_HS2ST1,0_HSD17B11,0_HSD17B3,0_HSD17B6,0_HSD17B8,0_HSPA13,0_HTR1E,0_HTR2B,0_ICA1,0_IDH3G,0_IFIT3,0_IFRD1,0_IGF1R,0_IGSF8,0_IK,0_IKBIP,0_IL17RD,0_IL7,0_ILVBL,0_IMMT,0_IMPA2,0_ING1,0_INTS8,0_IP6K1,0_IRF3,0_IRF9,0_ISCA2,0_ISG15,0_ISOC2,0_ITIH1,0_IVD,0_JAKMIP2,0_JUP,0_KAT5,0_KCND1,0_KCNE4,0_KCNJ15,0_KCNK6,0_KCTD16,0_KCTD20,0_KIAA1522,0_KIAA1614,0_KIAA1671,0_KIF11,0_KIF13B,0_KIF18A,0_KIF21B,0_KIF4A,0_KIF7,0_KIF9,0_KIFAP3,0_KISS1R,0_KLC4,0_KLF5,0_KNTC1,0_KPNA4,0_KRT18,0_KRT4,0_KRT7,0_KRT8,0_LBP,0_LCA5,0_LDHB,0_LDHD,0_LENG8,0_LENG9,0_LGALS9,0_LGI4,0_LGR5,0_LHX6,0_LIG3,0_LINS1,0_LMBR1,0_LMCD1,0_LMO7,0_LNX1,0_LNX2,0_LOXL2,0_LPAR2,0_LRBA,0_LRCH2,0_LRFN3,0_LRG1,0_LRP5,0_LRPPRC,0_LRRC47,0_LRRN4CL,0_LSM2,0_LSR,0_LTBP2,0_LTV1,0_LUC7L,0_LUC7L3,0_LUZP1,0_LY75,0_LYPLAL1,0_MACROD2,0_MAGEA4,0_MAGEE1,0_MAGOH,0_MANEA,0_MAP2K5,0_MAP3K7,0_MAP7,0_MAPK11,0_MAPK12,0_MAPK8,0_MAPT,0_MARCKS,0_MARK2,0_MAX,0_MBD4,0_MBNL1,0_MCAT,0_MCCC1,0_MDH2,0_MECR,0_MED15,0_MEGF8,0_MEPCE,0_MFNG,0_MFSD6,0_MIA2,0_MIER2,0_MKI67,0_MKKS,0_MKNK2,0_MLPH,0_MMGT1,0_MMP14,0_MMP2,0_MN1,0_MORC2,0_MORC3,0_MOXD1,0_MPHOSPH10,0_MPHOSPH9,0_MPND,0_MRPL16,0_MRPL18,0_MRPL2,0_MRPL28,0_MRPL46,0_MRPL50,0_MRPL9,0_MRPS17,0_MRPS18B,0_MRPS2,0_MRPS24,0_MSH2,0_MSI2,0_MSTO1,0_MTHFR,0_MTM1,0_MTPAP,0_MVP,0_MX1,0_MXD1,0_MYD88,0_MYEF2,0_MYO1B,0_MYO6,0_NAAA,0_NAALADL1,0_NAIP,0_NAPA,0_NAPSA,0_NASP,0_NBEA,0_NCAM2,0_NCAPH,0_NCBP2,0_NDRG3,0_NDUFA10,0_NDUFA4,0_NDUFA4L2,0_NDUFA8,0_NDUFAB1,0_NDUFB10,0_NDUFB2,0_NDUFC1,0_NDUFS4,0_NDUFV1,0_NEDD4,0_NEK8,0_NEU1,0_NEUROD1,0_NF2,0_NFE2L1,0_NFYA,0_NFYB,0_NID2,0_NIPAL3,0_NKX2-2,0_NME5,0_NMUR1,0_NNMT,0_NOL3,0_NOLC1,0_NONO,0_NOP16,0_NOXO1,0_NPM1,0_NPR3,0_NRBP1,0_NRP2,0_NSL1,0_NSUN6,0_NTRK3,0_NUDT12,0_NUDT14,0_NUMA1,0_NUP43,0_NUP62,0_OAS2,0_OCLN,0_OFD1,0_OGDHL,0_OGG1,0_OLA1,0_OLFML1,0_ONECUT2,0_ORM1,0_ORM2,0_OTP,0_P4HA1,0_P4HA3,0_PA2G4,0_PACSIN2,0_PADI1,0_PAQR7,0_PAX9,0_PBLD,0_PBX2,0_PCBP3,0_PCCB,0_PCDHB7,0_PCDHGA1,0_PCDHGB5,0_PCDHGC4,0_PCK1,0_PCNA,0_PCYOX1,0_PCYT2,0_PDCL2,0_PDE10A,0_PDHA1,0_PDIA4,0_PDIA5,0_PDIA6,0_PDK1,0_PDLIM2,0_PDLIM5,0_PDS5A,0_PELI1,0_PEPD,0_PEX12,0_PEX14,0_PEX19,0_PEX26,0_PGAM2,0_PGAM5,0_PGLYRP2,0_PGS1,0_PHF12,0_PHF14,0_PHIP,0_PHKA2,0_PHLDB2,0_PHLDB3,0_PHPT1,0_PHYH,0_PIBF1,0_PICALM,0_PICK1,0_PIF1,0_PIK3R6,0_PINK1,0_PINX1,0_PIP5K1A,0_PKNOX1,0_PKP4,0_PLA2G15,0_PLCG1,0_PLEK2,0_PLEKHA6,0_PLEKHA7,0_PLEKHB2,0_PLEKHG3,0_PLEKHJ1,0_PLK1,0_PLK2,0_PLOD2,0_PLOD3,0_PLP2,0_PLRG1,0_PLS3,0_PLXDC1,0_PLXNB1,0_PMVK,0_PNCK,0_PNN,0_POLA2,0_POLG2,0_POLR2C,0_POLR2E,0_POMP,0_PON1,0_POU3F3,0_PPAT,0_PPIG,0_PPIP5K1,0_PPM1E,0_PPM1G,0_PPP1R8,0_PPP3R2,0_PRAF2,0_PRC1,0_PRCP,0_PRDM1,0_PRDM11,0_PREX2,0_PRKAA2,0_PRKAR1B,0_PROC,0_PRR15L,0_PRR16,0_PRTFDC1,0_PSMA1,0_PSMA4,0_PSMA6,0_PSMB9,0_PSMD12,0_PSMD3,0_PSMD9,0_PTEN,0_PTGIS,0_PTGR1,0_PTHLH,0_PTPN12,0_PTPN22,0_PTPN7,0_PUS1,0_PUS7,0_PXDN,0_PYCARD,0_PYGL,0_PZP,0_QSER1,0_RAB11FIP1,0_RAB11FIP4,0_RAB14,0_RAB17,0_RAB1B,0_RAB27B,0_RAB9A,0_RABEPK,0_RAD18,0_RAD51,0_RANBP1,0_RANBP3L,0_RANBP9,0_RAP1GAP,0_RAPGEF1,0_RAPGEF3,0_RASD2,0_RASSF4,0_RBBP8,0_RBM17,0_RBM34,0_RBM39,0_RBMX2,0_RCCD1,0_RCOR3,0_RELL1,0_RFX5,0_RFX7,0_RGL2,0_RGPD1,0_RIC3,0_RIOK1,0_RNASE3,0_RNASET2,0_RNF17,0_RNF180,0_RNF181,0_RNF19A,0_RNF19B,0_RNF220,0_RPA4,0_RPGR,0_RPL10L,0_RPL27,0_RPL27A,0_RPN2,0_RPP38,0_RPS23,0_RPS6KB1,0_RPUSD2,0_RRP1B,0_RSL1D1,0_RTKN,0_RTN4IP1,0_RUNX1,0_S100A11,0_SAAL1,0_SAE1,0_SAP30,0_SCARA5,0_SCGB1D2,0_SCLT1,0_SCO1,0_SCP2,0_SDCBP2,0_SDCCAG8,0_SDHB,0_SDHD,0_SDR16C5,0_SEC24D,0_SECISBP2L,0_SEMA4F,0_SENP8,0_SERPINA3,0_SERPINB5,0_SERPINC1,0_SETD3,0_SETD5,0_SF3A3,0_SFXN3,0_SGMS1,0_SGTA,0_SH2B1,0_SH2D4A,0_SH3D19,0_SH3PXD2B,0_SH3RF1,0_SHMT2,0_SHPK,0_SIPA1L1,0_SLC12A7,0_SLC13A1,0_SLC13A5,0_SLC15A4,0_SLC16A1,0_SLC1A4,0_SLC1A5,0_SLC20A1,0_SLC25A10,0_SLC25A12,0_SLC25A23,0_SLC25A42,0_SLC27A2,0_SLC2A5,0_SLC2A9,0_SLC30A9,0_SLC39A6,0_SLC39A8,0_SLC39A9,0_SLC41A3,0_SLC43A2,0_SLC48A1,0_SLC4A2,0_SLC6A12,0_SLC7A5,0_SLC9A6,0_SLMAP,0_SMAGP,0_SMAP1,0_SMARCE1,0_SMPD3,0_SMU1,0_SMYD3,0_SNAP29,0_SNAPIN,0_SNN,0_SNRNP48,0_SNRPC,0_SNRPD2,0_SNX12,0_SOCS2,0_SOCS3,0_SOCS5,0_SOD2,0_SOX6,0_SP3,0_SPINT2,0_SPTA1,0_SPTBN1,0_SRM,0_SRP19,0_SRPK1,0_SRPX2,0_SRR,0_SRRT,0_SSB,0_SSR3,0_SSX2IP,0_STARD4,0_STARD5,0_STAT1,0_STAT4,0_STC2,0_STEAP3,0_STK35,0_STK36,0_STRADA,0_STRADB,0_STRBP,0_STT3A,0_STX3,0_STXBP5,0_SUCLA2,0_SULT1C2,0_SUMO2,0_SURF6,0_SVIP,0_SYNCRIP,0_SYNGR1,0_SYNGR3,0_SYPL1,0_SYT15,0_SYTL2,0_TAB2,0_TACC2,0_TACC3,0_TAF1,0_TAF5,0_TBC1D19,0_TBCA,0_TBCE,0_TBL1XR1,0_TCF12,0_TCTA,0_TDG,0_TEKT2,0_TF,0_TGFB1,0_TGFBI,0_TGS1,0_THBS1,0_THOC2,0_THRA,0_THTPA,0_TIAM2,0_TIGD1,0_TLE2,0_TM2D1,0_TMCC3,0_TMCO1,0_TMED4,0_TMEM115,0_TMEM141,0_TMEM192,0_TMEM222,0_TMEM53,0_TMEM59L,0_TMEM70,0_TMEM72,0_TMEM87B,0_TMPRSS2,0_TNFRSF6B,0_TNIK,0_TNK2,0_TNKS1BP1,0_TNPO1,0_TOLLIP,0_TOM1,0_TOP1,0_TOR1A,0_TOR3A,0_TPBG,0_TPPP,0_TPST1,0_TPT1,0_TPX2,0_TRAIP,0_TRAP1,0_TRDMT1,0_TREM1,0_TRIAP1,0_TRIB3,0_TRIM17,0_TRIM33,0_TRIM35,0_TRIM52,0_TRIM55,0_TRIM65,0_TRIM69,0_TRIO,0_TRIOBP,0_TRMT61B,0_TSPYL2,0_TTC17,0_TTC27,0_TTC38,0_TTC7A,0_TTC9C,0_TTK,0_TUBGCP5,0_TUFM,0_TUFT1,0_TUSC1,0_TXN2,0_TXNDC5,0_TXNDC9,0_U2AF1,0_UACA,0_UBA2,0_UBAP1,0_UBAP2L,0_UBE2C,0_UBE2K,0_UBE3B,0_UBLCP1,0_UBXN6,0_UCN,0_UGDH,0_UGGT1,0_UGT8,0_UPK3B,0_UQCRC2,0_UQCRFS1,0_UQCRH,0_URB1,0_USP1,0_USP15,0_USP2,0_USP32,0_USP48,0_UTP6,0_VAMP8,0_VAPA,0_VCAN,0_VIL1,0_VKORC1,0_VKORC1L1,0_VPS4A,0_VRK3,0_WAS,0_WASL,0_WDFY1,0_WDFY3,0_WDR17,0_WDR18,0_WDR24,0_WDR26,0_WDR31,0_WDR48,0_WDR53,0_WIPF1,0_WSB1,0_WT1,0_XKR9,0_XPO5,0_YAP1,0_YWHAE,0_YWHAZ,0_ZBTB10,0_ZBTB3,0_ZC3HAV1,0_ZFAND2A,0_ZFPM2,0_ZIC1,0_ZMIZ1,0_ZMYM2,0_ZMYM4,0_ZNF133,0_ZNF219,0_ZNF251,0_ZNF267,0_ZNF280C,0_ZNF337,0_ZNF354B,0_ZNF382,0_ZNF433,0_ZNF436,0_ZNF443,0_ZNF512,0_ZNF549,0_ZNF580,0_ZNF638,0_ZNF677,0_ZNF687,0_ZNF7,0_ZNF700,0_ZNF83,0_ZNF853,0_ZSCAN18
0,131,72,88,0,0,0,10,0,0,0,0,4,0,84,0,0,42,0,9,0,0,0,0,0,26,53,0,0,18,38,0,0,34,0,0,0,0,0,0,0,0,57,0,54,65,18,0,0,27,30,0,38,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,51,53,62,11,0,0,0,0,0,0,0,112,0,8,0,4,0,0,0,55,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,2,0,0,39,0,0,0,0,0,0,0,0,38,22,0,11,34,55,5,66,0,0,23,0,55,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,34,0,0,25,0,1,0,0,17,0,0,0,65,0,117,0,0,120,36,0,0,0,0,52,0,9,60,91,0,0,126,81,37,0,22,0,0,0,0,0,0,22,0,0,0,10,3,21,0,0,0,0,15,0,42,0,0,27,2,0,0,0,4,0,9,53,0,0,0,0,0,0,105,32,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,0,53,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,59,0,21,0,0,0,0,54,77,0,0,0,0,9,0,0,25,60,0,0,0,0,0,0,38,34,0,85,35,0,0,0,0,0,69,0,0,0,0,0,0,0,67,0,21,0,1,0,0,31,0,15,4,0,44,33,0,0,0,175,0,3,0,0,23,0,0,0,0,0,0,0,49,47,0,0,65,38,0,0,0,0,0,0,29,0,0,33,0,0,0,0,0,0,21,0,0,91,0,0,30,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,5,118,0,0,6,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,32,0,0,68,0,86,0,0,0,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,37,0,0,0,0,0,0,0,0,0,5,4,41,0,0,10,0,0,0,0,36,0,0,0,85,3,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,19,0,78,0,0,8,0,0,0,11,0,36,17,0,0,0,5,0,0,34,99,0,6,0,0,0,0,0,37,0,0,32,0,0,27,0,0,0,35,0,0,0,0,0,0,0,4,0,14,0,0,76,4,0,0,0,0,0,0,103,54,0,0,0,0,9,0,0,190,0,0,0,0,0,73,0,37,0,6,14,0,0,0,0,0,0,0,0,0,1,0,43,0,75,0,0,0,0,7,0,0,67,13,0,0,42,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,94,0,38,0,99,17,14,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,124,0,45,11,12,16,0,0,0,0,9,0,11,0,11,0,0,33,9,0,0,0,0,52,56,0,0,0,0,0,6,0,34,79,0,22,0,0,57,0,24,126,0,15,0,10,13,0,11,7,0,0,0,0,63,0,0,120,0,0,0,0,0,0,0,0,0,0,0,31,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,41,0,50,0,59,0,0,0,0,36,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,37,12,0,5,0,0,0,0,0,0,0,0,66,0,3,0,0,0,0,0,104,0,0,65,0,0,79,0,0,0,62,0,0,0,0,0,36,0,70,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,167,53,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,45,33,57,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,66,19,29,38,238,0,0,0,0,0,27,0,0,0,0,65,0,0,68,85,21,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,27,0,10,0,0,0,0,11,38,0,0,70,0,0,0,0,0,3,0,0,59,16,0,0,0,0,178,0,0,0,0,0,90,0,0,0,0,43,15,0,106,106,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,113,106,0,35,8,0,16,0,0,0,0,0,0,0,26,74,0,0,0,31,0,0,0,0,49,96,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,28,0,0,0,0,0,52,0,0,0,0,0,26,18,0,0,0,0,0,0,0,0,23,0,0,0,5,0,0,0,0,33,0,0,0,0,0,0,0,0,86,75,35,0,0,0,0,0,0,179,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,0,66,0
100,60,19,27,0,1,0,0,2,4,0,1,0,1,42,2,0,16,5,0,6,0,1,2,0,0,5,0,0,16,0,0,4,0,0,0,0,0,3,0,0,0,8,5,0,7,0,1,0,0,11,0,8,0,14,2,0,3,2,3,1,0,0,4,0,0,0,0,0,0,0,6,33,0,2,0,1,2,6,8,0,0,1,0,1,0,3,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,12,0,0,1,0,0,1,3,0,0,0,1,1,3,0,2,0,0,0,0,0,13,1,6,0,1,2,0,8,0,6,0,0,56,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,2,3,0,11,1,1,2,0,59,0,2,1,5,1,0,1,0,15,16,0,5,36,3,41,0,0,1,0,1,0,1,3,23,1,3,1,5,0,8,2,4,0,0,15,2,0,3,0,0,0,0,0,0,0,3,4,0,2,0,0,0,1,0,23,0,0,0,17,1,2,1,2,0,4,1,11,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,4,6,5,1,6,0,9,0,20,0,3,2,0,1,1,0,1,15,2,0,1,1,0,1,12,0,0,0,0,0,0,11,5,0,0,2,3,0,1,10,0,2,37,4,0,0,12,0,5,45,0,1,0,3,1,0,0,11,0,0,0,0,0,1,7,4,0,0,5,13,4,4,0,0,15,1,0,0,0,34,0,0,1,0,0,2,2,11,4,17,1,88,0,0,2,4,0,1,1,101,1,1,1,0,1,2,0,1,1,0,1,2,66,0,0,159,0,6,0,0,0,2,16,1,0,0,1,0,1,0,0,0,0,2,0,4,1,0,0,1,0,0,1,1,2,1,0,4,0,1,2,13,12,0,5,1,14,0,0,0,3,0,1,0,9,0,5,0,2,3,3,1,2,6,1,3,3,0,0,78,2,0,7,1,0,0,0,1,2,0,9,83,1,0,34,0,0,5,3,0,0,1,4,1,0,1,0,0,0,5,2,1,1,1,1,2,2,0,0,1,4,0,2,3,2,1,0,1,19,0,2,10,0,28,2,2,0,163,2,17,0,0,0,1,14,1,1,2,17,3,0,0,2,0,0,1,0,3,1,0,0,3,2,0,0,0,40,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,5,46,0,0,0,0,4,0,4,3,51,3,0,2,1,25,8,0,19,0,0,1,1,0,7,1,1,0,2,0,3,0,0,0,2,17,0,1,0,0,0,0,0,25,8,0,0,6,1,1,18,1,5,0,0,1,0,3,13,0,0,0,0,1,2,2,0,30,1,1,0,0,0,11,0,0,0,13,1,33,4,221,0,0,7,1,1,1,0,0,1,1,2,0,0,5,3,2,0,32,1,0,4,1,18,8,1,0,0,8,0,2,0,0,0,0,61,2,0,1,0,0,0,0,0,0,53,0,0,10,0,0,2,0,2,5,17,41,6,0,5,0,0,0,4,14,5,0,0,0,0,0,4,0,2,1,1,0,2,0,0,8,1,0,5,2,2,1,1,27,0,1,2,0,0,4,0,8,1,0,0,0,0,2,7,1,0,0,0,0,3,1,0,0,2,14,0,67,0,11,10,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,1,0,1,2,0,1,0,4,0,2,2,0,0,0,1,0,1,0,23,0,0,0,0,1,0,1,0,0,2,3,3,2,0,0,0,0,0,2,13,1,2,0,9,0,53,0,0,5,0,0,1,7,0,2,19,17,13,0,0,4,3,2,0,0,1,3,0,0,2,1,3,0,1,0,0,0,190,9,0,0,1,8,4,3,1,0,2,1,0,10,1,1,3,2,0,0,8,1,1,1,0,0,1,0,0,0,4,2,3,2,0,0,2,0,0,1,2,0,4,0,1,3,0,1,3,4,0,0,0,2,0,3,0,0,49,0,8,42,38,0,8,0,1,0,0,1,1,0,0,160,1,0,11,71,0,2,0,2,0,0,0,1,4,138,0,0,0,1,0,0,7,1,1,0,53,0,0,0,0,3,0,0,3,0,10,1,0,5,2,0,14,0,0,4,0,1,1,2,2,2,10,0,2,1,0,0,82,0,0,0,1,10,1,1,20,4,0,2,0,1,17,0,2,0,0,1,0,0,0,1,1,3,0,0,1,1,0,6,0,0,0,4,1,0,0,0,0,1,0,0,37,10,1,0,0,3,0,0,2,0,0,0,0,1,0,7,1,6,0,68,0,2,0,0,13,3,0,0,0,6,1,4,1,1,0,0,1,2,0,12,1,0,3,0,43,0,5,4,0,0,0,0,1,2,0,5,0,0,1,0,0,0,1,80,14,13,1,0,0,0,4,9,0,41,0,0,21,0,0,0,10,3,1,0,0,0,9,0,1,0,6,0,13,2,13,28,2,0,0,1,0,1,1,1,13,13,4,5,0,1,0,0,2,82,1,1,1,0,0,0,3,0,0,43,0,0,1,0,0,1,10,4
