
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5896
Features active in total: 5896
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 20
Generations completed = 42
Generations completed = 63
Generations completed = 86
Generations completed = 108
Generations completed = 131
Generations completed = 154
Generations completed = 177
Generations completed = 200
Generations completed = 223
Generations completed = 247
Generations completed = 270
Generations completed = 293
Generations completed = 316
Generations completed = 340
Generations completed = 364
Generations completed = 388
Generations completed = 411
Generations completed = 435
Generations completed = 459
Generations completed = 482
   	     	         	        	       type naive Bayes balanced accuracy       	                 root separation                 	                 root leanness                  
   	     	         	        	------------------------------------------------	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min	avg     	max     	std      	min     	avg     	max	std     
0  	500  	386      	386     	0.2	0.796396	0.918943	0.142091    	0  	0.569838	0.636447	0.0804154	0.140028	0.272008	1  	0.143571
1  	670  	614      	617     	0.2	0.815234	0.926586	0.096476    	0  	0.583544	0.636447	0.0365712	0.140028	0.286152	1  	0.11054 
2  	736  	664      	854     	0.2	0.801042	0.932661	0.105449    	0  	0.583116	0.636447	0.0373441	0.140028	0.315759	1  	0.123339
3  	735  	672      	1065    	0.2	0.812137	0.932661	0.107369    	0  	0.585177	0.636447	0.0381751	0.140028	0.315159	1  	0.128647
4  	753  	689      	1260    	0.2	0.791844	0.932661	0.130022    	0  	0.583659	0.636447	0.0421828	0.125988	0.336525	1  	0.146265
5  	743  	725      	1446    	0.2	0.799895	0.93218 	0.120363    	0  	0.586923	0.636447	0.0390533	0.125988	0.337474	1  	0.143892
6  	720  	745      	1667    	0.2	0.788364	0.93218 	0.129083    	0  	0.584105	0.636447	0.0404757	0.140028	0.357319	1  	0.152239
7  	725  	726      	1841    	0.2	0.76879 	0.93218 	0.130822    	0  	0.581355	0.636447	0.0402044	0.140028	0.388857	1  	0.149733
8  	724  	744      	2025    	0.2	0.773881	0.930769	0.126213    	0  	0.583109	0.634759	0.0382857	0.140028	0.390752	1  	0.147287
9  	725  	707      	2182    	0.2	0.760282	0.930769	0.135279    	0  	0.581193	0.634759	0.0401432	0.147442	0.406895	1  	0.151224
10 	720  	749      	2345    	0.2	0.761881	0.930769	0.135971    	0  	0.582367	0.636447	0.0405791	0.147442	0.404139	1  	0.157053
11 	716  	742      	2503    	0.2	0.764646	0.935117	0.130437    	0  	0.582308	0.634759	0.0393945	0.142857	0.408123	1  	0.151141
12 	739  	734      	2646    	0.2	0.773875	0.935117	0.123351    	0  	0.584986	0.634759	0.0388186	0.141421	0.405119	1  	0.147053
13 	712  	771      	2800    	0.2	0.792538	0.935117	0.114997    	0  	0.590219	0.634759	0.0379482	0.141421	0.386689	1  	0.151563
14 	717  	736      	2933    	0.2	0.790781	0.939323	0.113983    	0  	0.590335	0.634759	0.0380406	0.141421	0.393872	1  	0.145006
15 	712  	785      	3055    	0.2	0.796079	0.939323	0.118324    	0  	0.590901	0.635459	0.0387774	0.138675	0.384295	1  	0.148229
16 	712  	795      	3167    	0.2	0.795579	0.939323	0.110299    	0  	0.590968	0.636394	0.0374769	0.142857	0.393704	1  	0.137009
17 	707  	780      	3273    	0.2	0.786459	0.939323	0.120885    	0  	0.589657	0.637794	0.0392959	0.142857	0.402196	1  	0.150686
18 	711  	762      	3371    	0.2	0.784908	0.938035	0.120566    	0  	0.59098 	0.637794	0.0388814	0.144338	0.404808	1  	0.14833 
19 	702  	766      	3473    	0.2	0.778246	0.938035	0.131208    	0  	0.593457	0.640229	0.0415803	0.144338	0.40776 	1  	0.151189
20 	688  	761      	3562    	0.2	0.785395	0.938035	0.124169    	0  	0.593918	0.640329	0.0393201	0.150756	0.405895	1  	0.148557
21 	696  	758      	3656    	0.2	0.775166	0.938035	0.126953    	0  	0.595645	0.640329	0.0408123	0.150756	0.420051	1  	0.145674
22 	705  	760      	3747    	0.2	0.783126	0.938035	0.122769    	0  	0.596414	0.642327	0.0410058	0.150756	0.41521 	1  	0.146158
23 	699  	723      	3830    	0.2	0.782795	0.935127	0.123553    	0  	0.597896	0.646937	0.0409518	0.152499	0.417143	1  	0.141986
24 	696  	743      	3914    	0.2	0.782311	0.935127	0.119161    	0  	0.600319	0.646937	0.0425733	0.141421	0.427791	1  	0.140504
25 	710  	723      	3990    	0.2	0.789802	0.935127	0.112375    	0  	0.601565	0.646937	0.0406158	0.141421	0.418003	1  	0.143661
26 	700  	733      	4075    	0.2	0.788633	0.940724	0.121433    	0  	0.600035	0.646937	0.0420139	0.144338	0.422756	1  	0.145022
27 	704  	760      	4163    	0.2	0.778257	0.940724	0.127714    	0  	0.598439	0.646937	0.0447118	0.147442	0.436776	1  	0.148497
28 	714  	762      	4245    	0.2	0.784467	0.940724	0.113997    	0  	0.600376	0.646937	0.041635 	0.149071	0.437128	1  	0.138398
