gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,391,391,0.2,0.8007765559283967,0.932861629331922,0.14899029616195464,0.0,0.5683265044714895,0.6321223126739786,0.07894052247997728,0.14002800840280097,0.26851543001479167,1.0,0.14381785330171912
1,679,620,621,0.2,0.7992469010501493,0.9348613457560301,0.11752650715686248,0.0,0.5783608078988179,0.6332544374014454,0.04356892215391883,0.13130643285972254,0.2997971785715284,1.0,0.12011680082470846
2,735,639,827,0.2,0.7968831047885934,0.9348613457560301,0.12682333098516524,0.0,0.5785109793854477,0.6332544374014454,0.04522958818542018,0.1414213562373095,0.31700248013826526,1.0,0.12981950884362584
3,727,663,1024,0.2,0.8012682738401004,0.9392172740113294,0.11367305056190218,0.0,0.583147957956889,0.6332544374014454,0.038549695476524655,0.14002800840280097,0.32832105418699237,1.0,0.1296117139441368
4,732,672,1215,0.2,0.7970277690750126,0.9392172740113294,0.11168943060649424,0.0,0.5836460444697871,0.6343059427774526,0.03808111323956309,0.1386750490563073,0.3409894291813084,1.0,0.131119756413819
5,724,703,1414,0.2,0.799386199487161,0.9392172740113294,0.10652142773674389,0.0,0.5867414495154644,0.6343059427774526,0.037363990925162675,0.1386750490563073,0.3434834229035946,1.0,0.13068639796608755
6,725,748,1621,0.2,0.8018340178958999,0.9392172740113294,0.09854703948335664,0.0,0.5891697095061604,0.6343059427774526,0.03597619559524921,0.13736056394868904,0.34787636768088637,1.0,0.12534296437317474
7,724,739,1796,0.2,0.7989830276766773,0.9392172740113294,0.11233617164291948,0.0,0.5884534455939439,0.6343059427774526,0.038058432022996795,0.13736056394868904,0.3533462912949619,1.0,0.1408629390059816
8,720,754,1965,0.2,0.7943293176725956,0.9392172740113294,0.11067094965769025,0.0,0.5890598780092442,0.6342498488140839,0.03780202896445196,0.13736056394868904,0.364019233766473,1.0,0.13987857625175773
9,727,719,2108,0.2,0.7903730444392157,0.9392172740113294,0.10750046096813977,0.0,0.592150341234224,0.6342498488140839,0.037456837976367084,0.13608276348795434,0.3732619698425013,1.0,0.1339231983840704
10,719,748,2255,0.2,0.7986686387203097,0.9392172740113294,0.11530834924173014,0.0,0.592200542163664,0.6342620665524163,0.03867721162567078,0.13608276348795434,0.3673629707266026,1.0,0.1429608583759215
11,712,747,2401,0.2,0.8045850466946333,0.9398345579619466,0.11232953479831412,0.0,0.59321892601904,0.6352834249173628,0.03769963554132694,0.13483997249264842,0.3648435493221367,1.0,0.14306787787682168
12,717,758,2540,0.2,0.8123984415573404,0.9398345579619466,0.09799291568360721,0.0,0.599064270150489,0.6352834249173628,0.03598859699518114,0.1336306209562122,0.3608373277843344,1.0,0.13349238090657875
