0_CD68,0_CENPA,0_CHSY3,0_FAM104B,0_FAM43A,0_HS6ST3,0_INTS12,0_LGI4,0_NONO,0_NXNL2,0_PRR12,0_SAMSN1,0_SLC29A1,0_TMEM194A,0_TYMP,0_VCAN
1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1
1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1
1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1
1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
