gen,evals,gen_feats,explored,PanKidney random forest balanced accuracy_min,PanKidney random forest balanced accuracy_avg,PanKidney random forest balanced accuracy_max,PanKidney random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,9243,9243,0.25,0.7154983783613293,0.8191102108265446,0.10342843882251358,0.0196078431372549,0.0772982886906503,1.0,0.12233058278248099
1,366,5616,9460,0.25,0.7056004843738736,0.8191102108265446,0.12972946864553095,0.01694915254237288,0.11357089263575625,1.0,0.15719722770921882
2,360,3350,9703,0.25,0.709273540513932,0.8281410237636075,0.1359555930864736,0.016666666666666666,0.1364188194688826,1.0,0.18010127321254918
3,368,2446,9950,0.25,0.7188356632092135,0.8411880283054574,0.14284019654250296,0.01639344262295082,0.15150822576152875,1.0,0.21218017591099442
4,353,1751,10166,0.25,0.7116749317933998,0.8411880283054574,0.162867465987556,0.01639344262295082,0.18093903281220833,1.0,0.2512724789154788
5,357,1476,10376,0.25,0.7077947072016256,0.8482663921130416,0.17810130129109986,0.019230769230769232,0.21277760818524952,1.0,0.2938259343620176
6,351,1145,10568,0.25,0.6769163941969757,0.8482663921130416,0.21134493197561507,0.019230769230769232,0.2816457549424713,1.0,0.3483173369877726
7,366,1018,10768,0.25,0.6349347951098514,0.8482663921130416,0.24119271307587326,0.020833333333333332,0.3652574338239017,1.0,0.3952297011301329
8,360,882,10972,0.25,0.5686343039772727,0.8671423856427078,0.26304423032141644,0.022222222222222223,0.48740372435505175,1.0,0.4240691751004379
9,330,786,11151,0.25,0.4384127077738627,0.8671423856427078,0.2578700161237711,0.022222222222222223,0.7067093887389042,1.0,0.40394321138555767
10,319,543,11316,0.25,0.26384316424554827,0.8671423856427078,0.0857676735169884,0.0625,0.9799484848484848,1.0,0.12495747664217093
11,326,523,11510,0.25,0.2673060177258309,0.8671423856427078,0.09616444919612244,0.0625,0.974820707070707,1.0,0.14061982203733314
12,313,513,11702,0.25,0.2687652267996179,0.8671423856427078,0.10091755241105628,0.0625,0.9726412198912199,1.0,0.1478633501075372
13,314,488,11870,0.25,0.27001761481913705,0.8671423856427078,0.10444064686011019,0.0625,0.9708230380730382,1.0,0.1530152626660517
14,300,479,12019,0.25,0.27239538521240353,0.8671423856427078,0.11054762292407408,0.0625,0.9671991064491064,1.0,0.16270665635961457
15,322,532,12192,0.25,0.2698465059183729,0.8671423856427078,0.10355052036383061,0.0625,0.9713762626262625,1.0,0.15019237198825655
16,320,522,12377,0.25,0.2687302343355742,0.8671423856427078,0.10071160712088834,0.0625,0.9729762626262626,1.0,0.14617381627040724
17,304,486,12542,0.25,0.26876424943452165,0.8671423856427078,0.10091089916023882,0.0625,0.9731215728715729,1.0,0.14537589381773933
18,306,517,12694,0.25,0.27111082034910966,0.8671423856427078,0.10707977998546951,0.0625,0.9696295093795094,1.0,0.15486726031139625
19,322,503,12848,0.25,0.27113821326869003,0.8671423856427078,0.1072277425922155,0.0625,0.9696295093795094,1.0,0.15486726031139622
20,316,490,12991,0.25,0.27042151132533704,0.8671423856427078,0.10616577141405903,0.0625,0.9706295093795094,1.0,0.1534392690858463
21,311,496,13144,0.25,0.27117954804538247,0.8671423856427078,0.10736361452473109,0.0625,0.9696295093795094,1.0,0.15486726031139622
22,315,515,13283,0.25,0.27117954804538247,0.8671423856427078,0.10736361452473109,0.0625,0.9696295093795094,1.0,0.15486726031139622
23,293,457,13403,0.25,0.2705510056953356,0.8671423856427078,0.10678574969865115,0.0625,0.9704295093795093,1.0,0.15450508438672997
24,313,477,13540,0.25,0.27257757534829863,0.8671423856427078,0.11131370970477952,0.0625,0.9675723665223666,1.0,0.16099432722877438
25,294,470,13647,0.25,0.27495897060413815,0.8671423856427078,0.11703450395993258,0.0625,0.9641152236652236,1.0,0.1693738392908624
26,310,494,13774,0.25,0.27495897060413815,0.8671423856427078,0.11703450395993258,0.0625,0.9641152236652236,1.0,0.1693738392908624
27,326,534,13888,0.25,0.2738179122021664,0.8671423856427078,0.11446312025010301,0.0625,0.9657818903318903,1.0,0.16557610543365292
28,298,456,13987,0.25,0.2683828070930358,0.8671423856427078,0.10155627790537528,0.0625,0.9737660173160173,1.0,0.14594120232136928
29,320,520,14105,0.25,0.2703873309197246,0.8671423856427078,0.10617637846160866,0.0625,0.9710993506493506,1.0,0.15179162604857374
30,300,493,14234,0.25,0.2703873309197246,0.8671423856427078,0.10617637846160866,0.0625,0.9710993506493506,1.0,0.15179162604857374
31,312,478,14344,0.25,0.2703873309197246,0.8671423856427078,0.10617637846160866,0.0625,0.9710993506493506,1.0,0.15179162604857374
32,327,521,14469,0.25,0.2692400210533667,0.8671423856427078,0.10325081012878504,0.0625,0.9726993506493506,1.0,0.14781955153629756
33,301,474,14565,0.25,0.2692400210533667,0.8671423856427078,0.10325081012878504,0.0625,0.9726993506493506,1.0,0.14781955153629756
34,322,479,14676,0.25,0.27044941030297026,0.8671423856427078,0.10650840811491566,0.0625,0.9709850649350649,1.0,0.15239247543641674
