0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.10b.3p,1_hsa.miR.296.5p,1_hsa.miR.3065.5p,1_hsa.miR.30b.5p,1_hsa.miR.331.5p,1_hsa.miR.3613.3p,1_hsa.miR.590.5p,1_hsa.miR.659.5p,2_ABCB1.5243,2_ABCB9.23457,2_ABI3BP.25890,2_ACO2.50,2_ACPL2.92370,2_ACTG1.71,2_ADARB1.104,2_ADCK1.57143,2_AFTPH.54812,2_AKAP2.11217,2_AKAP6.9472,2_ALPK3.57538,2_ANAPC1.64682,2_AQP8.343,2_ARGFXP2.503640,2_ATP1A1.476,2_ATP5SL.55101,2_ATP6V1D.51382,2_ATP6V1F.9296,2_AUP1.550,2_B9D1.27077,2_B9D2.80776,2_BANF1.8815,2_BARX1.56033,2_BBS1.582,2_BTG3.10950,2_C11orf59.55004,2_C14orf179.112752,2_C15orf52.388115,2_C16orf57.79650,2_C17orf28.283987,2_C17orf62.79415,2_C1orf152.767846,2_C1orf163.65260,2_C1orf174.339448,2_C1orf69.200205,2_C21orf71.282566,2_C22orf25.128989,2_C22orf45.646023,2_C4BPA.722,2_C5orf51.285636,2_C6orf108.10591,2_C6orf153.88745,2_C6orf186.728464,2_C6orf204.387119,2_C7orf43.55262,2_C8orf55.51337,2_C9orf109.286333,2_CABLES2.81928,2_CABYR.26256,2_CARD9.64170,2_CARHSP1.23589,2_CBWD1.55871,2_CC2D1A.54862,2_CCDC110.256309,2_CCDC111.201973,2_CCDC159.126075,2_CCDC90A.63933,2_CCNA2.890,2_CDC42EP3.10602,2_CDH22.64405,2_CDIPT.10423,2_CEBPZ.10153,2_CENPL.91687,2_CFD.1675,2_CIDEC.63924,2_CLN5.1203,2_CNNM3.26505,2_CSNK2B.1460,2_CSTF1.1477,2_CTNNB1.1499,2_CTSE.1510,2_CXCL1.2919,2_CXCL6.6372,2_CYP3A7.1551,2_DAZAP2.9802,2_DCAF12.25853,2_DDO.8528,2_DENND2C.163259,2_DENND5B.160518,2_DMRT3.58524,2_DNAJA1.3301,2_DNAJB9.4189,2_DRAP1.10589,2_EIF3B.8662,2_EIF4E2.9470,2_EIF4EBP1.1978,2_EMCN.51705,2_EYA3.2140,2_FAM126B.285172,2_FAM186A.121006,2_FAM18B2.201158,2_FAM196B.100131897,2_FAM83F.113828,2_FBXO24.26261,2_FBXO39.162517,2_FIBIN.387758,2_FKBP11.51303,2_FLAD1.80308,2_FMNL1.752,2_FOXA2.3170,2_FOXB2.442425,2_FOXN4.121643,2_FTSJD1.55783,2_GABRQ.55879,2_GAN.8139,2_GAPVD1.26130,2_GAR1.54433,2_GDF6.392255,2_GFM1.85476,2_GFOD1.54438,2_GJB3.2707,2_GNMT.27232,2_GNPTG.84572,2_GPR172B.55065,2_GPRIN3.285513,2_GPSM3.63940,2_GSX2.170825,2_GUCY1A3.2982,2_GYG2.8908,2_HADHA.3030,2_HEBP1.50865,2_HMGN1.3150,2_HOXA3.3200,2_HTRA4.203100,2_IDI1.3422,2_IGFL2.147920,2_IGFN1.91156,2_IL1A.3552,2_IL1RN.3557,2_IL7R.3575,2_ING3.54556,2_ISX.91464,2_ITGA1.3672,2_ITPRIP.85450,2_JTB.10899,2_KIT.3815,2_KLHL15.80311,2_KLHL28.54813,2_KPNA5.3841,2_KRI1.65095,2_KRT85.3891,2_LAIR2.3904,2_LEPRE1.64175,2_LIMCH1.22998,2_LOC100128076.100128076,2_LOC100270710.100270710,2_LOC150197.150197,2_LOC151162.151162,2_LOC220429.220429,2_LOC285359.285359,2_LOC374443.374443,2_LOC402377.402377,2_LOC644165.644165,2_LOC644936.644936,2_LOC653653.653653,2_LRFN4.78999,2_LRRC70.100130733,2_MAD2L2.10459,2_MAGEA5.4104,2_MAPRE3.22924,2_MDM4.4194,2_MFAP3L.9848,2_MGC12916.84815,2_MMP14.4323,2_MMP3.4314,2_MMRN2.79812,2_MOCOS.55034,2_MRPS7.51081,2_MTMR6.9107,2_MYADML.151325,2_NBPF1.55672,2_NCRNA00158.54072,2_NDFIP2.54602,2_NDUFS2.4720,2_NDUFV2.4729,2_NIF3L1.60491,2_NIT1.4817,2_NOC4L.79050,2_NUP153.9972,2_OLIG3.167826,2_OR10AD1.121275,2_OR13C5.138799,2_OTP.23440,2_OTUB1.55611,2_PCDH19.57526,2_PCM1.5108,2_PCNXL3.399909,2_PCSK4.54760,2_PDE3A.5139,2_PDE6G.5148,2_PEX11A.8800,2_PGK1.5230,2_PHC2.1912,2_PHF15.23338,2_PHF5A.84844,2_PHKB.5257,2_PHKG2.5261,2_PKHD1.5314,2_PLA2G4D.283748,2_PLG.5340,2_PLIN2.123,2_PMM2.5373,2_POLR2B.5431,2_PON3.5446,2_PPFIA4.8497,2_PPFIBP1.8496,2_PPP2R1A.5518,2_PPYR1.5540,2_PRG2.5553,2_PRKCE.5581,2_PRMT10.90826,2_PRMT7.54496,2_PRR14.78994,2_PRRX2.51450,2_PSMD6.9861,2_PTK6.5753,2_PVRL2.5819,2_PYGB.5834,2_RABEP2.79874,2_RAI2.10742,2_RASSF3.283349,2_RASSF6.166824,2_RCHY1.25898,2_RDM1.201299,2_REG3A.5068,2_RNASE11.122651,2_RPS6KA3.6197,2_S100A2.6273,2_S100A6.6277,2_S1PR1.1901,2_SAA1.6288,2_SAA4.6291,2_SAMD10.140700,2_SATB2.23314,2_SCARNA3.677679,2_SEC13.6396,2_SHISA4.149345,2_SIM2.6493,2_SLC22A24.283238,2_SLC35B2.347734,2_SLC35C2.51006,2_SLC39A3.29985,2_SLC43A1.8501,2_SLCO2A1.6578,2_SMARCC2.6601,2_SMARCD3.6604,2_SNHG1.23642,2_SNORD116.20.100033431,2_SNX29.92017,2_SPATA9.83890,2_SPINLW1.57119,2_SPTLC1.10558,2_SRP54.6729,2_STON1.GTF2A1L.286749,2_STXBP3.6814,2_SULT1C4.27233,2_SUMO4.387082,2_SYN3.8224,2_TARBP2.6895,2_TBC1D10B.26000,2_TBC1D10C.374403,2_TBC1D29.26083,2_TBL3.10607,2_TCTN1.79600,2_TGFBR2.7048,2_TGIF1.7050,2_TMEM116.89894,2_TMEM180.79847,2_TMX1.81542,2_TNFRSF19.55504,2_TPM3.7170,2_TSC2.7249,2_TSPO2.222642,2_TTC5.91875,2_UCHL5.51377,2_UPK3B.80761,2_USH2A.7399,2_USP53.54532,2_VENTX.27287,2_WBP5.51186,2_WDSUB1.151525,2_WLS.79971,2_XPC.7508,2_XPO1.7514,2_ZBTB5.9925,2_ZFP30.22835,2_ZFYVE16.9765,2_ZNF24.7572,2_ZNF354A.6940,2_ZNF614.80110,2_ZNF671.79891,2_ZNF678.339500,2_ZNF699.374879,2_ZNF772.400720,2_ZNRF3.84133,2_ZPBP.11055
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
