0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.126.3p,1_hsa.miR.144.5p,1_hsa.miR.193b.5p,1_hsa.miR.204.5p,1_hsa.miR.299.3p,1_hsa.miR.342.3p,1_hsa.miR.34c.3p,1_hsa.miR.379.3p,1_hsa.miR.511.5p,1_hsa.miR.5586.5p,1_hsa.miR.590.3p,1_hsa.miR.6503.5p,1_hsa.miR.664a.5p,2_ACER2.340485,2_ACOT4.122970,2_ACTL8.81569,2_ACYP2.98,2_ADAP2.55803,2_AIFM3.150209,2_ALDH3B1.221,2_ALKBH1.8846,2_ANO8.57719,2_ARF5.381,2_ARHGEF1.9138,2_ARR3.407,2_ARRB1.408,2_ATG16L2.89849,2_BANF1.8815,2_BARX1.56033,2_BATF.10538,2_BBX.56987,2_BHMT2.23743,2_BMP1.649,2_BNIPL.149428,2_C11orf10.746,2_C12orf47.51275,2_C15orf26.161502,2_C17orf101.79701,2_C17orf70.80233,2_C17orf79.55352,2_C17orf86.654434,2_C17orf93.360205,2_C19orf61.56006,2_C19orf62.29086,2_C1orf92.149499,2_C20orf103.24141,2_C20orf20.55257,2_C4orf32.132720,2_C4orf43.55319,2_C6orf118.168090,2_C6orf141.135398,2_C9orf100.84904,2_C9orf30.91283,2_C9orf71.169693,2_CAB39L.81617,2_CADPS2.93664,2_CAMK2B.816,2_CANX.821,2_CCBL2.56267,2_CCDC19.25790,2_CCL11.6356,2_CDC123.8872,2_CDCA2.157313,2_CDH12.1010,2_CDK5RAP3.80279,2_CDK7.1022,2_CG030.116828,2_CGRRF1.10668,2_CHAC1.79094,2_CHEK1.1111,2_CHIC1.53344,2_CHRDL1.91851,2_CIDEC.63924,2_CILP2.148113,2_CLDN9.9080,2_CNPY2.10330,2_CNPY3.10695,2_COPZ1.22818,2_COX19.90639,2_COX5B.1329,2_CPLX3.594855,2_CST5.1473,2_CTTNBP2.83992,2_CUL5.8065,2_CYB561.1534,2_CYP2S1.29785,2_CYTH4.27128,2_DCAF11.80344,2_DDAH1.23576,2_DERL2.51009,2_DFNB59.494513,2_DGAT2.84649,2_DGCR11.25786,2_DHRS12.79758,2_DIRC2.84925,2_DNAH7.56171,2_DNAJB12.54788,2_DNMBP.23268,2_DONSON.29980,2_DSTN.11034,2_DTX1.1840,2_DYNC2H1.79659,2_EHD3.30845,2_EIF6.3692,2_EMCN.51705,2_ENOX1.55068,2_ERP29.10961,2_ETHE1.23474,2_ETV4.2118,2_EXD2.55218,2_FAM120A.23196,2_FAM168A.23201,2_FAM18A.780776,2_FAM73B.84895,2_FAM86D.692099,2_FANCD2.2177,2_FASTKD2.22868,2_FCHO1.23149,2_FHL2.2274,2_FIBIN.387758,2_FLNB.2317,2_FOXP3.50943,2_FPGT.8790,2_FSCN2.25794,2_FSCN3.29999,2_FXR2.9513,2_GAPVD1.26130,2_GHDC.84514,2_GJD4.219770,2_GK3P.2713,2_GLYAT.10249,2_GMPS.8833,2_GNB1L.54584,2_GNG7.2788,2_GPR162.27239,2_GPRC5D.55507,2_GTPBP3.84705,2_GUSBL2.375513,2_HERC3.8916,2_HIPK1.204851,2_HIST1H4E.8367,2_HMGCR.3156,2_HMGN3.9324,2_HOMER2.9455,2_HORMAD1.84072,2_HOTAIR.100124700,2_HOXA3.3200,2_HP.3240,2_HSDL2.84263,2_HTA.283902,2_IKZF3.22806,2_IL20RB.53833,2_IL21R.50615,2_INPP5F.22876,2_IPMK.253430,2_IQCF6.440956,2_ISX.91464,2_KCNT2.343450,2_KDELR1.10945,2_KIAA1191.57179,2_KIAA1704.55425,2_KLRA1.10748,2_KRT80.144501,2_LAMB3.3914,2_LCTL.197021,2_LHB.3972,2_LIFR.3977,2_LOC100128288.100128288,2_LOC153328.153328,2_LOC256880.256880,2_LOC339047.339047,2_LOC388692.388692,2_LOC388789.388789,2_LOC440944.440944,2_LOC650368.650368,2_LRRC69.100130742,2_LRRK2.120892,2_LRTM1.57408,2_LTB.4050,2_MAP3K10.4294,2_MAP3K12.7786,2_MBP.4155,2_MCC.4163,2_MECOM.2122,2_MMP14.4323,2_MMP8.4317,2_MOSPD3.64598,2_MPP5.64398,2_MRPL18.29074,2_MSH5.4439,2_MTERFD3.80298,2_MTG1.92170,2_MYCNOS.10408,2_MYO1D.4642,2_NAA10.8260,2_NAP1L4.4676,2_NAPEPLD.222236,2_NDOR1.27158,2_NMRAL1.57407,2_NOP56.10528,2_NPLOC4.55666,2_NPY6R.4888,2_NRAS.4893,2_NRBP1.29959,2_NUP85.79902,2_NUTF2.10204,2_NXF2.56001,2_ONECUT2.9480,2_OR11A1.26531,2_OR2H1.26716,2_ORMDL1.94101,2_P2RY11.5032,2_PABPC4L.132430,2_PAWR.5074,2_PCDH8.5100,2_PDIK1L.149420,2_PDXDC2.283970,2_PDZD7.79955,2_PELI2.57161,2_PEX6.5190,2_PFN4.375189,2_PGRMC2.10424,2_PHYHIP.9796,2_PLAC1.10761,2_PLD3.23646,2_PLK1.5347,2_PPP2R3B.28227,2_PPP5C.5536,2_PRCD.768206,2_PRDX1.5052,2_PVRL4.81607,2_PYCR1.5831,2_QPCTL.54814,2_RAB11FIP4.84440,2_RASGEF1B.153020,2_RBM34.23029,2_RBM47.54502,2_RCBTB1.55213,2_RDX.5962,2_REG3A.5068,2_RELN.5649,2_RFXANK.8625,2_RNASE11.122651,2_RNF25.64320,2_RNF41.10193,2_RPL38.6169,2_RPS19BP1.91582,2_RPS8.6202,2_RPSA.3921,2_RRP1.8568,2_RTEL1.51750,2_SAA1.6288,2_SAAL1.113174,2_SALL4.57167,2_SAMD1.90378,2_SBSN.374897,2_SDC4P.376844,2_SEC24B.10427,2_SENP3.26168,2_SETX.23064,2_SGK223.157285,2_SGMS1.259230,2_SH3GLB1.51100,2_SIM2.6493,2_SLC24A4.123041,2_SLC25A24.29957,2_SLC30A4.7782,2_SLC5A6.8884,2_SLC6A16.28968,2_SNORA70C.100124538,2_SNX32.254122,2_SORBS2.8470,2_SOX12.6666,2_SREBF1.6720,2_SSFA2.6744,2_STAT2.6773,2_STK31.56164,2_STON1.GTF2A1L.286749,2_STRN4.29888,2_STX1A.6804,2_STX4.6810,2_SYNJ2BP.55333,2_SYT8.90019,2_TBCE.6905,2_TEK.7010,2_TGIF1.7050,2_THNSL2.55258,2_TIGD1.200765,2_TLCD1.116238,2_TLL1.7092,2_TLL2.7093,2_TMEFF2.23671,2_TMEM219.124446,2_TMEM40.55287,2_TMEM63C.57156,2_TMEM87B.84910,2_TMPPE.643853,2_TPRG1L.127262,2_TPSAB1.7177,2_TRIM16.10626,2_TRIM31.11074,2_TRIM47.91107,2_TRMT5.57570,2_TRPC7.57113,2_TTC21A.199223,2_TTC33.23548,2_TTYH1.57348,2_TUBB3.10381,2_TXNDC5.81567,2_U2AF1.7307,2_UBE2N.7334,2_UBL5.59286,2_UGT1A10.54575,2_UPK3B.80761,2_WDR72.256764,2_WDR75.84128,2_WDR8.49856,2_WFDC8.90199,2_WNT3.7473,2_XPA.7507,2_ZFPL1.7542,2_ZFYVE26.23503,2_ZNF223.7766,2_ZNF37B.100129482,2_ZNF385D.79750,2_ZNF389.651302,2_ZNF397.84307,2_ZNF45.7596,2_ZNF486.90649,2_ZNF521.25925,2_ZNF585A.199704,2_ZNF706.51123,2_ZNF789.285989,2_ZNF829.374899,2_ZRANB1.54764
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
