0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.1269a,1_hsa.miR.24.1.5p,1_hsa.miR.34c.3p,1_hsa.miR.425.3p,1_hsa.miR.494.3p,1_hsa.miR.6718.5p,1_hsa.miR.7704,1_hsa.miR.92b.3p,1_hsa.miR.96.5p,1_hsa.miR.302b.3p,2_AARS2.57505,2_ABHD6.57406,2_ABHD8.79575,2_ABLIM3.22885,2_ACPL2.92370,2_ACPT.93650,2_ACTR5.79913,2_ADRB3.155,2_AGTPBP1.23287,2_AMIGO3.386724,2_AMZ1.155185,2_ANKRD26P1.124149,2_ANKRD54.129138,2_ARL15.54622,2_ARL5B.221079,2_ARL8A.127829,2_ASF1B.55723,2_ASPM.259266,2_ATP13A1.57130,2_ATP13A2.23400,2_ATP1A1.476,2_ATP2B2.491,2_BARX1.56033,2_BCAN.63827,2_BCAS3.54828,2_C10orf110.55853,2_C14orf49.161176,2_C16orf59.80178,2_C17orf62.79415,2_C19orf73.55150,2_C1QTNF9.338872,2_C20orf24.55969,2_C2orf88.84281,2_C6orf147.387097,2_C6orf186.728464,2_CARD6.84674,2_CCDC124.115098,2_CCDC25.55246,2_CDCA2.157313,2_CDK5R2.8941,2_CDKN2C.1031,2_CDRT15P.94158,2_CFH.3075,2_CGN.57530,2_CHMP4B.128866,2_CIAPIN1.57019,2_CLCNKA.1187,2_CNOT4.4850,2_CNPY1.285888,2_COASY.80347,2_COMT.1312,2_CPPED1.55313,2_CRELD2.79174,2_CRIPAK.285464,2_CST5.1473,2_CTRC.11330,2_CTSA.5476,2_DAAM1.23002,2_DDR2.4921,2_DDX41.51428,2_DERL2.51009,2_DKK2.27123,2_DNAH17.8632,2_DNAJB4.11080,2_DNAJC18.202052,2_DNTTIP1.116092,2_DPP6.1804,2_DPP8.54878,2_DPYSL4.10570,2_DYNC2H1.79659,2_EFTUD2.9343,2_EIF3L.51386,2_ELL3.80237,2_EME2.197342,2_EMID2.136227,2_EMP1.2012,2_EN2.2020,2_ERMN.57471,2_F2RL1.2150,2_FADD.8772,2_FAM101A.144347,2_FAM59A.64762,2_FAM82B.51115,2_FAM83C.128876,2_FBXW10.10517,2_FER1L4.80307,2_FKBP11.51303,2_FNDC4.64838,2_FOXJ1.2302,2_FOXM1.2305,2_FOXO1.2308,2_FUNDC1.139341,2_GABRG2.2566,2_GATA2.2624,2_GDF5.8200,2_GDF6.392255,2_GJB4.127534,2_GLI4.2738,2_GNAT1.2779,2_GOLGA6C.653641,2_GPR160.26996,2_GPR45.11250,2_GPR56.9289,2_GPRC5A.9052,2_GRK1.6011,2_GTF2H5.404672,2_H3F3C.440093,2_HAPLN3.145864,2_HDAC7.51564,2_HIST2H2AC.8338,2_HMGB2.3148,2_HNRNPAB.3182,2_HOXA3.3200,2_HOXC10.3226,2_HSN2.378465,2_HSP90B1.7184,2_HSPB1.3315,2_ICK.22858,2_IFIT1.3434,2_IGDCC4.57722,2_IGFN1.91156,2_IL20RA.53832,2_ISCA1.81689,2_ITPKA.3706,2_JAG1.182,2_KCNMA1.3778,2_KHDRBS1.10657,2_KHDRBS3.10656,2_KIAA1161.57462,2_KIAA1875.340390,2_KISS1.3814,2_KL.9365,2_KLF12.11278,2_KLHL32.114792,2_LIN7A.8825,2_LLPH.84298,2_LMAN1L.79748,2_LOC100133161.100133161,2_LOC100188947.100188947,2_LOC150622.150622,2_LOC285359.285359,2_LOC285768.285768,2_LOC388796.388796,2_LOC389634.389634,2_LOC613037.613037,2_LOC650368.650368,2_LOC728855.728855,2_LRFN1.57622,2_LRRC1.55227,2_MAGEA10.4109,2_MAML2.84441,2_MAN1A2.10905,2_MAN2A2.4122,2_MARCH6.10299,2_MAT2A.4144,2_MCRS1.10445,2_MEP1A.4224,2_MID2.11043,2_MLH3.27030,2_MPDZ.8777,2_MPV17L2.84769,2_MTA2.9219,2_MTHFD1.4522,2_MYLIP.29116,2_MYST4.23522,2_NAA30.122830,2_NAT14.57106,2_NCKAP5L.57701,2_NEK5.341676,2_NKPD1.284353,2_NKX2.8.26257,2_NOL6.65083,2_NOS2.4843,2_NPY6R.4888,2_NUMB.8650,2_OR2T3.343173,2_OR4C6.219432,2_OTP.23440,2_PACS1.55690,2_PAN2.9924,2_PCDHA2.56146,2_PDIA3.2923,2_PECR.55825,2_PEX6.5190,2_PGK2.5232,2_PGLS.25796,2_PHYH.5264,2_PIGO.84720,2_PIK3C3.5289,2_PISD.23761,2_PLIN4.729359,2_PLIN5.440503,2_PLSCR5.389158,2_POLDIP3.84271,2_POP4.10775,2_POPDC3.64208,2_PRKAR1A.5573,2_PRR5.55615,2_PSMD7.5713,2_PSME3.10197,2_PSMG3.84262,2_PVRL3.25945,2_RAB21.23011,2_RABL3.285282,2_RANBP3L.202151,2_RCE1.9986,2_RECK.8434,2_REG3A.5068,2_REM2.161253,2_RIN1.9610,2_RLN1.6013,2_RLN3.117579,2_RPS15.6209,2_RPS6KA5.9252,2_RUNDC2C.440352,2_S100A5.6276,2_SAA1.6288,2_SBF2.81846,2_SCN3A.6328,2_SCYL1.57410,2_SDR9C7.121214,2_SEC23A.10484,2_SECISBP2L.9728,2_SERPINA3.12,2_SERTAD3.29946,2_SFRS2.6427,2_SGCB.6443,2_SH3GL3.6457,2_SHBG.6462,2_SLC16A4.9122,2_SLC25A23.79085,2_SLC35B2.347734,2_SLC35F1.222553,2_SLC38A3.10991,2_SLC5A8.160728,2_SLC8A2.6543,2_SNCAIP.9627,2_SNRPD2.6633,2_SORBS2.8470,2_SOX1.6656,2_SPHK1.8877,2_SPTY2D1.144108,2_STX17.55014,2_STXBP1.6812,2_SUCNR1.56670,2_SUDS3.64426,2_SULT1A3.6818,2_SV2C.22987,2_SYNJ2BP.55333,2_TAS2R14.50840,2_TBC1D8B.54885,2_TEK.7010,2_TGM1.7051,2_THEM5.284486,2_TM4SF4.7104,2_TMC1.117531,2_TMEM174.134288,2_TMEM195.392636,2_TMIGD1.388364,2_TMTC2.160335,2_TNFSF15.9966,2_TOX4.9878,2_TPST2.8459,2_TRIL.9865,2_TRNP1.388610,2_TSEN15.116461,2_TTC38.55020,2_TUBB2B.347733,2_TULP3.7289,2_TYW3.127253,2_UBE2Q1.55585,2_UGT1A10.54575,2_USO1.8615,2_VPS4B.9525,2_WDR47.22911,2_WDR75.84128,2_ZBBX.79740,2_ZBTB6.10773,2_ZFYVE16.9765,2_ZNF181.339318,2_ZNF204P.7754,2_ZNF300.91975,2_ZNF354C.30832,2_ZNF385A.25946,2_ZNF641.121274,2_ZNF704.619279,2_ZNF836.162962,2_ZNF837.116412,2_ZRANB2.9406
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
