0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage IV,1_AAAS.8086,1_ACTN2.88,1_AFF3.3899,1_AFP.174,1_AMIGO1.57463,1_AMY1A.276,1_ANKRD56.345079,1_APOA1BP.128240,1_ARMCX3.51566,1_ASGR1.432,1_ATG9A.79065,1_ATN1.1822,1_BARX1.56033,1_BCCIP.56647,1_BCL6.604,1_BDNFOS.497258,1_BRS3.680,1_C10orf116.10974,1_C11orf46.120534,1_C12orf41.54934,1_C19orf36.113177,1_C1orf112.55732,1_C1orf204.284677,1_C1orf216.127703,1_C1orf228.339541,1_C1orf92.149499,1_C20orf199.441951,1_C20orf79.140856,1_C2orf88.84281,1_C4orf44.345222,1_C5orf36.285600,1_C9orf89.84270,1_C9orf95.54981,1_CACNA1D.776,1_CACNG2.10369,1_CAPZA2.830,1_CBX1.10951,1_CBX4.8535,1_CCBL2.56267,1_CCDC137.339230,1_CCDC17.149483,1_CCNG2.901,1_CDC14A.8556,1_CDK10.8558,1_CDK2AP1.8099,1_CDT1.81620,1_CHCHD7.79145,1_CHD9.80205,1_CHFR.55743,1_CHRNA9.55584,1_CIB1.10519,1_CIDECP.152302,1_CKAP4.10970,1_CLEC4G.339390,1_CMA1.1215,1_CMBL.134147,1_COL15A1.1306,1_COL21A1.81578,1_CRADD.8738,1_CRIM1.51232,1_CTTN.2017,1_CTU2.348180,1_CYFIP1.23191,1_CYP2W1.54905,1_CYP3A7.1551,1_CYP4X1.260293,1_DDAH1.23576,1_DFNB31.25861,1_DGCR14.8220,1_DGKH.160851,1_DGKK.139189,1_DHRS12.79758,1_DHX32.55760,1_DMGDH.29958,1_DNAJC1.64215,1_DNTTIP1.116092,1_DUSP28.285193,1_DVL1.1855,1_DYRK4.8798,1_EGOT.100126791,1_ELMOD2.255520,1_ELN.2006,1_ELSPBP1.64100,1_EMILIN2.84034,1_EML3.256364,1_EMX2OS.196047,1_ERN1.2081,1_ESM1.11082,1_EVL.51466,1_EXOC5.10640,1_EYA3.2140,1_F12.2161,1_FADS3.3995,1_FAM35A.54537,1_FAM47E.100129583,1_FAM53B.9679,1_FAM60A.58516,1_FAM72D.728833,1_FARP2.9855,1_FASN.2194,1_FBL.2091,1_FBXO18.84893,1_FBXO39.162517,1_FLII.2314,1_FOXA1.3169,1_FOXB2.442425,1_FOXD4L6.653404,1_FOXP4.116113,1_FRK.2444,1_GADD45A.1647,1_GIPC2.54810,1_GJB3.2707,1_GPR109B.8843,1_GPR4.2828,1_GPR44.11251,1_GRP.2922,1_GTPBP4.23560,1_H3F3C.440093,1_HBP1.26959,1_HECW2.57520,1_HEG1.57493,1_HIST2H2AC.8338,1_HMGN1.3150,1_HOXA2.3199,1_HOXC11.3227,1_HRK.8739,1_HSP90AB2P.391634,1_HSPA7.3311,1_HSPA8.3312,1_HYMAI.57061,1_IFT88.8100,1_IGDCC4.57722,1_IQCC.55721,1_IQCF6.440956,1_KCNH1.3756,1_KCNJ14.3770,1_KDELC1.79070,1_KIAA1462.57608,1_KIAA1486.57624,1_KLRF1.51348,1_LAT.27040,1_LCTL.197021,1_LIMCH1.22998,1_LIPA.3988,1_LMBR1L.55716,1_LOC286467.286467,1_LOC613037.613037,1_LOC647121.647121,1_LPP.4026,1_LRFN1.57622,1_LTBR.4055,1_LY6D.8581,1_MAF.4094,1_MAST4.375449,1_MATR3.9782,1_MCF2L.23263,1_MCPH1.79648,1_MDFI.4188,1_MEP1A.4224,1_METTL6.131965,1_MIER2.54531,1_MOGS.7841,1_MORF4L2.9643,1_MPZL3.196264,1_MSTO1.55154,1_MTHFD2.10797,1_MTSS1.9788,1_MYH14.79784,1_NFATC3.4775,1_NFKBIA.4792,1_NKX3.2.579,1_NME1.4830,1_NOG.9241,1_NOP56.10528,1_NPC1.4864,1_NR2F6.2063,1_NRAS.4893,1_NUDT7.283927,1_NUSAP1.51203,1_NXT1.29107,1_OBFC2B.79035,1_OMD.4958,1_OPHN1.4983,1_OR51I1.390063,1_OTP.23440,1_P2RY11.5032,1_PADI3.51702,1_PARP6.56965,1_PDCD6IP.10015,1_PDZD8.118987,1_PELP1.27043,1_PEX6.5190,1_PFDN2.5202,1_PFDN4.5203,1_PGCP.10404,1_PHRF1.57661,1_PI4KAP2.375133,1_PIAS1.8554,1_PIGH.5283,1_PINK1.65018,1_PIP4K2A.5305,1_PIPSL.266971,1_PIR.8544,1_PITPNM2.57605,1_PKP2.5318,1_PLCG2.5336,1_PLEKHG4B.153478,1_PLK1.5347,1_PLOD2.5352,1_PNPLA8.50640,1_POGZ.23126,1_POLR3G.10622,1_PON3.5446,1_PORCN.64840,1_PPIE.10450,1_PRDM15.63977,1_PSIP1.11168,1_PSMB6.5694,1_PSMC3.5702,1_PSRC1.84722,1_PTTG2.10744,1_PYCR2.29920,1_RAB19.401409,1_RABEP2.79874,1_RALB.5899,1_RAP1GDS1.5910,1_RBM38.55544,1_RBM44.375316,1_RECQL5.9400,1_RER1.11079,1_RHBDL2.54933,1_RNF175.285533,1_S100A16.140576,1_SAA2.6289,1_SAMD11.148398,1_SAMD1.90378,1_SART1.9092,1_SBNO1.55206,1_SCAPER.49855,1_SCML2.10389,1_SCN1A.6323,1_SEMA3E.9723,1_SEMA4F.10505,1_SETD8.387893,1_SF3B4.10262,1_SFMBT2.57713,1_SFRS2B.10929,1_SIPA1L1.26037,1_SLC18A2.6571,1_SLC24A6.80024,1_SLC25A34.284723,1_SLC39A3.29985,1_SLC44A3.126969,1_SMN2.6607,1_SMPD2.6610,1_SNED1.25992,1_SNORD1C.677850,1_SOCS3.9021,1_SPDYA.245711,1_SRGAP1.57522,1_SS18L1.26039,1_STAT2.6773,1_STK17A.9263,1_STON1.GTF2A1L.286749,1_STRADA.92335,1_STX2.2054,1_SULT4A1.25830,1_SYNGAP1.8831,1_SYNJ2BP.55333,1_TANC1.85461,1_TBCE.6905,1_TCL6.27004,1_TGOLN2.10618,1_THRB.7068,1_TLR3.7098,1_TMEM200C.645369,1_TMEM233.387890,1_TOMM40.10452,1_TP53.7157,1_TPSD1.23430,1_TREML2P1.221438,1_TSNAXIP1.55815,1_TTC24.164118,1_TTC5.91875,1_TTTY4C.474150,1_TUBA4B.80086,1_TUBE1.51175,1_U2AF1.7307,1_VPS16.64601,1_WASH5P.375690,1_WDR16.146845,1_YIF1B.90522,1_ZC3HC1.51530,1_ZFP36L2.678,1_ZNF33A.7581,1_ZNF469.84627,1_ZNF483.158399,1_ZNF613.79898,1_ZNF780A.284323,1_ZNF781.163115,1_ZNF829.374899,1_ZNF91.7644,1_ZXDB.158586
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
