gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,457,457,0.2,0.8103888116592087,0.9248880829115613,0.14607520733611584,0.14002800840280097,0.250097922717168,1.0,0.15897619957766543
1,533,692,697,0.2,0.8019626426682326,0.9248880829115613,0.14309549922173048,0.12403473458920845,0.2785097595501221,1.0,0.13613973309458824
2,531,720,915,0.2,0.8086150305350469,0.9248880829115613,0.13495214882516843,0.12403473458920845,0.29035013446623353,1.0,0.13677537632729006
3,544,723,1111,0.2,0.8202380932159179,0.9248880829115613,0.12520859208360868,0.1386750490563073,0.29167698729308794,1.0,0.13627871689162785
4,549,780,1331,0.2,0.8265764377874768,0.9248880829115613,0.12083053740515048,0.14433756729740643,0.2971505138410249,1.0,0.1353123757896499
5,556,808,1547,0.2,0.8336864787528879,0.9278696808617127,0.11649573736360676,0.14285714285714285,0.29794982179111673,1.0,0.13333990815193514
6,553,803,1734,0.2,0.8348927901536044,0.9278696808617127,0.11609974950916292,0.1414213562373095,0.30329428624448906,1.0,0.13411040955836614
7,542,790,1889,0.2,0.8390162949443647,0.9278696808617127,0.11398056411356562,0.1414213562373095,0.3040360595530369,1.0,0.13356200283687156
8,534,849,2087,0.2,0.84287222701522,0.9278696808617127,0.11328529254921056,0.1414213562373095,0.30429630149577164,1.0,0.13350235434931979
9,549,829,2230,0.2,0.8424564808514438,0.9278696808617127,0.11493723514829253,0.14433756729740643,0.3102675408481642,1.0,0.13537404982509765
10,540,813,2369,0.2,0.8437866877605678,0.9278696808617127,0.11520680139026195,0.14433756729740643,0.31269317321297396,1.0,0.13690006670948132
11,544,826,2526,0.2,0.8475604677070887,0.9295698761381015,0.11326135330649217,0.14433756729740643,0.31396403372365667,1.0,0.1357846914314159
12,554,858,2671,0.2,0.8498881438191408,0.9316432657673731,0.11255405654040761,0.14433756729740643,0.31555417806925334,1.0,0.13493346989236016
13,545,869,2800,0.2,0.8515336479282826,0.9397216339906688,0.11284502121100615,0.14433756729740643,0.3185066684924691,1.0,0.13592053616967195
14,548,839,2937,0.2,0.8540197003987727,0.9397216339906688,0.1106615248198336,0.14433756729740643,0.319801155317174,1.0,0.13654105897665209
15,546,859,3037,0.2,0.8540949878432146,0.9397216339906688,0.1110246297304884,0.14433756729740643,0.32358995400410256,1.0,0.13782753226273262
16,546,873,3142,0.2,0.8587774150879803,0.9397216339906688,0.10822094650961607,0.14433756729740643,0.32100622769075926,1.0,0.13569204403697632
17,558,870,3263,0.2,0.8614220188201123,0.9397216339906688,0.10798351380250826,0.14433756729740643,0.3170809296015102,1.0,0.1385201271663455
