gen,0_AACS,0_AAMP,0_ABAT,0_ABCA3,0_ABCA4,0_ABCB6,0_ABCB8,0_ABCC3,0_ABCE1,0_ABHD14A,0_ABHD14B,0_ABHD3,0_ABI1,0_ACAP1,0_ACAP2,0_ACAT2,0_ACBD6,0_ACMSD,0_ACO1,0_ACOT1,0_ACOT2,0_ACSL6,0_ACSM2A,0_ACTL6A,0_ACTN3,0_ACYP1,0_ADCK2,0_ADI1,0_AFF4,0_AFP,0_AGPAT4,0_AGRN,0_AHNAK2,0_AIG1,0_AKAP1,0_AKAP7,0_AKR1C3,0_AKR1E2,0_AKT1,0_ALAS1,0_ALDH16A1,0_ALDH1A2,0_ALDH3B2,0_ALDH7A1,0_ALG10,0_ALG11,0_ALG13,0_ALG5,0_ALG8,0_ALG9,0_ALOX5,0_AMACR,0_ANAPC5,0_ANAPC7,0_ANGPTL4,0_ANK3,0_ANKRD12,0_ANKRD13D,0_ANKRD26,0_ANKRD46,0_ANKS6,0_ANO10,0_ANXA3,0_ANXA4,0_ANXA9,0_AOAH,0_AP1G1,0_AP2B1,0_AP4S1,0_APOD,0_APOO,0_APP,0_APPL2,0_ARAF,0_ARHGAP5,0_ARHGEF2,0_ARHGEF35,0_ARHGEF7,0_ARID5A,0_ARMC10,0_ARMC9,0_ARMCX1,0_ARRB1,0_ARRDC4,0_ARSD,0_ASB13,0_ASCC1,0_ASS1,0_ATF3,0_ATIC,0_ATP11A,0_ATP1A1,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1D,0_ATP7B,0_ATP8A1,0_ATXN10,0_ATXN2L,0_AURKAIP1,0_AWAT2,0_B2M,0_B3GALT4,0_B3GNT3,0_B4GALT2,0_BAALC,0_BAIAP2L2,0_BAK1,0_BARX2,0_BAX,0_BCAR3,0_BCAS2,0_BCHE,0_BCKDK,0_BCL2,0_BCL2L14,0_BDH1,0_BDKRB1,0_BET1L,0_BEX2,0_BHMT2,0_BIK,0_BLOC1S3,0_BRPF1,0_BRWD1,0_BTG3,0_C17orf97,0_C19orf53,0_C1orf116,0_C1orf174,0_C1orf194,0_C4BPA,0_C4orf3,0_C5orf22,0_C5orf46,0_C6orf62,0_C7,0_CA9,0_CAB39,0_CABIN1,0_CACNA1C,0_CACNA1H,0_CARD8,0_CARHSP1,0_CBFA2T2,0_CBLC,0_CBWD2,0_CBWD6,0_CCDC125,0_CCDC127,0_CCDC130,0_CCDC152,0_CCDC43,0_CCDC58,0_CCDC88C,0_CCNG1,0_CCNJL,0_CCNK,0_CCNYL1,0_CCR6,0_CCT3,0_CCT6B,0_CD151,0_CD2BP2,0_CD44,0_CD47,0_CDC123,0_CDC16,0_CDC42BPB,0_CDK11A,0_CDK11B,0_CDK18,0_CDK20,0_CDKN1C,0_CDKN2A,0_CDKN2AIP,0_CDKN2C,0_CDT1,0_CDYL2,0_CEP76,0_CES3,0_CFB,0_CFL2,0_CHCHD1,0_CHCHD5,0_CHCHD6,0_CHDH,0_CHI3L2,0_CHMP4A,0_CHMP4C,0_CHP2,0_CHRDL1,0_CHRNB1,0_CHST11,0_CHST15,0_CHURC1,0_CISH,0_CLCN7,0_CLEC3B,0_CLEC4C,0_CLINT1,0_CLIP1,0_CLPP,0_CLTA,0_CLTCL1,0_CMC1,0_CMPK2,0_CMTM8,0_CNIH4,0_COG1,0_COL13A1,0_COL1A2,0_COMMD3,0_COPG2,0_CORO1C,0_COX10,0_CP,0_CPNE1,0_CPNE5,0_CRBN,0_CREB1,0_CRHBP,0_CRIM1,0_CRIP1,0_CRP,0_CRTC3,0_CSAD,0_CSGALNACT2,0_CSNK2A1,0_CTAGE1,0_CTAGE6,0_CTAGE9,0_CTBP2,0_CTNNA1,0_CTNNA2,0_CTNNB1,0_CTNNBL1,0_CTSC,0_CUBN,0_CUEDC1,0_CUX1,0_CWC15,0_CWC27,0_CYB5B,0_CYP1B1,0_CYP2S1,0_CYSLTR2,0_CYTIP,0_DAAM2,0_DACT1,0_DACT2,0_DALRD3,0_DAPK3,0_DAXX,0_DBNDD2,0_DCAF12L2,0_DCTN6,0_DDB2,0_DDHD2,0_DDRGK1,0_DDX10,0_DDX11,0_DDX19B,0_DDX23,0_DDX3Y,0_DDX55,0_DDX58,0_DENND5B,0_DERL3,0_DHCR7,0_DHX32,0_DHX8,0_DIAPH1,0_DIAPH2,0_DIP2C,0_DIRAS3,0_DLD,0_DMXL2,0_DNAJA1,0_DNAJA2,0_DNAJA3,0_DNAJB7,0_DNAJC16,0_DNAJC24,0_DNAJC25,0_DNAJC7,0_DNAJC9,0_DNMT3L,0_DOK4,0_DPEP2,0_DPH5,0_DPM1,0_DPM2,0_DPYSL4,0_DRG1,0_DRG2,0_DTNA,0_DUOXA1,0_DUS4L,0_DUSP8,0_DYNC1LI1,0_DYNLRB1,0_DYNLT3,0_DZIP1L,0_EBAG9,0_EDIL3,0_EFCAB2,0_EGR4,0_EHMT1,0_EIF2AK4,0_EIF2B5,0_EIF3B,0_EIF4E3,0_EIF4EBP1,0_EIF4EBP2,0_ELMO3,0_ENAH,0_ENGASE,0_ENHO,0_ENO1,0_ENOSF1,0_ENPP2,0_ERBB4,0_ERCC4,0_ERLIN2,0_ERN2,0_ERP29,0_ESRP1,0_ETNK2,0_ETV4,0_EVI5L,0_EWSR1,0_EXOSC9,0_EXTL3,0_EYA4,0_F11R,0_F2RL1,0_FAH,0_FAM104B,0_FAM117A,0_FAM118B,0_FAM172A,0_FAM189A2,0_FAM20A,0_FAM20B,0_FAM53B,0_FAM53C,0_FANCL,0_FAR1,0_FAS,0_FASTKD3,0_FASTKD5,0_FAT1,0_FBP1,0_FBXL5,0_FBXO21,0_FBXO31,0_FCN3,0_FCRL1,0_FGD4,0_FGF9,0_FGFR4,0_FIG4,0_FILIP1L,0_FLRT3,0_FMN1,0_FOSL2,0_FOXO3,0_FOXP4,0_FTSJ1,0_FUS,0_G3BP1,0_G3BP2,0_G6PC,0_G6PD,0_GABARAPL1,0_GABPB1,0_GABRG3,0_GALNT12,0_GALT,0_GANC,0_GAS1,0_GCH1,0_GEN1,0_GGCX,0_GGPS1,0_GGTA1,0_GIMAP2,0_GIMAP8,0_GLB1,0_GLIS3,0_GLRX5,0_GLS,0_GLUD1,0_GLYR1,0_GMIP,0_GNB4,0_GOLM1,0_GPBP1,0_GPC4,0_GPD1,0_GPR27,0_GPRC5C,0_GPRIN2,0_GRB10,0_GRB2,0_GREM2,0_GRSF1,0_GSR,0_GSTA1,0_GSTA4,0_GSTCD,0_GSTZ1,0_GTF2H1,0_GTF3C6,0_GTPBP3,0_GTSF1,0_HAAO,0_HADH,0_HAX1,0_HBA1,0_HBP1,0_HBS1L,0_HDAC3,0_HDAC4,0_HDAC6,0_HDGF,0_HEATR5B,0_HEBP2,0_HESX1,0_HEYL,0_HGF,0_HGSNAT,0_HIF1A,0_HINT1,0_HIP1,0_HMGCR,0_HNRNPD,0_HNRNPF,0_HNRNPK,0_HNRNPM,0_HPCAL1,0_HPR,0_HPS5,0_HSBP1L1,0_HSD17B6,0_HSPA12A,0_HSPA9,0_HSPB7,0_HSPBAP1,0_HUNK,0_HUS1,0_HYI,0_ICAM1,0_ICOSLG,0_IDI1,0_IDO1,0_IER3,0_IER3IP1,0_IER5,0_IFI30,0_IFIT1,0_IFIT3,0_IFNB1,0_IFNG,0_IFNGR2,0_IFT74,0_IKZF2,0_IL10,0_IL23A,0_ILDR1,0_IMMP1L,0_IMPA1,0_ING2,0_ING4,0_INTS12,0_IP6K2,0_IQCG,0_IQCK,0_IRF2BP2,0_ISCU,0_ISLR,0_ITCH,0_ITGB3BP,0_ITSN2,0_IWS1,0_JAK2,0_JDP2,0_JMJD6,0_JUN,0_KALRN,0_KANK1,0_KANK2,0_KCNA4,0_KCND1,0_KCNE3,0_KCNE4,0_KCNJ1,0_KCNJ2,0_KCNK1,0_KCNK6,0_KCNS3,0_KHDRBS2,0_KHK,0_KIAA0232,0_KIAA1614,0_KIAA1671,0_KIF13B,0_KIF21A,0_KIFAP3,0_KLHL36,0_KLHL8,0_KLK5,0_KMO,0_KNTC1,0_KRT19,0_KTN1,0_LACTB,0_LAMB1,0_LARP4,0_LAS1L,0_LBP,0_LCOR,0_LDB2,0_LEO1,0_LGMN,0_LHPP,0_LIMA1,0_LIMK1,0_LIMK2,0_LIPH,0_LIPT2,0_LNX1,0_LPAR5,0_LPCAT1,0_LPIN1,0_LPIN2,0_LRFN3,0_LRIG3,0_LRIT3,0_LRP4,0_LRP5,0_LRRC28,0_LRRC40,0_LRRFIP1,0_LSS,0_LTBP4,0_LTV1,0_LUZP1,0_LY75,0_LYSMD4,0_MAF,0_MAFG,0_MAN2A1,0_MANBA,0_MANEA,0_MAOA,0_MAP2K2,0_MAP2K5,0_MAP3K10,0_MAP3K7,0_MAP3K8,0_MAPK1,0_MAPKAP1,0_MAPKAPK5,0_MARK2,0_MARK4,0_MATN2,0_MAVS,0_MBIP,0_MCM3AP,0_MDH1B,0_MED12,0_MED27,0_MEF2D,0_MEP1A,0_MFGE8,0_MFSD6,0_MFSD9,0_MGAM,0_MGAT5,0_MIB1,0_MICAL3,0_MICALL2,0_MID1,0_MIF,0_MKLN1,0_MKNK1,0_MKNK2,0_MLLT1,0_MLPH,0_MME,0_MMGT1,0_MN1,0_MORC3,0_MORF4L2,0_MPG,0_MPI,0_MPPE1,0_MRM1,0_MRPL33,0_MRPL39,0_MRPL41,0_MRPL45,0_MRPL55,0_MRPS23,0_MRPS25,0_MRPS30,0_MRPS36,0_MRPS6,0_MRPS7,0_MSRA,0_MT1E,0_MTCH1,0_MTOR,0_MVK,0_MXI1,0_MYCBP,0_MYO18A,0_MYO19,0_MYO3B,0_MYO6,0_MYOM2,0_NAA10,0_NAA25,0_NAGK,0_NAGPA,0_NAV2,0_NBEA,0_NCBP1,0_NCBP2,0_NCKAP1L,0_NCLN,0_NDRG3,0_NDUFA4L2,0_NDUFAF2,0_NDUFB11,0_NDUFB3,0_NDUFB8,0_NDUFC2,0_NDUFS3,0_NDUFV2,0_NECAB3,0_NELL1,0_NEURL1B,0_NFYA,0_NGB,0_NIF3L1,0_NIPAL3,0_NIPSNAP3A,0_NIPSNAP3B,0_NKX2-2,0_NKX6-1,0_NLGN1,0_NME2,0_NME7,0_NNT,0_NOL3,0_NOL6,0_NOP16,0_NOP2,0_NOS1AP,0_NOTCH3,0_NPAS3,0_NPC2,0_NQO2,0_NR3C2,0_NRIP1,0_NSA2,0_NSUN5,0_NTHL1,0_NTN1,0_NTRK3,0_NUDCD3,0_NUDT10,0_NUP210,0_NUP43,0_NUP62,0_NUP88,0_NXF1,0_OBSL1,0_OGT,0_OPHN1,0_ORM1,0_ORM2,0_OS9,0_OSBPL1A,0_OTP,0_OTUD1,0_OTUD3,0_OTUD7B,0_OXNAD1,0_P2RX6,0_P4HA1,0_PA2G4,0_PACS1,0_PAFAH1B1,0_PAGE4,0_PAIP2,0_PALMD,0_PAM,0_PAQR7,0_PARL,0_PARM1,0_PATL1,0_PBLD,0_PCBP3,0_PCCB,0_PCDH10,0_PCDH11X,0_PCDHB5,0_PCDHGA2,0_PCDHGA6,0_PCDHGA9,0_PCDHGB4,0_PCDHGB5,0_PCDHGB7,0_PCDHGC4,0_PCK1,0_PCMTD2,0_PCNP,0_PCNT,0_PCYOX1,0_PDE9A,0_PDHX,0_PDIA3,0_PDIA5,0_PDPK1,0_PDZK1IP1,0_PEG3,0_PEX13,0_PEX16,0_PEX5,0_PFDN4,0_PFKM,0_PFN2,0_PGAM2,0_PGAM4,0_PGP,0_PGRMC1,0_PGRMC2,0_PHC3,0_PI16,0_PICALM,0_PIGS,0_PIK3C3,0_PIK3R3,0_PIK3R6,0_PINK1,0_PIR,0_PITPNM2,0_PJA2,0_PKIB,0_PKNOX1,0_PLA2G5,0_PLAU,0_PLBD2,0_PLCG2,0_PLCL1,0_PLD2,0_PLD6,0_PLEKHG3,0_PLEKHJ1,0_PLRG1,0_PLXDC1,0_PLXNB1,0_PM20D2,0_PMM2,0_PNCK,0_PNKD,0_PNMA1,0_PNP,0_POC5,0_PODNL1,0_POF1B,0_POLDIP3,0_POLE4,0_POLR1A,0_POLR3H,0_POR,0_POU2F1,0_POU2F2,0_POU5F1,0_POU6F1,0_PPA2,0_PPIC,0_PPID,0_PPIL3,0_PPIP5K2,0_PPP1CB,0_PPP1R12A,0_PPP1R16B,0_PPP1R8,0_PPP2CB,0_PPP2R2A,0_PPP2R2B,0_PRDX6,0_PRKCB,0_PRKCSH,0_PRKX,0_PRMT7,0_PRPF19,0_PRPF31,0_PRR16,0_PRTFDC1,0_PSIP1,0_PSMB4,0_PSMC4,0_PSMC6,0_PSME1,0_PSPH,0_PSTK,0_PTDSS2,0_PTEN,0_PTGES3,0_PTGR1,0_PTK2B,0_PTMA,0_PTPN2,0_PTTG2,0_PUS10,0_PUS7,0_PXK,0_PXN,0_PYCR1,0_QPRT,0_RAB11FIP1,0_RAB11FIP2,0_RAB13,0_RAB28,0_RAB30,0_RAB31,0_RAB3GAP1,0_RAB5B,0_RABEP1,0_RAD1,0_RAD50,0_RADIL,0_RALY,0_RANBP1,0_RANBP3L,0_RAP1GAP,0_RAP1GAP2,0_RAPGEF3,0_RBM26,0_RBM7,0_RBM8A,0_RBMS2,0_RBMX2,0_RBMXL1,0_RCOR3,0_RDX,0_REEP5,0_REEP6,0_REM1,0_REN,0_RFC3,0_RFC5,0_RFX5,0_RHOBTB1,0_RIC3,0_RILPL1,0_RIMS2,0_RIPK1,0_RIT1,0_RNASEL,0_RNASET2,0_RNF111,0_RNF13,0_RNF14,0_RNF180,0_RNF214,0_RNF216,0_RNF31,0_RNF7,0_RNPEP,0_RORA,0_RPA1,0_RPA4,0_RPAP3,0_RPGR,0_RPIA,0_RPL12,0_RPL13,0_RPL24,0_RPL27A,0_RPL31,0_RPL9,0_RPN1,0_RPRD1B,0_RPS21,0_RPS4Y1,0_RPS6,0_RRP15,0_RSAD2,0_RSL1D1,0_RSRC2,0_RUFY2,0_RUNX1,0_RUVBL1,0_RUVBL2,0_S100A1,0_S100A13,0_S1PR1,0_SAA4,0_SALL1,0_SAMD9,0_SAMM50,0_SAP30,0_SAR1A,0_SBDS,0_SBK2,0_SCAMP4,0_SCAPER,0_SCARA5,0_SCARF2,0_SCCPDH,0_SDR16C5,0_SEC31A,0_SEMA4B,0_SEPHS1,0_SERPINA3,0_SERPINA4,0_SERPINA6,0_SETDB2,0_SF3A3,0_SF3B3,0_SFXN1,0_SGK1,0_SGMS2,0_SH2B3,0_SH3PXD2B,0_SH3RF3,0_SIRT6,0_SIRT7,0_SLBP,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC17A4,0_SLC1A4,0_SLC1A5,0_SLC22A3,0_SLC25A5,0_SLC26A11,0_SLC26A2,0_SLC31A1,0_SLC38A10,0_SLC38A6,0_SLC3A1,0_SLC43A2,0_SLC46A3,0_SLC4A10,0_SLC7A6OS,0_SLC9A2,0_SLC9A7,0_SMARCA2,0_SMC1A,0_SMS,0_SMU1,0_SNAP29,0_SNAP47,0_SNAPC2,0_SNF8,0_SNRPB2,0_SNW1,0_SNX17,0_SNX33,0_SOCS5,0_SORBS1,0_SORCS1,0_SOX30,0_SPAG5,0_SPATA18,0_SPG11,0_SPHKAP,0_SPINT2,0_SPOCK2,0_SPRY2,0_SPRY4,0_SPSB2,0_SPTBN4,0_SPTLC1,0_SRCAP,0_SRD5A1,0_SREBF2,0_SRPX2,0_ST6GALNAC6,0_ST8SIA5,0_STAG1,0_STARD13,0_STAT3,0_STAT6,0_STAU2,0_STEAP3,0_STK11,0_STK35,0_STOM,0_STOML1,0_STRBP,0_STT3A,0_STX11,0_STX6,0_SUCLG1,0_SUMO3,0_SUPT16H,0_SYNC,0_SYNE1,0_SYNE2,0_SYNGR2,0_SYS1,0_SYT15,0_TACC2,0_TAF10,0_TAF13,0_TAF8,0_TARDBP,0_TATDN2,0_TBC1D1,0_TBC1D14,0_TBC1D4,0_TBC1D9B,0_TBCD,0_TBKBP1,0_TBL1X,0_TBL1XR1,0_TCF3,0_TCF4,0_TDRD5,0_TDRKH,0_TEC,0_TECPR1,0_TEK,0_TEKT3,0_TESC,0_TFAP4,0_TGFA,0_THEM4,0_THOC3,0_THOC7,0_THRA,0_THRAP3,0_THUMPD2,0_TIGD1,0_TIMM44,0_TIMP2,0_TLCD1,0_TLR3,0_TM2D2,0_TM4SF18,0_TMCC3,0_TMED10,0_TMED2,0_TMEFF2,0_TMEM104,0_TMEM109,0_TMEM132E,0_TMEM165,0_TMEM168,0_TMEM176A,0_TMEM19,0_TMEM222,0_TMEM51,0_TMEM59L,0_TMEM88,0_TMPRSS2,0_TNFRSF11B,0_TOB1,0_TP53I3,0_TP53RK,0_TPBG,0_TPK1,0_TRAPPC6A,0_TRDMT1,0_TREM2,0_TRH,0_TRIAP1,0_TRIM35,0_TRMT1,0_TRMT61B,0_TSHZ3,0_TSKU,0_TSNAX,0_TSPAN17,0_TSPAN6,0_TTC32,0_TTF1,0_TUBA1B,0_TUBB1,0_TUBD1,0_TUBG2,0_TUBGCP3,0_TUFT1,0_TWF1,0_TXN,0_TXNDC11,0_TXNDC16,0_TXNDC5,0_TYW1B,0_TYW3,0_U2AF1,0_UAP1,0_UAP1L1,0_UBA5,0_UBASH3B,0_UBC,0_UBE2G2,0_UBE2Z,0_UBR2,0_UBR3,0_UBR4,0_UFM1,0_ULK2,0_UNC5CL,0_UPK3B,0_UROC1,0_USP22,0_USP9X,0_UTP3,0_VAPA,0_VBP1,0_VCL,0_VDAC1,0_VEGFA,0_VEZF1,0_VGLL4,0_VIPR2,0_VKORC1L1,0_VPS16,0_VPS26A,0_VPS37B,0_VPS52,0_VRK2,0_VRK3,0_VTI1B,0_WBP2,0_WDR17,0_WDR31,0_WDR35,0_WDR54,0_WDR5B,0_WLS,0_WNK4,0_YTHDF2,0_YWHAZ,0_ZBTB1,0_ZBTB33,0_ZBTB34,0_ZCCHC17,0_ZFP91,0_ZFPM2,0_ZFYVE27,0_ZKSCAN4,0_ZMYND19,0_ZNF148,0_ZNF234,0_ZNF358,0_ZNF382,0_ZNF415,0_ZNF512,0_ZNF521,0_ZNF532,0_ZNF544,0_ZNF559,0_ZNF638,0_ZNF677,0_ZNF687,0_ZNF69,0_ZRANB1,0_ZRANB2,0_ZSCAN12,0_ZXDB
0,0,0,0,0,59,0,0,19,0,0,33,13,0,0,0,13,23,22,0,9,0,150,38,23,14,0,0,4,0,0,0,0,47,0,22,42,98,69,2,0,0,104,0,31,0,0,0,0,24,33,0,4,0,0,1,22,10,0,0,0,0,0,0,25,22,0,0,0,0,36,0,0,39,48,0,0,0,16,0,0,0,0,0,0,17,0,0,2,2,0,74,25,0,0,0,0,16,0,0,0,15,6,63,0,0,12,34,10,14,0,12,0,34,0,0,32,28,24,36,24,3,0,14,0,0,20,0,0,0,0,30,40,0,2,0,6,0,0,11,0,0,132,0,12,0,15,0,46,32,38,0,0,0,0,0,81,76,1,0,0,0,0,0,0,0,4,0,22,15,0,0,3,0,10,6,0,0,78,0,0,72,7,0,0,10,1,0,38,0,0,98,0,19,2,0,0,0,0,0,4,8,0,0,0,3,0,1,14,23,23,0,0,1,0,0,6,3,0,119,0,0,0,0,0,26,0,0,0,0,0,9,0,0,0,83,0,0,50,0,52,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,44,0,27,0,0,0,29,0,0,17,0,0,0,41,2,64,0,0,0,0,2,0,0,31,7,0,10,8,0,9,0,0,56,0,0,0,0,0,54,0,0,0,62,0,13,0,0,0,3,0,39,91,0,0,0,0,0,45,0,0,17,0,0,26,0,0,0,0,22,0,41,0,5,35,14,0,0,0,0,0,35,53,0,32,0,0,0,17,6,0,16,33,0,0,50,0,16,0,18,0,1,0,0,0,0,0,19,0,0,0,0,13,25,51,0,0,0,0,0,27,28,0,62,0,0,0,0,21,22,0,0,0,0,0,0,6,25,14,16,0,0,0,0,0,0,0,14,0,6,0,0,0,3,0,0,37,0,2,32,0,0,0,38,6,0,1,0,0,22,15,50,39,0,51,0,0,0,0,0,0,0,33,18,0,1,0,48,15,0,0,0,47,0,0,44,36,0,12,0,23,0,0,0,19,0,0,63,2,143,30,0,0,2,0,1,2,20,7,5,16,0,0,0,0,23,0,0,0,0,0,0,22,0,0,5,0,0,0,24,12,37,23,0,18,1,0,41,91,0,0,16,0,0,0,7,0,0,68,0,0,32,0,0,106,0,0,87,0,0,21,0,0,0,0,72,17,57,37,0,46,0,0,0,0,42,0,39,32,0,12,1,0,8,0,0,0,34,59,0,0,0,0,0,28,0,0,0,0,0,0,0,0,19,0,23,4,0,0,0,0,91,94,0,9,19,0,0,13,0,140,0,0,0,11,50,0,27,0,13,0,0,0,95,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,66,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,28,0,0,76,28,14,0,0,40,22,92,0,24,0,0,0,0,0,0,0,0,0,51,0,0,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18,20,0,0,137,0,2,15,0,0,25,0,0,0,135,0,54,0,64,38,47,0,0,77,0,104,50,15,3,27,0,0,27,5,9,13,0,0,0,94,46,0,32,102,0,9,8,0,0,3,0,0,0,42,0,0,6,5,0,5,0,0,0,0,0,0,64,0,0,0,0,0,25,0,0,0,0,0,0,2,0,7,0,0,0,0,44,0,0,0,35,16,0,0,0,7,0,0,0,0,0,0,0,23,71,0,0,0,0,0,2,105,35,0,0,0,58,66,33,0,28,12,0,0,0,0,0,0,0,0,65,0,79,0,21,0,0,0,0,0,0,11,0,7,0,0,0,13,0,2,0,0,85,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,39,23,6,0,0,0,0,38,0,0,0,0,39,0,0,0,0,24,0,0,4,0,0,0,0,52,0,0,0,0,0,0,0,0,27,0,0,0,13,0,17,0,0,0,1,0,0,0,5,6,0,66,19,0,0,0,3,0,0,1,0,3,0,18,89,9,40,2,0,56,23,0,0,0,0,0,0,0,26,6,0,0,0,55,40,67,0,31,37,52,0,144,18,0,0,0,0,119,4,18,0,0,0,32,0,0,0,16,0,10,0,6,0,10,9,0,0,10,0,0,43,0,80,0,38,20,16,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,32,0,0,0,59,0,3,0,0,2,0,0,0,0,5,0,11,16,0,10,0,0,58,0,0,0,76,62,0,11,0,0,4,21,61,18,0,0,0,23,0,0,27,52,0,0,1,0,3,15,0,0,33,0,0,1,43,8,0,0,0,0,0,0,46,0,41,0,27,0,110,0,0,15,4,12,42,30,11,24,0,27,54,0,0,0,0,0,5,0,0,0,0,0,0,0,22,0,0,1,48,0,0,0,58,0,0,0,0,40,0,0,0,0,0,29,39,0,0,0,0,21,35,1,0,0,0,0,0,0,0,104,2,0,107,0,3,0,0,17,17,41,0,0,51,0,13,8,0,0,1,25,0,0,21,0,0,0,0,7,0
100,0,0,0,0,173,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,157,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,8,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3,11,0,0,0,45,0,0,0,0,0,0,0,0,2,0,0,0,161,1,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,9,2,0,1,0,0,0,4,0,0,0,1,0,0,0,0,2,0,4,2,64,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,39,2,0,1,0,0,0,0,0,1,0,0,0,46,0,0,1,0,0,0,0,0,223,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,2,0,1,1,1,0,0,87,0,0,2,0,2,0,0,1,0,0,0,1,0,0,1,237,3,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,7,1,3,0,0,28,0,0,6,0,0,0,3,94,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,1,0,0,1,0,0,0,121,1,0,1,0,0,1,3,0,0,0,0,2,0,1,1,4,0,0,248,0,0,1,8,0,0,0,0,236,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,2,0,0,56,0,0,0,7,23,0,294,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,4,0,2,0,0,0,1,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,1,0,0,4,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,230,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,77,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,6,0,3,0,0,2,0,0,0,50,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,20,0,0,0,0,34,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,5,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,106,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,273,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91,5,2,0,0,0,93,0,1,6,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0,0,0
