2_ADAP1.11033,2_APOL1.8542,2_ARHGDIB.397,2_ASPA.443,2_ATP6V0E2.155066,2_BATF2.116071,2_C11orf52.91894,2_C22orf41.644186,2_C8G.733,2_C8orf42.157695,2_CCDC69.26112,2_CCL19.6363,2_CCR2.729230,2_CENPI.2491,2_CFB.629,2_CLDN23.137075,2_CLTB.1212,2_DBP.1628,2_DERL1.79139,2_DHX58.79132,2_DOCK2.1794,2_DUSP27.92235,2_FAM113B.91523,2_FAM160A1.729830,2_FUBP1.8880,2_GALNT12.79695,2_GIMAP8.155038,2_GLIS1.148979,2_GMEB1.10691,2_GNL2.29889,2_GNL3.26354,2_GPR18.2841,2_GPR65.8477,2_GSN.2934,2_GTF2A2.2958,2_HDAC2.3066,2_HLA.B.3106,2_HMGXB3.22993,2_HNRNPA3P1.10151,2_HSPB2.3316,2_IDO2.169355,2_IFIT2.3433,2_IL1A.3552,2_KIR3DL1.3811,2_KRCC1.51315,2_KRT7.3855,2_LIMS2.55679,2_LRRIQ3.127255,2_LTB.4050,2_MAST2.23139,2_MCHR2.84539,2_MEAF6.64769,2_MFNG.4242,2_MORC4.79710,2_MPPE1.65258,2_NDUFAF1.51103,2_NKX6.1.4825,2_NT5DC2.64943,2_NUDT18.79873,2_OAZ2.4947,2_ODZ3.55714,2_ORAI3.93129,2_OTUB2.78990,2_PAICS.10606,2_PPP2R3A.5523,2_PRF1.5551,2_RAB2A.5862,2_RBMX.27316,2_RIPK3.11035,2_RLIM.51132,2_RNF144A.9781,2_RPS6KL1.83694,2_SASH3.54440,2_SH2D1B.117157,2_SLC24A4.123041,2_SLFN12L.342615,2_SNX20.124460,2_SNX25.83891,2_TARDBP.23435,2_TIFAB.497189,2_TIMM8A.1678,2_TINAGL1.64129,2_TMEM176B.28959,2_TMEM65.157378,2_TOMM34.10953,2_TRIP4.9325,2_UCP2.7351,2_UNC93B1.81622,2_USP24.23358,2_WDFY4.57705,2_XYLB.9942,2_YRDC.79693,2_ZDHHC12.84885,2_ZNF396.252884
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
