0_age_at_initial_pathologic_diagnosis,1_ABLIM3.22885,1_ACTR1A.10121,1_ADSL.158,1_ALDH1B1.219,1_ALS2CR4.65062,1_BICD1.636,1_BRCA1.672,1_C10orf4.118924,1_C1orf105.92346,1_C3orf66.677779,1_C4orf49.84709,1_C5orf36.285600,1_C6orf134.79969,1_CASP9.842,1_CBX7.23492,1_CD109.135228,1_CD248.57124,1_CD58.965,1_CDKN2BAS.100048912,1_CHI3L1.1116,1_CHRND.1144,1_CLU.1191,1_COL8A1.1295,1_CR1.1378,1_CRTAC1.55118,1_CWF19L1.55280,1_ECE1.1889,1_EEF1A1P9.441032,1_EEPD1.80820,1_EFHB.151651,1_EIF3L.51386,1_ELK1.2002,1_EN1.2019,1_FAM190B.54462,1_FAM35B.414241,1_FERMT1.55612,1_FKBP9.11328,1_GABBR1.2550,1_GDAP1L1.78997,1_GLUD2.2747,1_GSTA4.2941,1_GSX2.170825,1_HOXC8.3224,1_KIAA1524.57650,1_KLHL25.64410,1_KLHL26.55295,1_LAMC1.3915,1_LOC284276.284276,1_LOC339674.339674,1_LRIT2.340745,1_LRRC27.80313,1_MAB21L1.4081,1_MACC1.346389,1_MARVELD2.153562,1_MORN4.118812,1_MRPS16.51021,1_NCAPG.64151,1_OTOS.150677,1_PABPC4L.132430,1_PCDH15.65217,1_PCDHB9.56127,1_PEX5.5830,1_PRLHR.2834,1_RAD18.56852,1_RGR.5995,1_RPL15.6138,1_RPL7.6129,1_RPS13.6207,1_RPS24.6229,1_RXRB.6257,1_SERPINF1.5176,1_SLC25A28.81894,1_SLC25A30.253512,1_SLC9A1.6548,1_SMS.6611,1_STEAP3.55240,1_STIL.6491,1_TDH.157739,1_TEAD2.8463,1_TGFB2.7042,1_TRPV3.162514,1_TTF2.8458,1_TXN2.25828,1_UGCG.7357,1_ULBP3.79465,1_UPK2.7379,1_VPS33B.26276,1_WEE1.7465,1_ZNF648.127665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
