0_age_at_initial_pathologic_diagnosis,1_ABCC3.8714,1_ABI1.10006,1_ALS2CR4.65062,1_BEST4.266675,1_BIRC5.332,1_BTN2A2.10385,1_C10orf4.118924,1_C14orf132.56967,1_CALD1.800,1_CAPN5.726,1_CAPZA1.829,1_CCDC46.201134,1_CD101.9398,1_CD97.976,1_CDC20.991,1_CDCA8.55143,1_CEACAM1.634,1_CEP135.9662,1_CHRNA9.55584,1_COL4A2.1284,1_CUTC.51076,1_DDX25.29118,1_DGCR10.26222,1_DLL3.10683,1_DNAJB12.54788,1_DPP9.91039,1_DSN1.79980,1_EEPD1.80820,1_EFNB1.1947,1_EMP3.2014,1_EYA3.2140,1_FAM111A.63901,1_FAM114A1.92689,1_FAM46B.115572,1_GDAP1L1.78997,1_GGH.8836,1_GLUD1.2746,1_GNG12.55970,1_GPR1.2825,1_HILS1.373861,1_HOXD10.3236,1_HTR1D.3352,1_IKBIP.121457,1_ISL2.64843,1_KIAA0101.9768,1_KIAA1543.57662,1_KLRC3.3823,1_LAMA2.3908,1_LOC284276.284276,1_LPPR3.79948,1_LRIG1.26018,1_LRRC27.80313,1_MCM8.84515,1_MGAT4C.25834,1_NDRG3.57446,1_NPNT.255743,1_PARVB.29780,1_PBX3.5090,1_PCSK6.5046,1_PDE2A.5138,1_PDIA4.9601,1_PDSS1.23590,1_PHYHIPL.84457,1_PI4K2B.55300,1_PTGFRN.5738,1_RAD18.56852,1_RAET1K.646024,1_RASGEF1C.255426,1_RPL15.6138,1_RPL4.6124,1_SCMH1.22955,1_SERPINE1.5054,1_SH2D4A.63898,1_SLC25A43.203427,1_SLITRK5.26050,1_SMS.6611,1_STEAP3.55240,1_SULF2.55959,1_TAPT1.202018,1_TIMP1.7076,1_TMEFF2.23671,1_TNFRSF11B.4982,1_TNK2.10188,1_TPX2.22974,1_TTC22.55001,1_VAV3.10451,1_VWC2.375567,1_WEE1.7465,1_WISP1.8840,1_ZDHHC22.283576,1_ZNF101.94039,1_ZNF648.127665,1_ZNF816A.125893
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
