gen,evals,gen_feats,explored,PanKidney random forest balanced accuracy_min,PanKidney random forest balanced accuracy_avg,PanKidney random forest balanced accuracy_max,PanKidney random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,597,597,0.25,0.7897090792986008,0.9001518777614138,0.11980190626112142,0.0196078431372549,0.08441548910687138,1.0,0.13747164943516402
1,375,1012,1046,0.25,0.7910437741623711,0.9063967001104566,0.11552272924795384,0.018518518518518517,0.09281678371632038,1.0,0.1057703973141448
2,369,1084,1457,0.25,0.8027989748251104,0.9063967001104566,0.1106706102272858,0.016666666666666666,0.0963592435419102,1.0,0.10774812479906237
3,363,1179,1888,0.25,0.8073976723582474,0.9063967001104566,0.1128483188677625,0.015873015873015872,0.10036443179883184,1.0,0.11097023053043965
4,348,1150,2281,0.25,0.8143416386689984,0.9063967001104566,0.11031864395950947,0.016666666666666666,0.1008453595249431,1.0,0.11063273943025415
5,360,1211,2684,0.25,0.8182912543722385,0.9076192010309279,0.10835359531277569,0.017543859649122806,0.10302041623305816,1.0,0.11147833427212864
6,348,1149,3047,0.25,0.8223314617083948,0.9076652245949927,0.1105452139253408,0.017241379310344827,0.10411165089248706,1.0,0.11442448183756834
7,371,1217,3429,0.25,0.8245825317562592,0.9076652245949927,0.11329168795961292,0.017543859649122806,0.1057249843410094,1.0,0.11568472947429104
8,370,1201,3815,0.25,0.8318521953240058,0.909638484904271,0.10815295496092214,0.017543859649122806,0.10296023364996161,1.0,0.11370061398702519
9,362,1193,4162,0.25,0.8347094762518409,0.9132657170471281,0.10576195876027869,0.017543859649122806,0.10359013416617636,1.0,0.11342921746041525
10,368,1134,4491,0.25,0.8380234432529455,0.9144680826583211,0.10549598637580429,0.017543859649122806,0.10370707461452115,1.0,0.1133986660962545
11,368,1171,4840,0.25,0.8390674417801915,0.9144680826583211,0.10805757778420602,0.017543859649122806,0.10510238638992894,1.0,0.11561454688073276
12,367,1147,5168,0.25,0.8398822774760679,0.9144680826583211,0.10753679520133061,0.017543859649122806,0.1072436788679702,1.0,0.11477310809872074
