gen,evals,gen_feats,explored,PanKidney random forest balanced accuracy_min,PanKidney random forest balanced accuracy_avg,PanKidney random forest balanced accuracy_max,PanKidney random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,542,542,0.24327613028080164,0.7768387527260111,0.89035420121116,0.13513428650385992,0.0196078431372549,0.09009415566483424,1.0,0.164321419863034
1,369,982,1004,0.24327613028080164,0.7872142601358049,0.9078418440451301,0.12346940161195273,0.017857142857142856,0.08366502641932222,1.0,0.09677321712064348
2,367,1078,1420,0.24327613028080164,0.7929511761836745,0.9078418440451301,0.12353415284699897,0.016666666666666666,0.0912527880517739,1.0,0.10309420147463016
3,387,1163,1865,0.24327613028080164,0.8052911693010598,0.9078418440451301,0.1172779884598137,0.016129032258064516,0.0922417988909929,1.0,0.10651764490814054
4,365,1145,2247,0.24327613028080164,0.8126376846816199,0.9078418440451301,0.11069632231766444,0.015873015873015872,0.09311662968201137,1.0,0.10563294356584786
5,370,1169,2669,0.24327613028080164,0.8155168264161742,0.9078418440451301,0.11089630670931051,0.015873015873015872,0.09531517167557832,1.0,0.10631027826827008
6,372,1199,3094,0.24327613028080164,0.8209577000238808,0.9078418440451301,0.10869013147465227,0.015873015873015872,0.0950518447585146,1.0,0.10668911625567236
7,372,1164,3474,0.24327613028080164,0.8232275747287507,0.9078418440451301,0.11033009217632037,0.015151515151515152,0.09686639176804075,1.0,0.10969422076007301
8,380,1174,3834,0.24327613028080164,0.8264372325242413,0.9078418440451301,0.1094476962258632,0.015151515151515152,0.09630730446073239,1.0,0.10990164335941434
9,367,1163,4190,0.24327613028080164,0.8268435591792229,0.9078418440451301,0.11011687622514528,0.015151515151515152,0.09860402842799984,1.0,0.1103937835797154
10,376,1144,4524,0.24327613028080164,0.8292019583911578,0.910454308899863,0.1086243652905827,0.015151515151515152,0.09906916738783891,1.0,0.11022084906280093
