gen,evals,gen_feats,explored,Pam50 svm balanced accuracy_min,Pam50 svm balanced accuracy_avg,Pam50 svm balanced accuracy_max,Pam50 svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,9005,9005,0.2,0.5896079520043986,0.7506133409871986,0.1167604158610554,0.0196078431372549,0.08448804770391295,1.0,0.1466026179723265
1,369,5255,9227,0.19969409267589222,0.5822856327161126,0.7631832200261133,0.14230477563058738,0.016666666666666666,0.12460104075036317,1.0,0.19305442903996406
2,361,3339,9438,0.2,0.5975313614739081,0.7631832200261133,0.1516262781815752,0.016129032258064516,0.149964774130017,1.0,0.23919838828441967
3,337,2287,9641,0.2,0.589604823691646,0.7761046942342247,0.1690741129441949,0.015151515151515152,0.19150131426122222,1.0,0.28762335888686297
4,355,1734,9828,0.2,0.5734990399668878,0.7926624323124087,0.1924607201816752,0.016666666666666666,0.24775985742307682,1.0,0.33884957725314974
5,352,1336,10031,0.2,0.5580596185278112,0.801683581742871,0.21495286469151081,0.018867924528301886,0.3059587418037944,1.0,0.39017380919367056
6,358,1186,10227,0.2,0.4945376131793146,0.801683581742871,0.23720111200411442,0.018867924528301886,0.43577360518295144,1.0,0.4365016975270223
7,342,982,10424,0.2,0.4127389881122922,0.8028805342152333,0.24787725810048788,0.02040816326530612,0.608984781744459,1.0,0.4471358690207453
8,314,822,10605,0.2,0.27770975113170787,0.8061001544416294,0.18491730365043874,0.02,0.8634162963844954,1.0,0.32172913802257436
9,303,542,10778,0.2,0.22016384918986365,0.8061001544416294,0.10115628157051396,0.02,0.9660761305361306,1.0,0.16874843304851375
10,306,547,10964,0.2,0.222833892195104,0.8061001544416294,0.10833747255595237,0.02,0.9620842957042958,1.0,0.1787285384144713
11,314,582,11130,0.2,0.22096291150610609,0.8061001544416294,0.10486696695223105,0.02,0.9657842957042957,1.0,0.17036952971573696
12,315,582,11305,0.2,0.2247028706769646,0.809083473517763,0.11426786754641434,0.0196078431372549,0.9601018156878989,1.0,0.18418706977747656
13,284,528,11459,0.2,0.22720180651172028,0.809836107859469,0.11975841505682241,0.023255813953488372,0.9562424449628647,1.0,0.19262433274922974
14,311,522,11609,0.2,0.22628156501419586,0.8120654197415149,0.11625136459821345,0.024390243902439025,0.957487802576827,1.0,0.1877811716273185
15,316,555,11776,0.2,0.22559667611973594,0.8166685554045703,0.11576585291177162,0.023809523809523808,0.9591489141545946,1.0,0.184437420769079
16,312,552,11946,0.2,0.22773528933247655,0.8179138646834835,0.12014185986919325,0.023809523809523808,0.9556416009999129,1.0,0.1918258211853786
17,307,540,12091,0.2,0.2288512631947316,0.8193478388404326,0.12434207660509487,0.023255813953488372,0.954365529655237,1.0,0.1966713115441087
18,313,502,12242,0.2,0.23016411359611608,0.8193478388404326,0.1270892264960688,0.023255813953488372,0.9526096353462937,1.0,0.20011458142554855
19,306,523,12387,0.2,0.23029418412832575,0.8193478388404326,0.12758252917339868,0.023255813953488372,0.952261150497809,1.0,0.20138498742078195
20,325,574,12555,0.2,0.22316065700963084,0.8193478388404326,0.1116927035538642,0.023255813953488372,0.9638006241820195,1.0,0.17528304780135176
21,315,506,12680,0.2,0.2231937739950721,0.8193478388404326,0.1118672845581757,0.023255813953488372,0.9637562267190174,1.0,0.17551830364626828
22,305,521,12818,0.2,0.22651734160694337,0.8193478388404326,0.11925201747736992,0.023255813953488372,0.9586728933856841,1.0,0.18659744445033505
23,310,531,12954,0.2,0.22145487772745695,0.8193478388404326,0.1062391045657749,0.023255813953488372,0.966811922777345,1.0,0.16511799079639652
24,309,514,13097,0.2,0.21641051662907956,0.8193478388404326,0.09451016983124873,0.023255813953488372,0.9751838526019064,1.0,0.1438618342782602
25,303,491,13226,0.2,0.2186443979266348,0.8193478388404326,0.10052156528170071,0.023255813953488372,0.9719819989000528,1.0,0.15198701163093684
26,300,526,13354,0.2,0.22216593972854026,0.8193478388404326,0.10967333884114423,0.023255813953488372,0.9666080672761211,1.0,0.16608936704231755
27,299,496,13467,0.2,0.22439743714041505,0.8193478388404326,0.11476482845411903,0.023255813953488372,0.9632184568865106,1.0,0.17384580809592712
28,333,532,13583,0.2,0.21593201929190156,0.820284128428038,0.09159552497695272,0.07142857142857142,0.9764238816738816,1.0,0.13619578026562162
29,321,478,13709,0.2,0.21139353414667592,0.820284128428038,0.07705188065462285,0.07142857142857142,0.9835580086580087,1.0,0.11173300989785402
