gen,evals,gen_feats,explored,Pam50 svm balanced accuracy_min,Pam50 svm balanced accuracy_avg,Pam50 svm balanced accuracy_max,Pam50 svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,8743,8743,0.2,0.5668414592039435,0.7529531333778103,0.11712803207330463,0.0196078431372549,0.09058918554293877,1.0,0.14714320139159612
1,359,5146,8971,0.2,0.5778085838490483,0.7529531333778103,0.1280802012459447,0.017857142857142856,0.11797000432020704,1.0,0.1732825824571309
2,352,3176,9201,0.2,0.5885454580500653,0.7560525352234697,0.1392978646552962,0.017241379310344827,0.1414587472372874,1.0,0.2156416985952898
3,385,2254,9441,0.2,0.5936241694498904,0.7641822174175232,0.15079890409967428,0.013888888888888888,0.16450430521343237,1.0,0.24873913883641424
4,343,1631,9635,0.2,0.5980375762146248,0.7711812831957412,0.1678303226061888,0.013888888888888888,0.19534008219026577,1.0,0.2954680244436822
5,364,1550,9840,0.2,0.5904568625223919,0.7753671484781633,0.19157949265435714,0.015873015873015872,0.24172232100630592,1.0,0.347186985655937
6,342,1232,10043,0.2,0.5569963204145366,0.7981612646204514,0.22169967066826163,0.019230769230769232,0.32471716773131165,1.0,0.40410158386681555
7,358,1038,10249,0.2,0.4948516764488794,0.7981612646204514,0.2436321644330997,0.019230769230769232,0.4516107846788898,1.0,0.4417241832178749
8,343,875,10440,0.2,0.3962359170329881,0.7981612646204514,0.2417516364856446,0.02040816326530612,0.6401903904491829,1.0,0.43707100017730016
9,315,721,10623,0.2,0.25139315842000215,0.8065231123535568,0.15075488814098081,0.023255813953488372,0.9089979621318948,1.0,0.26490220557600275
10,305,541,10798,0.2,0.22769519355854254,0.8065231123535568,0.11746394327321515,0.023809523809523808,0.9523822502629306,1.0,0.20117049774353693
11,308,590,10978,0.2,0.2289170616303279,0.8249655252038645,0.12068892768675855,0.022727272727272728,0.9507494662827782,1.0,0.20477816965417653
12,315,593,11171,0.2,0.231750231884147,0.8249655252038645,0.12730381513322156,0.022727272727272728,0.946619572102884,1.0,0.21363354423522757
13,320,577,11356,0.2,0.2287398415404325,0.8249655252038645,0.11986789738315504,0.022727272727272728,0.9519046959702449,1.0,0.20006869947202188
14,293,529,11512,0.2,0.230979916269648,0.8249655252038645,0.12447836918344085,0.022727272727272728,0.9482326332562703,1.0,0.20745873673937326
