gen,evals,gen_feats,explored,Pam50 svm balanced accuracy_min,Pam50 svm balanced accuracy_avg,Pam50 svm balanced accuracy_max,Pam50 svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,8926,8926,0.2,0.5857197262386736,0.749587430113746,0.11112531384889478,0.0196078431372549,0.08300333047345711,1.0,0.14007845821842196
1,350,5185,9153,0.2,0.5940826792943898,0.7548192596876808,0.13195694743085548,0.01694915254237288,0.11192870826241451,1.0,0.17269378306157396
2,374,3641,9394,0.2,0.6016372770869481,0.7740146038172353,0.13975230315499035,0.018518518518518517,0.13414115057318504,1.0,0.2029006448881705
3,347,2401,9601,0.2,0.6131936521592443,0.7758340562945826,0.14710275927473607,0.01694915254237288,0.15099691241201396,1.0,0.23578153365692697
4,346,1800,9810,0.2,0.6111132526026605,0.7791748602274918,0.16187285346458524,0.01694915254237288,0.17942945019126308,1.0,0.270626622690836
5,358,1569,10017,0.2,0.608845145074224,0.7866096732215154,0.1845078701705786,0.01639344262295082,0.21654835749990292,1.0,0.32351791688390463
6,355,1392,10232,0.2,0.5749013056680162,0.7980301715828032,0.21858675206811837,0.015625,0.3008124920746623,1.0,0.38782782347724853
7,349,1050,10439,0.2,0.51347665895508,0.8057247686524003,0.24566480424038448,0.015384615384615385,0.42440726261263906,1.0,0.4357159605605363
8,333,924,10619,0.2,0.41476245951417007,0.8057247686524003,0.24815980173903196,0.019230769230769232,0.6097133187776106,1.0,0.44266251983444754
9,318,742,10799,0.2,0.2769854393194526,0.8057247686524003,0.18240977634564767,0.018867924528301886,0.8641332876140597,1.0,0.31673287659064514
10,322,611,10954,0.2,0.22649880229419705,0.8057247686524003,0.11544511796843737,0.019230769230769232,0.9550969931375815,1.0,0.1941984613598674
11,303,588,11131,0.2,0.22334810005783692,0.8120171823790244,0.1085587129809863,0.03333333333333333,0.9607865852074926,1.0,0.18100173127787067
12,308,516,11302,0.2,0.2250096069500675,0.8120171823790244,0.11377999202947531,0.03333333333333333,0.9588388297556446,1.0,0.18593079968290555
13,317,516,11463,0.2,0.22458135386543285,0.8120171823790244,0.11283273540319748,0.03333333333333333,0.9605583395733853,1.0,0.18143264571070652
14,303,511,11620,0.2,0.22510528894351267,0.8120171823790244,0.11501262666580624,0.03333333333333333,0.9594677412827871,1.0,0.18600022996384094
