gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std,survival SKSurv Cox model adjusted concordance index_min,survival SKSurv Cox model adjusted concordance index_avg,survival SKSurv Cox model adjusted concordance index_max,survival SKSurv Cox model adjusted concordance index_std
0,500,396,396,0.25,0.7724116017597209,0.8581860331206419,0.11661054887572098,0.14002800840280097,0.245089956347721,1.0,0.15055215279342174,0.4895152218307482,0.6373405957925147,0.7462863639978056,0.047544398902769444
1,509,597,606,0.24927166262836045,0.7680498847677653,0.8582754527583482,0.12680989897374748,0.13736056394868904,0.2779035934935131,1.0,0.12965988100825995,0.4895152218307482,0.6590670179873862,0.7462863639978056,0.04503868966570732
2,500,645,821,0.24927166262836045,0.7584645217152822,0.8583865061793705,0.1350815984941533,0.14002800840280097,0.3047022419017716,1.0,0.13715213159504297,0.48937845842738176,0.6664335382122316,0.7462863639978056,0.04548374038206602
3,500,709,1055,0.24927166262836045,0.7494327518799412,0.8584106434948438,0.14197765215132888,0.14002800840280097,0.32853850263115547,1.0,0.14422981268788382,0.48937845842738176,0.6686482149778624,0.7462863639978056,0.04672007937612383
4,500,722,1281,0.24845679012345678,0.7574127299229063,0.8584106434948438,0.13845457492838736,0.14002800840280097,0.3279011797112956,1.0,0.14557759457789848,0.5,0.6729830601447138,0.7462863639978056,0.045627196770366286
5,500,705,1464,0.24927166262836045,0.7614705646026124,0.8584106434948438,0.1303739520796601,0.14002800840280097,0.3334824178334813,1.0,0.14339195860509252,0.5,0.6759956262112237,0.7462863639978056,0.04432794967927943
6,500,737,1664,0.24927166262836045,0.7633692390237286,0.8584106434948438,0.12297932479114639,0.14002800840280097,0.34147485915934656,1.0,0.14038036537344156,0.5,0.6775758448333179,0.748545486270971,0.045178737902701625
7,500,723,1839,0.25,0.7721569198847633,0.8584106434948438,0.11747546377067203,0.14002800840280097,0.34456792258993996,1.0,0.13587797913258962,0.5,0.676858580266962,0.7506468430390869,0.04291736230736577
8,500,743,2004,0.25,0.7725693680997449,0.8584776129800523,0.11329206669613007,0.14002800840280097,0.35104746045853413,1.0,0.13109610612925227,0.5,0.6776825978443956,0.7506468430390869,0.0426758145665526
9,500,729,2168,0.25,0.769779191851081,0.8584776129800523,0.11321391319175483,0.14002800840280097,0.3587179593614442,1.0,0.13231318093036573,0.5,0.6788783141093123,0.7506468430390869,0.04222704207764392
10,500,721,2318,0.25,0.7712384864993694,0.8584776129800523,0.11201274588417885,0.14285714285714285,0.35916645162371047,1.0,0.12989136477865434,0.5,0.6807943834692919,0.7506468430390869,0.041678953006727845
11,500,730,2468,0.25,0.7686093815099694,0.8584776129800523,0.11338496516335658,0.14285714285714285,0.3672667553980443,1.0,0.13111546648233818,0.5,0.6806585558729816,0.7506468430390869,0.042818419144952186
12,500,752,2625,0.25,0.765432432074788,0.8584776129800523,0.11753401628032217,0.14285714285714285,0.3724198164470217,1.0,0.1332423336377129,0.43715304397781046,0.6825898272402542,0.7506468430390869,0.04332340075021342
