gen,0_ABCA1,0_ABCB6,0_ABCC3,0_ABHD13,0_ABHD14B,0_ACAD9,0_ACAT1,0_ACAT2,0_ACBD6,0_ACMSD,0_ACOT2,0_ACP1,0_ACSL4,0_ACSM2A,0_ACTN3,0_ADAM10,0_ADAM33,0_ADAM8,0_ADAMTS9,0_ADCK2,0_ADCY3,0_ADCY6,0_ADH5,0_ADK,0_ADRM1,0_AEBP1,0_AFAP1,0_AFF3,0_AFF4,0_AGL,0_AGPAT4,0_AHNAK2,0_AHR,0_AIFM1,0_AK3,0_AKAP7,0_AKR1A1,0_AKR1C1,0_AKR1C3,0_AKR1E2,0_AKR7A2,0_ALDH1A2,0_ALDH7A1,0_ALG6,0_ALG9,0_ALKBH1,0_ALOX15,0_ALOX15B,0_AMPD2,0_ANGPTL4,0_ANK3,0_ANKZF1,0_ANPEP,0_ANXA9,0_AP1B1,0_AP1G2,0_AP4M1,0_APBA3,0_APOD,0_APOL2,0_APOO,0_APPL2,0_APTX,0_ARFGEF2,0_ARHGAP18,0_ARHGDIA,0_ARHGEF16,0_ARL10,0_ARMC1,0_ARMC8,0_ARMC9,0_ARMCX1,0_ARPC2,0_ARPC5,0_ASAP2,0_ASB13,0_ASB8,0_ASNSD1,0_ATAD3A,0_ATF1,0_ATF7IP2,0_ATG3,0_ATP13A1,0_ATP2A3,0_ATP6AP2,0_ATP6V0A2,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1D,0_ATP8A1,0_ATPAF1,0_ATXN7L3,0_AUH,0_AURKB,0_B2M,0_B3GNTL1,0_B4GALNT1,0_BACE1,0_BAG1,0_BAIAP2L2,0_BBC3,0_BCL2,0_BCL2L12,0_BCL2L14,0_BCL2L2,0_BEX1,0_BEX2,0_BHMT2,0_BIRC6,0_BMP6,0_BMPR2,0_BNIP1,0_BNIP3L,0_BRAP,0_BSDC1,0_BYSL,0_C11orf54,0_C17orf49,0_C17orf97,0_C18orf25,0_C1orf116,0_C2CD3,0_C2orf69,0_C2orf74,0_C2orf88,0_C5orf22,0_C5orf34,0_C5orf46,0_C6orf118,0_C9orf116,0_CA1,0_CA9,0_CABIN1,0_CACNA1H,0_CALM2,0_CAMK2D,0_CAMSAP1,0_CAND2,0_CAP1,0_CAPNS1,0_CARD11,0_CARHSP1,0_CASP1,0_CASP10,0_CBWD1,0_CBWD3,0_CC2D1A,0_CCDC12,0_CCDC125,0_CCDC127,0_CCDC134,0_CCDC152,0_CCDC25,0_CCDC57,0_CCDC58,0_CCDC66,0_CCDC91,0_CCNA2,0_CCNH,0_CCT3,0_CCT5,0_CD24,0_CD2AP,0_CD47,0_CD74,0_CD9,0_CDC42BPB,0_CDH1,0_CDH23,0_CDHR2,0_CDK18,0_CDK5RAP2,0_CDK5RAP3,0_CDK7,0_CDKN2C,0_CDR2L,0_CDV3,0_CECR2,0_CEMP1,0_CES3,0_CFHR1,0_CHAC1,0_CHAF1A,0_CHCHD3,0_CHCHD6,0_CHD1,0_CHD1L,0_CHDH,0_CHFR,0_CHM,0_CHP2,0_CHPT1,0_CHRM3,0_CIC,0_CITED1,0_CLDN1,0_CLDN2,0_CLDN4,0_CLDN8,0_CLEC4C,0_CLINT1,0_CLPB,0_CLTCL1,0_CMPK1,0_CMTM1,0_CMTM8,0_CNOT3,0_CNPY2,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COG1,0_COL1A2,0_COMMD3,0_COPB1,0_COPS2,0_CP,0_CPM,0_CPNE5,0_CPSF2,0_CRBN,0_CREB3L1,0_CRHBP,0_CRIP2,0_CRP,0_CSNK1D,0_CSNK1E,0_CSPG4,0_CSTF2T,0_CTPS2,0_CTSD,0_CTSO,0_CTSZ,0_CTTN,0_CWC22,0_CWC25,0_CWC27,0_CX3CR1,0_CYB5A,0_CYC1,0_CYCS,0_CYGB,0_CYP27A1,0_DAAM2,0_DACT2,0_DARS2,0_DBF4B,0_DBI,0_DCAF12L1,0_DCAF8,0_DCBLD2,0_DCP2,0_DCTN2,0_DCUN1D3,0_DDAH1,0_DDI2,0_DDX11,0_DDX19B,0_DDX23,0_DDX3X,0_DDX43,0_DEDD,0_DENND5B,0_DHCR7,0_DHRS3,0_DHX29,0_DIAPH1,0_DIAPH2,0_DIP2C,0_DIRAS3,0_DIS3L,0_DLAT,0_DLG1,0_DMAP1,0_DNA2,0_DNAJB1,0_DNAJB9,0_DNAJC2,0_DNAJC8,0_DNASE1L3,0_DPEP2,0_DPM3,0_DPPA4,0_DPYSL3,0_DPYSL4,0_DRD2,0_DTNBP1,0_DUSP14,0_DUSP23,0_DUSP7,0_DVL3,0_DYNLT3,0_DYRK2,0_E4F1,0_ECE1,0_ECHS1,0_EFCAB2,0_EFHC1,0_EFNB2,0_EHBP1,0_EHHADH,0_EHMT1,0_EIF2AK4,0_EIF2S3,0_EIF3CL,0_EIF3H,0_EIF4E,0_EIF4ENIF1,0_EIF5A,0_EIF6,0_ELAVL1,0_ELK3,0_EMCN,0_EMD,0_ENHO,0_ENOSF1,0_ENPP3,0_ENPP5,0_ENTPD2,0_EP400,0_EPB41L2,0_EPDR1,0_EPHA7,0_EPPK1,0_EPS8,0_ERH,0_ERP29,0_ESD,0_ETV5,0_EXOC4,0_EXOG,0_EZR,0_F11R,0_F2RL1,0_FAAH,0_FABP7,0_FAM104B,0_FAM114A2,0_FAM118B,0_FAM13C,0_FAM156A,0_FAM171B,0_FAM172A,0_FAM20A,0_FAM53C,0_FAS,0_FBXL14,0_FBXL4,0_FBXO16,0_FBXW9,0_FCN3,0_FECH,0_FGB,0_FGD4,0_FGG,0_FIGN,0_FIP1L1,0_FKBP5,0_FLAD1,0_FLOT2,0_FLRT3,0_FMR1,0_FOXJ2,0_FOXK2,0_FOXP2,0_FOXS1,0_FTH1,0_FTL,0_FUCA2,0_FUT11,0_FXYD2,0_FZD1,0_FZD6,0_G6PC,0_GABARAPL1,0_GABRA6,0_GABRG3,0_GALNT3,0_GALNT5,0_GBE1,0_GBP1,0_GBP3,0_GBP4,0_GC,0_GCK,0_GCNT2,0_GGA3,0_GIT2,0_GLB1L,0_GLIPR2,0_GLOD4,0_GLOD5,0_GLRX5,0_GMEB2,0_GMFB,0_GMIP,0_GNAI1,0_GOLM1,0_GORASP2,0_GPAA1,0_GPATCH1,0_GPR137B,0_GPR143,0_GPR183,0_GPRASP1,0_GPSM1,0_GPX3,0_GREM2,0_GRIK1,0_GRIN2D,0_GRK5,0_GRK6,0_GRPEL2,0_GRTP1,0_GSTA1,0_GSTA2,0_GSTA4,0_GSTA5,0_GTF2B,0_GTF3A,0_HADHA,0_HADHB,0_HAL,0_HAUS5,0_HBB,0_HBP1,0_HCRTR1,0_HDAC4,0_HDDC2,0_HECTD3,0_HEPH,0_HEXIM1,0_HEXIM2,0_HFE,0_HHAT,0_HIBCH,0_HIVEP1,0_HLA-B,0_HLA-DMA,0_HLA-DQA1,0_HMGB2,0_HMGCR,0_HNF1B,0_HNRNPAB,0_HNRNPC,0_HOXC13,0_HPCAL1,0_HS1BP3,0_HSD17B4,0_HSD17B6,0_HSF1,0_HSPA12A,0_HSPA9,0_HSPB8,0_HSPE1,0_HSPG2,0_HTATIP2,0_HTATSF1,0_HTN1,0_HTRA4,0_IDH2,0_IDH3B,0_IDI1,0_IDO1,0_IFIT1,0_IFNB1,0_IGFBP7,0_IGSF8,0_IKZF4,0_IL15,0_IL23A,0_IL4I1,0_INPP5A,0_INPPL1,0_INTS12,0_INTS3,0_INTS6,0_INTS8,0_INTU,0_IQCE,0_IRF9,0_ITGB3,0_ITGB8,0_ITIH5,0_IVNS1ABP,0_JAK1,0_JAKMIP2,0_KCND1,0_KCNE3,0_KCNE4,0_KCNJ1,0_KCNK1,0_KCTD16,0_KHDRBS2,0_KIAA0895L,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF21A,0_KIF4A,0_KIF7,0_KLC2,0_KLHDC8B,0_KMO,0_KNTC1,0_KRT4,0_LACTB2,0_LAMB1,0_LAMB2,0_LAP3,0_LARP4,0_LASP1,0_LAYN,0_LCOR,0_LDHD,0_LEO1,0_LGALS1,0_LGI4,0_LGR5,0_LIPH,0_LIPT2,0_LMNB1,0_LNX1,0_LPIN1,0_LRBA,0_LRPPRC,0_LRRC24,0_LRRC28,0_LRRC47,0_LRRFIP1,0_LRRN3,0_LRRN4CL,0_LRSAM1,0_LYRM7,0_MACF1,0_MAGEA4,0_MAGI2,0_MAGT1,0_MAP2K6,0_MAP3K1,0_MAP3K6,0_MAP3K8,0_MAP4K2,0_MBIP,0_MCM3,0_MCM4,0_MDM4,0_ME2,0_MED25,0_MEP1A,0_METAP1,0_MFGE8,0_MFSD6,0_MGAM,0_MGST1,0_MGST2,0_MGST3,0_MICAL3,0_MID1,0_MIPOL1,0_MLF2,0_MLPH,0_MLST8,0_MMP2,0_MOGS,0_MPEG1,0_MPG,0_MPHOSPH10,0_MPI,0_MPP6,0_MPV17L,0_MPZL2,0_MRPL12,0_MRPL21,0_MRPL23,0_MRPL30,0_MRPL38,0_MRPL49,0_MRPL52,0_MRPS22,0_MRPS24,0_MS4A7,0_MSH2,0_MST1R,0_MSTN,0_MT1A,0_MT1E,0_MTA2,0_MTAP,0_MTCH1,0_MTMR11,0_MTOR,0_MYO7B,0_MYO9A,0_N4BP1,0_NAA50,0_NAAA,0_NAB2,0_NAPSA,0_NAV1,0_NCAPH2,0_NCSTN,0_NDRG1,0_NDRG3,0_NDUFA4L2,0_NDUFB10,0_NDUFC2,0_NECAB3,0_NEDD4,0_NEDD4L,0_NEK9,0_NEURL1B,0_NF2,0_NFIA,0_NFIL3,0_NFS1,0_NGB,0_NIT2,0_NKX2-2,0_NLGN1,0_NMB,0_NME5,0_NME7,0_NMI,0_NMT2,0_NOLC1,0_NOMO1,0_NOP58,0_NOS1AP,0_NOTCH1,0_NOTCH3,0_NPM3,0_NPR3,0_NPTN,0_NQO2,0_NR2C1,0_NR2C2AP,0_NRP1,0_NRP2,0_NRSN2,0_NSUN5,0_NTN1,0_NTRK3,0_NUDT10,0_NUDT12,0_NUDT14,0_NUDT15,0_NUDT5,0_NUP210,0_NUP88,0_NUS1,0_NXF3,0_OAS2,0_OGDHL,0_OGFOD1,0_ONECUT2,0_ORM1,0_OTP,0_OTUD5,0_OXNAD1,0_OXSR1,0_P2RX6,0_P4HA3,0_PACS1,0_PACSIN3,0_PADI1,0_PAFAH1B1,0_PAFAH1B2,0_PAG1,0_PANK2,0_PARL,0_PATZ1,0_PAX9,0_PBXIP1,0_PCDH10,0_PCDHB4,0_PCDHGA1,0_PCDHGA12,0_PCDHGA6,0_PCDHGB5,0_PCID2,0_PCK1,0_PCLO,0_PCNT,0_PCYOX1,0_PDCD2L,0_PDE3A,0_PDGFB,0_PDK3,0_PDK4,0_PDZK1IP1,0_PEPD,0_PEX19,0_PFAS,0_PFDN1,0_PGAP3,0_PGK2,0_PGLYRP2,0_PGRMC2,0_PGS1,0_PHACTR4,0_PHB2,0_PHLDB1,0_PHLDB3,0_PHLPP1,0_PI4K2B,0_PI4KA,0_PID1,0_PIGR,0_PIK3C2B,0_PIK3CG,0_PINK1,0_PIR,0_PIWIL4,0_PJA2,0_PKN1,0_PLCG1,0_PLEKHA6,0_PLEKHG1,0_PLEKHM1,0_PLOD3,0_PLRG1,0_PLS1,0_PLSCR3,0_PLXDC1,0_PNCK,0_PODNL1,0_POLR1E,0_PON1,0_PON2,0_POU2F2,0_PPAN,0_PPAT,0_PPID,0_PPIL3,0_PPM1E,0_PPP1R12A,0_PPP2R2B,0_PPP2R2C,0_PPP2R5A,0_PPP5C,0_PRAM1,0_PRDM1,0_PRDM5,0_PRDX1,0_PRDX6,0_PREX2,0_PRKAR1B,0_PRKCD,0_PRKCI,0_PROC,0_PRODH,0_PROS1,0_PRR15L,0_PRTFDC1,0_PSIP1,0_PSMB6,0_PSMC5,0_PSMD9,0_PSMF1,0_PTBP1,0_PTEN,0_PTGR1,0_PTHLH,0_PTMA,0_PTMS,0_PTOV1,0_PTPN3,0_PXDN,0_PYCR1,0_PYGL,0_PYGO2,0_QPCT,0_R3HDM2,0_RAB11FIP4,0_RAB17,0_RAB2A,0_RAB34,0_RAB35,0_RAB3D,0_RAB6A,0_RABEPK,0_RAD1,0_RAD23A,0_RALA,0_RALGAPB,0_RANBP1,0_RANGRF,0_RAP1GAP2,0_RAP1GDS1,0_RAPGEF4,0_RAPH1,0_RASAL1,0_RAVER1,0_RB1,0_RBBP9,0_RBM12,0_RBM17,0_RBM28,0_RBM38,0_RBM47,0_RBMX2,0_RCCD1,0_REN,0_REXO2,0_RFC5,0_RGL2,0_RGP1,0_RGS7BP,0_RILPL1,0_RILPL2,0_RNASEL,0_RNF13,0_RNF19B,0_RNF31,0_ROBO2,0_ROCK2,0_RORA,0_RPA4,0_RPAP1,0_RPIA,0_RPL10L,0_RPL14,0_RPL31,0_RPL7,0_RPL8,0_RPS10,0_RPS15A,0_RPS20,0_RPS27A,0_RPS6KA1,0_RPS6KA2,0_RPS6KB1,0_RPSA,0_RRAGB,0_RRN3,0_RRP15,0_RSBN1,0_RSL1D1,0_RUFY2,0_RUNX1,0_S100A1,0_SAA4,0_SAMD4A,0_SAMD9,0_SAP30,0_SAR1A,0_SARS2,0_SCAI,0_SCAMP4,0_SCCPDH,0_SCGB1D2,0_SCHIP1,0_SCOC,0_SCRN3,0_SDCBP,0_SDR39U1,0_SEC14L1,0_SEC31A,0_SEC62,0_SELL,0_SEMA3A,0_SEMA3F,0_SEMA6A,0_SERAC1,0_SERINC2,0_SERPINA3,0_SERPINA6,0_SERPINB6,0_SF1,0_SF3B2,0_SFXN1,0_SGSM1,0_SGSM3,0_SH3BGRL2,0_SH3GLB1,0_SH3RF3,0_SHC1,0_SHISA5,0_SHMT1,0_SHPRH,0_SHROOM3,0_SIRT7,0_SKA1,0_SKP1,0_SLC10A1,0_SLC10A3,0_SLC12A2,0_SLC13A1,0_SLC13A3,0_SLC1A4,0_SLC22A23,0_SLC25A10,0_SLC25A4,0_SLC25A5,0_SLC26A11,0_SLC26A6,0_SLC29A2,0_SLC30A5,0_SLC31A2,0_SLC36A4,0_SLC38A10,0_SLC38A6,0_SLC39A7,0_SLC3A1,0_SLC43A2,0_SLC44A3,0_SLC47A1,0_SLC7A1,0_SLC7A6OS,0_SLC9A2,0_SLC9A9,0_SMARCC2,0_SMS,0_SMURF2,0_SMYD3,0_SNAP29,0_SNPH,0_SNRNP48,0_SNUPN,0_SNW1,0_SNX15,0_SNX5,0_SOCS1,0_SOD1,0_SORCS1,0_SP1,0_SPAG5,0_SPOCK2,0_SPRY1,0_SPRY4,0_SPTBN2,0_SPTBN4,0_SQSTM1,0_SRCAP,0_SREBF2,0_SSC5D,0_ST13,0_ST8SIA3,0_STARD5,0_STAT6,0_STBD1,0_STC2,0_STEAP3,0_STIP1,0_STK35,0_STK36,0_STOM,0_STRADA,0_STRADB,0_STRAP,0_STRBP,0_STX4,0_SUMO1,0_SUMO4,0_SUPT6H,0_SV2C,0_SYNE1,0_SYNGR3,0_SYNJ2BP,0_SYS1,0_SYTL1,0_TAP2,0_TARDBP,0_TAS1R1,0_TATDN2,0_TAX1BP3,0_TBC1D1,0_TBC1D15,0_TBC1D23,0_TBC1D7,0_TBC1D9B,0_TBCD,0_TCERG1,0_TCFL5,0_TCP1,0_TCTA,0_TCTN1,0_TELO2,0_TERF2,0_TF,0_TFB1M,0_TFE3,0_TFRC,0_TGDS,0_TGFA,0_TGFB1,0_THOC7,0_TIMP2,0_TLK1,0_TM4SF18,0_TMCC2,0_TMED5,0_TMED7-TICAM2,0_TMED9,0_TMEM104,0_TMEM106C,0_TMEM107,0_TMEM132E,0_TMEM159,0_TMEM169,0_TMEM176A,0_TMEM176B,0_TMEM192,0_TMEM229B,0_TMEM51,0_TMEM72,0_TMEM8B,0_TNFRSF18,0_TNFRSF21,0_TNFRSF6B,0_TNIP2,0_TNK2,0_TNKS1BP1,0_TOE1,0_TOM1,0_TOP1,0_TP53BP1,0_TP53RK,0_TPST1,0_TRABD,0_TRAF3IP1,0_TRAPPC2L,0_TRAPPC3,0_TRIAP1,0_TRIM22,0_TRIM32,0_TRIM35,0_TRIM65,0_TRIM69,0_TSC22D2,0_TSPAN1,0_TSR1,0_TTC1,0_TTC30A,0_TTC30B,0_TTC32,0_TTC39C,0_TTF1,0_TTLL1,0_TTLL11,0_TUBB6,0_TUBB8,0_TUBG2,0_TWF1,0_TXLNA,0_UAP1,0_UAP1L1,0_UBA5,0_UBE2K,0_UBE2L6,0_UBN1,0_UBQLN4,0_UBR2,0_UBR4,0_UCHL3,0_UCK1,0_UCN,0_UCP2,0_UEVLD,0_UGT1A6,0_UGT8,0_UNC5CL,0_UPK1B,0_UPK3B,0_UQCRC1,0_UQCRQ,0_UROC1,0_USP1,0_USP25,0_USP30,0_USP7,0_VAPA,0_VEGFA,0_VIPR1,0_VKORC1L1,0_VPS13A,0_VPS16,0_VPS35,0_VRK1,0_VRK2,0_VRK3,0_VSIG2,0_VTA1,0_WDR1,0_WDR13,0_WDR19,0_WDR47,0_WDR54,0_WDR5B,0_WRAP53,0_WSCD2,0_WT1,0_WWP1,0_XAF1,0_XK,0_XKR9,0_XRCC4,0_XRCC5,0_YAF2,0_YIF1A,0_YWHAE,0_ZBED4,0_ZBTB34,0_ZC3H14,0_ZC3H15,0_ZFAND3,0_ZFP36,0_ZNF131,0_ZNF19,0_ZNF267,0_ZNF337,0_ZNF346,0_ZNF415,0_ZNF433,0_ZNF440,0_ZNF518B,0_ZNF521,0_ZNF549,0_ZNF579,0_ZNF689,0_ZNF830,0_ZSCAN16
0,0,0,0,0,61,0,0,50,0,16,0,0,19,17,29,0,131,0,0,0,6,17,0,0,0,40,0,11,0,0,0,0,12,0,6,2,0,0,47,15,0,16,55,0,46,33,0,0,0,14,146,0,0,9,0,0,0,45,34,0,0,39,0,6,0,0,0,0,0,13,18,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,32,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,19,65,2,0,0,0,85,34,74,19,0,0,21,0,3,0,0,0,43,0,0,46,0,0,0,0,38,15,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,68,0,0,47,0,16,15,0,0,0,34,0,0,28,0,0,0,0,77,0,20,0,24,35,31,1,0,3,22,0,0,0,0,29,38,77,4,4,0,23,0,0,0,13,12,0,0,2,33,0,122,0,31,0,0,10,0,8,0,0,2,0,2,18,0,0,0,0,18,0,0,0,3,0,0,2,9,0,20,0,0,0,12,3,0,0,64,20,0,0,2,0,0,0,0,5,0,0,0,0,0,11,0,0,0,44,36,0,13,0,15,0,0,0,0,0,0,0,5,0,42,0,59,0,13,0,5,14,0,0,0,0,0,19,0,0,0,0,0,0,68,0,41,75,103,4,0,0,48,41,16,0,0,0,2,26,0,0,8,36,0,72,0,78,3,0,0,0,0,47,4,17,21,0,0,0,76,5,1,9,32,0,1,35,0,0,151,0,0,0,43,0,0,0,0,0,165,16,0,61,0,0,4,8,167,0,0,0,0,0,0,0,0,0,22,0,0,25,0,0,0,0,31,16,0,0,11,0,43,0,62,0,57,137,0,0,0,66,19,50,24,8,51,0,0,0,0,0,38,15,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,6,0,28,0,0,30,0,13,0,0,0,0,0,5,40,6,0,0,21,0,0,36,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,79,0,27,0,2,0,0,0,23,12,32,185,69,0,0,152,0,3,0,197,0,0,0,0,0,0,20,14,0,11,0,0,0,0,0,0,87,2,0,45,0,0,20,0,0,3,84,0,34,45,3,0,0,0,24,0,0,0,22,29,0,13,26,0,0,0,0,7,2,15,2,0,5,1,0,0,40,43,0,0,21,0,95,0,0,0,3,90,7,113,0,0,0,0,0,0,0,0,0,0,0,0,9,144,51,10,0,13,1,16,6,0,0,0,0,0,0,84,0,0,0,27,0,23,0,0,17,0,0,0,0,0,0,2,38,21,0,40,107,0,0,1,0,6,0,20,11,91,38,0,21,41,0,19,0,0,0,57,16,0,0,40,32,0,0,0,0,0,17,0,0,0,0,18,157,38,14,0,0,0,0,54,21,0,88,0,0,0,3,27,0,2,1,63,0,190,53,41,21,0,0,0,0,0,10,28,0,0,0,17,0,0,0,0,0,0,112,0,0,36,18,0,0,0,0,0,0,40,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,21,0,3,0,0,14,41,0,9,20,0,0,0,0,0,0,12,0,89,21,15,0,26,0,0,0,0,25,0,42,11,6,0,40,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,67,0,23,0,0,0,0,27,0,0,0,87,0,18,0,0,0,111,0,0,0,0,0,0,19,17,12,0,0,7,0,31,12,41,0,15,0,0,0,0,0,0,0,0,13,0,6,0,0,3,36,0,7,14,0,17,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,39,5,0,167,0,0,0,0,55,0,0,6,0,14,9,0,0,0,24,0,0,0,0,104,0,0,0,15,12,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,10,41,0,0,0,0,0,0,0,34,0,0,63,0,0,0,0,17,24,9,0,2,9,214,0,35,9,144,2,13,0,0,0,0,0,0,0,0,4,0,0,4,0,10,0,7,0,0,0,0,16,0,13,0,142,0,0,30,0,0,0,0,2,0,0,0,0,3,33,0,49,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,71,0,0,4,0,0,0,0,118,0,1,0,0,0,0,0,0,0,27,0,2,0,0,0,31,0,0,23,0,3,0,9,0,0,0,0,2,1,0,32,0,52,0,0,4,0,0,0,34,0,0,0,4,0,20,0,0,0,28,0,0,0,0,0,44,0,0,0,0,0,8,0,0,2,120,0,0,10,0,0,0,0,1,0,15,0,0,0,0,0,0,19,23,0,14,0,0,0,0,0,0,207,0,0,0,125,50,9,16,10,0,0,3,4,0,0,0,0,0,0,0,0,0,7,20,0,3,190,0,0,0,0,0
100,1,4,0,1,3,2,2,1,0,2,0,4,0,0,2,4,0,6,0,1,32,0,1,1,1,5,0,0,0,0,0,3,0,4,0,0,1,0,155,1,0,0,18,0,28,0,0,0,1,5,63,2,0,0,2,2,4,0,1,3,1,0,1,0,1,6,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,26,0,0,0,1,23,1,1,0,0,0,0,0,1,1,3,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,0,5,0,1,0,1,0,0,10,1,0,2,7,3,1,2,4,0,2,0,0,2,1,12,1,0,6,2,0,0,1,0,1,4,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0,0,0,1,0,0,2,0,0,0,3,0,0,1,2,0,0,0,4,7,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,0,2,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,0,0,3,1,2,3,2,2,0,0,1,0,7,12,2,0,0,1,0,0,0,0,0,0,0,6,0,30,0,0,0,30,0,4,1,14,1,0,0,0,5,0,0,1,0,0,0,1,0,1,1,0,2,2,0,4,0,1,7,0,0,0,1,0,1,0,8,0,0,0,0,0,0,1,0,0,1,0,2,0,4,0,2,2,4,0,0,14,6,0,0,0,2,0,0,1,1,271,1,0,1,0,1,1,1,0,3,41,1,0,1,5,0,0,1,0,0,1,1,2,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,2,4,0,0,0,8,0,0,1,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,2,6,1,2,5,0,0,0,0,0,1,0,0,0,134,0,1,0,327,2,0,2,132,0,3,2,2,1,3,0,0,1,0,0,63,0,2,0,2,71,0,0,0,0,0,0,0,0,0,157,0,0,0,0,1,2,8,4,0,2,0,0,3,28,2,0,1,6,0,0,0,0,6,0,3,0,0,5,0,0,4,1,0,1,0,0,0,0,0,0,9,0,17,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3,0,0,2,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,11,0,0,4,0,2,2,0,0,3,0,0,1,0,0,1,0,2,0,0,6,0,0,1,2,0,3,42,0,1,4,8,1,1,0,0,0,0,0,0,0,0,0,1,4,1,4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,6,1,8,3,0,1,0,5,1,1,0,1,1,0,1,0,0,1,0,4,0,0,0,0,3,1,0,49,0,0,0,21,3,2,4,0,10,2,0,0,0,28,1,0,0,2,0,1,0,0,0,0,5,6,0,0,0,10,0,1,0,0,0,1,0,7,0,1,0,3,0,0,1,2,0,1,2,0,0,0,1,0,10,0,0,0,0,0,0,2,0,0,1,3,2,0,0,0,3,0,0,1,0,0,0,0,4,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,26,3,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,24,0,0,0,0,0,2,1,0,0,3,0,0,0,86,1,1,1,0,0,0,0,0,1,0,1,3,12,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,2,1,1,0,0,2,0,3,0,0,16,4,14,6,1,3,65,1,0,0,0,2,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,115,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,6,3,0,0,1,0,0,0,0,0,0,1,1,1,0,44,0,0,0,0,0,0,1,4,1,0,0,1,1,1,2,0,5,6,1,0,0,10,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,13,0,4,1,0,0,0,0,4,1,4,3,0,0,0,2,1,0,0,41,0,1,35,0,1,1,0,0,0,0,0,0,0,3,4,0,2,26,0,0,0,0,0,3,0,0,3,3,6,0,0,0,0,1,1,2,0,0,0,1,0,0,0,102,1,3,0,0,0
