gen,evals,gen_feats,explored,type random forest (msl4) balanced accuracy_min,type random forest (msl4) balanced accuracy_avg,type random forest (msl4) balanced accuracy_max,type random forest (msl4) balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,417,417,0.2,0.8061697365491913,0.918161339417398,0.13173713050837274,0.0,0.5666521188786444,0.633723783924663,0.09416839411425565,0.14002800840280097,0.2626383461361601,1.0,0.15491745537309487
1,676,647,652,0.2,0.8019883077354181,0.918161339417398,0.10811099164437092,0.0,0.5779487226202721,0.633723783924663,0.043550219710784634,0.14002800840280097,0.29720850250251984,1.0,0.1198069389080551
2,731,664,853,0.2,0.793587171374578,0.918161339417398,0.11099843190209134,0.0,0.5779235950694115,0.6342935411863895,0.04258292348445953,0.1414213562373095,0.325406917111638,1.0,0.13195187759015833
3,744,690,1066,0.2,0.7970932771005121,0.918161339417398,0.11099040384383903,0.0,0.5843836565317408,0.6343359669951749,0.0413423122278514,0.13736056394868904,0.33429630009545064,1.0,0.14293292330427262
4,740,724,1276,0.2,0.8105965673777521,0.918161339417398,0.099873922963307,0.0,0.5902922844088996,0.6342935411863895,0.03786880310389398,0.13608276348795434,0.32177157863563455,1.0,0.13951369542238481
5,731,764,1484,0.2,0.8089617929846213,0.918161339417398,0.09880273793946909,0.0,0.5897182073616615,0.6342935411863895,0.03802609990952884,0.14285714285714285,0.33276898746025696,1.0,0.14569336696245153
6,738,732,1665,0.2,0.8162551270919645,0.9206479134839005,0.09643859383879999,0.0,0.5918831888621771,0.6342935411863895,0.03651221706099638,0.1414213562373095,0.33473078007382445,1.0,0.14118716472719667
7,732,766,1852,0.2,0.8130942878854369,0.9206479134839005,0.09624901872938266,0.0,0.59318509585901,0.6409776644325003,0.03780243371646495,0.1414213562373095,0.3463640885187195,1.0,0.1415852803651454
8,716,801,2037,0.2,0.8183580148773953,0.9261470870443521,0.08475897657427853,0.0,0.5992024360843168,0.6413282646917398,0.03620352393260163,0.1414213562373095,0.3374490036859132,1.0,0.13803506729491266
9,734,794,2203,0.2,0.8139844679661633,0.9237743699567401,0.0914647168150258,0.0,0.5953621163909308,0.6390378520221358,0.03650279806672575,0.13608276348795434,0.3579678066802605,1.0,0.14518474196826048
10,739,746,2347,0.2,0.8100383276940286,0.9237743699567401,0.08884089818234422,0.0,0.5968857283427884,0.6390378520221358,0.035385224485123906,0.13483997249264842,0.36197871545944393,1.0,0.14062777268655516
11,728,768,2485,0.2,0.808641351720981,0.9282254271831734,0.0880173863091438,0.0,0.5979570046751768,0.6390378520221358,0.03600656687813093,0.13483997249264842,0.3780922884163771,1.0,0.14033458301527593
12,742,763,2629,0.2,0.8126328574550328,0.9282254271831734,0.0926092903573165,0.0,0.5974219364531199,0.6392480593819511,0.03608147679471822,0.13483997249264842,0.3781234856170646,1.0,0.14101647214008972
13,732,776,2779,0.2,0.8177250714111854,0.9282254271831734,0.08727692131819804,0.0,0.5989450774252151,0.6392480593819511,0.03583841649183862,0.1336306209562122,0.3695369391954171,1.0,0.14489453392581048
14,735,762,2893,0.2,0.8084829588042964,0.9282254271831734,0.09615585241950678,0.0,0.5968045140808895,0.6398410458611341,0.03671399814013025,0.13483997249264842,0.3926579410360864,1.0,0.14358510901677407
15,732,753,3002,0.2,0.8157580636580425,0.9282254271831734,0.08892224363239723,0.0,0.5989042969421298,0.6398410458611341,0.0355732799871654,0.13608276348795434,0.3831451483673461,1.0,0.1394684146562979
