gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,407,407,0.2,0.8088417052184643,0.935121148585193,0.14448079927333957,0.0,0.560617165900422,0.6368741120755463,0.10218874575658646,0.14002800840280097,0.27324378305708,1.0,0.16445678318146123
1,670,655,658,0.2,0.8087267778264654,0.935121148585193,0.11675105545487534,0.0,0.5767145252210505,0.6368741120755463,0.047511974239923836,0.1386750490563073,0.29669265624200764,1.0,0.132455942879256
2,731,669,873,0.2,0.7962235158330029,0.935121148585193,0.12569548277168363,0.0,0.5741124603275484,0.6368741120755463,0.0495220293395992,0.13736056394868904,0.3266093300572348,1.0,0.14813784199981622
3,732,705,1080,0.2,0.8014401719195025,0.935121148585193,0.12668144517965838,0.0,0.5768465538653479,0.6368741120755463,0.04820360758612855,0.13608276348795434,0.3293892744827232,1.0,0.15030652536712893
4,731,751,1300,0.2,0.8042155456032798,0.9394689746721495,0.11554771587612693,0.0,0.5822638235864736,0.6368741120755463,0.04530497999273812,0.1386750490563073,0.3333247126046041,1.0,0.14521199926547618
5,734,750,1491,0.2,0.8073414690257447,0.9394689746721495,0.1030459006605964,0.0,0.5862808054140751,0.6368741120755463,0.039349979587250304,0.1386750490563073,0.33858822724153276,1.0,0.13151460276650864
6,718,764,1689,0.2,0.800534202932553,0.9394689746721495,0.10571504885640465,0.0,0.5840975253955671,0.6368741120755463,0.040189197521068164,0.1386750490563073,0.3579464877833483,1.0,0.13780010642112756
7,712,766,1865,0.2,0.7987734853348045,0.9394689746721495,0.10517872470138251,0.0,0.5838627512479314,0.6438267504719579,0.04129911547686436,0.1386750490563073,0.3681041654658825,1.0,0.13737357546255607
8,723,786,2047,0.2,0.8025623474069501,0.9394689746721495,0.10775176569335215,0.0,0.5853321773422485,0.6438267504719579,0.04126889954589386,0.1386750490563073,0.36391338755771235,1.0,0.1468205994746602
9,717,780,2204,0.2,0.8051985367981611,0.9394689746721495,0.10856626177764526,0.0,0.5874248567285862,0.6438267504719579,0.041826704737691976,0.1386750490563073,0.36518280509867007,1.0,0.15078882366887295
