gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,5000,5000,0.2,0.7910386681872364,0.8989365786285995,0.11462988664531398,0.14002800840280097,0.24779341168778718,1.0,0.1391366152649758
1,375,3975,5083,0.2,0.7750990836070759,0.8989365786285995,0.12415118670030309,0.11867816581938534,0.2909399444210951,1.0,0.13329760464788706
2,375,2523,5154,0.2,0.7786141517559684,0.8989365786285995,0.12650758415225924,0.11785113019775792,0.30680890305179864,1.0,0.14280059270770729
3,371,2003,5199,0.2,0.771964740022851,0.899553862579217,0.13525010926290693,0.11624763874381928,0.3284729958207157,1.0,0.15310737708137143
4,364,1684,5257,0.2,0.7794860842196847,0.899553862579217,0.1385283290278947,0.11867816581938534,0.3283223455629399,1.0,0.1577112668901177
5,373,1499,5312,0.2,0.7854427102271268,0.9068445540121395,0.1438588722955244,0.11867816581938534,0.32666988052546403,1.0,0.16317752644553832
6,384,1404,5363,0.2,0.7866579936251951,0.9068445540121395,0.1403881367471888,0.14285714285714285,0.3362500316978603,1.0,0.1595538890323406
7,388,1165,5404,0.2,0.7928119272161491,0.9084710525305498,0.14737539950043016,0.14002800840280097,0.33340666975083444,1.0,0.16343782090691794
8,368,1079,5442,0.2,0.7968091493264956,0.9147056710703365,0.1507244044973943,0.14002800840280097,0.3331221642267458,1.0,0.1702451763242314
9,364,995,5470,0.2,0.7956796293587722,0.9147056710703365,0.14627758494761173,0.14002800840280097,0.3469269544459449,1.0,0.1707383391526446
10,379,1054,5503,0.2,0.7992833087559709,0.9147056710703365,0.149588396543376,0.14002800840280097,0.3459919189104038,1.0,0.176830272442936
11,370,960,5537,0.2,0.8021623437594579,0.9231878876351726,0.13921629030145805,0.14002800840280097,0.3572403171187696,1.0,0.16680738516198396
12,367,947,5568,0.2,0.7972645933359195,0.9231878876351726,0.14441461284376586,0.14433756729740643,0.36691908349041524,1.0,0.1699496882717403
13,355,902,5593,0.2,0.8114693447159377,0.9231878876351726,0.13073222055241873,0.14433756729740643,0.3555313648293149,1.0,0.16471452943142012
14,369,870,5624,0.2,0.8243774111075546,0.9231878876351726,0.118064112702108,0.14433756729740643,0.341979331643995,1.0,0.15767929209582907
15,383,874,5649,0.2,0.8322808113096849,0.9238831549560892,0.11895612699132146,0.14433756729740643,0.33306193460378924,1.0,0.16013491021773935
16,376,845,5670,0.2,0.841808685336041,0.9305565624383947,0.10807906477992456,0.14285714285714285,0.32710583780749913,1.0,0.15047450114791874
17,365,846,5684,0.2,0.8412484159672069,0.9311738463890119,0.10852409964303254,0.14744195615489714,0.3321300498207522,1.0,0.15421602266739157
18,375,833,5697,0.2,0.8368628311143048,0.9311738463890119,0.1178858723563725,0.14744195615489714,0.3402100077412954,1.0,0.16107971828217058
19,370,842,5717,0.2,0.8290156335106624,0.9311738463890119,0.12924706104279654,0.14744195615489714,0.3549391556200428,1.0,0.17001267026717812
20,377,804,5734,0.2,0.8351096152011752,0.9317911303396291,0.12041322987266079,0.16666666666666666,0.35053659891423833,1.0,0.1681704003813743
