gen,0_ABAT,0_ABCA4,0_ABCB7,0_ABCB8,0_ABCC10,0_ABCC3,0_ABCF1,0_ABHD14B,0_ABHD3,0_ACAD8,0_ACAP3,0_ACAT2,0_ACBD6,0_ACMSD,0_ACOT1,0_ACP1,0_ACSL1,0_ACSL3,0_ACSL6,0_ACSM2A,0_ACTL6A,0_ACTN1,0_ACTN3,0_ACTR1A,0_ADI1,0_ADO,0_ADPGK,0_ADRB1,0_AEBP1,0_AHNAK2,0_AIFM1,0_AKAP1,0_AKAP7,0_AKR1C3,0_AKR1E2,0_AKT1,0_ALAS1,0_ALCAM,0_ALDH1A2,0_ALDH1L2,0_ALDH4A1,0_ALDH7A1,0_ALDOA,0_ALG3,0_ALG8,0_ALG9,0_ALKBH5,0_ALKBH8,0_AMACR,0_AMPD2,0_ANGPTL4,0_ANK2,0_ANK3,0_ANKRD12,0_ANXA4,0_ANXA5,0_ANXA7,0_ANXA9,0_AP1B1,0_AP2A2,0_AP4B1,0_AP4M1,0_APBA3,0_APOBEC3D,0_APOD,0_APOLD1,0_APPL2,0_ARAF,0_ARFGEF1,0_ARHGEF7,0_ARL1,0_ARL10,0_ARL3,0_ARL6,0_ARL6IP4,0_ARSD,0_ASAP2,0_ASB6,0_ASNSD1,0_ASRGL1,0_ASS1,0_ATAD2,0_ATF3,0_ATG16L1,0_ATP10D,0_ATP11A,0_ATP13A3,0_ATP1A1,0_ATP1B1,0_ATP6V0A1,0_ATP6V1B1,0_ATP6V1C2,0_ATP8A1,0_ATRN,0_AUP1,0_AURKB,0_AWAT2,0_B2M,0_B3GALT4,0_B3GNT9,0_B4GALNT2,0_BAALC,0_BAIAP2L2,0_BAK1,0_BARX2,0_BAX,0_BBC3,0_BCAP29,0_BCAP31,0_BCAR3,0_BCHE,0_BCL2L11,0_BCL2L12,0_BCL2L14,0_BDH1,0_BDKRB1,0_BET1L,0_BEX1,0_BEX2,0_BHMT2,0_BLOC1S3,0_BPNT1,0_BRD8,0_BTG3,0_BTRC,0_C11orf80,0_C19orf12,0_C1GALT1C1,0_C1orf162,0_C1orf194,0_C1orf43,0_C2CD2L,0_C2orf74,0_C2orf88,0_C4BPA,0_C5orf22,0_C6orf62,0_C7orf50,0_CA9,0_CAB39,0_CACNA1C,0_CACNA1H,0_CACNB4,0_CADM4,0_CAMLG,0_CAP1,0_CAP2,0_CAPNS1,0_CARHSP1,0_CASP10,0_CBLC,0_CBWD6,0_CBX4,0_CCDC124,0_CCDC125,0_CCDC127,0_CCDC159,0_CCDC25,0_CCDC47,0_CCL27,0_CCNB1,0_CCNG1,0_CCNJL,0_CCNK,0_CCNT2,0_CCRL2,0_CD47,0_CDC14A,0_CDC16,0_CDC27,0_CDC34,0_CDC42BPB,0_CDCA8,0_CDHR5,0_CDK18,0_CDK19,0_CDK20,0_CDK7,0_CDK9,0_CDKN1C,0_CDKN2A,0_CDT1,0_CEP68,0_CES3,0_CFB,0_CFI,0_CHCHD5,0_CHDH,0_CHEK2,0_CHI3L2,0_CHP2,0_CHRNB1,0_CHST11,0_CHURC1,0_CIR1,0_CITED4,0_CKS2,0_CLCC1,0_CLDN8,0_CLEC4C,0_CLINT1,0_CLK4,0_CLN5,0_CLRN3,0_CLTCL1,0_CMPK1,0_CMPK2,0_CMTM4,0_CMTM8,0_CNIH4,0_COBL,0_COG1,0_COL6A2,0_COMMD3,0_COMMD8,0_COMT,0_COQ2,0_COX10,0_COX18,0_COX19,0_COX6C,0_CP,0_CPNE5,0_CPNE8,0_CRHBP,0_CRIP2,0_CRP,0_CRTC3,0_CRYZL1,0_CSGALNACT2,0_CSNK1E,0_CSNK2A1,0_CSTF3,0_CTAGE6,0_CTNNA2,0_CTNNBL1,0_CTSC,0_CTSF,0_CTSO,0_CUEDC1,0_CYB5R1,0_CYFIP1,0_CYSLTR2,0_DACH2,0_DACT2,0_DAXX,0_DBNL,0_DCAF12L1,0_DCAF12L2,0_DCHS1,0_DCLK3,0_DCUN1D5,0_DDB2,0_DDTL,0_DDX11,0_DDX3Y,0_DDX5,0_DERL3,0_DGKA,0_DHCR7,0_DHRS3,0_DHX32,0_DIRAS3,0_DMXL2,0_DNAJA1,0_DNAJA2,0_DNAJB7,0_DNAJC16,0_DNAJC25,0_DNMT3L,0_DOCK1,0_DOK4,0_DPAGT1,0_DPP7,0_DPYSL4,0_DSC2,0_DSN1,0_DUOXA1,0_DUSP8,0_DYNC2LI1,0_DZIP1L,0_EBAG9,0_ECSIT,0_EDEM2,0_EDIL3,0_EDNRB,0_EEF1B2,0_EFCAB2,0_EFHC1,0_EIF2AK3,0_EIF3C,0_EIF3E,0_EIF4E3,0_EIF4EBP1,0_EIF5,0_ELF2,0_ELF3,0_ELMO3,0_ELP2,0_EML2,0_EML4,0_ENHO,0_ENPEP,0_ENPP3,0_EP300,0_EPHA7,0_EPPK1,0_EPS8L2,0_ERCC1,0_ERCC4,0_ERN2,0_ERP29,0_ESRP1,0_ESYT1,0_ETFDH,0_ETNK2,0_ETV4,0_EVPL,0_EXOC7,0_EXOG,0_EYA4,0_EZH2,0_F11R,0_F2RL1,0_FAF1,0_FAH,0_FAM104B,0_FAM160A1,0_FAM171A1,0_FAM189A2,0_FAM20A,0_FAM3C,0_FAM53B,0_FAM53C,0_FAS,0_FASTKD5,0_FBLL1,0_FBP1,0_FBXL14,0_FBXO21,0_FBXO44,0_FBXW7,0_FGD1,0_FGF19,0_FGF9,0_FGFR4,0_FMO2,0_FNIP1,0_FOSL2,0_FOXO3,0_FOXP4,0_FRY,0_FUT11,0_G6PD,0_GABARAPL1,0_GABRA6,0_GABRG3,0_GALK1,0_GANC,0_GBA2,0_GBP2,0_GBP3,0_GBP4,0_GCH1,0_GCNT2,0_GDAP2,0_GEN1,0_GGA1,0_GGT1,0_GGTLC1,0_GGTLC2,0_GHITM,0_GIMAP2,0_GIMAP8,0_GJA4,0_GK5,0_GLIS3,0_GLOD4,0_GLRX5,0_GLS,0_GLT8D1,0_GLUD1,0_GLYAT,0_GLYCTK,0_GNAI2,0_GNB4,0_GORAB,0_GPC4,0_GPR137B,0_GPR176,0_GPR27,0_GPRC5D,0_GPRIN1,0_GPRIN2,0_GPX1,0_GRAMD1B,0_GRB10,0_GRB7,0_GRHL1,0_GRSF1,0_GSTA1,0_GSTA4,0_GSTZ1,0_GTF2H1,0_GTF3C6,0_HAAO,0_HADH,0_HAPLN3,0_HAUS3,0_HAX1,0_HBA1,0_HBD,0_HCCS,0_HDAC10,0_HDAC3,0_HDAC4,0_HDAC6,0_HDGF,0_HEBP2,0_HELQ,0_HEPH,0_HFE,0_HIF1AN,0_HIRIP3,0_HMBS,0_HMGA2,0_HMGCR,0_HMOX1,0_HNMT,0_HNRNPD,0_HNRNPF,0_HNRNPK,0_HPCA,0_HPCAL1,0_HPN,0_HPR,0_HS3ST5,0_HSBP1L1,0_HSD17B11,0_HSD17B14,0_HSD17B4,0_HSD3B7,0_HSPA12A,0_HSPA1A,0_HSPA5,0_HSPB7,0_HSPBAP1,0_HUNK,0_HYI,0_ICA1,0_ICA1L,0_ICOSLG,0_IER3IP1,0_IER5,0_IFI30,0_IFIT1,0_IFIT3,0_IFNB1,0_IFNG,0_IFRD1,0_IFT20,0_IGF1R,0_IGFBP7,0_IKBIP,0_IKBKE,0_IKZF2,0_IL15RA,0_ILDR1,0_ILF3,0_ILVBL,0_IMMP1L,0_IMPA1,0_ING2,0_ING4,0_INPP4B,0_INTS1,0_IQCE,0_IRF2BP2,0_ITGB3BP,0_ITGB8,0_ITIH1,0_ITIH3,0_JAK2,0_JAKMIP2,0_JARID2,0_JKAMP,0_JUN,0_KANK1,0_KANK2,0_KCNA4,0_KCND1,0_KCNE3,0_KCNE4,0_KCNJ1,0_KCNJ2,0_KCNK1,0_KCNS3,0_KDM6B,0_KHDRBS2,0_KHK,0_KIAA0753,0_KIAA0895L,0_KIAA1614,0_KIF13B,0_KIF9,0_KIFAP3,0_KLF2,0_KLHDC2,0_KLHL25,0_KLK5,0_KRI1,0_KRT19,0_KRT7,0_L2HGDH,0_LAMB1,0_LARP4B,0_LARP6,0_LARP7,0_LBP,0_LBR,0_LDB2,0_LDHD,0_LDLRAD2,0_LDOC1,0_LEO1,0_LFNG,0_LGI4,0_LIMD1,0_LIMK2,0_LIPH,0_LIPT2,0_LMCD1,0_LNPEP,0_LNX1,0_LPCAT1,0_LRIT3,0_LRP2,0_LRP5,0_LRP6,0_LRRC24,0_LRRC28,0_LRRC3B,0_LRRC47,0_LRRFIP1,0_LSM2,0_LTA4H,0_LTBP4,0_LTV1,0_LY86,0_LYRM7,0_LZTS1,0_MAD1L1,0_MAF,0_MAFG,0_MAML3,0_MANF,0_MAP1LC3B,0_MAP2K5,0_MAP3K5,0_MAP7D3,0_MAPK12,0_MARK2,0_MATK,0_MATN2,0_MBD4,0_MBIP,0_MCCC1,0_MCM3AP,0_MDFIC,0_MDH1B,0_MEP1A,0_MET,0_METTL7B,0_MEX3D,0_MFGE8,0_MFN1,0_MFNG,0_MFSD6,0_MFSD9,0_MGAM,0_MGAT3,0_MGST3,0_MICAL3,0_MID1,0_MKNK2,0_MKRN2,0_MKS1,0_MLF2,0_MLLT1,0_MME,0_MN1,0_MORC3,0_MPEG1,0_MPHOSPH10,0_MPHOSPH8,0_MPI,0_MRPL33,0_MRPL37,0_MRPS18A,0_MRPS25,0_MS4A6A,0_MT1A,0_MVK,0_MYO10,0_MYO5B,0_MYO9A,0_MYOM2,0_N4BP1,0_N4BP2L1,0_NAA16,0_NAA35,0_NAA50,0_NAGA,0_NAPSA,0_NAV2,0_NBAS,0_NCAPG2,0_NCK1,0_NCSTN,0_NDUFA1,0_NDUFA3,0_NDUFA4,0_NDUFA4L2,0_NDUFA9,0_NDUFAF2,0_NDUFB6,0_NDUFC2,0_NDUFS4,0_NDUFS5,0_NECAB3,0_NEK9,0_NELL1,0_NEU1,0_NFE2L1,0_NFKB2,0_NFKBIA,0_NFRKB,0_NGB,0_NIF3L1,0_NIPAL3,0_NKX2-2,0_NKX6-1,0_NLGN1,0_NME5,0_NME7,0_NMI,0_NOL3,0_NOTCH3,0_NPLOC4,0_NQO2,0_NRP1,0_NRP2,0_NRSN2,0_NSA2,0_NSDHL,0_NSFL1C,0_NSUN5,0_NSUN6,0_NT5C,0_NTN1,0_NUDT1,0_NUDT11,0_NUDT8,0_NUDT9,0_NUMB,0_NUP153,0_NUP85,0_NUP88,0_NXF1,0_NXPH2,0_OCIAD2,0_ODC1,0_ORM1,0_ORM2,0_OTP,0_OTUB1,0_OTUD3,0_OTUD7B,0_OXER1,0_P4HA1,0_P4HA3,0_PAFAH2,0_PAGE4,0_PAIP2,0_PALMD,0_PAQR7,0_PARD6A,0_PARL,0_PARM1,0_PBX2,0_PCBP2,0_PCBP3,0_PCDH10,0_PCDH11X,0_PCDHB5,0_PCDHGA2,0_PCDHGA6,0_PCDHGA7,0_PCDHGB5,0_PCDHGB6,0_PCDHGB7,0_PCDHGC4,0_PCK1,0_PCYOX1,0_PDCD10,0_PDCD1LG2,0_PDCD2,0_PDE1A,0_PDE9A,0_PDIA3,0_PDIA5,0_PDLIM1,0_PDS5A,0_PDZK1IP1,0_PECR,0_PEG3,0_PEX16,0_PEX5,0_PFN1,0_PGAM1,0_PGAM2,0_PGRMC1,0_PGRMC2,0_PHLDB2,0_PHLPP1,0_PI16,0_PIAS1,0_PIGL,0_PIK3R1,0_PIN1,0_PIR,0_PITPNM2,0_PJA1,0_PKN2,0_PLAU,0_PLCD3,0_PLCG2,0_PLD2,0_PLEK2,0_PLEKHJ1,0_PLEKHM2,0_PLIN2,0_PLXDC1,0_PNKD,0_PODNL1,0_POF1B,0_POLR1E,0_POLR3B,0_POLR3H,0_POM121,0_PON1,0_POP5,0_POU2F2,0_PPID,0_PPIG,0_PPIL3,0_PPP1R10,0_PPP1R14B,0_PPP2CB,0_PPP2R2A,0_PPP2R2B,0_PPRC1,0_PRICKLE4,0_PRKX,0_PRMT1,0_PRMT7,0_PROC,0_PROS1,0_PRPF19,0_PRR16,0_PRRT3,0_PRTFDC1,0_PSKH1,0_PSMA1,0_PSMD7,0_PTEN,0_PTGER4,0_PTGR1,0_PTGR2,0_PTMA,0_PTPN13,0_PTPN21,0_PTPN23,0_PTPRE,0_PTPRM,0_PTTG2,0_PUM1,0_PUS10,0_PXN,0_PYCARD,0_PYCR1,0_RAB11FIP1,0_RAB1B,0_RAB30,0_RAB34,0_RAB3GAP1,0_RABEP1,0_RABGGTB,0_RAD1,0_RAD51,0_RAD54L,0_RADIL,0_RANBP1,0_RANBP3L,0_RAP1GAP2,0_RAPGEF6,0_RARB,0_RBBP4,0_RBM28,0_RBM4,0_RBM5,0_RBMXL1,0_RECQL4,0_REEP6,0_REM1,0_REN,0_REP15,0_REXO2,0_RFX1,0_RGS1,0_RIC3,0_RNASEL,0_RNF115,0_RNF139,0_RNF14,0_RNF180,0_RNF187,0_RNF31,0_RNF7,0_RORA,0_RPA4,0_RPAIN,0_RPL28,0_RPL9,0_RPRD1A,0_RPS21,0_RPS3A,0_RPS4Y1,0_RPS7,0_RPUSD1,0_RPUSD4,0_RREB1,0_RRP15,0_RSC1A1,0_RTKN,0_RUFY2,0_RUVBL1,0_RXRB,0_S100A1,0_S100A10,0_S100A13,0_S1PR2,0_SAA4,0_SAAL1,0_SALL1,0_SAMD4B,0_SAP18,0_SAR1A,0_SARS2,0_SBK2,0_SCAF1,0_SCAMP4,0_SCAP,0_SCARA5,0_SCCPDH,0_SCFD2,0_SCO1,0_SCRN2,0_SDHA,0_SDR16C5,0_SEC31A,0_SEMA3F,0_SEMA4B,0_SEPHS1,0_SERPINA4,0_SERPINA5,0_SERPINA6,0_SERPINA7,0_SETD2,0_SF3B1,0_SFRP1,0_SH2D4A,0_SH3PXD2B,0_SH3RF3,0_SHARPIN,0_SHE,0_SHMT1,0_SHROOM2,0_SHROOM3,0_SIRPA,0_SLC12A4,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC1A4,0_SLC1A5,0_SLC22A23,0_SLC22A3,0_SLC26A11,0_SLC26A2,0_SLC30A9,0_SLC31A1,0_SLC43A2,0_SLC46A3,0_SLC4A10,0_SLC9A3R1,0_SMAD7,0_SMAP1,0_SMARCA2,0_SMARCA5,0_SMC4,0_SNAP29,0_SNAPC2,0_SNRPB2,0_SNRPC,0_SNRPG,0_SNX17,0_SNX29,0_SNX33,0_SOCS4,0_SORCS1,0_SOX30,0_SOX4,0_SP2,0_SPAG9,0_SPARC,0_SPAST,0_SPATA18,0_SPCS2,0_SPHKAP,0_SPOCK2,0_SPRY2,0_SPRY4,0_SPTBN4,0_SQSTM1,0_SRA1,0_SRF,0_SRP19,0_SRPX2,0_SRRT,0_ST3GAL1,0_ST6GALNAC6,0_STC2,0_STK35,0_STK38,0_STX10,0_STX6,0_SULT1B1,0_SYNJ2BP,0_SYPL1,0_SYT15,0_TADA1,0_TAF1,0_TAF4,0_TAF8,0_TAP1,0_TARBP2,0_TATDN2,0_TBC1D1,0_TBC1D15,0_TBC1D16,0_TBC1D4,0_TBC1D8B,0_TBCEL,0_TBL1XR1,0_TBL3,0_TCF4,0_TCHP,0_TCTN1,0_TDRD5,0_TDRKH,0_TEC,0_TEK,0_TEKT2,0_TEKT3,0_TES,0_TESC,0_TFDP1,0_TFE3,0_TFPT,0_THEM4,0_THOC3,0_THRA,0_THRAP3,0_THRSP,0_TIGD1,0_TIMM44,0_TIMM8B,0_TIMP2,0_TLCD1,0_TLK1,0_TLN1,0_TMBIM1,0_TMCC3,0_TMED4,0_TMEFF2,0_TMEM104,0_TMEM131,0_TMEM165,0_TMEM169,0_TMEM176A,0_TMEM19,0_TMEM59L,0_TMEM87A,0_TMEM8B,0_TMPRSS2,0_TMX1,0_TNFAIP3,0_TNFRSF11B,0_TNIP2,0_TNK2,0_TNRC6B,0_TOB1,0_TOLLIP,0_TOP1,0_TOP2B,0_TOR1A,0_TOR1B,0_TP53I3,0_TP53RK,0_TPBG,0_TPK1,0_TPM2,0_TPP1,0_TPST2,0_TRH,0_TRIM35,0_TRIOBP,0_TRMT12,0_TRMT61B,0_TSG101,0_TSHZ3,0_TSKU,0_TSPAN17,0_TSPAN6,0_TTC1,0_TTC21B,0_TTC32,0_TTF1,0_TUBA1B,0_TUBB1,0_TUBD1,0_TUBG2,0_TUFT1,0_TWF1,0_TYW3,0_UBA3,0_UBA7,0_UBAC1,0_UBAP2,0_UBE2E3,0_UBE2I,0_UBE2Z,0_UBLCP1,0_UBOX5,0_UBR2,0_UBR4,0_UBXN11,0_UCHL3,0_UCHL5,0_UCK1,0_UCN,0_UFM1,0_UGT1A6,0_UGT2B4,0_UNC5B,0_UNC5CL,0_UPB1,0_UPK1B,0_UROC1,0_USP30,0_USP32,0_USP6NL,0_UTY,0_VAPA,0_VBP1,0_VCAN,0_VCP,0_VEGFA,0_VEZF1,0_VIL1,0_VIPR2,0_VKORC1L1,0_VPS26A,0_VPS35,0_VPS37A,0_VRK2,0_VRK3,0_VTI1B,0_VWF,0_WBP11,0_WDR18,0_WDR53,0_WDR54,0_WFS1,0_WIZ,0_WNK4,0_WT1,0_XKR9,0_XPA,0_XPO1,0_XYLT1,0_YAP1,0_YIPF4,0_YTHDF2,0_YWHAB,0_ZBED4,0_ZBTB1,0_ZBTB34,0_ZC3H12C,0_ZDHHC24,0_ZDHHC3,0_ZFAND2A,0_ZFC3H1,0_ZFPM2,0_ZFR,0_ZFYVE27,0_ZKSCAN4,0_ZMIZ2,0_ZMYM2,0_ZMYND19,0_ZNF134,0_ZNF22,0_ZNF234,0_ZNF268,0_ZNF318,0_ZNF354B,0_ZNF37A,0_ZNF382,0_ZNF415,0_ZNF512,0_ZNF521,0_ZNF532,0_ZNF540,0_ZNF544,0_ZNF580,0_ZNF677,0_ZNF75D,0_ZNHIT6,0_ZSCAN12
0,0,60,0,0,0,17,0,29,13,0,0,13,19,21,8,0,0,0,142,35,23,0,12,0,3,0,0,0,0,50,0,18,35,103,66,2,0,0,98,0,0,32,0,0,24,32,0,0,5,0,1,0,24,11,24,0,0,20,0,0,0,0,0,0,38,0,41,52,0,15,0,0,0,0,0,19,0,0,0,0,2,0,1,0,0,67,0,26,0,0,0,0,17,0,0,0,15,5,67,0,0,11,35,8,13,0,0,0,0,11,38,0,0,33,28,29,34,0,27,3,15,0,0,21,0,0,0,0,0,28,0,0,0,0,42,2,11,0,0,12,0,140,0,0,0,0,0,0,15,0,14,51,0,0,32,40,0,0,0,0,0,78,74,1,0,0,4,0,22,0,0,14,0,0,3,0,0,0,0,7,6,80,0,82,9,0,9,0,0,35,103,23,2,0,0,0,0,0,0,4,5,0,0,0,5,0,1,0,14,21,0,23,0,1,0,0,0,8,0,0,0,2,122,0,0,0,29,0,0,0,0,0,0,11,87,0,50,0,0,52,0,0,6,0,0,0,0,0,43,0,0,0,29,0,28,16,0,42,0,2,0,63,2,0,32,9,11,13,10,63,0,0,0,0,50,0,0,64,13,0,4,0,0,0,38,0,0,93,0,0,0,0,42,0,0,0,0,18,0,0,0,29,0,0,0,0,0,0,0,25,38,0,6,0,0,30,10,0,0,0,0,0,29,50,0,0,37,0,0,14,6,0,16,33,51,15,0,16,0,1,0,0,0,0,0,28,0,0,15,25,47,0,0,34,24,0,56,0,0,0,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0,0,7,0,28,15,0,14,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,4,0,36,1,31,0,35,11,0,0,0,1,0,0,0,18,18,44,36,55,0,0,0,0,0,0,0,35,0,0,23,0,1,0,49,0,15,0,0,0,0,0,0,51,0,0,0,43,36,12,0,0,24,19,0,0,61,1,147,31,0,0,0,0,0,0,2,0,2,0,0,19,7,6,16,0,0,0,19,0,0,0,0,21,0,0,0,8,0,0,28,11,34,30,0,16,1,45,0,85,0,0,0,16,0,0,8,0,0,0,67,0,32,0,0,106,0,0,0,87,0,0,0,0,0,22,0,0,0,66,16,52,0,0,39,49,43,0,43,0,0,29,0,0,12,0,0,0,5,0,0,0,0,35,55,0,0,0,28,0,0,0,0,0,14,0,26,0,4,0,0,94,0,0,0,101,0,0,0,6,21,0,0,10,129,12,0,0,0,53,20,14,0,0,0,0,98,29,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,23,0,0,0,0,0,77,27,14,37,17,98,0,21,0,0,0,0,49,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,16,24,133,0,2,12,0,22,1,0,142,0,51,65,0,40,46,0,0,73,115,51,15,2,31,0,27,0,6,13,12,94,0,0,0,0,34,28,95,0,0,8,0,8,0,7,0,0,43,6,5,0,0,5,0,0,0,0,64,0,0,0,23,0,0,0,0,2,0,0,6,38,36,16,0,0,8,0,0,0,0,26,0,72,0,0,5,104,36,0,0,59,0,76,0,0,40,29,0,13,0,0,0,69,0,81,0,18,0,0,0,0,0,0,0,0,0,0,11,7,0,10,0,1,0,0,81,0,0,8,0,0,21,0,0,0,0,0,0,0,0,35,28,5,0,0,0,0,33,37,0,0,0,29,0,5,0,0,56,0,0,26,0,0,0,15,0,0,0,0,21,0,0,1,0,0,4,0,5,0,68,0,16,0,0,3,0,0,0,1,0,2,16,0,0,0,0,86,10,0,38,3,58,0,22,0,0,0,0,0,23,4,0,0,0,0,0,0,0,53,43,66,34,41,0,54,159,17,0,0,107,3,24,0,0,0,41,0,0,17,10,6,0,0,6,0,8,0,8,0,0,0,0,0,0,44,0,74,42,24,18,0,0,0,0,0,5,0,0,22,0,18,0,0,4,0,0,0,32,0,0,0,59,0,0,2,0,0,0,3,0,0,5,0,8,0,0,16,0,5,0,0,54,0,0,0,0,0,71,58,14,0,0,4,21,0,64,21,0,0,0,21,0,26,50,0,1,0,3,17,30,0,0,0,0,0,1,0,0,0,43,0,0,0,0,0,8,0,0,0,0,0,0,52,37,0,0,34,0,0,99,0,13,0,0,4,10,37,29,12,24,24,52,5,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,46,0,0,0,0,0,0,56,0,0,0,0,0,42,0,0,0,0,0,25,35,0,0,0,24,39,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,2,0,0,111,4,0,0,0,0,0,18,0,15,41,0,0,0,0,0,57,0,0,0,0,18,7,0,0,1,0,30,0,19,0,0,10
100,4,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,3,0,167,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,159,0,0,4,0,0,16,0,6,2,0,0,0,0,0,0,0,0,3,0,0,0,0,45,6,0,0,0,0,0,0,2,0,0,11,1,2,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1,237,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,2,9,0,0,0,0,0,1,0,1,0,0,0,0,6,332,3,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,0,0,0,1,0,0,0,0,5,1,0,2,0,0,0,0,0,0,1,0,3,0,0,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,4,0,0,1,0,0,0,1,3,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,6,0,0,0,12,3,0,0,0,0,5,1,0,0,0,0,0,1,1,0,0,0,4,0,0,5,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,1,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,9,0,0,2,0,0,5,0,0,379,0,0,2,0,0,2,1,0,299,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,4,3,0,0,0,0,0,7,0,7,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,5,0,2,0,0,0,1,0,1,2,0,0,5,1,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,115,4,0,1,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,1,0,0,6,1,0,0,11,0,0,0,0,0,0,1,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
