
OPTIMIZING ON FOLD NUMBER 1
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5891
Features active in total: 5891
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 32
Generations completed = 68
Generations completed = 104
Generations completed = 141
Generations completed = 169
Generations completed = 194
Generations completed = 231
Generations completed = 268
Generations completed = 305
Generations completed = 342
Generations completed = 378
Generations completed = 415
Generations completed = 451
Generations completed = 495
   	     	         	        	                 root separation                 	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
0  	500  	398      	398     	0  	0.575605	0.646494	0.0963763	0.140028	0.253339	1  	0.161878
1  	537  	623      	627     	0  	0.583316	0.646494	0.058138 	0.140028	0.286707	1  	0.144607
2  	543  	672      	853     	0  	0.590906	0.646494	0.0509806	0.140028	0.294128	1  	0.140483
3  	578  	709      	1060    	0  	0.597841	0.646494	0.0468037	0.138675	0.296929	1  	0.140229
4  	570  	727      	1284    	0  	0.604531	0.646494	0.0445784	0.132453	0.294329	1  	0.139192
5  	589  	756      	1497    	0  	0.607352	0.646494	0.0422329	0.127   	0.302657	1  	0.135641
6  	597  	733      	1670    	0  	0.609374	0.646494	0.0408178	0.13484 	0.312366	1  	0.132943
7  	609  	778      	1859    	0  	0.61196 	0.647234	0.0412296	0.140028	0.314412	1  	0.13664 
8  	596  	790      	2051    	0  	0.614789	0.648001	0.0411717	0.140028	0.315215	1  	0.137839
9  	591  	793      	2212    	0  	0.616165	0.650732	0.0410712	0.140028	0.323145	1  	0.135263
10 	593  	804      	2360    	0  	0.618969	0.650732	0.0401701	0.140028	0.324236	1  	0.132705
11 	592  	800      	2502    	0  	0.618504	0.650989	0.0411104	0.150756	0.340821	1  	0.130505
12 	604  	815      	2654    	0  	0.619277	0.651189	0.0414002	0.150756	0.353199	1  	0.127599
13 	632  	809      	2800    	0  	0.619004	0.651189	0.0424905	0.150756	0.36795 	1  	0.126833
14 	621  	805      	2932    	0  	0.619086	0.651665	0.0434096	0.150756	0.378954	1  	0.126106
15 	618  	765      	3059    	0  	0.621906	0.652806	0.0416185	0.169031	0.384561	1  	0.12182 
16 	630  	811      	3173    	0  	0.623651	0.652806	0.0410626	0.169031	0.386101	1  	0.120559
17 	640  	795      	3303    	0  	0.622595	0.652806	0.0431043	0.171499	0.398017	1  	0.122285
18 	624  	763      	3421    	0  	0.623637	0.652806	0.0432602	0.171499	0.401458	1  	0.122568
19 	625  	783      	3540    	0  	0.623297	0.652806	0.0439728	0.171499	0.416177	1  	0.118439
20 	639  	801      	3647    	0  	0.62242 	0.653285	0.0459386	0.169031	0.42019 	1  	0.124417
21 	629  	766      	3727    	0  	0.622958	0.653285	0.0453378	0.171499	0.428416	1  	0.118996
22 	620  	805      	3831    	0  	0.624461	0.653421	0.044171 	0.174078	0.426905	1  	0.12084 
23 	617  	781      	3912    	0  	0.626635	0.653421	0.0425922	0.179605	0.424599	1  	0.118639
24 	627  	772      	3982    	0  	0.627456	0.653421	0.0423609	0.182574	0.423616	1  	0.119707
25 	625  	808      	4069    	0  	0.628342	0.653421	0.0425316	0.182574	0.423514	1  	0.118419
26 	645  	808      	4150    	0  	0.62882 	0.653421	0.0422224	0.182574	0.426753	1  	0.115624
27 	649  	805      	4214    	0  	0.629438	0.653421	0.0420444	0.182574	0.429001	1  	0.112043
28 	653  	791      	4290    	0  	0.629252	0.653421	0.0424507	0.204124	0.434674	1  	0.110851
29 	661  	761      	4356    	0  	0.627803	0.653421	0.0448981	0.223607	0.443006	1  	0.110552
30 	655  	726      	4412    	0  	0.625465	0.653421	0.0485999	0.218218	0.449391	1  	0.112563
31 	633  	762      	4474    	0  	0.624985	0.653421	0.0486474	0.154303	0.452367	1  	0.113465
32 	619  	778      	4532    	0  	0.625939	0.653421	0.0473881	0.218218	0.453961	1  	0.110808
33 	631  	743      	4596    	0  	0.626416	0.653421	0.0469814	0.149071	0.451867	1  	0.113571
34 	640  	767      	4647    	0  	0.627148	0.653421	0.046904 	0.258199	0.448627	1  	0.114487
35 	623  	743      	4698    	0  	0.626522	0.65361 	0.047339 	0.25    	0.453011	1  	0.115714
36 	629  	741      	4740    	0  	0.62586 	0.65361 	0.048566 	0.242536	0.454494	1  	0.118114
