inner_cv_RF_bal_acc,inner_cv_leanness,train_RF_bal_acc,train_leanness
0.7973074037644,0.05555555555555555,0.9953434723171565,0.05555555555555555
0.791137405598253,0.07142857142857142,0.9877477785372522,0.07142857142857142
0.7882421269359652,0.08333333333333333,0.9890134704833036,0.08333333333333333
0.787740359768601,0.09090909090909091,0.9908287764866712,0.09090909090909091
0.7778275928179651,0.1,0.9824914559125085,0.1
0.772346164746678,0.1111111111111111,0.9823957621326042,0.1111111111111111
0.7644776853441808,0.125,0.9807245386192754,0.125
0.7622078338862677,0.14285714285714285,0.9849145591250854,0.14285714285714285
0.7568984545621259,0.16666666666666666,0.9708305686611206,0.16666666666666666
0.7325490555657436,0.2,0.9768335611756663,0.2
0.7085647183368621,0.25,0.9528367204041144,0.25
0.5971429821782839,0.3333333333333333,0.9308209409332644,0.3333333333333333
0.4101695897170865,0.5,0.8218921611123152,0.5
0.2,1.0,0.2,1.0
