gen,0_ABCA2,0_ABCE1,0_ABHD14A,0_ABI1,0_ACAA1,0_ACAD8,0_ACAD9,0_ACADL,0_ACAT1,0_ACBD3,0_ACO2,0_ACSS1,0_ACTL6A,0_ADA,0_ADAM33,0_ADCY2,0_ADK,0_ADPGK,0_AFP,0_ALB,0_ALDH1L2,0_ALDH5A1,0_ALDH6A1,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKRD22,0_ANKS6,0_ANLN,0_ANXA11,0_ANXA3,0_ANXA5,0_ANXA7,0_AP1S1,0_AP2A1,0_APBB1,0_APCS,0_APLP2,0_APOBEC3G,0_ARAF,0_ARFGEF2,0_ARID5A,0_ARMC1,0_ARPC5,0_ASRGL1,0_ATAD2,0_ATF4,0_ATF7IP2,0_ATM,0_ATP1A1,0_ATP2B3,0_ATP6V1B1,0_ATP6V1G1,0_ATP8A1,0_ATPAF2,0_ATRN,0_AUH,0_AURKB,0_AZIN1,0_B4GALNT1,0_B4GALNT2,0_B4GALT3,0_BAG1,0_BCL2L10,0_BCL2L2,0_BIRC3,0_BIRC5,0_BLM,0_BPHL,0_BPNT1,0_BRIP1,0_BST2,0_BTRC,0_C17orf97,0_C1orf162,0_C4orf19,0_C5orf22,0_CA9,0_CABIN1,0_CACNA1H,0_CAMK4,0_CAPN1,0_CAPZA1,0_CASP10,0_CASP4,0_CASP8,0_CBLC,0_CBWD5,0_CC2D1A,0_CC2D2B,0_CCDC102B,0_CCDC59,0_CCNA2,0_CCNB1,0_CCNB2,0_CCNJL,0_CCNT2,0_CCR6,0_CCT6B,0_CD24,0_CD44,0_CD9,0_CDC20,0_CDC25C,0_CDC27,0_CDC42BPB,0_CDC45,0_CDC6,0_CDCA5,0_CDCA8,0_CDH2,0_CDK1,0_CDK20,0_CDK2AP1,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CENPA,0_CEP55,0_CHAC1,0_CHCHD6,0_CHDH,0_CHI3L2,0_CHRD,0_CISH,0_CKAP5,0_CKS1B,0_CLDN4,0_CLDN7,0_CLK1,0_CLYBL,0_CMPK2,0_CNOT2,0_CNTNAP1,0_COIL,0_COL1A2,0_COQ4,0_CP,0_CPE,0_CRAT,0_CRHBP,0_CRP,0_CRTC2,0_CRYL1,0_CSGALNACT2,0_CSPG5,0_CTDSPL,0_CTSF,0_CUTC,0_CUX1,0_CYB5B,0_CYB5D2,0_CYB5R3,0_CYFIP2,0_CYTH4,0_DALRD3,0_DCAF11,0_DCAF12L1,0_DDR1,0_DENND4C,0_DEPDC1,0_DERL3,0_DGKG,0_DKC1,0_DLST,0_DNAJB7,0_DPAGT1,0_DPYSL3,0_DR1,0_DUSP14,0_DYRK1A,0_E2F1,0_EAPP,0_ECHS1,0_EDAR,0_EEA1,0_EFS,0_EIF2AK2,0_EIF2B1,0_EIF2B4,0_EIF4A3,0_EIF4EBP1,0_EIF4EBP2,0_EIF5,0_ELOVL5,0_ELOVL7,0_EME1,0_ENHO,0_ENO2,0_ENPP3,0_ENPP5,0_ENTPD2,0_EPHA3,0_EPHA7,0_EPHB2,0_ERBB3,0_ERCC1,0_ERCC3,0_ERCC6L,0_ERGIC1,0_ERGIC2,0_ERLIN1,0_ESF1,0_ESPL1,0_EXTL3,0_F2,0_F2RL1,0_FADS1,0_FAM160A1,0_FAM171B,0_FAM20A,0_FAM47E,0_FAM53A,0_FANCI,0_FBP1,0_FBXO28,0_FBXO5,0_FBXO6,0_FCAR,0_FGB,0_FGF2,0_FKBP10,0_FLRT3,0_FRAT1,0_FSTL3,0_FTH1,0_GALNT2,0_GART,0_GBP1,0_GBP2,0_GBP5,0_GCHFR,0_GEMIN6,0_GGA1,0_GGTA1,0_GIMAP8,0_GLI2,0_GLMN,0_GLOD5,0_GLT8D2,0_GNE,0_GOLT1B,0_GORAB,0_GORASP2,0_GPR143,0_GPR183,0_GRAMD1C,0_GREM2,0_GRHL1,0_GSTA1,0_GTPBP2,0_HAL,0_HAND2,0_HAPLN3,0_HBP1,0_HDAC1,0_HDHD3,0_HEBP2,0_HGF,0_HIP1R,0_HM13,0_HMGB2,0_HMGXB4,0_HMOX2,0_HNRNPA3,0_HNRNPD,0_HNRNPL,0_HNRNPR,0_HOXC13,0_HP,0_HP1BP3,0_HPR,0_HPS3,0_HS1BP3,0_HSD17B6,0_HSD17B8,0_HSPB8,0_ICA1,0_ICAM1,0_IDH3B,0_IDH3G,0_IFNG,0_IFNGR2,0_IKZF2,0_IL15RA,0_IL17RD,0_IL23A,0_IL4I1,0_IMPA2,0_INPP5B,0_INTS8,0_IP6K1,0_IRF1,0_IRF2,0_IRF7,0_ISG15,0_ITIH5,0_ITM2B,0_JMJD6,0_JUP,0_KATNB1,0_KCNG1,0_KCNJ15,0_KCTD16,0_KDELR2,0_KDM2A,0_KIAA1755,0_KIF11,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF21B,0_KIF4A,0_KIF4B,0_KISS1R,0_KMO,0_KRBA1,0_KRT19,0_KRT4,0_KRT8,0_KYNU,0_LAMB2,0_LAMP1,0_LARS2,0_LBP,0_LDB2,0_LDHD,0_LIMK1,0_LMNB1,0_LMNB2,0_LMO7,0_LNX1,0_LRBA,0_LRP5,0_LRRC24,0_LRRN3,0_LRRN4CL,0_LSM12,0_LSM2,0_LTV1,0_LUC7L3,0_LXN,0_MACC1,0_MAGOHB,0_MAML1,0_MANEA,0_MANSC1,0_MAP2K1,0_MAP2K5,0_MAPKAPK2,0_MARK3,0_MAZ,0_MCM6,0_MED15,0_MED8,0_MGAT3,0_MIA2,0_MIPEP,0_MKI67,0_MOGS,0_MORC3,0_MORF4L2,0_MPHOSPH10,0_MPND,0_MPV17L,0_MRPL42,0_MRPL9,0_MRPS2,0_MRRF,0_MSN,0_MSRB3,0_MSTO1,0_MT1E,0_MX1,0_MYO6,0_N4BP2L2,0_NAA15,0_NAALADL1,0_NAP1L1,0_NAPSA,0_NBN,0_NCAM2,0_NCAPG2,0_NCAPH,0_NCSTN,0_NDUFA4L2,0_NDUFB2,0_NDUFB8,0_NEDD1,0_NEIL1,0_NFKBIE,0_NFS1,0_NKAP,0_NLGN1,0_NMB,0_NME2,0_NMI,0_NMNAT3,0_NNT,0_NOL11,0_NOMO3,0_NOP56,0_NOP58,0_NR3C2,0_NR5A2,0_NRIP1,0_NSL1,0_NTRK3,0_NUDCD3,0_NUDT22,0_NUDT8,0_NUP62,0_OGDHL,0_OLFML1,0_ORM2,0_OSBP,0_OTUD6B,0_P4HB,0_PA2G4,0_PABPC1,0_PAFAH2,0_PAG1,0_PAK1IP1,0_PARP14,0_PARP16,0_PAX5,0_PAX9,0_PBX2,0_PCBP3,0_PCCA,0_PCDHGA1,0_PCDHGA12,0_PDCD1,0_PDCD5,0_PDCD7,0_PDE10A,0_PDHA1,0_PDIA3,0_PGLYRP2,0_PHF5A,0_PHLDB2,0_PI4KB,0_PIF1,0_PILRB,0_PIP5K1C,0_PLA2G5,0_PLEKHA7,0_PLEKHG3,0_PLK1,0_PLS1,0_PLXNB1,0_PNPLA2,0_POLD3,0_POU2F1,0_POU2F2,0_POU3F3,0_POU5F1,0_PPAN,0_PPIG,0_PPIL4,0_PPP1R12A,0_PPP1R13B,0_PPP2R2C,0_PQBP1,0_PRC1,0_PRCC,0_PRDX2,0_PRKCB,0_PROM1,0_PRPF38B,0_PRPF40A,0_PRR16,0_PRTN3,0_PSKH1,0_PSMA1,0_PSMA4,0_PSMC2,0_PTGES3,0_PTGIS,0_PTGR2,0_PTHLH,0_PTPN22,0_PTPN3,0_PTPN7,0_PTTG2,0_PUS7,0_RAB11FIP1,0_RAB17,0_RAB25,0_RAB6C,0_RABEPK,0_RABIF,0_RAD21,0_RAD54L,0_RASD2,0_RASGRF1,0_RBM26,0_RBM34,0_RBM45,0_REN,0_RFC4,0_RIMS2,0_RIOK1,0_RNASET2,0_RNF130,0_RNF139,0_RNF149,0_RNF17,0_RNF19A,0_RNF20,0_RNF4,0_RPA4,0_RPL23,0_RPL9,0_RRP1B,0_RSRC2,0_RTKN,0_RUNX1,0_S100A10,0_SAMD9L,0_SAP30,0_SART3,0_SCARF2,0_SCIN,0_SCLT1,0_SCYL3,0_SDSL,0_SEC24D,0_SEMA3A,0_SEMA4D,0_SERPINA1,0_SERPINA3,0_SERPINF2,0_SESTD1,0_SF3A3,0_SF3B1,0_SFPQ,0_SFXN2,0_SHC1,0_SHMT2,0_SHROOM3,0_SIKE1,0_SKA1,0_SLC16A1,0_SLC25A23,0_SLC7A1,0_SLC7A5,0_SLMAP,0_SMARCD1,0_SMC4,0_SMG6,0_SNAI1,0_SNAI2,0_SNRPA1,0_SNX14,0_SOCS1,0_SOD2,0_SOS2,0_SOX6,0_SP100,0_SPAG5,0_SPRYD3,0_SRP19,0_SRPX2,0_SRR,0_SRRT,0_SSB,0_SSX2IP,0_STAT3,0_STAT4,0_STRADB,0_STT3A,0_STX11,0_STX6,0_SUSD2,0_SYNGR3,0_SYNJ2,0_SYNJ2BP,0_TACC3,0_TAF5,0_TARDBP,0_TBC1D1,0_TBCE,0_TBL1XR1,0_TBX2,0_TCIRG1,0_TCP11L1,0_TDG,0_TECPR2,0_TF,0_TGS1,0_THUMPD2,0_TIPRL,0_TJP2,0_TLE2,0_TM2D1,0_TMEM132E,0_TMEM39A,0_TMEM8B,0_TMPRSS2,0_TNFRSF1B,0_TNFSF13B,0_TNFSF4,0_TNIK,0_TNKS1BP1,0_TOB1,0_TOLLIP,0_TOP1MT,0_TOP2A,0_TPCN2,0_TPD52,0_TPM2,0_TPM4,0_TPT1,0_TPX2,0_TRAPPC6A,0_TRIM17,0_TRIP11,0_TRMT61B,0_TSHR,0_TSHZ3,0_TTC17,0_TTC27,0_TTK,0_TTLL11,0_TUBA1B,0_TUBB,0_TUBB6,0_TXLNA,0_TXNDC5,0_UAP1,0_UBE2C,0_UBE2G2,0_UBE2N,0_UBE2Z,0_UBXN4,0_UGDH,0_UPK3B,0_URM1,0_UROC1,0_USP15,0_USP2,0_USP7,0_UTP6,0_VAC14,0_VEZT,0_VGLL4,0_WDR11,0_WDR26,0_WTAP,0_XAF1,0_XK,0_XKR9,0_XPO1,0_YBX1,0_YTHDC2,0_YTHDF2,0_YWHAZ,0_YY1,0_ZBTB3,0_ZBTB4,0_ZC3HC1,0_ZCCHC24,0_ZCCHC8,0_ZDHHC15,0_ZDHHC3,0_ZIC1,0_ZMAT3,0_ZMYM4,0_ZNF207,0_ZNF514,0_ZNF549,0_ZNF677,0_ZNF768,0_ZNHIT6
0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,53,169,0,0,68,35,172,0,0,133,0,118,71,0,0,0,128,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,133,0,0,115,28,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,8,0,0,45,0,0,0,0,0,0,130,0,11,0,0,0,0,0,0,0,88,336,0,0,22,0,0,0,0,0,0,0,0,19,0,0,0,140,90,0,0,0,114,0,0,82,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,40,0,158,0,0,0,0,103,0,183,0,0,0,0,0,280,0,0,0,151,0,0,0,0,29,0,0,189,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,188,0,199,0,46,0,0,48,23,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,201,0,0,0,0,0,0,39,296,0,180,88,0,0,0,0,0,0,0,0,0,0,0,116,54,0,0,0,0,0,0,0,81,40,0,0,0,26,0,244,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,134,143,0,178,0,0,88,0,0,82,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,59,0,0,0,0,30,56,60,0,0,61,0,0,103,0,0,0,0,75,0,0,83,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,3,166,0,0,0,198,106,0,0,0,156,0,0,4,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,290,110,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,16,0,0,0,0,0,169,0,0,0,0,0,0,0,0,113,10,0,0,0,0,0,0,136,0,0,0,103,0,91,0,191,0,0,0,149,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,121,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,154,84,0,0,0,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,209,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,62,0,0,0,0,0,0,0,0,0,183,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,119,0,0
100,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,4,0,0,1,0,3,0,1,1,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,2,1,2,9,0,0,0,1,1,1,1,1,27,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,24,0,0,0,0,0,0,0,3,1,0,1,1,1,4,6,0,1,1,1,0,0,2,2,3,0,2,1,1,1,0,1,1,1,1,0,2,1,1,1,0,1,0,2,0,2,0,1,1,0,1,0,2,127,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,2,1,0,1,0,1,1,0,1,0,1,1,0,2,1,0,0,12,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,5,1,2,1,1,0,1,0,1,0,1,1,0,1,4,10,0,1,1,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,2,0,0,4,1,0,0,1,0,0,1,2,0,0,2,0,1,1,1,0,1,0,1,0,0,0,13,0,0,1,0,0,1,2,1,2,2,0,0,0,0,2,8,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,10,1,1,0,1,1,2,6,0,1,1,0,0,0,0,0,1,1,0,0,3,1,1,1,0,1,1,1,0,0,0,1,1,0,3,2,59,1,1,2,0,1,1,1,0,1,0,0,0,2,1,5,1,0,0,0,1,0,1,0,0,3,3,0,0,0,1,1,0,0,0,3,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,2,0,4,0,0,0,7,1,0,0,1,0,0,0,0,0,5,2,0,0,0,1,1,1,1,0,3,1,0,0,0,0,1,2,0,0,0,7,0,0,2,2,3,12,1,0,0,0,1,0,1,1,15,1,1,0,1,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,1,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,2,1,0,0,1,1,0,2,0,1,0,0,0,1,1,2,0,1,1,0,0,1,2,0,1,0,0,1,0,4,0,0,0,0,9,0,0,0,1,1,1,0,3,1,0,1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,5,0,2,0,0,0,1,1,1,0,0,185,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,2,2,1,0,1,8,0,0,2,1,1,1,1,0,0,1,0,0,1,0,1,4,0,0,1,0,0,0,2,0,3,1,1,0,1,0,1,0,11,0,0,0,1,0,0,1,0,0,2,0,1,1,1,1,1,0,2,3,0,0,1,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
200,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,2,3,0,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,9,0,0,0,0,1,0,1,0,60,1,0,1,1,0,0,0,2,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,16,0,1,1,0,0,1,0,4,2,0,0,1,4,4,5,0,1,0,0,0,0,1,1,3,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,2,1,0,1,0,2,116,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,2,1,0,1,1,1,1,2,3,1,0,7,0,1,1,0,0,0,1,0,3,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,4,0,1,1,0,0,1,0,0,1,1,0,1,0,2,7,0,0,1,3,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,2,0,1,4,0,1,0,3,0,0,1,0,0,0,0,0,1,1,8,2,0,2,0,0,1,0,9,1,0,1,0,0,1,2,1,2,1,1,2,1,1,1,5,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,13,1,1,0,1,1,2,13,0,1,1,0,0,0,0,0,0,0,1,1,1,2,0,1,1,1,0,1,0,1,4,0,1,0,1,1,73,0,0,3,1,0,0,0,1,0,1,0,0,3,1,6,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,1,4,0,1,1,0,0,1,1,1,0,0,1,2,2,0,1,1,1,0,0,1,0,1,0,1,2,0,2,1,1,1,3,0,1,1,0,0,0,1,0,1,3,1,0,1,0,0,1,1,1,0,3,0,0,0,0,1,0,2,0,0,1,10,2,0,0,1,1,4,1,1,0,1,0,0,1,0,10,0,0,1,1,1,1,0,0,0,1,2,2,2,1,1,1,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,2,1,1,0,1,0,0,0,0,1,2,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,3,0,1,1,0,3,1,0,1,1,1,2,0,0,1,1,2,0,1,0,1,2,1,0,1,1,0,0,1,0,0,1,8,1,0,0,0,0,0,1,0,0,0,173,1,2,2,0,1,0,0,2,1,1,1,1,4,0,3,0,2,0,0,0,8,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,5,0,0,1,1,0,0,1,0,2,1,1,2,1,0,1,1,3,0,0,0,2,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,2,0,1,0,0,0
300,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,4,10,0,0,0,0,2,0,1,0,72,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,14,0,1,0,0,0,0,0,6,2,0,0,2,3,2,10,0,3,0,0,0,0,1,1,3,0,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,2,102,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,2,1,0,1,2,1,0,0,1,1,1,1,3,0,1,6,0,1,1,0,0,0,0,0,3,2,1,0,0,0,1,1,2,0,0,0,0,1,1,0,1,6,0,1,1,0,0,0,1,0,1,0,0,1,0,2,8,0,0,0,3,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,3,0,1,3,0,0,0,3,0,1,1,0,0,0,0,0,0,1,6,2,0,1,1,0,2,0,7,0,0,1,0,0,1,2,1,1,1,0,1,1,1,2,4,0,1,1,0,0,1,0,1,0,1,0,1,2,1,1,0,1,10,1,0,0,1,4,2,13,1,2,1,0,1,0,0,0,0,0,1,0,1,3,0,1,1,1,0,1,1,1,6,0,0,0,1,1,83,0,0,2,0,0,0,0,1,0,1,0,1,2,0,5,0,1,0,1,0,0,0,0,0,3,4,1,0,0,0,0,4,0,1,1,0,0,1,2,2,0,0,1,2,4,0,1,1,1,0,0,0,0,0,1,0,2,0,2,0,1,1,3,0,1,1,0,0,0,0,2,1,3,1,0,1,1,0,3,1,1,0,3,0,1,0,0,1,0,2,0,0,1,13,2,0,0,1,1,7,0,0,1,1,0,0,1,0,9,0,0,1,1,0,1,0,0,0,1,1,3,2,1,0,2,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,2,1,1,0,1,0,0,0,1,0,2,0,2,0,0,4,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,1,0,1,2,1,1,1,0,3,1,0,0,1,1,3,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,13,1,0,1,0,1,0,1,0,0,0,152,1,2,3,0,1,1,0,0,0,1,1,1,4,0,3,0,0,0,0,0,7,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,4,2,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,3,0,1,0,2,2,0,1,0,1,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1
400,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,2,0,0,3,7,0,0,0,0,2,0,0,0,77,1,0,0,1,1,0,1,2,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,15,1,1,0,0,1,0,0,4,1,0,0,2,2,2,3,0,3,0,0,0,0,1,1,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,2,95,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,2,1,0,1,2,1,0,0,1,1,1,1,5,0,0,9,0,1,1,0,1,0,0,0,3,1,1,0,0,0,1,1,2,0,0,0,1,1,1,0,2,7,0,1,0,0,0,0,0,0,1,0,0,1,0,1,8,0,0,0,2,1,1,2,1,0,0,1,1,0,1,1,0,1,0,0,1,2,0,1,5,0,0,0,3,0,1,1,0,0,1,0,0,0,1,4,3,0,1,2,1,2,0,7,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,3,0,1,1,0,0,1,0,1,0,1,0,2,2,1,0,0,1,9,1,0,0,1,3,2,14,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,7,0,0,0,1,1,81,0,0,2,0,0,0,0,1,0,1,1,0,2,0,5,0,1,0,1,0,0,0,1,1,4,3,1,1,1,0,0,4,0,1,1,0,1,1,2,2,0,0,1,1,2,0,0,1,0,1,0,0,0,0,1,0,2,1,3,0,1,2,3,0,1,0,0,0,1,0,2,1,3,1,0,0,1,0,2,1,1,0,3,0,1,0,0,1,0,2,0,0,1,12,2,0,0,1,1,7,0,0,1,1,0,0,1,0,11,0,0,1,0,0,1,0,0,0,1,0,3,2,1,0,4,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,2,1,0,0,1,1,3,0,1,0,1,0,0,0,1,0,1,0,0,4,0,0,4,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,2,2,1,0,1,2,1,1,1,0,3,1,1,0,0,1,3,0,1,1,1,1,1,0,0,1,0,0,2,1,0,0,11,1,0,0,0,1,0,0,0,0,1,150,1,2,7,0,1,1,0,0,0,1,1,1,5,1,3,0,0,0,0,0,7,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,4,3,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,3,1,2,0,2,1,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,2,0,1,1,0,0,1,1,1,0,0,1
499,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,1,0,2,0,0,0,1,0,1,1,1,3,1,1,0,0,0,0,0,0,2,0,0,3,3,1,1,0,0,2,0,0,0,72,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,15,0,1,0,0,1,0,0,4,1,1,0,2,2,1,5,0,2,0,0,0,0,1,1,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,2,94,0,1,1,1,0,0,1,0,1,0,1,1,2,1,0,1,1,0,3,1,0,1,2,1,0,0,1,1,1,1,9,0,0,10,0,1,1,0,1,0,0,0,3,1,1,0,0,0,1,1,3,0,0,0,1,0,0,0,2,5,0,1,0,0,0,0,0,0,1,0,0,1,0,1,9,0,0,0,2,2,1,2,1,0,0,0,1,0,1,0,0,1,0,1,1,2,0,0,6,0,1,0,3,0,1,1,0,1,1,0,0,0,1,4,3,0,1,2,1,2,0,6,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,3,0,1,1,0,0,1,0,1,0,1,0,3,1,1,0,0,1,9,1,0,0,1,2,2,18,0,2,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,2,7,0,0,0,1,1,78,0,0,2,0,0,0,0,1,0,0,1,0,2,0,6,0,0,1,1,0,1,0,1,1,3,2,1,1,0,0,0,4,0,0,1,0,1,1,2,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,1,4,0,2,0,0,0,1,0,2,1,3,0,0,0,0,0,2,1,1,1,2,0,1,0,0,0,0,2,0,0,1,14,2,0,0,2,1,8,0,0,1,1,0,0,1,0,12,0,0,1,0,0,1,0,0,0,1,0,3,2,1,0,4,0,1,0,0,1,1,1,0,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,1,1,4,0,1,0,1,0,0,0,1,0,1,0,0,5,0,0,4,1,1,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,1,2,1,0,1,2,1,1,1,0,3,0,1,0,0,1,3,1,0,1,2,1,1,0,0,1,0,0,2,1,1,0,9,1,0,0,0,0,0,0,0,0,0,152,1,1,8,1,1,1,0,0,0,1,1,1,4,1,3,0,0,0,0,0,7,0,1,2,1,0,1,0,1,1,1,0,1,0,0,0,3,4,0,0,0,1,0,1,2,1,0,1,1,1,1,1,0,3,3,2,1,2,1,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,1
