gen,0_ABCD1,0_ACAD9,0_ACADL,0_ACAP1,0_ACBD5,0_ACOT2,0_ACOX1,0_ACSL3,0_ACTN1,0_ACTR3,0_ACTR3B,0_ACY1,0_ADAM17,0_AFAP1,0_AGPAT1,0_AHCY,0_AHI1,0_AIFM1,0_AK2,0_AK7,0_AKAP1,0_AKR1C3,0_ALAS1,0_ALDH1B1,0_ALDH1L1,0_ALDH1L2,0_ALKBH2,0_ALKBH5,0_ALOX5,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKZF1,0_ANO6,0_ANXA11,0_ANXA3,0_ANXA5,0_AOAH,0_AP4B1,0_APBB3,0_APCS,0_APOBEC3D,0_APOBEC3G,0_APOD,0_APTX,0_ARAF,0_ARAP1,0_ARFGEF2,0_ARHGAP23,0_ARHGAP33,0_ARHGEF35,0_ARHGEF5,0_ARMC10,0_ARNT,0_ASAH1,0_ASAP1,0_ASF1B,0_ASRGL1,0_ASS1,0_ATAD2,0_ATF4,0_ATF7IP2,0_ATG4D,0_ATP2B1,0_ATP2B3,0_ATP2C1,0_ATP6V1D,0_ATP6V1E1,0_ATP6V1H,0_ATP7B,0_ATXN7L3,0_AVL9,0_B4GALT3,0_B9D2,0_BAMBI,0_BCAT2,0_BCL2L14,0_BCS1L,0_BDH1,0_BEST3,0_BEX1,0_BLOC1S3,0_BNIP3L,0_BRD8,0_BSG,0_BTBD1,0_BTF3,0_C1orf159,0_C1orf198,0_C1orf226,0_C3orf14,0_C4BPA,0_C5orf46,0_CAB39L,0_CACNA1H,0_CALU,0_CAMKK2,0_CAMLG,0_CAMSAP1,0_CAND2,0_CANX,0_CAPZB,0_CASP10,0_CASP8,0_CBFA2T3,0_CBX4,0_CCDC102B,0_CCDC127,0_CCDC134,0_CCDC152,0_CCDC25,0_CCDC68,0_CCDC86,0_CCDC96,0_CCNL2,0_CCNT2,0_CD101,0_CD276,0_CD9,0_CDC16,0_CDH2,0_CDK17,0_CDK18,0_CDK2AP1,0_CDKL5,0_CDKN2A,0_CDKN2AIPNL,0_CES2,0_CES3,0_CHAC1,0_CHD1L,0_CHI3L2,0_CHMP4C,0_CHP2,0_CHRD,0_CHST11,0_CHST15,0_CHUK,0_CIB2,0_CIDEB,0_CIR1,0_CLDN4,0_CLPTM1L,0_CLYBL,0_CMPK1,0_CMTM1,0_CMTM3,0_CMTM4,0_CNOT1,0_CNOT2,0_CNTNAP1,0_COG8,0_COIL,0_COL4A3,0_COMT,0_COPA,0_COPS3,0_COX10,0_COX19,0_COX4I1,0_COX8A,0_COX8C,0_CPE,0_CPNE8,0_CPSF7,0_CPT2,0_CRBN,0_CREB3L4,0_CRISP3,0_CROT,0_CRP,0_CRTC2,0_CRYL1,0_CRYZL1,0_CSAD,0_CSPG4,0_CSRNP2,0_CSRNP3,0_CTAGE1,0_CTDP1,0_CTNNA1,0_CTSD,0_CTSH,0_CTTNBP2,0_CUEDC1,0_CUL7,0_CYB5D2,0_CYP1B1,0_DAAM2,0_DACT2,0_DAGLA,0_DAXX,0_DBNDD2,0_DCAF12L1,0_DCAF12L2,0_DCAF4,0_DCLK1,0_DCLK3,0_DCP1A,0_DCP2,0_DCUN1D3,0_DDIT4,0_DDR1,0_DDX19A,0_DDX41,0_DENR,0_DHRS7,0_DLG1,0_DLGAP4,0_DLX5,0_DMP1,0_DMTF1,0_DNAJB7,0_DNAJC2,0_DNAJC5,0_DNAJC7,0_DNAJC8,0_DNASE1L3,0_DPH1,0_DPP9,0_DPYS,0_DPYSL3,0_DSC1,0_DTNBP1,0_DUSP14,0_DUSP23,0_DUSP7,0_DVL3,0_EAPP,0_ECM2,0_EDN1,0_EEF1B2,0_EFCAB2,0_EFS,0_EIF2S3,0_EIF3H,0_EIF4A3,0_EIF4E,0_ELAC1,0_ELF4,0_ELMOD3,0_ELOVL7,0_EML4,0_EMX1,0_ENAH,0_ENPP3,0_ENTPD2,0_EP400,0_EPHA3,0_EPHX2,0_EPS15L1,0_EPSTI1,0_ERBB4,0_ERCC1,0_ERLIN2,0_ERN2,0_ESRP1,0_FABP7,0_FAF2,0_FAM104B,0_FAM156A,0_FAM172A,0_FAM20A,0_FAM47E,0_FAM81A,0_FAM89A,0_FAR2,0_FASTKD5,0_FBXO5,0_FBXO6,0_FCHSD1,0_FEN1,0_FGB,0_FGD6,0_FGF2,0_FGF9,0_FGG,0_FH,0_FHOD1,0_FIGN,0_FIGNL1,0_FLNB,0_FLRT3,0_FOXJ2,0_FRMD8,0_FSD1L,0_FTSJ1,0_FUCA1,0_FXYD3,0_G3BP1,0_G6PC,0_GAB3,0_GABPA,0_GALNT5,0_GALT,0_GAS1,0_GATAD2B,0_GBA2,0_GBP5,0_GC,0_GCC1,0_GCSH,0_GDA,0_GDI1,0_GFM1,0_GIMAP2,0_GIT2,0_GLB1,0_GLI2,0_GLIPR1,0_GLOD5,0_GLRX5,0_GLUD2,0_GMDS,0_GMFG,0_GMPR,0_GNA12,0_GNAI3,0_GNAT1,0_GNE,0_GOLGA4,0_GOT1,0_GPD2,0_GPR107,0_GPR132,0_GPR143,0_GRAMD1B,0_GRAMD1C,0_GRB7,0_GRHPR,0_GRIN2D,0_GRINA,0_GRSF1,0_GSK3B,0_GSR,0_GSTZ1,0_GTF2E2,0_GTF2I,0_GTPBP8,0_GUK1,0_HAL,0_HBP1,0_HCCS,0_HDAC3,0_HDHD2,0_HECTD1,0_HIBADH,0_HIBCH,0_HIF3A,0_HIP1R,0_HK1,0_HLA-DMA,0_HMGA2,0_HMGB1,0_HMGB2,0_HMGCR,0_HNRNPA1,0_HNRNPA3,0_HNRNPH1,0_HOXC13,0_HPCAL1,0_HS2ST1,0_HSD17B12,0_HSD17B3,0_HSD17B6,0_HSDL2,0_HSPA13,0_HSPA5,0_HSPA8,0_HTATSF1,0_HTR3B,0_HTT,0_HUWE1,0_ICAM1,0_IDH3A,0_IDUA,0_IFI35,0_IGF1R,0_IK,0_IL4I1,0_IL7,0_IMPACT,0_INO80D,0_INPP5A,0_IRF1,0_IRF3,0_ISCA2,0_JAKMIP2,0_JARID2,0_JKAMP,0_JPH2,0_JUP,0_KAT5,0_KCNE4,0_KCNJ15,0_KCNK6,0_KCTD16,0_KDM2A,0_KDM6B,0_KIF18A,0_KIF2A,0_KISS1R,0_KLC4,0_KLHL36,0_KLRB1,0_KRT19,0_KRT4,0_KYNU,0_L2HGDH,0_LAPTM5,0_LAYN,0_LBP,0_LENG8,0_LGI4,0_LGR5,0_LGR6,0_LIMA1,0_LIMK2,0_LIN7C,0_LMAN2L,0_LMO7,0_LNX2,0_LPIN3,0_LRCH2,0_LRRC3B,0_LRRC57,0_LRRN1,0_LRRN4CL,0_LSM6,0_MAGEA4,0_MAGEA8,0_MAGOH,0_MAN2B1,0_MAP3K1,0_MAP3K8,0_MAP3K9,0_MAP7,0_MAPK12,0_MAPK6,0_MAPK8,0_MARK2,0_MATK,0_MAVS,0_MBNL1,0_MCL1,0_MCM5,0_MCM7,0_MCM9,0_MCPH1,0_MDFIC,0_MDH2,0_MECP2,0_MEP1A,0_MGAT1,0_MGAT3,0_MGST1,0_MICAL3,0_MIER2,0_MINPP1,0_MLH1,0_MLLT3,0_MLX,0_MMP11,0_MOCS2,0_MPHOSPH10,0_MPV17L,0_MRPL1,0_MRPL49,0_MS4A6A,0_MSTN,0_MT1A,0_MT1E,0_MTAP,0_MYB,0_MYO18A,0_MYO1B,0_MYO9A,0_NAA10,0_NAA35,0_NAALADL1,0_NAF1,0_NAIP,0_NAV1,0_NBEA,0_NBN,0_NCK1,0_NCKAP1L,0_NCOA1,0_NDRG1,0_NDUFA5,0_NDUFAF2,0_NDUFS4,0_NEK1,0_NFE2,0_NFE2L2,0_NFIL3,0_NGEF,0_NIPA2,0_NKX2-2,0_NLE1,0_NLRP1,0_NME1-NME2,0_NMI,0_NMNAT3,0_NMUR1,0_NNMT,0_NPM1,0_NPTN,0_NR1H3,0_NR3C1,0_NRSN2,0_NSL1,0_NTRK3,0_NUDT1,0_NUDT16L1,0_NUDT5,0_NUDT9,0_NUP35,0_NUS1,0_NXF3,0_OCLN,0_OGFOD1,0_OGT,0_OLA1,0_OLFML1,0_OS9,0_OTP,0_P2RX4,0_P2RX6,0_PADI1,0_PAFAH1B1,0_PAIP2,0_PAK1IP1,0_PARD6A,0_PARP6,0_PAX9,0_PCDHB7,0_PCDHGA1,0_PCDHGC3,0_PCDHGC4,0_PCID2,0_PCYOX1L,0_PDCD6IP,0_PDCD7,0_PDE10A,0_PDHX,0_PDIA3,0_PDIA4,0_PDIA6,0_PDK1,0_PDLIM1,0_PELO,0_PFDN2,0_PFDN5,0_PFN2,0_PGLYRP2,0_PHF10,0_PHKA2,0_PHLDB1,0_PHYH,0_PIGR,0_PIP5K1A,0_PIP5K1C,0_PIWIL4,0_PKNOX2,0_PKP4,0_PLCD1,0_PLCG1,0_PLD6,0_PLEKHA2,0_PLEKHG3,0_PLK2,0_PLK3,0_PLRG1,0_PLXNB1,0_PML,0_PMPCA,0_PMPCB,0_PNCK,0_POLG,0_POLR1A,0_POLR2C,0_POLR2E,0_PON1,0_POU2F1,0_POU2F2,0_POU3F3,0_PPAT,0_PPIH,0_PPIL3,0_PPM1E,0_PPM1F,0_PPM1G,0_PPP1R13B,0_PPP2R2B,0_PPP4R2,0_PRDM11,0_PRDX4,0_PRICKLE4,0_PRKCD,0_PRRT3,0_PRTN3,0_PSMA5,0_PSMB3,0_PSMB9,0_PSMD14,0_PSME3,0_PTGES2,0_PTGIS,0_PTGS1,0_PTHLH,0_PTPN2,0_PTPN21,0_PTPN22,0_PTPN9,0_PTPRE,0_PXDN,0_PYCARD,0_PYCR1,0_QRSL1,0_RAB5A,0_RAB5C,0_RABGGTB,0_RABIF,0_RAC2,0_RAD23A,0_RAD51,0_RAD9B,0_RALGAPB,0_RANBP3L,0_RAP1GAP,0_RAPGEF3,0_RARB,0_RARG,0_RASL11A,0_RASSF4,0_RAVER2,0_RBBP8,0_RBM25,0_RBM26,0_RBM4B,0_RBMX2,0_RCC1,0_RCC2,0_RCCD1,0_RCOR3,0_RELL1,0_REN,0_RFX7,0_RGMA,0_RGS1,0_RIC3,0_RIC8B,0_RIT1,0_RMND1,0_RNASEH2C,0_RNASET2,0_RNF130,0_RNF139,0_RNF17,0_RNF180,0_RNF19A,0_RNPEP,0_RPGR,0_RPL10,0_RPL19,0_RPL24,0_RPL26,0_RPL28,0_RPL35,0_RPL41,0_RPN2,0_RPP38,0_RPS15,0_RPS6KB2,0_RSL1D1,0_RUFY1,0_RUVBL2,0_RXRB,0_S100A1,0_S100A13,0_SAA4,0_SACM1L,0_SAP30,0_SBNO1,0_SBNO2,0_SCD,0_SCML4,0_SDHD,0_SECISBP2,0_SEMA3A,0_SEMA4F,0_SERPINA4,0_SERPINB5,0_SERPINC1,0_SERTAD2,0_SETDB2,0_SF3A2,0_SFXN3,0_SGMS1,0_SH2B1,0_SH3BP5L,0_SH3GL1,0_SH3PXD2B,0_SIK3,0_SIKE1,0_SIM2,0_SIRPA,0_SIRT5,0_SKP2,0_SLC17A4,0_SLC23A2,0_SLC25A23,0_SLC27A4,0_SLC29A2,0_SLC2A9,0_SLC41A3,0_SLC43A2,0_SLC7A6OS,0_SMAD2,0_SMAP1,0_SMARCA5,0_SMC4,0_SMG6,0_SNAI2,0_SNN,0_SNRPB2,0_SNRPG,0_SNX15,0_SNX33,0_SOCS3,0_SP100,0_SPAG16,0_SPAG5,0_SPARC,0_SPATA18,0_SQLE,0_SRR,0_SSC5D,0_SSX2IP,0_ST8SIA1,0_STAB1,0_STARD13,0_STAT1,0_STAT3,0_STC2,0_STK36,0_STRBP,0_STT3A,0_STX4,0_STX6,0_SUCLG2,0_SYNGR2,0_SYNGR3,0_SYNRG,0_SYPL1,0_TACC2,0_TACO1,0_TAF7,0_TANK,0_TAP1,0_TBC1D13,0_TBC1D4,0_TBCA,0_TBL1XR1,0_TCF20,0_TCF25,0_TCP11L1,0_TEC,0_TERF2IP,0_TFDP2,0_TFE3,0_TGM2,0_THAP8,0_THBS1,0_THG1L,0_THOC1,0_THOC3,0_THUMPD2,0_THUMPD3,0_TIGD1,0_TIMM8A,0_TMCO1,0_TMED4,0_TMEM132E,0_TMEM14A,0_TMEM18,0_TMEM43,0_TMEM59L,0_TMEM70,0_TMPO,0_TMX4,0_TNFRSF1B,0_TNFRSF6B,0_TNFSF4,0_TNKS1BP1,0_TOE1,0_TOLLIP,0_TOP1MT,0_TPD52,0_TPM3,0_TPM4,0_TPPP,0_TPT1,0_TRABD,0_TRAK1,0_TRDMT1,0_TRIM52,0_TRIM69,0_TRIM8,0_TRMT5,0_TSG101,0_TSHR,0_TSR1,0_TST,0_TTC39C,0_TTC9C,0_TUBA1A,0_TUBD1,0_TXNRD2,0_TYMP,0_UBC,0_UBE2D4,0_UBE2F,0_UBE2G2,0_UBXN4,0_UBXN6,0_UCK1,0_UFC1,0_UGT1A6,0_UGT8,0_UNC93B1,0_UPK3B,0_UQCRC2,0_UQCRFS1,0_UROC1,0_USP39,0_USP4,0_UTP3,0_VAMP1,0_VASP,0_VEGFA,0_VGLL4,0_VKORC1,0_VPS18,0_VPS37B,0_VPS41,0_WASL,0_WDR33,0_WLS,0_WT1,0_WTAP,0_WWC1,0_XK,0_XKR9,0_XPNPEP1,0_XPO1,0_XRN2,0_YAP1,0_YWHAB,0_YWHAG,0_ZC3HC1,0_ZFAND5,0_ZFC3H1,0_ZFYVE1,0_ZHX2,0_ZIC1,0_ZNF133,0_ZNF135,0_ZNF219,0_ZNF22,0_ZNF280C,0_ZNF354B,0_ZNF384,0_ZNF433,0_ZNF511,0_ZNF514,0_ZNF608,0_ZNF768,0_ZNF853
0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,43,0,0,0,0,0,0,0,54,0,0,0,0,0,0,98,172,0,0,0,0,0,0,0,0,0,99,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,28,222,120,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,211,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,58,0,0,0,0,0,15,0,0,0,84,35,0,39,125,0,0,0,14,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,179,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,142,112,0,0,0,0,0,58,0,0,0,33,48,0,0,0,0,0,117,0,0,0,0,0,0,0,0,31,0,41,201,112,0,0,0,0,0,201,0,0,0,0,0,29,0,61,0,0,180,0,42,0,0,0,3,0,0,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,166,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,148,0,0,149,0,186,0,0,207,156,0,0,235,0,0,86,0,0,0,0,0,0,0,0,0,0,0,152,200,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,76,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,72,0,276,0,0,198,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,200,0,0,0,0,0,110,0,290,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,28,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,74,0,0,0,0,0,0,24,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,202,162,0,0,0,0,10,0,0,115,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,50,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,153,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,20,106,0,0,149,164,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2,0,0,1,1,0,0,2,1,0,0,0,2,1,0,1,2,1,1,0,1,0,1,3,1,0,4,3,2,0,0,0,6,0,8,0,0,1,0,0,0,1,3,1,0,1,0,0,1,1,4,1,0,1,0,1,1,2,1,1,2,0,0,0,1,0,4,0,0,0,2,1,0,2,0,0,2,1,4,3,4,0,1,5,2,0,1,1,0,2,9,2,0,1,0,1,0,2,1,0,0,1,0,0,0,1,2,1,0,1,3,4,1,1,1,2,7,0,1,1,5,0,1,2,0,2,1,1,2,1,1,25,0,2,4,0,6,1,1,1,1,6,0,7,0,2,1,0,0,1,0,2,2,0,0,0,1,0,0,0,4,0,0,1,0,4,1,3,6,1,1,0,1,1,0,0,2,3,1,0,2,4,1,1,4,2,0,0,0,0,1,2,0,0,0,2,0,7,1,3,2,0,20,0,0,1,1,0,0,0,1,0,9,0,0,1,2,0,2,1,0,0,0,2,0,8,3,2,3,2,0,0,1,0,1,1,0,1,0,3,1,10,1,1,1,1,1,0,4,4,2,1,1,0,3,0,9,0,1,1,1,1,0,1,0,0,1,1,2,6,0,5,0,6,0,0,8,1,0,0,1,1,2,1,0,3,2,0,0,2,0,2,0,0,0,1,0,1,2,0,0,2,1,0,18,1,0,0,0,1,0,11,1,0,0,0,1,0,14,0,7,4,3,5,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,3,0,0,0,1,0,0,2,0,0,0,0,1,11,1,1,1,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1,0,1,3,0,0,3,0,1,0,0,1,1,1,0,2,1,0,0,0,10,1,3,1,1,0,0,10,0,0,0,0,0,1,1,1,1,1,5,2,0,0,1,0,1,1,0,0,1,0,2,1,2,0,0,5,0,0,0,2,0,2,3,2,0,0,1,2,1,1,2,6,1,1,0,0,1,2,0,1,4,1,0,4,5,1,1,1,0,1,0,3,1,2,0,1,0,1,1,1,1,2,1,1,2,0,0,1,2,2,0,2,0,0,1,0,1,1,0,1,1,1,0,6,0,2,0,1,0,0,1,0,0,0,0,0,1,5,1,0,2,0,0,1,3,1,0,0,65,0,0,2,0,6,2,1,19,0,2,1,3,2,0,0,0,1,0,0,1,0,2,1,0,1,4,0,1,1,1,0,3,0,1,2,1,0,1,8,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,13,0,2,1,1,0,3,1,1,0,2,0,1,0,0,0,2,1,1,0,1,1,3,2,6,2,1,1,0,5,0,1,0,1,0,0,0,1,3,0,0,2,0,1,1,1,1,0,2,1,0,1,2,0,22,2,3,1,1,0,1,0,0,1,9,0,1,4,5,0,2,1,1,0,0,0,0,1,1,1,0,2,0,0,0,1,1,0,2,0,0,2,0,0,1,2,2,1,1,0,1,0,3,2,15,2,4,0,0,0,0,0,1,2,1,0,2,0,0,0,0,1,1,0,0,0,1,1,4,0,0,4,1,0,2,1,1,2,3,4,2,0,1,0,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,2,3,1,1,0,0,2,2,0,0,1,9,0,1,1,1,0,0,1,0,3,2,0,4,0,0,5,0,0,8,8,0,1,1,0,2,1,1,2,0,1,0,1,1,0,1,2,0,1,1,0,1,1,2,0,2,0,1,0,2,1,0,0,0,2,12,0,1,1,2,1,1,1,1,5,0,0,1,4,1,0,0,0,1,1,1,1,2,1,0,0,0,0,4,0,1,1,1,3,1,2,0,0,0,0,3,1,7,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,4,1,0,2,1,2,0,0,8,1,2
200,4,1,0,2,1,0,0,2,2,0,1,0,3,2,2,1,1,2,1,1,0,2,1,4,1,1,1,1,1,1,0,0,4,0,6,0,1,1,1,0,0,1,3,2,1,1,1,1,2,1,3,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,4,0,0,0,2,1,1,2,1,0,1,2,5,1,1,0,3,3,1,2,1,0,1,2,4,1,0,5,0,0,0,1,0,0,1,0,3,1,1,1,3,1,1,1,3,2,0,0,1,0,3,1,0,1,5,0,0,2,0,1,2,0,0,2,1,20,0,2,2,1,8,1,1,1,0,11,1,6,0,1,1,0,0,0,0,2,2,0,0,0,1,1,0,2,4,0,0,2,0,3,1,2,6,1,3,0,0,0,1,0,1,1,0,0,1,0,2,1,3,1,1,2,0,0,1,3,0,0,0,1,0,8,1,3,2,0,19,0,0,0,2,0,0,0,0,1,4,0,2,2,1,0,1,1,0,1,0,1,0,12,4,1,1,1,0,1,2,0,2,1,0,1,1,3,2,3,0,2,1,1,2,1,6,5,1,0,1,0,0,0,7,0,1,1,0,1,0,0,0,0,1,0,1,8,0,8,0,4,0,0,9,1,0,3,2,0,0,1,0,2,2,0,0,3,0,1,0,0,0,1,0,1,1,0,3,0,0,0,11,2,1,0,0,1,1,17,0,0,0,0,0,0,11,1,9,2,1,3,1,0,1,1,0,0,0,1,4,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0,1,2,1,0,1,1,0,2,4,0,0,3,0,1,21,3,0,0,1,0,0,0,0,0,2,0,1,2,3,0,2,0,1,0,0,5,0,0,4,0,1,0,1,1,1,1,1,2,1,0,0,0,9,1,2,2,0,0,0,7,1,1,0,1,0,0,0,1,1,1,5,3,1,0,0,0,0,0,1,0,1,0,1,0,1,2,1,4,0,0,0,4,0,4,5,2,0,0,0,0,1,1,2,7,1,0,0,0,1,0,0,0,4,0,1,8,3,3,1,3,0,1,0,3,0,2,1,2,1,2,0,1,1,0,1,1,5,0,1,0,1,1,0,0,0,0,3,0,0,0,1,2,1,1,0,3,0,1,1,0,0,1,0,1,0,0,0,1,0,6,0,1,3,1,1,1,1,1,1,1,58,1,0,2,0,2,1,0,16,1,3,1,2,1,1,0,0,0,1,0,1,0,1,2,0,1,6,1,1,0,1,1,1,0,1,1,1,0,1,5,1,1,0,0,0,1,0,0,5,0,1,0,1,0,1,1,1,12,0,3,0,1,0,0,1,1,0,1,0,1,1,0,0,2,1,1,0,4,0,2,2,7,3,4,1,0,4,0,1,0,2,2,0,0,1,1,1,0,0,0,1,1,1,1,1,1,3,1,0,3,1,23,2,2,1,1,1,0,0,0,1,3,0,1,1,6,0,1,1,2,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,0,2,2,0,3,0,2,4,0,2,0,1,0,3,1,11,0,3,0,0,0,1,1,2,3,1,1,4,0,0,1,0,2,2,0,0,1,1,1,3,0,1,5,0,2,2,1,0,2,1,7,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,2,2,0,0,0,0,0,1,1,1,2,11,1,1,3,0,1,2,2,0,1,2,1,2,0,0,2,0,0,7,5,2,0,2,0,2,1,1,2,0,1,0,0,1,0,1,2,0,1,1,0,1,1,2,2,1,0,1,0,4,1,1,0,1,3,5,1,0,1,0,3,2,1,0,4,1,0,1,2,1,0,0,0,1,0,0,1,2,1,0,0,1,1,1,0,0,0,1,5,2,2,1,2,0,0,5,1,3,0,3,1,1,0,2,1,1,1,1,0,3,1,0,0,5,1,0,0,1,3,1,0,3,1,3
300,2,1,0,3,0,1,0,0,2,1,1,1,2,0,1,1,2,2,1,3,0,4,0,4,1,1,1,1,1,1,0,0,2,0,8,0,1,1,1,0,0,1,5,2,1,2,0,0,2,2,3,0,1,0,0,0,2,0,0,2,2,0,2,0,0,2,3,0,0,1,2,1,1,2,4,0,1,1,6,0,0,0,5,3,2,2,0,1,1,5,4,0,0,3,0,0,1,0,0,2,1,0,1,1,1,1,3,0,1,2,3,2,0,2,2,0,3,1,0,1,5,0,0,2,0,3,2,0,0,1,1,14,0,0,3,1,5,3,2,1,0,17,1,7,1,2,1,1,1,0,0,2,2,0,1,0,1,3,0,2,1,0,0,1,1,2,0,2,5,1,2,1,0,0,1,1,0,0,0,0,1,0,2,1,3,0,1,2,1,0,1,2,0,0,0,0,0,3,0,8,0,1,22,1,1,0,2,0,1,2,0,0,3,1,1,1,3,0,1,1,0,1,0,1,1,10,3,1,1,2,0,1,0,0,2,1,0,1,1,1,2,3,0,2,1,1,2,2,7,5,1,0,1,0,0,0,6,0,2,0,0,1,2,0,0,1,0,0,1,7,1,5,0,2,0,0,6,1,0,2,4,0,0,1,1,2,2,0,0,1,0,0,2,0,0,2,1,1,1,0,2,0,0,1,11,0,1,1,0,1,0,22,0,1,1,0,0,1,11,1,6,1,1,2,0,0,2,0,1,1,1,0,4,1,0,1,1,1,0,0,1,1,0,0,0,1,1,2,0,2,1,0,0,0,1,1,3,2,1,0,2,0,1,24,2,0,0,1,0,1,1,1,0,1,0,1,3,4,0,2,0,1,1,0,6,1,3,3,2,2,0,1,0,0,1,0,1,0,0,0,0,9,1,5,2,0,1,0,10,0,2,0,0,1,0,0,1,1,2,4,4,0,1,0,0,0,0,2,0,0,0,1,0,2,4,2,1,0,1,1,1,0,1,3,2,0,2,0,0,1,1,1,5,3,0,0,1,0,0,0,0,3,0,0,6,3,4,1,2,1,0,0,1,0,3,1,3,0,3,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,2,0,0,0,0,4,0,2,0,4,1,2,1,0,1,1,0,2,0,0,0,0,0,8,0,1,4,1,1,0,1,1,1,1,41,1,1,2,1,3,0,0,13,1,0,1,1,0,1,1,1,0,0,1,3,1,1,3,1,0,8,1,1,0,1,1,1,1,1,0,1,0,1,2,0,2,1,1,2,1,2,0,4,0,0,0,2,2,0,1,1,11,0,4,0,1,0,0,1,3,1,1,0,1,1,0,0,2,0,1,0,2,0,2,4,8,3,2,0,1,5,0,1,0,1,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,4,0,0,3,1,18,2,1,1,1,0,0,0,0,0,2,0,1,0,8,0,0,0,2,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,3,0,3,1,0,4,0,0,1,0,0,0,1,2,3,0,9,1,2,1,0,0,1,1,3,2,1,1,2,0,0,1,1,5,5,1,0,1,3,1,2,1,1,3,1,1,1,1,0,4,1,5,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,2,1,0,0,2,0,1,0,0,2,7,0,1,3,0,1,1,1,1,1,2,1,2,2,1,2,0,1,6,8,2,1,2,0,0,1,6,1,0,0,2,0,0,1,0,0,0,1,0,0,1,1,2,2,1,0,1,0,3,1,1,1,1,1,3,0,0,1,0,2,1,1,0,5,0,0,1,3,1,1,0,0,1,1,0,1,6,1,0,0,1,2,1,1,0,0,1,3,1,2,2,2,0,0,5,1,4,0,2,1,1,1,2,1,2,2,1,0,5,0,0,0,3,1,0,0,1,4,0,1,3,1,2
