gen,0_ABHD14A,0_ABTB2,0_ACAA2,0_ACADL,0_ACAT1,0_ACP1,0_ACSL1,0_ACSS1,0_ACY1,0_ADA,0_ADAM17,0_ADAM33,0_ADAMTSL4,0_ADCY2,0_ADCY4,0_AGPAT4,0_AHNAK2,0_AIMP2,0_AKAP8,0_ALAS1,0_ALB,0_ALDH1L2,0_ALDH4A1,0_ALG6,0_AMFR,0_AMZ2,0_ANAPC7,0_ANGPTL1,0_ANK3,0_ANKHD1,0_ANLN,0_ANP32E,0_ANXA3,0_AP4S1,0_APEH,0_ARFGAP2,0_ARFGEF1,0_ARGLU1,0_ARHGEF2,0_ARHGEF35,0_ARHGEF5,0_ARL10,0_ARL6IP6,0_ARPC2,0_ARPC3,0_ARPC5,0_ASAH1,0_ASRGL1,0_ATAD3B,0_ATF4,0_ATG16L1,0_ATP13A3,0_ATP6V1D,0_ATP8A1,0_AUP1,0_AWAT2,0_B3GALNT2,0_B3GNT9,0_B3GNTL1,0_B4GALNT2,0_B4GALT6,0_BAIAP2L2,0_BAZ1A,0_BCAT2,0_BCL2L1,0_BCL2L10,0_BCL2L14,0_BGN,0_BHMT2,0_BIK,0_BIRC3,0_BIRC5,0_BLZF1,0_BNIP3,0_BRDT,0_C11orf80,0_C1orf198,0_C2orf49,0_C4BPA,0_C5orf24,0_C5orf46,0_CAD,0_CAMK4,0_CANT1,0_CANX,0_CASP8,0_CASP9,0_CBWD1,0_CC2D1A,0_CCAR1,0_CCDC12,0_CCDC127,0_CCDC51,0_CCDC88C,0_CCNB2,0_CCNT2,0_CCR4,0_CD44,0_CDC25C,0_CDC27,0_CDC6,0_CDH2,0_CDKN2AIPNL,0_CDKN2C,0_CEP55,0_CFB,0_CFHR1,0_CHCHD6,0_CHD1L,0_CHI3L2,0_CHRDL1,0_CHST15,0_CKS1B,0_CLDN8,0_CLK2,0_CLYBL,0_CMTM1,0_CMTM3,0_CNST,0_CNTN2,0_COG1,0_COG8,0_COL1A1,0_COL1A2,0_COL4A3,0_COL6A2,0_COPS4,0_COQ2,0_COQ9,0_COX18,0_COX4I1,0_CPNE5,0_CPSF2,0_CPSF7,0_CRISPLD2,0_CROT,0_CRTC1,0_CS,0_CSAD,0_CSNK1G3,0_CSTF3,0_CTR9,0_CTSZ,0_CUEDC1,0_CUL5,0_CUTC,0_CWC22,0_CX3CL1,0_CYB5D2,0_CYP2R1,0_CYTH4,0_DAGLA,0_DBNDD2,0_DCAF12L1,0_DDRGK1,0_DEDD,0_DEF8,0_DENR,0_DEPDC1,0_DEPDC1B,0_DERL3,0_DEXI,0_DGCR8,0_DGKG,0_DHX30,0_DLD,0_DMXL2,0_DNAJB7,0_DNAJC12,0_DNAJC18,0_DNAJC25,0_DNAJC5,0_DNASE1L3,0_DPH5,0_DPYSL3,0_DR1,0_DUS4L,0_DUSP14,0_DUSP19,0_DUSP8,0_DZIP1L,0_EEF1B2,0_EFCAB2,0_EFHC1,0_EFS,0_EGFL7,0_EHBP1,0_EIF2B4,0_EIF2S2,0_EIF3E,0_EIF3I,0_EIF4E,0_EIF4EBP1,0_EME1,0_ENAH,0_ENDOD1,0_ENHO,0_ENPEP,0_ENPP3,0_ENPP5,0_EPHX2,0_EPS8,0_ERCC1,0_ERGIC1,0_ERGIC2,0_ERGIC3,0_EXTL3,0_F2RL1,0_FABP3,0_FABP7,0_FADS1,0_FAF2,0_FAHD1,0_FAM104A,0_FAM160A1,0_FAM171A1,0_FAM193B,0_FAM32A,0_FAM53B,0_FBL,0_FBP1,0_FBXO5,0_FBXO6,0_FBXW7,0_FCHO1,0_FGB,0_FGR,0_FH,0_FIGN,0_FIS1,0_FKBP5,0_FLAD1,0_FLT4,0_FRAT1,0_FRK,0_FRRS1,0_FSD1L,0_FXN,0_FXYD3,0_FZD3,0_GALNT2,0_GCAT,0_GCC1,0_GCK,0_GCLC,0_GDF15,0_GEN1,0_GLB1,0_GLG1,0_GMCL1,0_GMFB,0_GMIP,0_GNAT1,0_GOLGA3,0_GOT1,0_GPC4,0_GPHN,0_GPR132,0_GPR143,0_GPR63,0_GPRC5D,0_GRAMD1C,0_GREM2,0_GRK5,0_GRPEL2,0_GSS,0_GSTA1,0_GTF2E2,0_GTF3C6,0_GTPBP8,0_GYS1,0_HADH,0_HADHA,0_HAGH,0_HAL,0_HAND2,0_HCCS,0_HDAC10,0_HDHD3,0_HELZ,0_HESX1,0_HINT2,0_HIVEP3,0_HLA-DQA1,0_HLA-DRB1,0_HMGA2,0_HMGB1,0_HMGCL,0_HMGN1,0_HMGN2,0_HNRNPH2,0_HNRNPL,0_HP,0_HPCAL1,0_HPR,0_HPS3,0_HSD17B6,0_HSD17B8,0_HSPA13,0_HSPA6,0_HTRA3,0_HTT,0_HUS1,0_IDH3A,0_IDI1,0_IDUA,0_IER3IP1,0_IFRD2,0_IFT20,0_IL15RA,0_IL23A,0_ILF3,0_ILVBL,0_INPP5B,0_INTS8,0_INTU,0_IRAK3,0_IRF1,0_IRF7,0_ISG20L2,0_ITGB5,0_ITIH3,0_JARID2,0_JMJD6,0_JUP,0_KAT5,0_KBTBD8,0_KCNG1,0_KCNK6,0_KCTD16,0_KDELR2,0_KDM6B,0_KHDRBS1,0_KHSRP,0_KIAA1841,0_KIF11,0_KIF16B,0_KIF18A,0_KIF1B,0_KIF2A,0_KIF4A,0_KIF4B,0_KISS1R,0_KLHL20,0_KLHL25,0_KNTC1,0_L2HGDH,0_LARS2,0_LBP,0_LBR,0_LDHD,0_LEMD2,0_LENG8,0_LGI4,0_LGMN,0_LHX6,0_LIG3,0_LIMK2,0_LINS1,0_LMAN1,0_LMAN2L,0_LMNB1,0_LPIN3,0_LRBA,0_LRCH2,0_LRG1,0_LRP5,0_LRPPRC,0_LRRFIP1,0_LSM12,0_LSR,0_LTV1,0_LUC7L3,0_LUZP1,0_LY75,0_LYPLAL1,0_MACC1,0_MAF,0_MAGEA8,0_MAOB,0_MAP3K12,0_MAPK8IP3,0_MAPKAP1,0_MAPKAPK2,0_MAZ,0_MCAT,0_MECR,0_MED27,0_MEF2D,0_MEGF9,0_MFSD6,0_MICAL2,0_MIPEP,0_MLLT3,0_MLPH,0_MMGT1,0_MMP2,0_MPV17L,0_MRI1,0_MS4A6A,0_MSN,0_MSTO1,0_MTA3,0_MTDH,0_MTHFD1,0_MTSS1,0_MYO5B,0_NAALAD2,0_NANOS1,0_NAP1L1,0_NAV1,0_NCBP1,0_NCK1,0_NDRG1,0_NDUFA10,0_NDUFA4,0_NDUFA5,0_NDUFA9,0_NDUFAF3,0_NDUFB1,0_NDUFB2,0_NDUFB8,0_NDUFS2,0_NECAP2,0_NEDD1,0_NEUROD1,0_NF2,0_NFIL3,0_NFKBIE,0_NGLY1,0_NID2,0_NIPAL3,0_NKX2-2,0_NLN,0_NLRP1,0_NME1,0_NNT,0_NOL11,0_NOP56,0_NOP58,0_NOXO1,0_NPM1,0_NPR3,0_NR5A2,0_NRBP1,0_NRSN2,0_NTRK3,0_NUBP1,0_NUP50,0_NUP62,0_NUS1,0_NXF3,0_OFD1,0_OLA1,0_ONECUT2,0_OPTN,0_OSBP,0_OSBPL1A,0_PADI1,0_PAG1,0_PAICS,0_PAM,0_PCDHGA1,0_PCDHGA12,0_PCDHGA8,0_PCDHGB3,0_PCDHGB5,0_PCGF3,0_PCK1,0_PDE3A,0_PDHA1,0_PDIA3,0_PDIA4,0_PDIA6,0_PDK2,0_PDP2,0_PDPK1,0_PFDN4,0_PFDN5,0_PGLYRP2,0_PGS1,0_PHF12,0_PHKA2,0_PHLDA3,0_PI4KB,0_PIGL,0_PIK3CG,0_PILRB,0_PIN1,0_PINK1,0_PINX1,0_PIP4K2A,0_PITPNM2,0_PJA1,0_PKD2L2,0_PKIB,0_PKNOX2,0_PLA2G5,0_PLCXD1,0_PLEKHG1,0_PLIN2,0_PLRG1,0_PLS1,0_PMS2,0_PNCK,0_PNPLA4,0_PNPLA8,0_POMP,0_PON2,0_POR,0_PPA2,0_PPFIBP2,0_PPIB,0_PPM1G,0_PPP1R11,0_PPP1R13B,0_PPP1R3B,0_PPP1R9B,0_PPP2R2C,0_PRC1,0_PRCP,0_PRDX2,0_PRDX4,0_PRKAR1B,0_PRODH2,0_PRPF38B,0_PRPF39,0_PRRC1,0_PRTFDC1,0_PSKH1,0_PSMA1,0_PSMA4,0_PSMB1,0_PSMD12,0_PSMD13,0_PSMD4,0_PTGES2,0_PTGS1,0_PTPRE,0_PTPRJ,0_PUM2,0_PXDN,0_PYCR1,0_QRICH1,0_R3HDM2,0_RAB13,0_RAB1B,0_RAB25,0_RAB9B,0_RABEP1,0_RABIF,0_RAD54L,0_RAD9B,0_RANBP3L,0_RANBP6,0_RAP1GAP,0_RARB,0_RARG,0_RASD2,0_RASGRF1,0_RASSF4,0_RAVER2,0_RBL1,0_RBM15,0_RBM38,0_RBMX2,0_RC3H1,0_RCC1,0_RCC2,0_REN,0_RFC4,0_RFX7,0_RGL2,0_RGS7BP,0_RHOT1,0_RIOK1,0_RNASEH2B,0_RNF123,0_RNF139,0_RNF7,0_RPGR,0_RPL13,0_RPL23,0_RPL27A,0_RPLP0,0_RPS14,0_RPS27A,0_RPS6KB1,0_RPS7,0_RTN4IP1,0_RUFY3,0_RXRB,0_SAA4,0_SAMHD1,0_SAP30,0_SAP30BP,0_SAR1A,0_SARDH,0_SART3,0_SBNO2,0_SCARF2,0_SCLT1,0_SDC4,0_SDCBP,0_SDCBP2,0_SECISBP2L,0_SEMA3A,0_SEMA4F,0_SEMA5A,0_SERPINA3,0_SERPINB5,0_SERPINF2,0_SERPINH1,0_SESTD1,0_SETD5,0_SETD7,0_SEZ6L2,0_SGMS1,0_SH3RF1,0_SHC1,0_SHROOM3,0_SIK2,0_SIM2,0_SIRPA,0_SIX5,0_SLC12A7,0_SLC16A1,0_SLC17A4,0_SLC25A11,0_SLC25A23,0_SLC25A38,0_SLC26A2,0_SLC29A2,0_SLC2A9,0_SLC39A9,0_SLC7A1,0_SLC7A5,0_SLC7A6OS,0_SLC9A2,0_SMC4,0_SMG6,0_SMOX,0_SNX10,0_SNX12,0_SPAG5,0_SPG11,0_SRRM1,0_SSB,0_SSR3,0_ST3GAL2,0_STAT3,0_STBD1,0_STEAP3,0_STK38,0_STOM,0_STOML1,0_STRAP,0_STX3,0_STX4,0_SUMO2,0_SUOX,0_SURF6,0_SYNGR1,0_SYNJ2,0_SYNJ2BP,0_TADA1,0_TADA2B,0_TADA3,0_TAF12,0_TAF1A,0_TAF9B,0_TAPBP,0_TARDBP,0_TBC1D4,0_TBC1D9B,0_TBCA,0_TBCC,0_TBCE,0_TBL1XR1,0_TCEA1,0_TCF4,0_TCOF1,0_TES,0_TFAP4,0_TFE3,0_TGFA,0_TGM2,0_THOC2,0_THTPA,0_TIGD1,0_TIPRL,0_TJP2,0_TLE1,0_TLR3,0_TM2D1,0_TMED2,0_TMEM115,0_TMEM116,0_TMEM131,0_TMEM132E,0_TMEM139,0_TMEM14A,0_TMEM184C,0_TMEM25,0_TMEM72,0_TMEM87B,0_TMEM9B,0_TMLHE,0_TMPRSS2,0_TNC,0_TNFAIP3,0_TOP2A,0_TPD52,0_TPM4,0_TPT1,0_TRAF3IP2,0_TRAK1,0_TRIB2,0_TRIB3,0_TRIM22,0_TRIM27,0_TRIM35,0_TRIM52,0_TSEN15,0_TSHR,0_TSHZ3,0_TSKU,0_TSPAN1,0_TSR1,0_TTC17,0_TTC30A,0_TTC39C,0_TTC9C,0_TTLL1,0_TTLL11,0_TUBD1,0_TUBGCP3,0_TXNRD2,0_U2AF1L4,0_UACA,0_UBAP2,0_UBB,0_UBE2H,0_UBE2L6,0_UBE3C,0_UBXN6,0_UCP2,0_UCP3,0_UGGT1,0_UNC5B,0_UPB1,0_UPK3B,0_UQCRC1,0_URM1,0_USF1,0_USP2,0_USP39,0_VAPA,0_VAPB,0_VEGFA,0_VEZT,0_VPS18,0_VPS37B,0_VPS4A,0_WDR19,0_WDR33,0_WDR47,0_WDR53,0_WDR61,0_WT1,0_XAF1,0_XK,0_XKR9,0_XPO1,0_YBX1,0_YTHDC2,0_YWHAQ,0_ZDHHC15,0_ZDHHC17,0_ZDHHC5,0_ZMYM4,0_ZNF146,0_ZNF251,0_ZNF267,0_ZNF318,0_ZNF37A,0_ZNF384,0_ZNF433,0_ZNF514
0,0,0,0,176,0,0,0,0,0,0,0,261,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,232,0,308,0,0,144,0,0,226,65,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,80,0,0,0,0,175,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,230,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,153,0,0,0,0,144,0,0,0,0,0,89,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,344,0,0,0,200,0,0,0,379,259,0,0,31,0,15,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,151,0,53,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,49,0,0,0,0,0,387,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,390,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,197,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,0,4,60,0,0,6,2,3,2,0,133,0,172,0,0,1,0,2,1,1,3,0,6,1,4,0,1,1,7,4,2,13,5,0,0,1,5,1,10,0,0,1,0,0,5,1,2,1,0,4,4,1,0,0,5,9,0,2,2,1,1,1,2,0,83,1,0,7,3,1,0,2,1,2,2,2,3,1,0,37,0,16,0,0,0,2,0,1,0,1,0,1,1,0,1,13,0,1,1,0,68,0,286,1,0,49,1,1,97,18,0,0,0,0,0,1,1,0,3,10,5,0,1,0,0,0,0,2,3,1,0,0,1,0,3,2,0,2,0,4,1,1,2,0,2,0,1,3,1,2,1,1,66,0,0,0,1,0,0,0,0,2,19,0,0,5,1,84,1,0,2,105,0,0,1,0,1,0,1,2,3,1,1,0,1,1,1,2,0,1,3,1,2,2,1,1,1,0,6,2,1,5,0,2,0,2,2,0,17,0,1,0,1,7,2,1,1,2,0,0,1,6,1,0,40,7,1,0,1,0,0,2,2,1,4,2,4,0,0,0,0,1,2,5,3,3,2,1,0,13,0,3,0,0,0,0,0,64,0,0,2,54,0,4,2,23,0,0,1,0,0,3,0,0,0,3,1,1,2,1,0,2,0,2,51,3,0,1,0,0,4,3,2,0,1,31,1,7,0,0,1,0,3,1,10,3,2,1,2,0,0,0,0,0,3,0,0,0,0,0,25,1,3,0,1,1,1,2,281,0,1,0,1,1,0,0,54,2,0,0,0,26,3,0,0,2,8,7,0,1,0,85,0,1,1,0,0,12,2,3,6,0,0,163,1,1,1,0,2,0,1,0,1,1,1,31,2,0,1,4,0,0,1,0,1,1,4,1,4,1,0,0,0,22,1,1,27,3,0,0,28,1,0,3,1,1,3,1,2,1,0,0,1,2,0,3,0,0,4,0,0,0,3,1,1,3,3,0,2,1,1,1,0,1,0,1,0,1,0,0,3,1,2,1,1,63,0,0,1,1,4,6,1,172,0,1,0,54,0,0,0,311,64,16,1,1,1,0,0,1,0,0,5,0,1,1,2,1,80,1,0,0,2,1,0,2,4,1,10,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,4,3,0,0,1,1,1,0,4,2,1,7,3,2,1,0,0,2,0,2,0,0,4,0,0,0,1,0,3,0,1,3,1,146,2,1,0,0,3,0,0,1,1,0,84,1,1,0,0,0,0,3,0,7,0,0,0,0,1,0,25,1,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,1,3,0,0,8,1,0,0,0,0,0,0,0,0,4,0,0,0,0,127,0,1,27,0,3,0,1,0,2,0,5,0,0,94,0,0,0,0,1,10,0,0,0,0,0,20,0,1,0,0,1,6,0,0,0,1,0,259,1,0,1,1,11,8,0,39,1,0,1,0,2,0,1,0,1,2,2,1,0,4,0,1,1,0,0,1,2,0,0,0,1,0,1,4,0,0,0,0,0,2,3,3,1,0,0,3,1,1,0,0,1,0,129,2,7,0,73,1,8,1,0,1,1,3,0,0,2,0,1,1,0,0,1,1,0,0,0,0,6,1,51,0,1,1,1,6,0,2,4,0,0,0,0,9,2,2,3,0,0,0,0,2,0,86,249,1,0,0,126,0,0,0,0,1,2,0,1,1,1,0,5,0,22,0,66,81,0,2,0,3,2,0,3,0,0,1,1,1,0,3,0,0
200,0,1,2,59,0,0,7,1,3,1,1,141,0,158,0,0,1,1,0,0,2,1,0,7,2,4,0,0,2,8,1,2,9,6,1,0,0,2,0,5,2,0,0,0,0,5,0,3,0,0,7,8,0,0,0,5,8,1,4,2,1,0,0,2,0,82,1,1,7,3,1,1,2,1,3,6,4,2,0,0,36,0,18,1,1,0,4,1,0,0,0,0,1,0,1,2,13,0,2,0,0,62,1,273,2,1,51,0,2,93,15,1,0,0,1,1,0,0,1,2,10,5,1,0,0,2,0,0,3,4,1,1,0,1,0,2,2,2,1,0,2,0,0,2,0,3,0,0,4,1,2,0,0,71,1,0,1,0,1,2,0,1,2,18,2,0,6,1,84,0,0,1,109,0,0,2,1,1,0,1,0,2,0,1,1,1,0,1,3,0,1,2,0,11,4,3,1,1,1,4,2,2,3,1,1,0,1,1,0,13,1,0,0,3,8,2,1,1,2,0,1,3,6,0,1,41,8,1,0,0,0,0,1,6,0,5,4,4,0,0,2,1,0,2,3,2,1,1,3,0,11,0,2,0,0,1,0,0,54,0,0,4,46,0,5,2,15,0,1,1,2,0,2,0,1,0,4,1,1,4,0,0,0,0,2,47,0,2,0,0,4,6,3,2,0,1,28,0,4,1,3,1,1,3,0,7,2,2,0,2,1,2,1,0,3,1,1,0,0,2,1,24,0,2,1,1,0,2,1,271,1,1,1,0,1,0,0,64,2,2,0,0,23,3,1,0,2,9,3,0,1,0,86,0,1,0,1,0,12,0,4,6,0,0,151,1,0,1,0,2,0,1,0,2,0,1,25,2,0,1,5,0,0,0,0,0,0,2,0,4,1,4,1,1,23,1,0,24,3,0,1,44,1,1,2,1,1,2,0,5,0,1,0,0,1,0,3,0,0,2,1,0,1,1,1,0,1,1,0,4,1,1,1,0,0,0,0,0,1,1,0,2,1,2,0,0,78,1,2,0,0,3,4,1,175,1,2,0,57,0,0,0,314,65,14,2,3,1,0,1,1,0,1,2,0,1,1,0,0,80,3,2,0,1,0,0,2,5,1,7,0,1,0,0,1,3,0,0,0,1,0,1,0,2,3,1,0,2,1,3,2,0,0,2,0,1,1,3,0,1,6,2,2,1,0,1,3,0,2,0,0,4,0,0,0,0,0,4,1,1,6,0,138,3,3,0,2,5,0,0,2,0,0,73,0,2,0,0,0,0,2,0,9,0,0,1,0,3,1,20,2,0,0,2,1,1,2,0,0,2,1,0,0,0,2,0,0,2,1,1,0,5,0,0,1,1,1,1,0,0,0,5,0,0,0,2,116,1,2,33,0,3,0,2,0,1,3,5,0,0,96,0,3,0,1,0,14,0,1,0,0,2,24,0,1,0,0,0,8,1,1,0,0,0,266,1,1,1,2,11,8,1,40,1,0,1,0,2,0,1,0,0,1,3,0,0,5,0,2,0,2,0,0,3,1,0,1,1,1,1,2,1,0,0,0,0,3,2,3,1,0,0,4,2,0,0,1,1,4,129,1,6,0,72,0,6,1,0,0,0,4,0,0,1,0,1,1,0,1,0,1,0,0,0,1,5,0,51,1,2,1,1,3,0,1,3,0,0,0,0,8,1,4,4,1,0,0,0,3,0,77,243,1,1,0,130,1,0,3,0,1,1,0,2,2,2,0,7,0,17,1,66,78,0,1,0,1,4,1,2,0,1,0,0,0,2,4,1,0
300,0,2,2,60,1,1,5,1,4,0,0,140,1,156,0,0,1,1,0,0,1,2,0,9,1,3,0,0,1,6,1,2,6,8,0,0,0,2,0,5,1,1,0,0,0,4,0,3,0,0,3,6,0,1,2,4,13,1,2,3,2,0,0,1,1,75,0,2,5,2,2,1,4,1,1,5,3,2,0,1,27,0,14,2,1,1,7,6,0,0,0,1,1,0,1,3,7,0,2,0,2,79,1,250,2,1,62,0,2,90,21,3,0,0,1,1,0,0,2,2,11,6,0,0,1,2,1,0,3,4,2,1,0,0,1,2,1,0,2,1,0,0,0,0,1,3,0,0,2,0,2,0,0,66,1,0,1,0,4,2,0,3,1,19,1,1,6,1,93,0,1,2,92,0,1,2,0,3,0,2,0,5,0,3,1,1,0,1,2,0,2,2,2,19,4,4,0,2,2,1,2,3,2,1,0,0,1,2,0,15,0,0,0,3,4,2,0,1,1,0,1,4,9,0,0,34,8,1,0,0,0,1,0,5,0,3,3,5,0,1,2,1,0,3,0,2,0,0,1,0,12,0,2,0,1,1,0,0,51,0,1,3,48,0,6,1,12,0,1,5,1,1,2,0,1,1,4,0,4,3,0,0,0,1,1,48,0,1,0,0,3,7,4,3,1,2,29,0,3,1,4,2,0,1,0,4,0,3,0,2,0,2,3,1,9,1,0,0,0,3,0,27,0,1,0,0,0,1,1,266,0,2,1,0,0,2,1,62,1,2,2,0,27,2,0,1,2,5,2,2,0,1,99,1,1,0,0,1,13,0,2,4,1,4,167,0,0,0,0,3,3,2,2,2,0,0,29,4,0,0,3,0,0,0,0,0,0,2,0,3,0,4,0,1,17,3,0,30,1,0,2,63,0,1,3,1,0,4,0,3,0,2,0,0,1,0,2,0,0,2,1,1,1,2,2,0,1,0,0,4,0,0,0,1,1,4,0,1,1,1,1,1,1,2,0,0,55,0,2,0,0,3,9,0,170,0,3,1,49,0,0,1,315,63,18,2,1,0,0,1,1,0,1,1,1,1,0,0,0,78,3,2,2,1,0,0,3,3,1,2,0,1,1,1,1,3,1,0,1,0,0,1,0,2,3,1,0,0,2,1,1,0,0,4,0,0,2,1,0,1,4,2,2,1,0,1,1,0,3,0,1,2,1,1,1,0,1,3,1,1,5,0,139,4,3,0,2,4,0,1,3,0,1,61,0,2,0,0,1,1,3,0,10,2,0,2,1,5,0,21,1,0,0,1,0,1,1,1,0,1,0,1,1,1,2,0,0,2,1,2,1,5,1,0,0,0,0,4,0,1,0,3,1,1,1,2,110,0,1,34,0,2,0,2,2,1,4,6,0,0,83,0,2,0,2,0,15,1,1,1,2,1,22,1,1,2,1,0,8,2,0,0,0,1,251,1,0,1,1,15,7,2,37,3,1,0,0,2,2,2,1,1,2,2,0,0,4,1,2,0,1,1,0,7,0,0,1,1,0,1,2,1,0,1,0,0,1,3,5,0,0,0,1,2,0,0,2,1,4,133,1,5,1,71,0,7,1,1,0,0,3,1,0,0,0,0,2,0,3,0,0,1,0,5,0,3,0,46,1,2,2,1,1,0,0,4,0,2,0,2,8,0,4,8,3,1,0,0,4,1,65,245,1,4,0,138,0,1,4,1,4,1,1,1,3,1,0,7,1,13,1,60,76,1,1,1,1,4,0,3,0,2,0,0,0,2,1,1,1
